"('date', '')","('open', 'BBWI')","('high', 'BBWI')","('low', 'BBWI')","('close', 'BBWI')","('volume', 'BBWI')"
2024-01-02 00:00:00+00:00,40.93247725043443,43.199034587721414,40.91326870273554,42.97814178466797,4536200
2024-01-03 00:00:00+00:00,42.2674393956106,42.42110411071443,40.65396171884833,41.864070892333984,3329700
2024-01-04 00:00:00+00:00,41.575946438171314,42.25783332389319,41.335845112467375,41.72000503540039,2735900
2024-01-05 00:00:00+00:00,41.77763061818916,43.36230083123783,41.518320747127255,42.939720153808594,5444000
2024-01-08 00:00:00+00:00,42.90130219350507,44.1114149006165,42.353871475792175,43.84250259399414,3671800
2024-01-09 00:00:00+00:00,43.7080439253044,44.17864413791232,43.112593660573474,43.218238830566406,2795600
2024-01-10 00:00:00+00:00,43.05497492817222,43.352698251123385,42.344273335224194,42.3826904296875,3236800
2024-01-11 00:00:00+00:00,42.13297946983222,42.22902219799053,40.980492377520854,41.39346694946289,4215700
2024-01-12 00:00:00+00:00,41.91209157965037,41.940902569630964,40.52910910574333,40.53871154785156,2456200
2024-01-16 00:00:00+00:00,40.308212303928904,41.46069575274884,39.7319669158634,41.431884765625,3778300
2024-01-17 00:00:00+00:00,40.97089362870742,41.575950047836486,40.807626471608366,41.11495590209961,2560000
2024-01-18 00:00:00+00:00,41.047725175461125,41.297428947788134,40.173756476833226,40.8652458190918,3110700
2024-01-19 00:00:00+00:00,40.951684247718866,41.239805124982354,40.298608305305244,40.75,2254100
2024-01-22 00:00:00+00:00,40.99969992151397,41.278218330885544,40.35623014502316,40.37543869018555,2586600
2024-01-23 00:00:00+00:00,40.93247288368069,41.182180313471136,39.587907661101895,39.7991943359375,2963300
2024-01-24 00:00:00+00:00,40.21217338873993,40.40425520298323,39.4438497954226,39.511077880859375,2150700
2024-01-25 00:00:00+00:00,40.029695149358666,40.32742212579492,39.29018259265365,40.0104866027832,2103400
2024-01-26 00:00:00+00:00,40.32742211794846,40.98049438310898,40.08732078128532,40.75960159301758,1774200
2024-01-29 00:00:00+00:00,40.701979511705765,41.825652005828786,40.701979511705765,41.604759216308594,2473100
2024-01-30 00:00:00+00:00,41.33584784953392,41.95050669785096,41.33584784953392,41.921695709228516,2920900
2024-01-31 00:00:00+00:00,41.77763453536835,42.23862868370613,40.961291417955664,40.97089385986328,3007300
2024-02-01 00:00:00+00:00,41.20138731145304,42.19060356149291,40.759598105416345,41.7872314453125,2639000
2024-02-02 00:00:00+00:00,41.41267872564952,42.29625357535523,40.605938064464205,41.7296142578125,2054000
2024-02-05 00:00:00+00:00,41.22059131586675,41.47029873096545,40.461873957449015,41.095741271972656,1742800
2024-02-06 00:00:00+00:00,41.0189101864575,41.479904298716576,40.39464892895595,41.431884765625,2137900
2024-02-07 00:00:00+00:00,41.68159798677692,42.430713065250885,41.09575007621403,42.344276428222656,1888300
2024-02-08 00:00:00+00:00,42.459517366660016,42.96853466614177,41.969712276442046,42.613182067871094,2120100
2024-02-09 00:00:00+00:00,42.728432785386026,43.00694753394294,42.05614835246694,42.94932556152344,1942300
2024-02-12 00:00:00+00:00,43.17022061838741,43.28546823297048,42.536353242697075,42.968536376953125,2298500
2024-02-13 00:00:00+00:00,42.08495428891261,42.353866564351364,41.07652959236234,41.556732177734375,1978100
2024-02-14 00:00:00+00:00,41.988917251552955,42.238620995916776,41.24940479496623,42.142581939697266,2204400
2024-02-15 00:00:00+00:00,43.00694757285476,44.09220657282084,42.66120108340324,43.69844055175781,2060100
2024-02-16 00:00:00+00:00,43.51596891768522,44.11141922514867,43.179824837797455,43.6024055480957,1721400
2024-02-20 00:00:00+00:00,43.23744611644938,45.71528983209872,43.23744611644938,45.48479461669922,4162300
2024-02-21 00:00:00+00:00,45.31192225467198,45.49439794238382,44.26508033326095,44.58201217651367,2954400
2024-02-22 00:00:00+00:00,45.05465390968188,45.36331320713628,44.765286278257015,45.035362243652344,2037500
2024-02-23 00:00:00+00:00,45.57551574707031,45.86488336511819,45.04500783406439,45.57551574707031,1919000
2024-02-26 00:00:00+00:00,45.43082795167024,45.6623242428756,44.52414181009242,44.85209274291992,2751300
2024-02-27 00:00:00+00:00,45.05464961107046,45.91310843018027,44.92925931310543,45.72984313964844,3091000
2024-02-28 00:00:00+00:00,45.15110755521616,46.713695546392756,45.122168219419905,46.61724090576172,3907900
2024-02-29 00:00:00+00:00,43.42453871585045,45.05464555834389,42.971193846961185,44.080440521240234,7871600
2024-03-01 00:00:00+00:00,43.50170618142448,45.53693078673815,43.50170618142448,44.061153411865234,4123700
2024-03-04 00:00:00+00:00,44.26370388414269,45.37295051052854,44.03221130371094,44.03221130371094,4976600
2024-03-05 00:00:00+00:00,43.79107645014597,44.00327739511169,43.029072279995816,43.501705169677734,4637400
2024-03-06 00:00:00+00:00,43.86824010213255,44.08044472987456,42.84580397152229,43.19304656982422,2425500
2024-03-07 00:00:00+00:00,43.49206120132605,43.68497416190796,41.99699219595642,42.23813247680664,2709400
2024-03-08 00:00:00+00:00,42.72041063067366,43.38595644368525,42.40210371172781,43.17375183105469,2186500
2024-03-11 00:00:00+00:00,42.951903834489244,43.77178296247602,42.47927096449871,43.74284362792969,2023800
2024-03-12 00:00:00+00:00,43.67533085810683,44.50485409591337,43.5595845419854,43.97434616088867,2183100
2024-03-13 00:00:00+00:00,44.06115371452469,44.40839631794091,43.95505139909098,44.05150604248047,1798600
2024-03-14 00:00:00+00:00,44.119027757554576,44.678471300274126,43.61745552781815,44.27335739135742,2413200
2024-03-15 00:00:00+00:00,43.684973271880885,44.273356133889244,43.453476987997306,44.01292419433594,3715700
2024-03-18 00:00:00+00:00,44.36016545517568,45.02571127225674,44.02256687124386,44.7266960144043,3653400
2024-03-19 00:00:00+00:00,44.72669608301284,45.913105765459925,44.6591771020246,45.797359466552734,2220100
2024-03-20 00:00:00+00:00,45.7877186853811,46.45326455015078,45.170400141912054,46.395389556884766,1727700
