"('date', '')","('open', 'BC')","('high', 'BC')","('low', 'BC')","('close', 'BC')","('volume', 'BC')"
2024-01-02 00:00:00+00:00,90.88959471672577,93.00798663571477,90.16109559873217,91.0621337890625,1198600
2024-01-03 00:00:00+00:00,89.37508734696848,89.37508734696848,86.07768447437434,86.25980377197266,850900
2024-01-04 00:00:00+00:00,85.33960939995444,85.84763915877507,84.13183570992467,85.55049133300781,966100
2024-01-05 00:00:00+00:00,85.13831421896728,87.0937548804163,84.39064723641428,85.92432403564453,798900
2024-01-08 00:00:00+00:00,86.06811111230667,87.42924886637616,85.29168880288572,86.86370849609375,636400
2024-01-09 00:00:00+00:00,86.07769549354508,86.61448054574579,85.33002119678972,85.80929565429688,611000
2024-01-10 00:00:00+00:00,85.94348614806202,86.288556976844,84.64943945925593,84.68778228759766,513600
2024-01-11 00:00:00+00:00,84.76447328593893,85.16706203917707,83.47043382873227,84.59193420410156,468600
2024-01-12 00:00:00+00:00,85.53132097379194,85.81888125391635,82.82821338699543,83.04867553710938,464400
2024-01-16 00:00:00+00:00,82.04218990652028,82.53105185188326,81.31369806955846,82.38726806640625,503400
2024-01-17 00:00:00+00:00,81.89841744758846,82.91447690529587,81.43831077414411,81.76422119140625,444400
2024-01-18 00:00:00+00:00,81.90798439004871,82.79943498337312,80.98777850551164,82.03260040283203,517100
2024-01-19 00:00:00+00:00,82.14762926992582,83.54711695409456,81.4287176696179,83.24996185302734,588000
2024-01-22 00:00:00+00:00,83.81551513733582,85.04245651504014,83.71965440027034,84.19892883300781,490500
2024-01-23 00:00:00+00:00,85.10953445253934,85.97222968943885,82.46393816376273,82.5597915649414,389800
2024-01-24 00:00:00+00:00,83.39373472606259,83.39373472606259,80.12508023396086,80.86316680908203,549100
2024-01-25 00:00:00+00:00,79.24323400639582,81.14116400303489,78.72561673458517,79.94297790527344,953100
2024-01-26 00:00:00+00:00,80.70979536985539,81.51498005829578,79.06109779475557,79.44451141357422,603100
2024-01-29 00:00:00+00:00,79.4637100955649,81.93676816281906,79.19531755737884,81.62044525146484,875300
2024-01-30 00:00:00+00:00,80.09633875708106,80.6618863757075,78.38053545532739,78.85980987548828,1731500
2024-01-31 00:00:00+00:00,78.85022508264632,79.70333291603754,77.05773622239843,77.3357162475586,1436800
2024-02-01 00:00:00+00:00,78.06423062137769,82.14764397670888,77.73832016805436,80.98780059814453,3110200
2024-02-02 00:00:00+00:00,79.86629047671762,83.10618298080696,79.25281979325867,82.0517807006836,1848300
2024-02-05 00:00:00+00:00,80.81523915888184,81.84088598299725,80.37430763117436,80.75772857666016,1302700
2024-02-06 00:00:00+00:00,80.51810705681766,81.22743119035113,80.27846983343427,80.55644989013672,940100
2024-02-07 00:00:00+00:00,80.83442336717222,80.83442336717222,79.51162132135332,80.01007080078125,405900
2024-02-08 00:00:00+00:00,80.5851837323798,81.97507633270867,80.55642844333303,81.1698989868164,470900
2024-02-09 00:00:00+00:00,81.1890892175088,82.66525540677321,80.53727567047187,82.64608764648438,565100
2024-02-12 00:00:00+00:00,82.67483985174647,84.79323197210917,82.52146852258026,84.22769165039062,626500
2024-02-13 00:00:00+00:00,80.79608490320379,81.82173189870043,80.15385891726096,81.6491928100586,909700
2024-02-14 00:00:00+00:00,83.10618613050471,83.43209655708961,81.48624347363844,83.04867553710938,489700
2024-02-15 00:00:00+00:00,84.6398698174789,85.02328352253141,83.5950477257121,84.43856811523438,482300
2024-02-16 00:00:00+00:00,83.47043720625638,83.91136880809424,82.79944861056161,82.8377914428711,371500
2024-02-20 00:00:00+00:00,84.55359863023489,84.55359863023489,82.59815797263292,83.57588195800781,428800
2024-02-21 00:00:00+00:00,83.23079499578469,84.65903067617604,82.99115779308796,84.1510009765625,364300
2024-02-22 00:00:00+00:00,84.26602497300041,85.47379114472045,84.1222411964204,85.09037017822266,510600
2024-02-23 00:00:00+00:00,85.3118925410602,85.3118925410602,83.91538506584787,84.43546295166016,618900
2024-02-26 00:00:00+00:00,84.54141235453027,85.6971435374434,83.75166601943378,83.76129913330078,453000
2024-02-27 00:00:00+00:00,84.6184676453646,84.6184676453646,82.83672356456675,83.24122619628906,508700
2024-02-28 00:00:00+00:00,82.02769695471162,83.48198837533586,81.94102098324004,83.29899597167969,503200
2024-02-29 00:00:00+00:00,84.02132987597342,84.54140777794335,83.34715890003788,84.17543029785156,567200
2024-03-01 00:00:00+00:00,84.08875336452718,84.70514040306168,82.56705199634628,84.62809753417969,324700
2024-03-04 00:00:00+00:00,84.4547361985445,85.69714335994856,84.34879398996573,85.0518569946289,499300
2024-03-05 00:00:00+00:00,84.13690330559912,87.22847130805327,84.05021998325842,85.75492095947266,712100
2024-03-06 00:00:00+00:00,85.47562706260307,86.19795630538563,84.35842097343445,84.59919738769531,514300
