"('date', '')","('open', 'CM')","('high', 'CM')","('low', 'CM')","('close', 'CM')","('volume', 'CM')"
1997-11-13 00:00:00+00:00,4.155758294902864,4.16400384707529,3.924882834074927,4.023829460144043,260000
1997-11-14 00:00:00+00:00,4.0568091061650495,4.073300200092549,4.007335824382548,4.040318012237549,45000
1997-11-17 00:00:00+00:00,4.122775160000176,4.155757361280177,4.0897929587201745,4.114529609680176,49400
1997-11-18 00:00:00+00:00,4.131022318028348,4.131022318028348,4.0980401039123535,4.0980401039123535,10600
1997-11-19 00:00:00+00:00,4.0897929587201745,4.114529609680176,4.081547408400174,4.114529609680176,6000
1997-11-20 00:00:00+00:00,4.122774359246135,4.172247651557088,4.122774359246135,4.147511005401611,21600
1997-11-21 00:00:00+00:00,4.155755759696283,4.20522904254981,4.155755759696283,4.180492401123047,16200
1997-11-24 00:00:00+00:00,4.164002102838596,4.18049320027558,4.147511005401611,4.147511005401611,15600
1997-11-25 00:00:00+00:00,4.13926562684955,4.13926562684955,3.990845743815104,4.081546783447266,21000
1997-11-26 00:00:00+00:00,4.089793833096822,4.098039385179678,3.9166372393568354,3.957864999771118,28600
1997-11-28 00:00:00+00:00,3.9578660395548586,3.9578660395548586,3.949620485305786,3.949620485305786,600
1997-12-01 00:00:00+00:00,3.9743566853659495,4.155758857727051,3.9743566853659495,4.155758857727051,19200
1997-12-02 00:00:00+00:00,4.155758857727051,4.279442157064166,4.155758857727051,4.155758857727051,21800
1997-12-03 00:00:00+00:00,4.188740170072244,4.271195685231147,4.155757964008684,4.196985721588135,34600
1997-12-04 00:00:00+00:00,4.205229202119431,4.238211391939974,4.16400146484375,4.16400146484375,35200
1997-12-05 00:00:00+00:00,4.155758573297869,4.238214100545843,4.08979415149949,4.229968547821045,29200
1997-12-08 00:00:00+00:00,4.254707489013672,4.386636403401693,4.254707489013672,4.328917503356934,16400
1997-12-09 00:00:00+00:00,4.312424235271686,4.403125318613919,4.312424235271686,4.353652000427246,17200
1997-12-10 00:00:00+00:00,4.3536539625847475,4.361899519332067,4.2711983951115515,4.30418062210083,32200
1997-12-11 00:00:00+00:00,4.287687589044441,4.287687589044441,4.188740952374184,4.213477611541748,15600
1997-12-12 00:00:00+00:00,4.22172390564788,4.27944278717041,4.172250578628569,4.27944278717041,34800
1997-12-15 00:00:00+00:00,4.295934287401346,4.328916508417863,4.229969845368312,4.287688732147217,20200
1997-12-16 00:00:00+00:00,4.304177783256353,4.337159988492035,4.213476718858232,4.254704475402832,16600
1997-12-17 00:00:00+00:00,4.287687813725452,4.30417892070132,4.213477832334051,4.238214492797852,30200
1997-12-18 00:00:00+00:00,4.24645894648982,4.254704497842227,4.1887400870229685,4.205231189727783,17600
1997-12-19 00:00:00+00:00,4.188739562560179,4.188739562560179,4.073301858080174,4.114529609680176,30600
1997-12-22 00:00:00+00:00,4.122774528734611,4.122774528734611,4.073301234389796,4.081546783447266,14000
1997-12-23 00:00:00+00:00,4.081548281013966,4.081548281013966,3.957864999771118,3.957864999771118,336000
1997-12-24 00:00:00+00:00,3.9359439156823237,3.9691586322703603,3.919336557388305,3.9193365573883057,22200
1997-12-26 00:00:00+00:00,3.9359423109570386,3.960853338241577,3.9359423109570386,3.960853338241577,3400
1997-12-29 00:00:00+00:00,3.9857659688810023,4.085410118103027,3.9857659688810023,4.085410118103027,34000
1997-12-30 00:00:00+00:00,4.118624832606552,4.193357944488525,4.118624832606552,4.193357944488525,15800
1997-12-31 00:00:00+00:00,4.185053489685059,4.185053489685059,4.151838779449463,4.151838779449463,10400
1998-01-02 00:00:00+00:00,4.151838744233944,4.185053454187815,4.135231389257008,4.160142421722412,27000
1998-01-05 00:00:00+00:00,4.168447367472998,4.317913607740954,4.168447367472998,4.301306247711182,40200
1998-01-06 00:00:00+00:00,4.284697709951382,4.284697709951382,4.234875643556598,4.2431793212890625,23200
1998-01-07 00:00:00+00:00,4.234876758173892,4.234876758173892,4.102017879486084,4.102017879486084,26000
1998-01-08 00:00:00+00:00,4.068800546305381,4.0771042208896775,4.035585847968194,4.04388952255249,36200
1998-01-09 00:00:00+00:00,4.010676094170274,4.027283448597481,3.8529062271118164,3.8529062271118164,16800
1998-01-12 00:00:00+00:00,3.7034421363573395,3.7698715917180095,3.553975861795833,3.695138454437256,73200
1998-01-13 00:00:00+00:00,3.8030843113695023,3.8113879889052438,3.7449585686193134,3.761565923690796,16600
1998-01-14 00:00:00+00:00,3.7947810568979805,3.8279957707439145,3.65361852305276,3.720047950744629,54600
1998-01-15 00:00:00+00:00,3.6702256425518858,3.6702256425518858,3.553974151611328,3.553974151611328,44000
1998-01-16 00:00:00+00:00,3.6121007897133053,3.6121007897133053,3.504152950020724,3.570582389831543,38800
1998-01-20 00:00:00+00:00,3.570581579432241,3.570581579432241,3.4875447985152124,3.5373668670654297,25200
1998-01-21 00:00:00+00:00,3.504153290157363,3.5124569709397266,3.4875459285926365,3.495849609375,35600
1998-01-22 00:00:00+00:00,3.487543272972107,3.487543272972107,3.2550403881073,3.321469783782959,44800
1998-01-23 00:00:00+00:00,3.7200491614375553,3.769871248421094,3.387901914880631,3.5124571323394775,105200
1998-01-26 00:00:00+00:00,3.545670703053474,3.7366553076675957,3.545670703053474,3.720047950744629,68000
1998-01-27 00:00:00+00:00,3.736656012090323,3.8778185725470684,3.736656012090323,3.8279964923858643,17800
1998-01-28 00:00:00+00:00,3.8279957707439145,3.8279957707439145,3.695136915360178,3.720047950744629,48200
1998-01-29 00:00:00+00:00,3.695135899644942,3.695135899644942,3.645313842571078,3.6785285472869873,16400
1998-01-30 00:00:00+00:00,3.6785297574253257,3.6785297574253257,3.620404005050659,3.620404005050659,28400
1998-02-02 00:00:00+00:00,3.7200475091102145,3.7366548640615993,3.7034401541588293,3.7117438316345215,24000
1998-02-03 00:00:00+00:00,3.703440172775932,3.8529063680897586,3.703440172775932,3.8196916580200195,19200
1998-02-04 00:00:00+00:00,3.8196936837849753,3.8695157753126055,3.7449605464935303,3.7449605464935303,26200
1998-02-05 00:00:00+00:00,3.7781738868930885,3.8113886023822587,3.7781738868930885,3.786477565765381,15800
1998-02-06 00:00:00+00:00,3.8529058860762473,3.8944242684693102,3.8529058860762473,3.877816915512085,43200
1998-02-09 00:00:00+00:00,3.9027298351883384,3.944248237690342,3.8944261546879377,3.9359445571899414,25200
1998-02-10 00:00:00+00:00,3.9359450370073317,4.010678170621395,3.919337673981984,3.985767126083374,38000
1998-02-11 00:00:00+00:00,4.01897993850708,4.218268199920654,3.9857652282714846,4.151838779449463,263800
1998-02-12 00:00:00+00:00,4.118623528347547,4.209963969500417,4.052194116600007,4.168445587158203,327800
1998-02-13 00:00:00+00:00,4.168449072744332,4.2348785400390625,4.068804871802237,4.2348785400390625,60800
1998-02-17 00:00:00+00:00,4.251484394073486,4.342824879102409,4.251484394073486,4.251484394073486,62000
1998-02-18 00:00:00+00:00,4.2514859068627455,4.2514859068627455,4.201663806391697,4.2348785400390625,19800
1998-02-19 00:00:00+00:00,4.234876341936065,4.234876341936065,4.060499080797521,4.085410118103027,40600
1998-02-20 00:00:00+00:00,4.085410118103027,4.118624834510369,4.018980685288344,4.085410118103027,32200
1998-02-23 00:00:00+00:00,4.1186257313362695,4.201662540435791,4.1186257313362695,4.201662540435791,14400
1998-02-24 00:00:00+00:00,4.185052905831611,4.2265712878339095,4.118623494627935,4.176749229431152,18600
1998-02-25 00:00:00+00:00,4.185054192176231,4.234876265892615,4.16844683427077,4.209965229034424,23600
