"('date', '')","('open', 'CM')","('high', 'CM')","('low', 'CM')","('close', 'CM')","('volume', 'CM')"
1998-02-26 00:00:00+00:00,4.185053507486979,4.3013049938060615,4.185053507486979,4.259786605834961,33600
1998-02-27 00:00:00+00:00,4.284699715425083,4.284699715425083,4.218270262472756,4.226573944091797,19600
1998-03-02 00:00:00+00:00,4.226571322437302,4.234874998905744,4.168445587158203,4.168445587158203,42600
1998-03-03 00:00:00+00:00,4.176751854377552,4.226573944091797,4.143537127901388,4.226573944091797,9800
1998-03-04 00:00:00+00:00,4.209963969500417,4.209963969500417,4.168445587158203,4.168445587158203,17000
1998-03-05 00:00:00+00:00,4.143533804724294,4.201659529439865,4.027282355293151,4.118622779846191,36000
1998-03-06 00:00:00+00:00,4.126928329467773,4.176750401855714,4.110320972005127,4.126928329467773,23600
1998-03-09 00:00:00+00:00,4.160142474704318,4.309608671400282,4.160142474704318,4.259786605834961,23400
1998-03-10 00:00:00+00:00,4.293000797430674,4.384341239929199,4.293000797430674,4.384341239929199,33400
1998-03-11 00:00:00+00:00,4.400951661796213,4.450773756080698,4.400951661796213,4.442470073699951,23400
1998-03-12 00:00:00+00:00,4.450773712492338,4.550417900085449,4.400951618695782,4.550417900085449,39400
1998-03-13 00:00:00+00:00,4.600237681453389,4.650059750205592,4.4175567626953125,4.4175567626953125,46600
1998-03-16 00:00:00+00:00,4.483988207600176,4.608543435589071,4.483988207600176,4.6002397537231445,26400
1998-03-17 00:00:00+00:00,4.59193626869596,4.666669408692821,4.54211417536472,4.658365726470947,18600
1998-03-18 00:00:00+00:00,4.650060728886649,4.7081864879977315,4.6085423295215895,4.633453369140625,31800
1998-03-19 00:00:00+00:00,4.6334541580893776,4.650061520663175,4.542113663933494,4.5670247077941895,25800
1998-03-20 00:00:00+00:00,4.550414394082041,4.591932773590089,4.550414394082041,4.591932773590088,16000
1998-03-23 00:00:00+00:00,4.583631057255071,4.616845775061267,4.50889794219113,4.579479217529297,62600
1998-03-24 00:00:00+00:00,4.5919325739838355,4.641754627227783,4.567021547361861,4.641754627227783,25800
1998-03-25 00:00:00+00:00,4.707085035528455,4.732211823974336,4.690333843231201,4.690333843231201,17800
1998-03-26 00:00:00+00:00,4.690337574182873,4.723839985427037,4.673586368560792,4.673586368560791,49000
1998-03-27 00:00:00+00:00,4.6735833657754435,4.6735833657754435,4.640080976056623,4.648456573486328,9800
1998-03-30 00:00:00+00:00,4.623333372636275,4.648460184444081,4.606582164764404,4.606582164764404,15200
1998-03-31 00:00:00+00:00,4.623331159460846,4.665209159093644,4.623331159460846,4.640082359313965,21800
1998-04-01 00:00:00+00:00,4.606578586337803,4.681958963205149,4.606578586337803,4.648456573486328,53000
1998-04-02 00:00:00+00:00,4.623329833313659,4.623329833313659,4.531198260548351,4.573076248168945,26000
1998-04-03 00:00:00+00:00,4.606579959607727,4.640082359313965,4.573077559901489,4.640082359313965,66800
1998-04-06 00:00:00+00:00,4.690334788539953,4.807593158253453,4.690334788539953,4.774090766906738,54000
1998-04-07 00:00:00+00:00,4.790841389692366,4.9080997453841375,4.790841389692366,4.841094970703125,18400
1998-04-08 00:00:00+00:00,4.857848380085484,4.857848380085484,4.8075947761535645,4.8075947761535645,81000
1998-04-09 00:00:00+00:00,4.799217886073544,4.841095878098618,4.782466689263514,4.8327202796936035,91400
1998-04-13 00:00:00+00:00,4.874597916603089,5.042109872500102,4.874597916603089,5.0253586769104,49000
1998-04-14 00:00:00+00:00,5.03373460560383,5.343631744384766,5.03373460560383,5.343631744384766,51000
1998-04-15 00:00:00+00:00,5.527894221819364,5.536269819125151,5.226372718811035,5.226372718811035,111000
1998-04-16 00:00:00+00:00,5.209621978842694,5.4525143219077075,5.109114802401999,5.393885135650635,78000
1998-04-17 00:00:00+00:00,5.427387658651773,5.427387658651773,5.092363729105367,5.159368515014648,94600
1998-04-20 00:00:00+00:00,5.125865161418915,5.125865161418915,4.824343681335449,4.824343681335449,160000
1998-04-21 00:00:00+00:00,4.824344681288588,4.866222673313663,4.757339894048469,4.8327202796936035,47200
1998-04-22 00:00:00+00:00,4.849471147436845,4.882973538783559,4.774090766906738,4.774090766906738,59000
1998-04-23 00:00:00+00:00,4.774090964743431,4.782466562927191,4.656832590170786,4.723837375640869,35600
1998-04-24 00:00:00+00:00,4.690334560634854,4.690334560634854,4.606578586337803,4.648456573486328,53400
1998-04-27 00:00:00+00:00,4.506071421421996,4.573076200922695,4.455817836796472,4.564700603485107,46600
1998-04-28 00:00:00+00:00,4.6568329425126365,4.715462134234918,4.6065793496078244,4.614954948425293,41600
1998-04-29 00:00:00+00:00,4.640081393803265,4.74058857200839,4.640081393803265,4.723837375640869,10200
1998-04-30 00:00:00+00:00,4.757341341156598,4.824346148778522,4.748965740203857,4.748965740203857,53000
1998-05-01 00:00:00+00:00,4.7657147879367106,4.807592773770953,4.7657147879367106,4.790841579437256,19200
1998-05-04 00:00:00+00:00,4.824345619012948,4.824345619012948,4.732214018649853,4.740589618682861,77400
1998-05-05 00:00:00+00:00,4.7238383585795605,4.765716358212358,4.623331159460846,4.640082359313965,20200
1998-05-06 00:00:00+00:00,4.65683346900387,4.65683346900387,4.623331069946289,4.623331069946289,7400
1998-05-07 00:00:00+00:00,4.623331069946289,4.631706669710685,4.589828670888707,4.623331069946289,18800
1998-05-08 00:00:00+00:00,4.640082418286759,4.782467618847905,4.640082418286759,4.740589618682861,41200
1998-05-11 00:00:00+00:00,4.757341172221646,4.841097178774843,4.757341172221646,4.8075947761535645,18000
1998-05-12 00:00:00+00:00,4.782466364743417,4.82434435392681,4.740588375560025,4.774090766906738,23400
1998-05-13 00:00:00+00:00,4.78246612802016,4.790841725442262,4.69033455637704,4.732212543487549,24400
1998-05-14 00:00:00+00:00,4.681960313703872,4.690335913549496,4.623331114784503,4.631706714630127,17400
1998-05-15 00:00:00+00:00,4.614954948425293,4.631706146060231,4.598203750790355,4.614954948425293,8200
1998-05-18 00:00:00+00:00,4.614954948425293,4.614954948425293,4.614954948425293,4.614954948425293,0
1998-05-19 00:00:00+00:00,4.6065799150932545,4.631706714630127,4.6065799150932545,4.631706714630127,57600
1998-05-20 00:00:00+00:00,4.640080976056623,4.656832170916034,4.6317053786269184,4.648456573486328,7600
1998-05-21 00:00:00+00:00,4.656831884640061,4.723836659958623,4.656831884640061,4.6819586753845215,20200
1998-05-22 00:00:00+00:00,4.673584668532661,4.707087067590243,4.623331069946289,4.623331069946289,21200
1998-05-26 00:00:00+00:00,4.748964529504793,4.748964529504793,4.614954948425293,4.614954948425293,35600
1998-05-27 00:00:00+00:00,4.531196821981402,4.539572416846432,4.422314088736007,4.48931884765625,35000
1998-05-28 00:00:00+00:00,4.514447165244574,4.531198360662922,4.455817981280359,4.5060715675354,30600
1998-05-29 00:00:00+00:00,4.539573811172346,4.623329785548219,4.539573811172346,4.564700603485107,26400
1998-06-01 00:00:00+00:00,4.5311999760870565,4.564702378867737,4.514448774696716,4.539575576782227,36000
1998-06-02 00:00:00+00:00,4.556328541148793,4.61495776870034,4.556328541148793,4.606582164764404,98000
1998-06-03 00:00:00+00:00,4.623330888957003,4.673584485576101,4.589828491210938,4.5898284912109375,26200
1998-06-04 00:00:00+00:00,4.60657969008397,4.623330888957003,4.556326093464873,4.5898284912109375,30000
1998-06-05 00:00:00+00:00,4.598202945554958,4.598202945554958,4.547949361450533,4.5563249588012695,39400
1998-06-08 00:00:00+00:00,4.53957385807247,4.581451845693064,4.531198260548351,4.573076248168945,61800
1998-06-09 00:00:00+00:00,4.556325295495899,4.56470089346556,4.522822903617253,4.531198501586914,63400
1998-06-10 00:00:00+00:00,4.522821935261966,4.522821935261966,4.355310011733745,4.363685607910156,98200
1998-06-11 00:00:00+00:00,4.36368691733503,4.372062516024732,4.204550542230681,4.2548041343688965,177200
1998-06-12 00:00:00+00:00,4.2548034177188985,4.346934987787615,4.13754505581326,4.2966814041137695,92200
1998-06-15 00:00:00+00:00,4.238050987499471,4.271553366847293,4.204548608151649,4.246426582336426,8800
1998-06-16 00:00:00+00:00,4.279929061769736,4.288304656802554,4.221299896540014,4.263177871704102,14400
1998-06-17 00:00:00+00:00,4.288305947946948,4.363686325938203,4.288305947946948,4.321808338165283,52200
1998-06-18 00:00:00+00:00,4.305058071400859,4.305058071400859,4.229677677154541,4.229677677154541,7600
1998-06-19 00:00:00+00:00,4.2380512169157845,4.2380512169157845,4.179422049883352,4.2045488357543945,5200
1998-06-22 00:00:00+00:00,4.196173521409552,4.196173521409552,4.14591994630285,4.171046733856201,8800
1998-06-23 00:00:00+00:00,4.154295873160314,4.179422662715719,4.129169083604909,4.145920276641846,13600
1998-06-24 00:00:00+00:00,4.154295542153967,4.179422329707318,4.1207931587495,4.171046733856201,10600
1998-06-25 00:00:00+00:00,4.220097910790216,4.338497451373509,4.220097910790216,4.262383460998535,36200
1998-06-26 00:00:00+00:00,4.279299399984165,4.3131278537389806,4.279299399984165,4.296213626861572,10000
1998-06-29 00:00:00+00:00,4.330043247767857,4.5160997935703815,4.330043247767857,4.499185562133789,24800
1998-06-30 00:00:00+00:00,4.507639809610297,4.507639809610297,4.372326044218618,4.389240264892578,80400
1998-07-01 00:00:00+00:00,4.42307152066912,4.5160997935703815,4.42307152066912,4.499185562133789,15600
1998-07-02 00:00:00+00:00,4.48227139933481,4.48227139933481,4.423071588400199,4.4484429359436035,77400
1998-07-06 00:00:00+00:00,4.448439966262845,4.50763973767699,4.414611525454763,4.490725517272949,46400
1998-07-07 00:00:00+00:00,4.5245548733119865,4.566840432875649,4.516097761399253,4.541469097137451,30000
1998-07-08 00:00:00+00:00,4.566840432875649,4.583754656701115,4.516097761399253,4.541469097137451,13600
1998-07-09 00:00:00+00:00,4.541470318697812,4.5499274328853305,4.490727633572696,4.516098976135254,67800
1998-07-10 00:00:00+00:00,4.507642746878214,4.507642746878214,4.4146144725523975,4.4484429359436035,109600
1998-07-13 00:00:00+00:00,4.414613723754883,4.414613723754883,4.389242380514912,4.414613723754883,9600
1998-07-14 00:00:00+00:00,4.423068635656784,4.499182627474969,4.406154415252742,4.490725517272949,47000
1998-07-15 00:00:00+00:00,4.4991835375737885,4.558383320962917,4.4991835375737885,4.541469097137451,321000
1998-07-16 00:00:00+00:00,4.533010959625244,4.541468069624545,4.456896969631536,4.533010959625244,50000
1998-07-17 00:00:00+00:00,4.5499267578125,4.5499267578125,4.5160983060815525,4.5499267578125,7600
1998-07-20 00:00:00+00:00,4.541470665657455,4.558384895324707,4.541470665657455,4.558384895324707,2600
1998-07-21 00:00:00+00:00,4.566841590695264,4.58375581880895,4.482270450126833,4.507641792297363,60000
1998-07-22 00:00:00+00:00,4.499184255581879,4.516098482106623,4.439984462745275,4.4568986892700195,33200
1998-07-23 00:00:00+00:00,4.465353923658492,4.465353923658492,4.406154155731201,4.406154155731201,22800
1998-07-24 00:00:00+00:00,4.423068440967553,4.431525550797319,4.287754683691299,4.30466890335083,65600
1998-07-27 00:00:00+00:00,4.27929764062586,4.27929764062586,4.110155441391636,4.203183650970459,37400
1998-07-28 00:00:00+00:00,4.203183724698293,4.245469275248578,4.143983953927894,4.21164083480835,56600
1998-07-29 00:00:00+00:00,4.220099019714108,4.2623845810338885,4.160899233866416,4.169356346130371,21200
1998-07-30 00:00:00+00:00,4.152441834135777,4.160898945814261,4.1270704991003235,4.135527610778809,35400
1998-07-31 00:00:00+00:00,4.160899746418,4.160899746418,4.059414386749268,4.059414386749268,56600
1998-08-03 00:00:00+00:00,4.059414030376233,4.059414030376233,4.0086713549965305,4.0171284675598145,28400
1998-08-04 00:00:00+00:00,4.034040829017919,4.050955046330364,3.907184199174589,3.9156413078308105,86200
1998-08-05 00:00:00+00:00,3.890271545738302,3.932557106018066,3.822614649290679,3.9325571060180664,186200
1998-08-06 00:00:00+00:00,3.9240992069244385,3.9579276483634422,3.9156420965646874,3.9240992069244385,29000
1998-08-07 00:00:00+00:00,3.5181598126735834,3.5689025022794523,3.239075019841304,3.306731939315796,510200
1998-08-10 00:00:00+00:00,3.340558372045818,3.340558372045818,3.213701725006103,3.2137017250061035,192400
1998-08-11 00:00:00+00:00,3.146045394565748,3.1798738396686055,3.010731614154318,3.1122169494628906,140800
1998-08-12 00:00:00+00:00,3.1460459439924335,3.281359748035119,3.1375888312397655,3.2052457332611084,141400
1998-08-13 00:00:00+00:00,3.2306155951688607,3.247529812944614,3.112216070738588,3.120673179626465,102800
1998-08-14 00:00:00+00:00,3.1460445062900946,3.2137013773931074,3.095301852962835,3.120673179626465,134200
1998-08-17 00:00:00+00:00,3.1291312026977542,3.196788093566895,3.112216979980469,3.171416759490967,43600
1998-08-18 00:00:00+00:00,3.205245142802596,3.2729020323604345,3.205245142802596,3.247530698776245,28200
1998-08-19 00:00:00+00:00,3.2813596725463867,3.3151881227788236,3.24753122231395,3.2813596725463867,136800
1998-08-20 00:00:00+00:00,3.2644449844360355,3.298273429870606,3.1714167594909672,3.171416759490967,44800
1998-08-21 00:00:00+00:00,3.1375884734667263,3.1375884734667263,2.993817573065286,3.0783886909484863,145000
1998-08-24 00:00:00+00:00,3.1037593387358684,3.11221644865068,3.002274019758129,3.0276453495025635,32400
1998-08-25 00:00:00+00:00,3.11221644865068,3.11221644865068,3.019188239587752,3.0276453495025635,76400
1998-08-26 00:00:00+00:00,2.9599887984139577,2.9599887984139577,2.883874800740456,2.9007890224456787,56400
1998-08-27 00:00:00+00:00,2.8077620297670363,2.8246762588620187,2.4948487915098667,2.7062766551971436,176600
1998-08-28 00:00:00+00:00,2.7401049009256933,2.7401049009256933,2.596333964766012,2.6809051036834717,41000
1998-08-31 00:00:00+00:00,2.6893614179947796,2.740104086258832,2.5709618587119905,2.587876081466675,52200
1998-09-01 00:00:00+00:00,2.663990114443599,2.765475452136689,2.5371334423272374,2.647075891494751,80400
1998-09-02 00:00:00+00:00,2.672448197007179,2.75701934248209,2.5963341660797594,2.7062766551971436,47600
1998-09-03 00:00:00+00:00,2.689361363846735,2.689361363846735,2.5286762509124956,2.5540475845336914,155000
1998-09-04 00:00:00+00:00,2.604791123616068,2.604791123616068,2.4948486411257793,2.57096266746521,87400
1998-09-08 00:00:00+00:00,2.7062757515612947,2.7401041984558105,2.647075969495891,2.7401041984558105,123600
1998-09-09 00:00:00+00:00,2.7316475711810364,2.7316475711810364,2.6386193257228587,2.6555335521698,45200
1998-09-10 00:00:00+00:00,2.6386199396092085,2.7316482067108154,2.613248594036043,2.7316482067108154,41800
1998-09-11 00:00:00+00:00,2.765475955430199,2.875418424606323,2.672447712281171,2.8754184246063232,42000
1998-09-14 00:00:00+00:00,2.959989688613198,3.0022752555933865,2.9346183484250847,2.9769039154052734,82200
1998-09-15 00:00:00+00:00,2.993817241824403,2.993817241824403,2.8754176898878447,2.9007890224456787,32200
1998-09-16 00:00:00+00:00,2.9007899172334786,2.934618371078767,2.8077616691589355,2.8077616691589355,44400
1998-09-17 00:00:00+00:00,2.706275640749464,2.706275640749464,2.587876081466675,2.587876081466675,78000
1998-09-18 00:00:00+00:00,2.5878764379446144,2.6470762257407334,2.5709622128600094,2.630162000656128,40200
1998-09-21 00:00:00+00:00,2.604790778099736,2.6978190201747267,2.604790778099736,2.672447681427002,26200
1998-09-22 00:00:00+00:00,2.70627644535871,2.7147335592504556,2.638619534224742,2.6809051036834717,7600
1998-09-23 00:00:00+00:00,2.6893620807004264,2.8077616691589355,2.647076513393816,2.8077616691589355,29800
1998-09-24 00:00:00+00:00,2.814627081155777,2.814627081155777,2.7459776401519775,2.7459776401519775,15200
1998-09-25 00:00:00+00:00,2.677326720895119,2.677326720895119,2.6172584931827285,2.651583194732666,43800
1998-09-28 00:00:00+00:00,2.677327476029287,2.677327476029287,2.617259231374784,2.6344215869903564,55800
1998-09-29 00:00:00+00:00,2.643001768665929,2.6944888161074734,2.5743523720772035,2.6601641178131104,76400
1998-09-30 00:00:00+00:00,2.625839885400266,2.625839885400266,2.5228657722473145,2.5228657722473145,27200
1998-10-01 00:00:00+00:00,2.445636626039998,2.4542178071839977,2.248269459727998,2.291175365447998,285400
1998-10-02 00:00:00+00:00,2.3254990736643473,2.342661428451538,2.2225249449412026,2.316917896270752,53600
1998-10-05 00:00:00+00:00,2.282593027150856,2.291174203944656,2.2225247895942544,2.2740118503570557,112400
1998-10-06 00:00:00+00:00,2.3684049606323243,2.3684049606323243,2.2911743640899656,2.316917896270752,78400
1998-10-07 00:00:00+00:00,2.342661602653726,2.437054561002411,2.3340804246220275,2.351242780685425,59800
1998-10-08 00:00:00+00:00,2.2825930737357103,2.2825930737357103,2.1796189501085355,2.2482683658599854,55400
1998-10-09 00:00:00+00:00,2.2482693387174058,2.2482693387174058,2.1710387125782584,2.2396881580352783,100000
1998-10-12 00:00:00+00:00,2.265430393503673,2.325498623634452,2.265430393503673,2.299755096435547,78200
1998-10-13 00:00:00+00:00,2.2482683199756552,2.2740118503570557,2.196781259212854,2.2740118503570557,73800
1998-10-14 00:00:00+00:00,2.265430953098118,2.4027297987404284,2.2568497752454735,2.376986265182495,107600
1998-10-15 00:00:00+00:00,2.3512419402797353,2.5829336643218994,2.3340795903506866,2.5829336643218994,75200
1998-10-16 00:00:00+00:00,2.5915151810159487,2.6430022375924245,2.462797539574759,2.5228657722473145,236800
1998-10-19 00:00:00+00:00,2.488540805674888,2.5400278568267822,2.488540805674888,2.5400278568267822,52600
1998-10-20 00:00:00+00:00,2.5571904766316313,2.608677533208107,2.514284596151235,2.5228657722473145,65600
1998-10-21 00:00:00+00:00,2.5057032387832114,2.5400279406843516,2.4370538349809316,2.4885408878326416,47200
1998-10-22 00:00:00+00:00,2.4713789341813426,2.531447172164917,2.4713789341813426,2.531447172164917,54200
1998-10-23 00:00:00+00:00,2.5400275928062084,2.582933464306313,2.5400275928062084,2.55718994140625,20800
1998-10-26 00:00:00+00:00,2.591515849798154,2.6944899895252328,2.591515849798154,2.6773276329040527,49200
1998-10-27 00:00:00+00:00,2.7116521209765865,2.763139186564749,2.651583877790396,2.66874623298645,46000
1998-10-28 00:00:00+00:00,2.643002919661693,2.6773276329040527,2.565772314866384,2.6773276329040527,42200
1998-10-29 00:00:00+00:00,2.668745292386701,2.6773264669602916,2.6258394195187478,2.6601641178131104,29800
1998-10-30 00:00:00+00:00,2.711652465748563,2.8146266100174957,2.711652465748563,2.737396001815796,103800
1998-11-02 00:00:00+00:00,2.763141128117453,2.874696515277474,2.763141128117453,2.8661153316497803,47600
1998-11-03 00:00:00+00:00,2.8832753614945847,2.8832753614945847,2.7888824181123213,2.8317883014678955,19600
1998-11-04 00:00:00+00:00,2.9090190245065206,2.943343732760285,2.8832754933161975,2.8918566703796387,43600
1998-11-05 00:00:00+00:00,2.866113170225229,2.883275524537955,2.7459766900361475,2.874694347381592,73800
1998-11-06 00:00:00+00:00,2.8832758133669936,2.8832758133669936,2.814626389239208,2.8489511013031006,20200
1998-11-09 00:00:00+00:00,2.814627081155777,2.823208261281252,2.7373964600265026,2.7459776401519775,52800
1998-11-10 00:00:00+00:00,2.7288144761726407,2.7288144761726407,2.643002700192369,2.66874623298645,43400
1998-11-11 00:00:00+00:00,2.7373953624895426,2.7373953624895426,2.694489479064942,2.6944894790649414,72400
1998-11-12 00:00:00+00:00,2.6773271256951015,2.7373953624895426,2.668745949010181,2.6944894790649414,32600
1998-11-13 00:00:00+00:00,2.677327750992252,2.7631395378830295,2.6601653936140965,2.737396001815796,29800
1998-11-16 00:00:00+00:00,2.745975707628712,2.7974627521467506,2.7373945335423726,2.7631380558013916,38800
1998-11-17 00:00:00+00:00,2.7288131123356774,2.8403683653556895,2.6773260724802874,2.771718978881836,66800
1998-11-18 00:00:00+00:00,2.7631404600410816,2.8146275493586175,2.711653370723546,2.754559278488159,42000
1998-11-19 00:00:00+00:00,2.7888830717619473,2.874694858585392,2.7888830717619473,2.857532501220703,21400
1998-11-20 00:00:00+00:00,2.9862485444250186,3.1149661540985107,2.9862485444250186,3.1149661540985107,59200
1998-11-23 00:00:00+00:00,3.28659087994377,3.3895650067305203,3.28659087994377,3.380983829498291,262400
1998-11-24 00:00:00+00:00,3.3294977586736123,3.338078938464008,3.2265236011888616,3.2436859607696533,31600
1998-11-25 00:00:00+00:00,3.217940807342529,3.252265509287516,3.1407102279663084,3.2179408073425293,52400
