"('date', '')","('open', 'AEM')","('high', 'AEM')","('low', 'AEM')","('close', 'AEM')","('volume', 'AEM')"
2025-09-26 00:00:00+00:00,160.77999877929688,164.5850067138672,160.11500549316406,163.4199981689453,2478027
