"('date', '')","('open', 'ACDC')","('high', 'ACDC')","('low', 'ACDC')","('close', 'ACDC')","('volume', 'ACDC')"
2024-01-02 00:00:00+00:00,8.180000305175781,8.609999656677246,7.920000076293945,7.980000019073486,1038900
2024-01-03 00:00:00+00:00,7.900000095367432,8.100000381469727,7.579999923706055,7.949999809265137,713300
2024-01-04 00:00:00+00:00,8.069999694824219,8.095000267028809,7.599999904632568,7.639999866485596,940100
2024-01-05 00:00:00+00:00,7.699999809265137,8.09000015258789,7.619999885559082,8.0,878800
2024-01-08 00:00:00+00:00,7.739999771118164,7.96999979019165,7.579999923706055,7.949999809265137,625900
2024-01-09 00:00:00+00:00,7.920000076293945,7.920000076293945,7.559999942779541,7.829999923706055,687700
2024-01-10 00:00:00+00:00,7.789999961853027,7.789999961853027,7.309999942779541,7.420000076293945,632100
2024-01-11 00:00:00+00:00,7.449999809265137,7.449999809265137,7.119999885559082,7.380000114440918,748000
2024-01-12 00:00:00+00:00,7.539999961853027,7.659999847412109,7.349999904632568,7.460000038146973,540800
2024-01-16 00:00:00+00:00,7.360000133514404,7.360000133514404,6.929999828338623,6.96999979019165,696700
2024-01-17 00:00:00+00:00,6.78000020980835,7.010000228881836,6.460000038146973,7.0,717500
2024-01-18 00:00:00+00:00,7.0,7.135000228881836,6.909999847412109,7.119999885559082,554200
2024-01-19 00:00:00+00:00,7.150000095367432,7.28000020980835,7.059999942779541,7.239999771118164,700100
2024-01-22 00:00:00+00:00,7.239999771118164,7.489999771118164,7.110000133514404,7.460000038146973,748100
2024-01-23 00:00:00+00:00,7.46999979019165,7.53000020980835,7.139999866485596,7.369999885559082,728400
2024-01-24 00:00:00+00:00,7.400000095367432,7.71999979019165,7.199999809265137,7.539999961853027,956800
2024-01-25 00:00:00+00:00,7.710000038146973,7.710000038146973,7.269999980926514,7.650000095367432,802500
2024-01-26 00:00:00+00:00,7.679999828338623,7.980000019073486,7.679999828338623,7.730000019073486,481700
2024-01-29 00:00:00+00:00,7.670000076293945,7.739999771118164,7.489999771118164,7.71999979019165,445800
2024-01-30 00:00:00+00:00,7.650000095367432,8.319999694824219,7.625,8.279999732971191,1799200
2024-01-31 00:00:00+00:00,8.239999771118164,8.359999656677246,7.909999847412109,7.909999847412109,834500
2024-02-01 00:00:00+00:00,7.960000038146973,8.050000190734863,7.420000076293945,7.53000020980835,916600
2024-02-02 00:00:00+00:00,7.449999809265137,7.460000038146973,7.019999980926514,7.019999980926514,767300
2024-02-05 00:00:00+00:00,6.909999847412109,6.940000057220459,6.630000114440918,6.900000095367432,810800
2024-02-06 00:00:00+00:00,6.889999866485596,7.309999942779541,6.849999904632568,7.179999828338623,700600
2024-02-07 00:00:00+00:00,7.210000038146973,7.460000038146973,6.909999847412109,6.960000038146973,557800
2024-02-08 00:00:00+00:00,6.949999809265137,7.40500020980835,6.909999847412109,7.329999923706055,684700
2024-02-09 00:00:00+00:00,7.380000114440918,7.440000057220459,7.224999904632568,7.309999942779541,715900
2024-02-12 00:00:00+00:00,7.230000019073486,7.769999980926514,7.199999809265137,7.25,678300
2024-02-13 00:00:00+00:00,7.130000114440918,7.150000095367432,6.800000190734863,6.869999885559082,917700
2024-02-14 00:00:00+00:00,6.940000057220459,6.96999979019165,6.710000038146973,6.730000019073486,763000
2024-02-15 00:00:00+00:00,6.820000171661377,7.394999980926514,6.820000171661377,7.340000152587891,883400
2024-02-16 00:00:00+00:00,7.409999847412109,7.666999816894531,7.25,7.590000152587891,758600
2024-02-20 00:00:00+00:00,7.510000228881836,7.599999904632568,7.460000038146973,7.559999942779541,773600
2024-02-21 00:00:00+00:00,7.550000190734863,7.670000076293945,7.230000019073486,7.360000133514404,571400
2024-02-22 00:00:00+00:00,7.289999961853027,7.380000114440918,7.144999980926514,7.329999923706055,855400
2024-02-23 00:00:00+00:00,7.25,7.835000038146973,7.119999885559082,7.610000133514404,1294100
2024-02-26 00:00:00+00:00,7.539999961853027,7.795000076293945,7.420000076293945,7.559999942779541,882500
2024-02-27 00:00:00+00:00,7.590000152587891,8.109999656677246,7.570000171661377,8.069999694824219,1166100
2024-02-28 00:00:00+00:00,8.039999961853027,8.3100004196167,8.0,8.140000343322754,616400
2024-02-29 00:00:00+00:00,8.210000038146973,8.399999618530273,8.079999923706055,8.180000305175781,963700
2024-03-01 00:00:00+00:00,8.25,8.539999961853027,8.234999656677246,8.420000076293945,822400
2024-03-04 00:00:00+00:00,8.510000228881836,8.510000228881836,8.210000038146973,8.260000228881836,902000
2024-03-05 00:00:00+00:00,8.1899995803833,8.479999542236328,8.180000305175781,8.3100004196167,566300
2024-03-06 00:00:00+00:00,8.489999771118164,8.520000457763672,7.789999961853027,7.789999961853027,854200
2024-03-07 00:00:00+00:00,7.809999942779541,8.039999961853027,7.755000114440918,7.900000095367432,524900
2024-03-08 00:00:00+00:00,8.0,8.180000305175781,7.739999771118164,7.800000190734863,532000
2024-03-11 00:00:00+00:00,7.800000190734863,7.909999847412109,7.650000095367432,7.820000171661377,480200
2024-03-12 00:00:00+00:00,7.809999942779541,7.960000038146973,7.690000057220459,7.929999828338623,697800
2024-03-13 00:00:00+00:00,7.260000228881836,8.170000076293945,7.260000228881836,7.369999885559082,2799100
2024-03-14 00:00:00+00:00,7.320000171661377,7.864999771118164,7.260000228881836,7.789999961853027,1633600
2024-03-15 00:00:00+00:00,7.800000190734863,8.09000015258789,7.789999961853027,7.920000076293945,1515100
2024-03-18 00:00:00+00:00,7.949999809265137,8.015000343322754,7.550000190734863,7.820000171661377,1132300
2024-03-19 00:00:00+00:00,7.71999979019165,8.520000457763672,7.619999885559082,8.220000267028809,1541200
2024-03-20 00:00:00+00:00,8.170000076293945,8.359999656677246,7.940000057220459,8.210000038146973,908800
2024-03-21 00:00:00+00:00,8.25,8.479999542236328,8.239999771118164,8.380000114440918,884800
2024-03-22 00:00:00+00:00,8.390000343322754,8.520000457763672,8.079999923706055,8.149999618530273,683200
2024-03-25 00:00:00+00:00,8.180000305175781,8.430000305175781,8.180000305175781,8.300000190734863,721900
2024-03-26 00:00:00+00:00,8.329999923706055,8.369999885559082,7.96999979019165,8.0,934700
2024-03-27 00:00:00+00:00,8.039999961853027,8.369999885559082,7.78000020980835,8.260000228881836,1668500
2024-03-28 00:00:00+00:00,8.369999885559082,8.5,8.210000038146973,8.359999656677246,1169300
2024-04-01 00:00:00+00:00,8.470000267028809,8.65999984741211,8.220000267028809,8.520000457763672,1378500
2024-04-02 00:00:00+00:00,8.5600004196167,8.6899995803833,8.489999771118164,8.600000381469727,979500
2024-04-03 00:00:00+00:00,8.569999694824219,9.005000114440918,8.569999694824219,8.960000038146973,893600
2024-04-04 00:00:00+00:00,9.050000190734863,9.069999694824219,8.779999732971191,8.859999656677246,1231400
2024-04-05 00:00:00+00:00,8.869999885559082,8.975000381469727,8.710000038146973,8.960000038146973,896200
2024-04-08 00:00:00+00:00,9.050000190734863,9.09000015258789,8.600000381469727,8.75,1122800
2024-04-09 00:00:00+00:00,8.829999923706055,8.984999656677246,8.585000038146973,8.65999984741211,631800
2024-04-10 00:00:00+00:00,8.510000228881836,8.574999809265137,8.329999923706055,8.470000267028809,502700
2024-04-11 00:00:00+00:00,8.529999732971191,8.619999885559082,8.260000228881836,8.289999961853027,844500
2024-04-12 00:00:00+00:00,8.399999618530273,8.505000114440918,8.270000457763672,8.449999809265137,740900
2024-04-15 00:00:00+00:00,8.649999618530273,9.100000381469727,8.470000267028809,8.489999771118164,1032900
2024-04-16 00:00:00+00:00,8.319999694824219,8.319999694824219,7.623000144958496,7.960000038146973,1273700
2024-04-17 00:00:00+00:00,7.889999866485596,8.104999542236328,7.460000038146973,7.489999771118164,795800
2024-04-18 00:00:00+00:00,7.460000038146973,8.010000228881836,7.449999809265137,7.929999828338623,1591500
2024-04-19 00:00:00+00:00,7.760000228881836,8.149999618530273,7.760000228881836,8.109999656677246,1506900
2024-04-22 00:00:00+00:00,8.039999961853027,8.119999885559082,7.735000133514404,8.039999961853027,770500
