"('date', '')","('open', 'B')","('high', 'B')","('low', 'B')","('close', 'B')","('volume', 'B')"
2024-02-15 00:00:00+00:00,13.856025931916813,14.155562932842356,13.769063279555247,14.107251167297363,29174100
2024-02-16 00:00:00+00:00,14.087926143524209,14.271514175419993,14.0009634885723,14.155563354492188,19378900
2024-02-20 00:00:00+00:00,14.290839794796566,14.43577694984901,14.126577194276885,14.232864379882812,15448800
2024-02-21 00:00:00+00:00,14.232863238638503,14.271514126473804,14.010626162512828,14.252188682556152,15149500
2024-02-22 00:00:00+00:00,14.116913188562485,14.136238632273377,13.875350671103584,13.904338836669922,15444600
2024-02-23 00:00:00+00:00,13.97197722372728,14.261852453395571,13.885014562677997,14.24252700805664,20994000
2024-02-26 00:00:00+00:00,14.02028893255623,14.165226076484153,13.91400083362039,14.155563354492188,17181000
2024-02-27 00:00:00+00:00,14.184552014716989,14.213539260215033,14.020289421081543,14.020289421081543,15926100
2024-02-28 00:00:00+00:00,14.02028975655333,14.030019535043257,13.88407656922535,13.942453384399414,12914400
2024-02-29 00:00:00+00:00,14.273257648135171,14.399741977927421,14.214879908276174,14.263527870178223,19063900
2024-03-01 00:00:00+00:00,14.36082311981278,14.633250394639369,14.16623220922236,14.535954475402832,25523200
2024-03-04 00:00:00+00:00,14.730546588938372,15.100269789905314,14.642980445566904,15.041892051696777,34728700
2024-03-05 00:00:00+00:00,15.314319395764736,15.392155761780407,15.10999870300293,15.10999870300293,29182800
2024-03-06 00:00:00+00:00,15.294860278204373,15.567287550531535,15.217023914682327,15.285130500793457,27433700
2024-03-07 00:00:00+00:00,15.54782900621517,15.615935596752776,15.411615825139961,15.469992637634277,22814400
2024-03-08 00:00:00+00:00,15.538100032898024,15.664584362810123,15.324049557055805,15.333779335021973,23965500
2024-03-11 00:00:00+00:00,15.343509483145544,15.48945244462811,15.314320148542855,15.440804481506348,24871400
2024-03-12 00:00:00+00:00,15.158646113154559,15.255942031081588,14.983513832038959,15.217023849487305,19584100
2024-03-13 00:00:00+00:00,15.236483206639113,15.59647756349434,15.207294801015038,15.547828674316406,19908600
2024-03-14 00:00:00+00:00,15.411615702985927,15.440804109001734,15.168376821127897,15.333779335021973,16563200
2024-03-15 00:00:00+00:00,15.27540159510766,15.401885925019757,15.187835449177538,15.333779335021973,20414000
2024-03-18 00:00:00+00:00,15.333779751130109,15.372697936168198,15.187835861325238,15.207295417785645,12186700
2024-03-19 00:00:00+00:00,15.09054076279295,15.158647354188151,14.818112541446709,14.83757209777832,20044100
2024-03-20 00:00:00+00:00,14.798653005621187,15.36296711427903,14.779193450482735,15.255942344665527,18274700
2024-03-21 00:00:00+00:00,15.56728835654172,15.810527237112684,15.372697437661488,15.382427215576172,26790800
2024-03-22 00:00:00+00:00,15.285132379086196,15.460264682473017,15.071081889155943,15.100271224975586,21400500
2024-03-25 00:00:00+00:00,15.236482384537013,15.508909654055513,15.119727840457655,15.148916244506836,13644800
2024-03-26 00:00:00+00:00,15.324050565629628,15.372698530779607,15.100271224975586,15.100271224975586,16446400
2024-03-27 00:00:00+00:00,15.197565365665405,15.771608352661133,15.187835587610552,15.771608352661133,28034300
2024-03-28 00:00:00+00:00,16.00511745164356,16.248356307408567,15.820255401647898,16.189977645874023,29336000
2024-04-01 00:00:00+00:00,16.549974720106647,16.598621757040345,16.22889945135391,16.40403175354004,29111600
2024-04-02 00:00:00+00:00,16.4915965791348,16.744563377776654,16.3553815462907,16.715375900268555,34453300
2024-04-03 00:00:00+00:00,16.666726976894104,17.016991552387303,16.627809721708946,16.948884963989258,27933700
2024-04-04 00:00:00+00:00,16.900239106797773,17.0559118498991,16.773753843174518,16.919696807861328,29366700
2024-04-05 00:00:00+00:00,16.871048252518303,17.52292850147315,16.83212914236443,17.376985549926758,35468800
2024-04-08 00:00:00+00:00,17.532657004755308,17.629952917303303,17.00726019045524,17.221311569213867,27550500
2024-04-09 00:00:00+00:00,17.63968377514708,17.824545854188884,17.454823551870767,17.522930145263672,29508300
2024-04-10 00:00:00+00:00,17.15320466085717,17.513199012654034,17.036451040001403,17.415903091430664,31317100
2024-04-11 00:00:00+00:00,17.522930872175763,17.62995658381326,17.182396035319186,17.552120208740234,27309000
2024-04-12 00:00:00+00:00,17.92184010172377,18.437507176670696,17.240770520153518,17.376985549926758,49939200
2024-04-15 00:00:00+00:00,17.347796681256415,17.357526459055094,16.64726938163982,16.900238037109375,32856600
2024-04-16 00:00:00+00:00,16.335923101958514,16.355380800821923,15.664583313391175,16.034305572509766,49673600
2024-04-17 00:00:00+00:00,16.092685039558834,16.404030506095463,16.014846817159317,16.24835777282715,24800100
2024-04-18 00:00:00+00:00,16.41376053216434,16.569433267787304,16.228898462700045,16.520784378051758,18616000
2024-04-19 00:00:00+00:00,16.404031700358107,16.7737540048459,16.36511258632492,16.637540817260742,25611700
2024-04-22 00:00:00+00:00,15.927283178707913,16.297005471372405,15.859174731327867,15.975930213928223,26868000
2024-04-23 00:00:00+00:00,15.839716766840318,16.335924312036468,15.820257210770178,16.238628387451172,26739400
2024-04-24 00:00:00+00:00,16.024576133762746,16.141331608236374,15.917552292574342,16.073225021362305,25854400
2024-04-25 00:00:00+00:00,16.09268512551465,16.773752873259966,15.985659424909015,16.618080139160156,42772900
2024-04-26 00:00:00+00:00,16.734835222615576,16.793212032583757,16.46240701648851,16.627809524536133,19814200
2024-04-29 00:00:00+00:00,16.73483558044801,16.978074458909376,16.472137146326048,16.85158920288086,19025300
2024-04-30 00:00:00+00:00,16.423486724716607,16.60834877471227,16.151060393949525,16.189977645874023,30865100
2024-05-01 00:00:00+00:00,16.36511159775086,16.433218187429297,15.781337912875784,15.917552947998047,35334700
2024-05-02 00:00:00+00:00,15.849446374361538,16.238628212750367,15.732690894962195,16.102413177490234,19121000
2024-05-03 00:00:00+00:00,16.180249312666998,16.180249312666998,15.888363402010958,16.014846801757812,16806400
2024-05-06 00:00:00+00:00,16.326197244436365,16.404033625873726,16.16079470191126,16.21917152404785,13667700
2024-05-07 00:00:00+00:00,16.160791912241006,16.30673487027272,16.082955544239734,16.287275314331055,12734700
2024-05-08 00:00:00+00:00,16.10241402162233,16.42348928709542,16.10241402162233,16.2678165435791,12209700
2024-05-09 00:00:00+00:00,16.345652031777202,16.676457057809166,16.345652031777202,16.569433212280273,18765900
2024-05-10 00:00:00+00:00,16.83212995872838,16.85158951474911,16.46240767316151,16.472137451171875,16539700
2024-05-13 00:00:00+00:00,16.46240728099069,16.67645682482339,16.34565180341308,16.48186683654785,12691000
2024-05-14 00:00:00+00:00,16.569432220338133,16.686185836791992,16.50132377901389,16.686185836791992,12980200
2024-05-15 00:00:00+00:00,16.871048597853587,17.094827918522974,16.579162688786155,16.948884963989258,19914800
2024-05-16 00:00:00+00:00,16.919697364660614,17.13374878529313,16.80294373137519,17.04618263244629,16293000
2024-05-17 00:00:00+00:00,17.31860756055651,17.406173706054688,17.162934825396505,17.406173706054688,21079200
2024-05-20 00:00:00+00:00,17.49374058371815,17.610496067857415,17.269961249530482,17.43536376953125,18065200
2024-05-21 00:00:00+00:00,17.367256219266395,17.445092585811636,17.22131326396473,17.318607330322266,14213300
2024-05-22 00:00:00+00:00,17.124018665813626,17.221314595459116,16.754294504313865,16.822402954101562,21070500
2024-05-23 00:00:00+00:00,16.734835491494874,16.91969570199183,16.452677503212108,16.48186683654785,25362800
2024-05-24 00:00:00+00:00,16.61808064000979,16.7153765656959,16.549974048759143,16.559703826904297,13893100
2024-05-28 00:00:00+00:00,16.773751900518512,16.99753121083893,16.598619620871137,16.96834373474121,21446200
2024-05-29 00:00:00+00:00,16.773753546491683,16.909966730354725,16.452678287553475,16.4624080657959,12268800
2024-05-30 00:00:00+00:00,16.501323493597194,16.744562355395022,16.501323493597194,16.647268295288086,12300800
2024-05-31 00:00:00+00:00,16.764709095380184,16.891937945106704,16.608121177774635,16.725563049316406,20415400
2024-06-03 00:00:00+00:00,16.78428393898528,17.156181662963792,16.705989976043803,17.048526763916016,18731800
2024-06-04 00:00:00+00:00,16.725564754032266,16.725564754032266,16.01113207380559,16.13835906982422,32330600
2024-06-05 00:00:00+00:00,16.167719718275663,16.383027656409343,16.040490857856607,16.343881607055664,15604500
2024-06-06 00:00:00+00:00,16.30473130434319,16.99959177874238,16.157930374073672,16.95065689086914,23544700
2024-06-07 00:00:00+00:00,16.461320407426538,16.471107385711807,15.77624872753476,15.805607795715332,36198500
2024-06-10 00:00:00+00:00,15.903474916569444,16.108995850256424,15.776247938573952,16.099210739135742,21478300
2024-06-11 00:00:00+00:00,15.932836482060393,15.932836482060393,15.658806692931021,15.834968566894531,17068500
2024-06-12 00:00:00+00:00,16.099210691446498,16.206863713531437,15.864326958392656,16.050275802612305,25432700
2024-06-13 00:00:00+00:00,15.942623786467001,16.157931710897415,15.580513052946262,15.727313995361328,21657700
2024-06-14 00:00:00+00:00,15.854542467212706,15.854542467212706,15.580512679052102,15.688167572021484,19395900
2024-06-17 00:00:00+00:00,15.658806278604322,15.834968147906649,15.629446278166464,15.795820236206055,19873500
2024-06-18 00:00:00+00:00,15.746888464016564,16.14814525744325,15.727314506611526,16.0600643157959,19403900
2024-06-20 00:00:00+00:00,16.14814358512286,16.784282201504794,16.089423585664175,16.59833335876465,31193900
2024-06-21 00:00:00+00:00,16.617909084007575,16.617909084007575,16.099212277975123,16.206865310668945,35340900
2024-06-24 00:00:00+00:00,16.324306863906045,16.451533851530606,16.226438945215843,16.363452911376953,14610700
2024-06-25 00:00:00+00:00,16.255799084287798,16.431960955963135,16.157931170393145,16.236225128173828,13466000
2024-06-26 00:00:00+00:00,15.991557831078818,16.480895581438205,15.981770852070586,16.441747665405273,16932300
2024-06-27 00:00:00+00:00,16.617906125894734,16.657054033851374,16.471105204407326,16.480892181396484,14788900
2024-06-28 00:00:00+00:00,16.627693406186516,16.64726736052188,16.22643667568668,16.324304580688477,13271600
2024-07-01 00:00:00+00:00,16.40260115194461,16.490682093851124,16.18729321988164,16.206865310668945,9192400
2024-07-02 00:00:00+00:00,16.20686498183092,16.343880814613954,16.060064037190433,16.265586853027344,11803500
2024-07-03 00:00:00+00:00,16.490680869051662,16.989805547225707,16.480893891047245,16.93108367919922,18999800
2024-07-05 00:00:00+00:00,17.18553998152934,17.400849770217647,17.04852601903696,17.068099975585938,23258000
2024-07-08 00:00:00+00:00,16.882151446561586,17.087672394254724,16.745137481432828,17.00937843322754,18310400
2024-07-09 00:00:00+00:00,16.980019037790765,17.17575300325485,16.891938099995592,17.068099975585938,16392100
2024-07-10 00:00:00+00:00,17.293193502875017,17.488929319473833,17.263832570382664,17.400848388671875,19908400
2024-07-11 00:00:00+00:00,17.66508945367101,17.792318295465815,17.47914247977876,17.743383407592773,31513600
2024-07-12 00:00:00+00:00,17.449780286728185,18.173999774865855,17.430206332992714,18.12506675720215,23046300
2024-07-15 00:00:00+00:00,18.08592106730536,18.23272200497119,17.91954617350403,17.968481063842773,24223300
2024-07-16 00:00:00+00:00,18.046775746041895,18.868863269976416,17.93912084965098,18.839502334594727,36904900
2024-07-17 00:00:00+00:00,18.937370865822004,19.03523878692186,18.44803312699805,18.477392196655273,30477200
2024-07-18 00:00:00+00:00,18.604620574195987,18.604620574195987,18.046775864993908,18.144643783569336,17949600
2024-07-19 00:00:00+00:00,17.616156187277372,18.0957068817078,17.56722316676052,17.997838973999023,24950000
2024-07-22 00:00:00+00:00,17.89997408404373,18.06634711116986,17.84125221563724,17.968481063842773,14874600
2024-07-23 00:00:00+00:00,18.007626802757724,18.271869606061124,17.85103888969093,18.174001693725586,18302800
2024-07-24 00:00:00+00:00,18.301228930464852,18.624191706100113,18.05656010447829,18.06634521484375,22059700
2024-07-25 00:00:00+00:00,17.537864595430044,17.64551949506994,17.32255666282558,17.34212875366211,22355300
2024-07-26 00:00:00+00:00,17.469358819125866,17.567226746779113,17.35191693260688,17.4106388092041,21083200
2024-07-29 00:00:00+00:00,17.4987167716461,17.606371671847317,17.293195816725962,17.5867977142334,12626900
2024-07-30 00:00:00+00:00,17.69445191692467,17.811893791303326,17.528077017115482,17.753171920776367,13367500
2024-07-31 00:00:00+00:00,17.968483012478437,18.193577932422023,17.91954811683283,18.115283966064453,16907200
2024-08-01 00:00:00+00:00,18.105495726085493,18.36973854414394,17.61615800375886,17.85103988647461,20575600
2024-08-02 00:00:00+00:00,18.09570979531951,18.28165866323853,17.136608252032573,17.528078079223633,28169000
2024-08-05 00:00:00+00:00,16.04048991321606,16.97023233072354,15.746888026990154,16.813644409179688,25566600
2024-08-06 00:00:00+00:00,16.901725033430658,17.2344748271796,16.72556315830766,17.0191650390625,27465900
2024-08-07 00:00:00+00:00,17.214901816488407,17.254047864958004,16.392814265198172,16.451534271240234,25837300
2024-08-08 00:00:00+00:00,16.588549191674986,17.00937805619594,16.490681275891532,16.970232009887695,19680400
2024-08-09 00:00:00+00:00,17.087673185987057,17.087673185987057,16.813645243032855,17.038740158081055,13860200
2024-08-12 00:00:00+00:00,17.459570362112377,18.66334073035007,17.430209426298543,18.585046768188477,34917800
2024-08-13 00:00:00+00:00,18.53611227116941,18.908008095261604,18.42845738173542,18.72205924987793,20639700
2024-08-14 00:00:00+00:00,18.68291399371866,18.76120795297259,18.359951178461785,18.751420974731445,25552700
2024-08-15 00:00:00+00:00,18.751419380675248,18.868861242910043,18.34037566286608,18.64376449584961,18855500
2024-08-16 00:00:00+00:00,18.859074212947753,19.348411881991492,18.829713280802103,19.289690017700195,26384300
2024-08-19 00:00:00+00:00,19.289692123722443,19.867110785569842,19.27012003349689,19.779029846191406,24318300
2024-08-20 00:00:00+00:00,20.199860683000423,20.4445295454076,19.886684837787282,19.97476577758789,23658000
2024-08-21 00:00:00+00:00,19.994339459281125,20.268367386731903,19.867110607243045,20.180288314819336,20439200
2024-08-22 00:00:00+00:00,19.886683620205954,19.974764554613717,19.583294772065404,19.80838966369629,18782400
2024-08-23 00:00:00+00:00,20.023697319015344,20.19985918555744,19.837750341376594,20.06284523010254,18399200
2024-08-26 00:00:00+00:00,20.25858218053602,20.287941248811496,19.964978431054554,20.033485412597656,15296000
2024-08-27 00:00:00+00:00,19.632229405635123,20.013914108276367,19.51478939457268,20.013914108276367,15493700
2024-08-28 00:00:00+00:00,19.681162188862093,19.749669165748866,19.34841241540482,19.524574279785156,19664500
2024-08-29 00:00:00+00:00,19.671374608659033,20.04327041465649,19.60286763387069,19.886682510375977,15136800
2024-08-30 00:00:00+00:00,19.817838118967355,19.985035838867425,19.640805018378217,19.857179641723633,14059400
2024-09-03 00:00:00+00:00,19.522785877775096,19.591631672601306,19.070367706777244,19.276906967163086,15600400
2024-09-04 00:00:00+00:00,19.070365945327563,19.237563664136665,18.913003607143352,19.00152015686035,16748600
2024-09-05 00:00:00+00:00,19.424432063884616,19.621135923755123,19.109707388817434,19.139211654663086,15376000
2024-09-06 00:00:00+00:00,19.090037429714837,19.286741297849833,18.627785778276838,18.686796188354492,14853300
2024-09-09 00:00:00+00:00,18.785146096908527,19.001518827800883,18.74580457716069,18.96217918395996,15954100
2024-09-10 00:00:00+00:00,19.050698819617768,19.296577730229778,18.981851148884346,19.276906967163086,15650400
2024-09-11 00:00:00+00:00,19.227727807867947,19.46377318521216,19.011355067193914,19.434267044067383,14482600
2024-09-12 00:00:00+00:00,19.90635393172026,20.398111692511495,19.827672765029945,20.24074935913086,23204300
2024-09-13 00:00:00+00:00,20.496463775634766,20.781682303589857,20.427617988745848,20.496463775634766,16558000
2024-09-16 00:00:00+00:00,20.4669583449859,20.506299867949384,20.073552494886393,20.181739807128906,15198700
2024-09-17 00:00:00+00:00,19.935861460751152,20.26042153043495,19.896519936713304,20.142398834228516,12503600
2024-09-18 00:00:00+00:00,20.260421758518863,20.6046525940968,19.719487052351496,19.72932243347168,24884000
2024-09-19 00:00:00+00:00,20.230916076710745,20.29976187021557,19.739158264925234,19.896520614624023,17423800
2024-09-20 00:00:00+00:00,20.162069095251294,20.2309148846997,19.85717979516245,20.04404640197754,23212900
2024-09-23 00:00:00+00:00,20.112893601910493,20.329266346013814,19.76866278672705,19.876848220825195,21014500
2024-09-24 00:00:00+00:00,20.01454240052236,20.24075053339205,19.788334267652672,20.093223571777344,23793800
2024-09-25 00:00:00+00:00,20.103058014213914,20.41778268454175,20.073551872905554,20.35877227783203,22900400
2024-09-26 00:00:00+00:00,20.506299618660314,20.860363941492082,20.368606165869085,20.66366195678711,28650000
2024-09-27 00:00:00+00:00,20.407949189098677,20.614486569613145,19.86701634649749,19.896520614624023,19728400
2024-09-30 00:00:00+00:00,19.483443081090723,19.837509289573024,19.34575150041743,19.562124252319336,18777700
2024-10-01 00:00:00+00:00,19.837508263011788,20.181739072788698,19.71948557432282,19.965364456176758,21676500
2024-10-02 00:00:00+00:00,19.99487039727919,20.221078516103944,19.768662278454435,19.84734344482422,15378000
2024-10-03 00:00:00+00:00,19.60146636034222,19.670312152731636,19.35558745843307,19.522785186767578,17809700
2024-10-04 00:00:00+00:00,19.453937649548948,19.867014242743643,19.375256483031244,19.77849769592285,20035000
2024-10-07 00:00:00+00:00,19.630969223364804,19.65063998432778,19.434267241456105,19.552288055419922,12705300
2024-10-08 00:00:00+00:00,19.453939216400826,19.581795418824726,19.188389554550653,19.33591651916504,18790900
2024-10-09 00:00:00+00:00,19.198224935645896,19.36542266245077,18.981850303364812,19.33591651916504,15813700
2024-10-10 00:00:00+00:00,19.404759412019892,19.768660954551592,19.276903228696614,19.739154815673828,17777000
2024-10-11 00:00:00+00:00,19.876849441966574,20.0047075209017,19.591630892485462,19.660476684570312,15202000
2024-10-14 00:00:00+00:00,19.552288556243795,19.77849856129825,19.44410311999034,19.6506404876709,8026600
2024-10-15 00:00:00+00:00,19.640804715646926,19.89651898190014,19.581794308329115,19.876848220825195,13371000
2024-10-16 00:00:00+00:00,19.92602417333379,20.24074883189707,19.37525602084805,19.611299514770508,23150700
2024-10-17 00:00:00+00:00,19.876847363511708,20.142396998848902,19.758826553966472,20.00470542907715,15715000
2024-10-18 00:00:00+00:00,20.171904489336807,20.791518470688725,20.1128940806145,20.575145721435547,22610900
2024-10-21 00:00:00+00:00,20.78168395772636,20.99805859192206,20.486630025886775,20.516136169433594,20233500
2024-10-22 00:00:00+00:00,20.752179779723225,20.899706746280245,20.663663224607586,20.840696334838867,19833000
2024-10-23 00:00:00+00:00,20.516135086713692,20.84069514497174,20.260420817191132,20.457122802734375,22023700
2024-10-24 00:00:00+00:00,20.604650766901905,20.66366117248291,19.601464492489963,19.985034942626953,30715700
2024-10-25 00:00:00+00:00,19.65063902997198,19.68014516998344,19.139210525214846,19.286739349365234,30912000
2024-10-28 00:00:00+00:00,19.208059610109537,19.660475868404315,19.168718087175872,19.6506404876709,17392100
2024-10-29 00:00:00+00:00,19.75882739874765,19.985035523303246,19.670310849850758,19.945695877075195,21333800
2024-10-30 00:00:00+00:00,19.719486236572266,19.78833390156539,19.394926176661485,19.719486236572266,27305600
2024-10-31 00:00:00+00:00,19.296575947886026,19.375257116978133,18.84415781867614,19.00152015686035,26654300
2024-11-01 00:00:00+00:00,19.031025319297573,19.21789378973922,18.726136039245265,18.73596954345703,18207000
2024-11-04 00:00:00+00:00,18.82448726599511,18.89333305522511,18.499927205405783,18.588443756103516,17086800
2024-11-05 00:00:00+00:00,18.73597099279124,18.775312516309384,18.460587831792612,18.56877326965332,14611400
2024-11-06 00:00:00+00:00,17.60492817013773,18.185202501312993,17.418059688257458,18.126192092895508,27157700
2024-11-07 00:00:00+00:00,17.88031343354126,18.23437964043343,17.56558875004026,18.17536735534668,33275500
2024-11-08 00:00:00+00:00,17.98849997666701,18.116356170399154,17.83113576574798,18.0966854095459,27997700
2024-11-11 00:00:00+00:00,17.21152063811556,17.437728744856,17.014816794745773,17.113168716430664,35712600
2024-11-12 00:00:00+00:00,16.90663291530519,16.995149465325667,16.552566715223286,16.73943519592285,35734000
2024-11-13 00:00:00+00:00,16.955808347531026,16.995149871104804,16.46405055830133,16.513227462768555,24212900
2024-11-14 00:00:00+00:00,16.43454545679474,16.768940924728376,16.33619539344373,16.57223892211914,31983200
2024-11-15 00:00:00+00:00,16.591906753587637,16.631246396795817,16.316521747502843,16.375532150268555,19671400
2024-11-18 00:00:00+00:00,16.80828035931313,16.936136551304422,16.69025767170757,16.916467666625977,31096800
2024-11-19 00:00:00+00:00,17.123007175890194,17.467238025746365,17.054161381100403,17.42789649963379,30019100
2024-11-20 00:00:00+00:00,17.418059672438766,17.71311546607234,17.34921388336305,17.5950927734375,26311200
2024-11-21 00:00:00+00:00,17.791798176598405,17.88031473476315,17.536083883667718,17.821304321289062,25000300
2024-11-22 00:00:00+00:00,17.909819464374785,17.978667137091133,17.713117455764177,17.919654846191406,21787100
2024-11-25 00:00:00+00:00,17.280368214060516,17.4475659355063,17.083666226181816,17.3885555267334,24935400
2024-11-26 00:00:00+00:00,17.231192961332397,17.408226061249252,17.073830622718983,17.270532608032227,27768400
2024-11-27 00:00:00+00:00,17.339377301860296,17.457399986321803,17.21152111327502,17.280366897583008,21836300
2024-11-29 00:00:00+00:00,17.44852132538507,17.478196361599498,17.260585089294775,17.30014991760254,10448700
2024-12-02 00:00:00+00:00,17.18145645195944,17.270477802369424,16.983626617026946,17.023191452026367,19835200
2024-12-03 00:00:00+00:00,17.16167193168919,17.547438008435442,17.16167193168919,17.41884994506836,19190400
2024-12-04 00:00:00+00:00,17.31004367795216,17.448523423649366,17.181455612182617,17.181455612182617,18496900
2024-12-05 00:00:00+00:00,17.181455213210757,17.35949978783919,16.62753246999454,16.766014099121094,29851100
2024-12-06 00:00:00+00:00,16.68688182499314,16.76601337250242,16.449485295820388,16.587966918945312,20821100
2024-12-09 00:00:00+00:00,16.87481846290162,17.260586416778764,16.864926783402723,16.894601821899414,19111900
2024-12-10 00:00:00+00:00,17.092432515401487,17.1616723888007,16.934169408590414,16.953950881958008,16378000
2024-12-11 00:00:00+00:00,16.99351679837409,17.478197775893474,16.92427692824917,17.438631057739258,15887700
2024-12-12 00:00:00+00:00,17.09243008257636,17.300149673208548,16.96384014744186,16.983623504638672,12344400
2024-12-13 00:00:00+00:00,16.78579467322004,16.874817899090765,16.54840003311307,16.597858428955078,13364300
2024-12-16 00:00:00+00:00,16.479159908745675,16.51872662480262,16.12306701081261,16.17252540588379,19496400
2024-12-17 00:00:00+00:00,15.984587250443276,16.152742020106704,15.935130742101917,16.063718795776367,17027100
2024-12-18 00:00:00+00:00,15.915347513422638,16.004370738476304,15.282294202291801,15.341643333435059,25106600
2024-12-19 00:00:00+00:00,15.371318428633517,15.499907435051497,14.945985633814232,15.064682960510254,24976800
2024-12-20 00:00:00+00:00,15.133923636252662,15.470233197130664,14.995442951384517,15.292186737060547,27211100
2024-12-23 00:00:00+00:00,15.163597408522385,15.440557829031146,15.143814993004423,15.420775413513184,15753500
2024-12-24 00:00:00+00:00,15.430666937397808,15.539472579956055,15.331752030837613,15.539472579956055,9982100
2024-12-26 00:00:00+00:00,15.539472062659788,15.658169380587209,15.470232196366066,15.569146156311035,9676800
2024-12-27 00:00:00+00:00,15.391100731380064,15.598821274667385,15.292185827596604,15.509798049926758,13640400
2024-12-30 00:00:00+00:00,15.331752512262518,15.381209967095606,15.143815315883778,15.292186737060547,17032600
2024-12-31 00:00:00+00:00,15.222946182339001,15.371317596849622,15.203162823965613,15.331751823425293,13717900
2025-01-02 00:00:00+00:00,15.588930333417327,15.885673172167085,15.569146974395355,15.796650886535645,12590300
2025-01-03 00:00:00+00:00,15.727409444456748,15.816432669851277,15.668061256408691,15.668061256408691,11345400
2025-01-06 00:00:00+00:00,15.707627142617639,15.766975331092908,15.331751823425293,15.331751823425293,13382500
2025-01-07 00:00:00+00:00,15.470233207635989,15.747193634237863,15.31196916339814,15.400992393493652,19091100
2025-01-08 00:00:00+00:00,15.430666617571575,15.7175187086637,15.371317486201075,15.668061256408691,23670700
2025-01-10 00:00:00+00:00,15.915347730937556,16.06371914583983,15.50979831643705,15.54936408996582,19668100
2025-01-13 00:00:00+00:00,15.242729451409662,15.400992553974142,15.143815483968112,15.282295227050781,15950700
2025-01-14 00:00:00+00:00,15.183380934272348,15.529581227883432,15.14381515947901,15.410883903503418,17325200
2025-01-15 00:00:00+00:00,15.628495483269171,15.766975217596269,15.450449032480114,15.668061256408691,15353900
2025-01-16 00:00:00+00:00,15.747193398025942,15.786759172661284,15.539472845359775,15.579038619995117,14346100
