"('date', '')","('open', 'BOW')","('high', 'BOW')","('low', 'BOW')","('close', 'BOW')","('volume', 'BOW')"
2024-05-23 00:00:00+00:00,23.0,24.270000457763672,22.139999389648438,23.799999237060547,3335800
2024-05-24 00:00:00+00:00,24.260000228881836,26.149999618530273,23.979999542236328,25.700000762939453,990500
2024-05-28 00:00:00+00:00,25.850000381469727,26.8799991607666,25.075000762939453,26.479999542236328,555100
2024-05-29 00:00:00+00:00,26.440000534057617,26.489999771118164,25.500999450683594,26.290000915527344,302700
2024-05-30 00:00:00+00:00,27.209999084472656,27.209999084472656,25.5,26.139999389648438,200900
2024-05-31 00:00:00+00:00,26.489999771118164,26.989999771118164,25.100000381469727,26.799999237060547,198800
2024-06-03 00:00:00+00:00,27.0,27.489999771118164,26.360000610351562,26.639999389648438,283500
2024-06-04 00:00:00+00:00,26.1299991607666,26.899999618530273,25.200000762939453,25.229999542236328,169800
2024-06-05 00:00:00+00:00,25.15999984741211,25.899999618530273,24.3700008392334,25.360000610351562,348400
2024-06-06 00:00:00+00:00,25.399999618530273,26.200000762939453,25.170000076293945,25.420000076293945,100000
2024-06-07 00:00:00+00:00,25.790000915527344,26.299999237060547,25.0,25.3700008392334,102500
2024-06-10 00:00:00+00:00,25.389999389648438,26.56999969482422,25.2549991607666,26.43000030517578,87800
2024-06-11 00:00:00+00:00,26.100000381469727,26.90999984741211,25.915000915527344,25.979999542236328,113500
2024-06-12 00:00:00+00:00,26.239999771118164,26.889999389648438,25.889999389648438,26.329999923706055,132500
2024-06-13 00:00:00+00:00,25.683000564575195,26.239999771118164,25.239999771118164,25.3700008392334,58600
2024-06-14 00:00:00+00:00,25.56999969482422,26.06999969482422,25.450000762939453,25.690000534057617,41300
2024-06-17 00:00:00+00:00,25.1200008392334,27.0,24.700000762939453,26.020000457763672,115100
2024-06-18 00:00:00+00:00,26.229999542236328,26.889999389648438,26.13800048828125,26.469999313354492,107800
2024-06-20 00:00:00+00:00,26.93000030517578,26.93000030517578,24.760000228881836,25.600000381469727,165700
2024-06-21 00:00:00+00:00,25.299999237060547,25.600000381469727,24.459999084472656,24.5,157100
2024-06-24 00:00:00+00:00,24.5,24.975000381469727,24.100000381469727,24.18000030517578,167600
2024-06-25 00:00:00+00:00,24.059999465942383,24.75,24.059999465942383,24.389999389648438,180400
2024-06-26 00:00:00+00:00,24.200000762939453,24.610000610351562,23.69499969482422,24.110000610351562,201400
2024-06-27 00:00:00+00:00,24.139999389648438,25.34000015258789,24.084999084472656,25.309999465942383,394300
2024-06-28 00:00:00+00:00,25.5,26.540000915527344,25.209999084472656,25.34000015258789,349200
2024-07-01 00:00:00+00:00,25.34000015258789,25.524999618530273,24.610000610351562,25.100000381469727,468100
2024-07-02 00:00:00+00:00,24.770000457763672,26.1299991607666,24.770000457763672,25.84000015258789,222000
2024-07-03 00:00:00+00:00,25.8799991607666,26.010000228881836,24.989999771118164,24.989999771118164,23900
2024-07-05 00:00:00+00:00,25.0,25.219999313354492,24.40999984741211,24.799999237060547,94800
2024-07-08 00:00:00+00:00,24.610000610351562,26.049999237060547,24.610000610351562,26.049999237060547,41900
2024-07-09 00:00:00+00:00,26.110000610351562,26.3700008392334,25.639999389648438,25.989999771118164,38000
2024-07-10 00:00:00+00:00,25.739999771118164,25.969999313354492,24.799999237060547,25.649999618530273,152900
2024-07-11 00:00:00+00:00,25.56999969482422,26.760000228881836,25.110000610351562,26.510000228881836,340400
2024-07-12 00:00:00+00:00,26.780000686645508,27.209999084472656,25.959999084472656,25.969999313354492,30200
2024-07-15 00:00:00+00:00,26.190000534057617,27.440000534057617,25.809999465942383,27.1200008392334,51500
2024-07-16 00:00:00+00:00,27.389999389648438,28.315000534057617,26.739999771118164,27.040000915527344,178200
2024-07-17 00:00:00+00:00,27.0,27.200000762939453,26.049999237060547,26.6200008392334,144700
2024-07-18 00:00:00+00:00,26.65999984741211,26.899999618530273,26.000999450683594,26.40999984741211,55100
2024-07-19 00:00:00+00:00,26.700000762939453,26.700000762939453,25.790000915527344,26.469999313354492,99900
2024-07-22 00:00:00+00:00,26.239999771118164,28.09000015258789,26.077999114990234,27.3799991607666,169300
2024-07-23 00:00:00+00:00,27.600000381469727,29.100000381469727,27.459999084472656,27.969999313354492,92900
2024-07-24 00:00:00+00:00,27.760000228881836,28.184999465942383,27.149999618530273,27.350000381469727,49900
2024-07-25 00:00:00+00:00,27.610000610351562,27.610000610351562,26.6299991607666,27.110000610351562,53400
2024-07-26 00:00:00+00:00,27.489999771118164,28.299999237060547,27.139999389648438,27.969999313354492,76900
2024-07-29 00:00:00+00:00,28.329999923706055,29.299999237060547,27.719999313354492,27.8700008392334,50200
2024-07-30 00:00:00+00:00,28.15999984741211,28.15999984741211,27.43000030517578,27.84000015258789,32700
2024-07-31 00:00:00+00:00,28.270000457763672,29.329999923706055,27.600000381469727,28.030000686645508,86000
2024-08-01 00:00:00+00:00,28.25,28.25,26.610000610351562,27.209999084472656,84200
2024-08-02 00:00:00+00:00,26.670000076293945,27.989999771118164,26.25,27.479999542236328,92100
2024-08-05 00:00:00+00:00,26.600000381469727,27.239999771118164,24.797000885009766,27.079999923706055,152200
2024-08-06 00:00:00+00:00,28.649999618530273,28.649999618530273,25.829999923706055,26.979999542236328,127500
2024-08-07 00:00:00+00:00,27.420000076293945,27.5,26.979999542236328,27.110000610351562,121600
2024-08-08 00:00:00+00:00,27.489999771118164,27.489999771118164,26.6299991607666,26.950000762939453,80100
2024-08-09 00:00:00+00:00,27.049999237060547,27.344999313354492,26.618999481201172,27.0,61700
2024-08-12 00:00:00+00:00,26.93000030517578,27.209999084472656,26.577999114990234,27.020000457763672,52100
2024-08-13 00:00:00+00:00,27.3799991607666,27.600000381469727,26.790000915527344,26.889999389648438,95700
2024-08-14 00:00:00+00:00,27.030000686645508,28.68000030517578,26.559999465942383,27.079999923706055,50200
2024-08-15 00:00:00+00:00,27.610000610351562,27.656999588012695,26.8799991607666,26.899999618530273,148100
2024-08-16 00:00:00+00:00,26.700000762939453,27.809999465942383,26.700000762939453,26.950000762939453,210100
2024-08-19 00:00:00+00:00,27.18000030517578,28.1299991607666,27.0,27.84000015258789,291000
2024-08-20 00:00:00+00:00,27.84000015258789,28.8799991607666,27.834999084472656,28.8700008392334,193300
2024-08-21 00:00:00+00:00,29.06999969482422,30.709999084472656,28.940000534057617,30.389999389648438,98400
2024-08-22 00:00:00+00:00,30.6299991607666,31.229000091552734,29.68000030517578,30.010000228881836,71500
2024-08-23 00:00:00+00:00,30.18000030517578,30.979999542236328,30.170000076293945,30.979999542236328,60300
2024-08-26 00:00:00+00:00,31.0,32.54999923706055,30.684999465942383,30.75,115300
2024-08-27 00:00:00+00:00,30.3799991607666,31.389999389648438,30.118999481201172,30.600000381469727,59000
2024-08-28 00:00:00+00:00,30.290000915527344,31.049999237060547,30.190000534057617,30.209999084472656,67100
2024-08-29 00:00:00+00:00,30.56999969482422,31.94499969482422,30.3700008392334,31.31999969482422,71900
2024-08-30 00:00:00+00:00,31.6299991607666,32.25600051879883,30.8700008392334,30.979999542236328,169100
2024-09-03 00:00:00+00:00,30.579999923706055,31.059999465942383,30.170000076293945,30.690000534057617,72700
2024-09-04 00:00:00+00:00,30.763999938964844,31.649999618530273,30.540000915527344,31.489999771118164,87900
2024-09-05 00:00:00+00:00,31.770000457763672,32.40999984741211,30.989999771118164,31.09000015258789,75700
2024-09-06 00:00:00+00:00,30.780000686645508,31.68000030517578,30.420000076293945,31.139999389648438,89300
2024-09-09 00:00:00+00:00,31.3799991607666,32.165000915527344,30.75,31.15999984741211,100400
2024-09-10 00:00:00+00:00,31.079999923706055,31.270000457763672,30.0,30.15999984741211,71200
2024-09-11 00:00:00+00:00,30.06999969482422,30.09000015258789,29.010000228881836,29.06999969482422,64500
2024-09-12 00:00:00+00:00,29.3799991607666,29.43000030517578,28.649999618530273,28.700000762939453,70300
2024-09-13 00:00:00+00:00,28.639999389648438,28.950000762939453,28.34000015258789,28.639999389648438,78800
2024-09-16 00:00:00+00:00,28.81999969482422,28.8799991607666,27.8700008392334,27.950000762939453,122400
2024-09-17 00:00:00+00:00,28.1299991607666,29.510000228881836,28.059999465942383,29.25,221500
2024-09-18 00:00:00+00:00,29.239999771118164,30.149999618530273,28.760000228881836,28.889999389648438,143700
2024-09-19 00:00:00+00:00,29.100000381469727,29.52400016784668,28.059999465942383,28.549999237060547,173200
2024-09-20 00:00:00+00:00,28.260000228881836,28.8799991607666,27.746999740600586,28.299999237060547,1705300
2024-09-23 00:00:00+00:00,28.3700008392334,28.90999984741211,27.780000686645508,27.81999969482422,257500
2024-09-24 00:00:00+00:00,27.829999923706055,28.235000610351562,27.06999969482422,27.790000915527344,179800
2024-09-25 00:00:00+00:00,27.729999542236328,28.110000610351562,27.584999084472656,28.030000686645508,96300
2024-09-26 00:00:00+00:00,28.450000762939453,28.940000534057617,27.709999084472656,27.760000228881836,112000
2024-09-27 00:00:00+00:00,27.8799991607666,28.549999237060547,27.485000610351562,27.690000534057617,106000
2024-09-30 00:00:00+00:00,27.6299991607666,28.010000228881836,27.3700008392334,28.010000228881836,110200
2024-10-01 00:00:00+00:00,28.100000381469727,29.375,27.610000610351562,29.290000915527344,152000
2024-10-02 00:00:00+00:00,29.209999084472656,29.3700008392334,28.25,28.469999313354492,95800
2024-10-03 00:00:00+00:00,28.56999969482422,28.799999237060547,28.190000534057617,28.440000534057617,157200
2024-10-04 00:00:00+00:00,28.6200008392334,29.1200008392334,28.434999465942383,29.1200008392334,73800
2024-10-07 00:00:00+00:00,29.18000030517578,29.5,28.219999313354492,28.229999542236328,96400
2024-10-08 00:00:00+00:00,28.200000762939453,28.709999084472656,28.200000762939453,28.399999618530273,133900
2024-10-09 00:00:00+00:00,28.530000686645508,28.760000228881836,28.280000686645508,28.5,59900
2024-10-10 00:00:00+00:00,28.399999618530273,28.700000762939453,28.06999969482422,28.440000534057617,55100
2024-10-11 00:00:00+00:00,28.639999389648438,29.40999984741211,28.46500015258789,29.260000228881836,78600
2024-10-14 00:00:00+00:00,29.079999923706055,29.209999084472656,28.834999084472656,29.139999389648438,42500
2024-10-15 00:00:00+00:00,29.670000076293945,31.040000915527344,29.600000381469727,30.520000457763672,147900
2024-10-16 00:00:00+00:00,30.56999969482422,31.100000381469727,30.510000228881836,30.760000228881836,167100
2024-10-17 00:00:00+00:00,30.610000610351562,31.905000686645508,30.610000610351562,31.809999465942383,73500
2024-10-18 00:00:00+00:00,31.790000915527344,31.790000915527344,31.139999389648438,31.15999984741211,57200
2024-10-21 00:00:00+00:00,31.309999465942383,31.309999465942383,30.5,30.559999465942383,45400
2024-10-22 00:00:00+00:00,28.709999084472656,29.530000686645508,28.000999450683594,29.149999618530273,273100
2024-10-23 00:00:00+00:00,28.6299991607666,29.920000076293945,28.5,29.489999771118164,143200
2024-10-24 00:00:00+00:00,30.299999237060547,30.399999618530273,29.2450008392334,29.510000228881836,2249200
