"('date', '')","('open', 'BCRX')","('high', 'BCRX')","('low', 'BCRX')","('close', 'BCRX')","('volume', 'BCRX')"
2024-01-02 00:00:00+00:00,5.949999809265137,6.28000020980835,5.809999942779541,6.070000171661377,2879200
2024-01-03 00:00:00+00:00,6.0,6.050000190734863,5.849999904632568,6.0,3700000
2024-01-04 00:00:00+00:00,6.050000190734863,6.539999961853027,6.050000190734863,6.460000038146973,4016700
2024-01-05 00:00:00+00:00,6.360000133514404,6.369999885559082,6.090000152587891,6.090000152587891,2651400
2024-01-08 00:00:00+00:00,6.300000190734863,7.650000095367432,6.119999885559082,7.650000095367432,12028300
2024-01-09 00:00:00+00:00,7.559999942779541,7.690000057220459,7.389999866485596,7.440000057220459,5298200
2024-01-10 00:00:00+00:00,7.539999961853027,7.75,6.75,6.880000114440918,5384200
2024-01-11 00:00:00+00:00,6.760000228881836,6.840000152587891,6.429999828338623,6.46999979019165,4582100
2024-01-12 00:00:00+00:00,6.510000228881836,6.659999847412109,6.230000019073486,6.349999904632568,3061000
2024-01-16 00:00:00+00:00,6.21999979019165,6.25,5.929999828338623,6.090000152587891,2915300
2024-01-17 00:00:00+00:00,5.96999979019165,6.039999961853027,5.880000114440918,5.960000038146973,2751800
2024-01-18 00:00:00+00:00,5.949999809265137,5.96999979019165,5.679999828338623,5.760000228881836,2243900
2024-01-19 00:00:00+00:00,5.75,5.75,5.599999904632568,5.670000076293945,2784300
2024-01-22 00:00:00+00:00,5.710000038146973,5.849999904632568,5.389999866485596,5.619999885559082,4066300
2024-01-23 00:00:00+00:00,5.739999771118164,5.760000228881836,5.360000133514404,5.5,2587800
2024-01-24 00:00:00+00:00,5.570000171661377,5.590000152587891,5.400000095367432,5.400000095367432,2160400
2024-01-25 00:00:00+00:00,5.429999828338623,5.610000133514404,5.380000114440918,5.449999809265137,2257100
2024-01-26 00:00:00+00:00,5.489999771118164,5.619999885559082,5.420000076293945,5.440000057220459,2583400
2024-01-29 00:00:00+00:00,5.420000076293945,5.699999809265137,5.25,5.670000076293945,2259400
2024-01-30 00:00:00+00:00,5.659999847412109,5.659999847412109,5.480000019073486,5.5,1946600
2024-01-31 00:00:00+00:00,5.5,5.619999885559082,5.300000190734863,5.300000190734863,1793100
2024-02-01 00:00:00+00:00,5.360000133514404,5.389999866485596,5.21999979019165,5.28000020980835,2024800
2024-02-02 00:00:00+00:00,5.25,5.25,4.949999809265137,5.079999923706055,2998700
2024-02-05 00:00:00+00:00,5.039999961853027,5.150000095367432,4.929999828338623,5.139999866485596,1957600
2024-02-06 00:00:00+00:00,5.090000152587891,5.519999980926514,5.019999980926514,5.510000228881836,2478500
2024-02-07 00:00:00+00:00,5.5,5.539999961853027,5.289999961853027,5.300000190734863,2918600
2024-02-08 00:00:00+00:00,5.289999961853027,5.380000114440918,5.159999847412109,5.320000171661377,1886300
2024-02-09 00:00:00+00:00,5.389999866485596,5.869999885559082,5.320000171661377,5.849999904632568,4472800
2024-02-12 00:00:00+00:00,5.889999866485596,6.349999904632568,5.869999885559082,5.949999809265137,5453600
2024-02-13 00:00:00+00:00,5.690000057220459,5.710000038146973,5.309999942779541,5.320000171661377,3534200
2024-02-14 00:00:00+00:00,5.369999885559082,5.590000152587891,5.199999809265137,5.570000171661377,4167500
2024-02-15 00:00:00+00:00,5.630000114440918,5.880000114440918,5.53000020980835,5.639999866485596,3684800
2024-02-16 00:00:00+00:00,5.550000190734863,5.980000019073486,5.489999771118164,5.920000076293945,2661100
2024-02-20 00:00:00+00:00,5.75,5.949999809265137,5.710000038146973,5.820000171661377,2424100
2024-02-21 00:00:00+00:00,5.760000228881836,5.789999961853027,5.539999961853027,5.650000095367432,1906600
2024-02-22 00:00:00+00:00,5.650000095367432,5.889999866485596,5.539999961853027,5.820000171661377,1868600
2024-02-23 00:00:00+00:00,5.809999942779541,5.869999885559082,5.610000133514404,5.710000038146973,2729800
2024-02-26 00:00:00+00:00,5.699999809265137,6.03000020980835,5.639999866485596,5.789999961853027,4006000
2024-02-27 00:00:00+00:00,5.889999866485596,6.039999961853027,5.650000095367432,5.869999885559082,3695400
2024-02-28 00:00:00+00:00,5.769999980926514,6.019999980926514,5.690000057220459,5.710000038146973,3397400
2024-02-29 00:00:00+00:00,5.849999904632568,5.929999828338623,5.599999904632568,5.630000114440918,3442600
2024-03-01 00:00:00+00:00,5.670000076293945,5.889999866485596,5.610000133514404,5.619999885559082,3034100
2024-03-04 00:00:00+00:00,5.619999885559082,5.679999828338623,5.400000095367432,5.510000228881836,2261300
2024-03-05 00:00:00+00:00,5.46999979019165,5.519999980926514,5.309999942779541,5.409999847412109,1933200
2024-03-06 00:00:00+00:00,5.449999809265137,5.53000020980835,5.159999847412109,5.210000038146973,4065400
2024-03-07 00:00:00+00:00,5.25,5.25,5.130000114440918,5.179999828338623,2199400
2024-03-08 00:00:00+00:00,5.269999980926514,5.559999942779541,5.230000019073486,5.429999828338623,2633100
2024-03-11 00:00:00+00:00,5.46999979019165,5.579999923706055,5.300000190734863,5.320000171661377,2948300
2024-03-12 00:00:00+00:00,5.309999942779541,5.309999942779541,5.039999961853027,5.139999866485596,3063100
2024-03-13 00:00:00+00:00,5.139999866485596,5.260000228881836,5.070000171661377,5.139999866485596,2635000
2024-03-14 00:00:00+00:00,5.099999904632568,5.099999904632568,4.820000171661377,4.889999866485596,4062100
2024-03-15 00:00:00+00:00,4.869999885559082,5.119999885559082,4.849999904632568,5.0,10244900
2024-03-18 00:00:00+00:00,5.0,5.179999828338623,4.889999866485596,5.070000171661377,4350700
2024-03-19 00:00:00+00:00,5.059999942779541,5.429999828338623,5.039999961853027,5.360000133514404,3119300
2024-03-20 00:00:00+00:00,5.309999942779541,5.489999771118164,5.170000076293945,5.46999979019165,3180800
2024-03-21 00:00:00+00:00,5.5,5.869999885559082,5.449999809265137,5.489999771118164,2726100
2024-03-22 00:00:00+00:00,5.510000228881836,5.510000228881836,5.010000228881836,5.010000228881836,3296000
2024-03-25 00:00:00+00:00,5.0,5.079999923706055,4.840000152587891,4.909999847412109,2828300
