"('date', '')","('open', 'AOS')","('high', 'AOS')","('low', 'AOS')","('close', 'AOS')","('volume', 'AOS')"
2025-09-26 00:00:00+00:00,71.62000274658203,72.55000305175781,71.33380126953125,72.44999694824219,541807
