"('date', '')","('open', 'BRC')","('high', 'BRC')","('low', 'BRC')","('close', 'BRC')","('volume', 'BRC')"
1986-10-31 00:00:00+00:00,1.6998300552368164,1.6998300552368164,1.6998300552368164,1.6998300552368164,9600
1986-11-03 00:00:00+00:00,1.699830941565025,1.7620198726654053,1.679101139710268,1.7620198726654053,12000
1986-11-04 00:00:00+00:00,1.7620198726654053,1.7620198726654053,1.7620198726654053,1.7620198726654053,7800
1986-11-05 00:00:00+00:00,1.7620198726654053,1.7620198726654053,1.7620198726654053,1.7620198726654053,13800
1986-11-06 00:00:00+00:00,1.7620185528592325,1.7827478647232056,1.6998296683402423,1.7827478647232056,151200
1986-11-07 00:00:00+00:00,1.7827488013757642,1.8034785985946655,1.7205598841828447,1.8034785985946655,9600
1986-11-10 00:00:00+00:00,1.8034779924931965,1.8242077827453613,1.720559305948163,1.8242077827453613,8400
1986-11-11 00:00:00+00:00,1.8242077827453613,1.8242077827453613,1.7620188864524924,1.8242077827453613,12600
1986-11-12 00:00:00+00:00,1.824207644201215,1.8656667470932007,1.7931131984163282,1.8656667470932007,28200
1986-11-13 00:00:00+00:00,1.8656656819005166,1.9278545379638672,1.8449359050582936,1.9278545379638672,22800
1986-11-14 00:00:00+00:00,1.9278545379638672,1.9278545379638672,1.8449359050582936,1.9278545379638672,34200
1986-11-17 00:00:00+00:00,1.927855398390729,1.927855398390729,1.844936728477478,1.844936728477478,19800
1986-11-18 00:00:00+00:00,1.8449359050582936,1.9278545379638672,1.8449359050582936,1.9278545379638672,91800
1986-11-19 00:00:00+00:00,1.9278545379638672,1.9278545379638672,1.8449359050582936,1.9278545379638672,15600
1986-11-20 00:00:00+00:00,1.9278551370977433,1.9278551370977433,1.8449364784229216,1.9071253538131714,616800
1986-11-21 00:00:00+00:00,1.948583960533142,1.948583960533142,1.948583960533142,1.948583960533142,9600
1986-11-24 00:00:00+00:00,1.948583960533142,1.948583960533142,1.886395115776374,1.948583960533142,12000
1986-11-25 00:00:00+00:00,1.948583960533142,1.948583960533142,1.8656653427030407,1.948583960533142,18000
1986-11-26 00:00:00+00:00,1.948583960533142,1.9693132591432434,1.9278541874598087,1.948583960533142,333600
1986-11-28 00:00:00+00:00,1.969313388860769,1.9900431632995605,1.969313388860769,1.9900431632995605,9000
1986-12-01 00:00:00+00:00,1.9900431632995605,1.9900431632995605,1.9900431632995605,1.9900431632995605,8400
1986-12-02 00:00:00+00:00,1.9900431632995605,1.9900431632995605,1.9071245400076577,1.9900431632995605,10800
1986-12-03 00:00:00+00:00,1.9900431632995605,1.9900431632995605,1.9485840888852408,1.9900431632995605,11400
1986-12-04 00:00:00+00:00,1.9485849203823151,1.9485849203823151,1.9071253538131714,1.9071253538131714,18600
1986-12-05 00:00:00+00:00,1.9071253538131714,1.990044012487993,1.9071253538131714,1.9071253538131714,16200
1986-12-08 00:00:00+00:00,1.9071245400076577,1.9900431632995605,1.9071245400076577,1.9900431632995605,3000
1986-12-09 00:00:00+00:00,1.9900436393616066,2.0315027236938477,1.9071249962337473,2.0315027236938477,35400
1986-12-10 00:00:00+00:00,2.0315027236938477,2.0315027236938477,2.0315027236938477,2.0315027236938477,7800
1986-12-11 00:00:00+00:00,2.0315021039000114,2.0315021039000114,1.948583960533142,1.948583960533142,7800
1986-12-12 00:00:00+00:00,1.948583960533142,1.948583960533142,1.948583960533142,1.948583960533142,7200
1986-12-15 00:00:00+00:00,2.0315027236938477,2.0315027236938477,2.0315027236938477,2.0315027236938477,4200
1986-12-16 00:00:00+00:00,2.0315027236938477,2.0315027236938477,1.9485845550293655,2.0315027236938477,11400
1986-12-17 00:00:00+00:00,2.0315027236938477,2.0315027236938477,2.0107734187594155,2.0315027236938477,4200
1986-12-18 00:00:00+00:00,2.0315021039000114,2.0315021039000114,1.948583960533142,1.948583960533142,51600
1986-12-19 00:00:00+00:00,1.948583960533142,2.0315021039000114,1.948583960533142,1.948583960533142,3000
1986-12-22 00:00:00+00:00,1.9900436393616066,2.0315027236938477,1.9900436393616066,2.0315027236938477,20400
1986-12-23 00:00:00+00:00,2.0315021039000114,2.0315021039000114,1.948583960533142,1.948583960533142,6600
1986-12-24 00:00:00+00:00,2.0315027236938477,2.0315027236938477,2.0315027236938477,2.0315027236938477,6000
1986-12-26 00:00:00+00:00,2.0315027236938477,2.0315027236938477,2.0315027236938477,2.0315027236938477,0
1986-12-29 00:00:00+00:00,2.0315027252605433,2.0729622840881348,2.0107734203101244,2.0729622840881348,11400
1986-12-30 00:00:00+00:00,2.0418687023718505,2.0418687023718505,1.9900444694909976,2.0004091262817383,19200
1986-12-31 00:00:00+00:00,2.0004080562055733,2.010773181915283,1.9900434049591846,2.010773181915283,3600
1987-01-02 00:00:00+00:00,2.031502955054189,2.093691825866699,2.031502955054189,2.093691825866699,46200
1987-01-05 00:00:00+00:00,2.093691825866699,2.093691825866699,2.093691825866699,2.093691825866699,12600
1987-01-06 00:00:00+00:00,2.093691825866699,2.093691825866699,2.093691825866699,2.093691825866699,7800
1987-01-07 00:00:00+00:00,2.093692060401629,2.114421844482422,2.031503182622734,2.114421844482422,10200
1987-01-08 00:00:00+00:00,2.114422076740296,2.1351518630981445,2.0522331921302874,2.1351518630981445,22200
1987-01-09 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.1558802127838135,2.1558802127838135,12000
1987-01-12 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.072962053287379,2.1558802127838135,25200
1987-01-13 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.1558802127838135,2.1558802127838135,4200
1987-01-14 00:00:00+00:00,2.1558804528165636,2.1558804528165636,2.0729622840881348,2.0729622840881348,4200
1987-01-15 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.1558802127838135,2.1558802127838135,12000
1987-01-16 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.072962053287379,2.1558802127838135,7800
1987-01-19 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.1558802127838135,2.1558802127838135,0
1987-01-20 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.1558802127838135,2.1558802127838135,600
1987-01-21 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.072962053287379,2.1558802127838135,7200
1987-01-22 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.1558802127838135,2.1558802127838135,0
1987-01-23 00:00:00+00:00,2.1558804528165636,2.1558804528165636,2.0729622840881348,2.0729622840881348,7200
1987-01-26 00:00:00+00:00,2.072962053287379,2.1558802127838135,2.072962053287379,2.1558802127838135,10800
1987-01-27 00:00:00+00:00,2.155880686690065,2.197340250015259,2.155880686690065,2.197340250015259,4200
1987-01-28 00:00:00+00:00,2.1973407477081532,2.1973407477081532,2.114422076740296,2.1351518630981445,82800
1987-01-29 00:00:00+00:00,2.1558802127838135,2.197339766995355,2.1558802127838135,2.1558802127838135,7800
1987-01-30 00:00:00+00:00,2.1558802127838135,2.1558802127838135,2.1558802127838135,2.1558802127838135,1200
1987-02-02 00:00:00+00:00,2.155880451993653,2.2387990951538086,2.155880451993653,2.2387990951538086,4200
1987-02-03 00:00:00+00:00,2.2387988597065736,2.2802579396948452,2.2387988597065736,2.259528636932373,28200
1987-02-04 00:00:00+00:00,2.2802586429097085,2.4253661793137393,2.2802586429097085,2.342447519302368,28200
1987-02-05 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,4800
1987-02-06 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.3631775195782003,2.4253664016723633,5400
1987-02-09 00:00:00+00:00,2.342447519302368,2.342447519302368,2.342447519302368,2.342447519302368,4200
1987-02-10 00:00:00+00:00,2.3424477340589736,2.4253664016723633,2.3424477340589736,2.4253664016723633,5400
1987-02-11 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,600
1987-02-12 00:00:00+00:00,2.425366909880387,2.425366909880387,2.363178014755249,2.363178014755249,114000
1987-02-13 00:00:00+00:00,2.363178014755249,2.425366909880387,2.3424482248923306,2.363178014755249,85200
1987-02-17 00:00:00+00:00,2.4046361421661477,2.4460957050323486,2.4046361421661477,2.4460957050323486,23400
1987-02-18 00:00:00+00:00,2.4460957050323486,2.4875547934351263,2.4253659235992484,2.4460957050323486,5400
1987-02-19 00:00:00+00:00,2.4460974052518134,2.4875565224717584,2.4046378135681152,2.4046378135681152,3600
1987-02-20 00:00:00+00:00,2.404635446068187,2.4875540733337402,2.404635446068187,2.4875540733337402,5400
1987-02-23 00:00:00+00:00,2.4875547934351263,2.4875547934351263,2.4046361421661477,2.4460957050323486,67200
1987-02-24 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,13200
1987-02-25 00:00:00+00:00,2.4046378135681152,2.4668267266299093,2.4046378135681152,2.4046378135681152,162000
1987-02-26 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,10200
1987-02-27 00:00:00+00:00,2.4046378135681152,2.4875565224717584,2.4046378135681152,2.4046378135681152,6600
1987-03-02 00:00:00+00:00,2.4046378135681152,2.4875565224717584,2.4046378135681152,2.4046378135681152,7800
1987-03-03 00:00:00+00:00,2.404635446068187,2.4875540733337402,2.404635446068187,2.4875540733337402,4200
1987-03-04 00:00:00+00:00,2.4875565224717584,2.4875565224717584,2.4046378135681152,2.4046378135681152,7800
1987-03-05 00:00:00+00:00,2.404635446068187,2.4875540733337402,2.404635446068187,2.4875540733337402,3000
1987-03-06 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,1200
1987-03-09 00:00:00+00:00,2.404635446068187,2.4875540733337402,2.404635446068187,2.4875540733337402,4200
1987-03-10 00:00:00+00:00,2.4875540733337402,2.4875540733337402,2.4875540733337402,2.4875540733337402,600
1987-03-11 00:00:00+00:00,2.4875547934351263,2.4875547934351263,2.4046361421661477,2.4460957050323486,275400
1987-03-12 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,3000
1987-03-13 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,0
1987-03-16 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,12000
1987-03-17 00:00:00+00:00,2.404636603463509,2.466825485229492,2.404636603463509,2.466825485229492,3000
1987-03-18 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,2400
1987-03-19 00:00:00+00:00,2.404635446068187,2.4875540733337402,2.404635446068187,2.4875540733337402,4800
1987-03-20 00:00:00+00:00,2.4875540733337402,2.4875540733337402,2.4875540733337402,2.4875540733337402,0
1987-03-23 00:00:00+00:00,2.4875540733337402,2.4875540733337402,2.4875540733337402,2.4875540733337402,1800
1987-03-24 00:00:00+00:00,2.4875540733337402,2.4875540733337402,2.4875540733337402,2.4875540733337402,11400
1987-03-25 00:00:00+00:00,2.4046378135681152,2.4046378135681152,2.4046378135681152,2.4046378135681152,3600
1987-03-26 00:00:00+00:00,2.404635446068187,2.4875540733337402,2.404635446068187,2.4875540733337402,34200
1987-03-27 00:00:00+00:00,2.4875540733337402,2.4875540733337402,2.4875540733337402,2.4875540733337402,0
1987-03-30 00:00:00+00:00,2.4875540733337402,2.4875540733337402,2.404635446068187,2.4875540733337402,9600
1987-03-31 00:00:00+00:00,2.4771906282386715,2.4771906282386715,2.4046366161531365,2.4253664016723633,64800
1987-04-01 00:00:00+00:00,2.4253676094099643,2.4875565224717584,2.4046378135681152,2.4046378135681152,51000
1987-04-02 00:00:00+00:00,2.4046378135681152,2.4875565224717584,2.4046378135681152,2.4046378135681152,18000
1987-04-03 00:00:00+00:00,2.404635446068187,2.4875540733337402,2.404635446068187,2.4875540733337402,5400
1987-04-06 00:00:00+00:00,2.4875540733337402,2.50828384876595,2.404635446068187,2.4875540733337402,123000
1987-04-07 00:00:00+00:00,2.4875559696445957,2.5082857608795166,2.425367070403481,2.5082857608795166,1800
1987-04-08 00:00:00+00:00,2.4875552837665267,2.4875552837665267,2.4253664016723633,2.4253664016723633,1200
1987-04-09 00:00:00+00:00,2.4253659235992484,2.4460957050323486,2.4253659235992484,2.4460957050323486,15600
1987-04-10 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,7200
1987-04-13 00:00:00+00:00,2.4253663888733414,2.508285056049157,2.4253663888733414,2.466825485229492,240600
1987-04-14 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,18000
1987-04-15 00:00:00+00:00,2.425367070403481,2.5082857608795166,2.425367070403481,2.5082857608795166,54000
1987-04-16 00:00:00+00:00,2.5082850692857535,2.5082850692857535,2.4253664016723633,2.4253664016723633,1800
1987-04-20 00:00:00+00:00,2.5082857608795166,2.5082857608795166,2.5082857608795166,2.5082857608795166,7200
1987-04-21 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,4200
1987-04-22 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,7200
1987-04-23 00:00:00+00:00,2.5082857608795166,2.5082857608795166,2.5082857608795166,2.5082857608795166,600
1987-04-24 00:00:00+00:00,2.5082857608795166,2.5082857608795166,2.425367070403481,2.5082857608795166,12000
1987-04-27 00:00:00+00:00,2.4875552837665267,2.4875552837665267,2.4046366161531365,2.4253664016723633,1327800
1987-04-28 00:00:00+00:00,2.466825485229492,2.466825485229492,2.466825485229492,2.466825485229492,42000
1987-04-29 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,1200
1987-04-30 00:00:00+00:00,2.425367070403481,2.5082857608795166,2.425367070403481,2.5082857608795166,1200
1987-05-01 00:00:00+00:00,2.5082857608795166,2.5082857608795166,2.5082857608795166,2.5082857608795166,1800
1987-05-04 00:00:00+00:00,2.4253664016723633,2.4253664016723633,2.4253664016723633,2.4253664016723633,4200
1987-05-05 00:00:00+00:00,2.4460949969326067,2.4875540733337402,2.4460949969326067,2.4875540733337402,19800
1987-05-06 00:00:00+00:00,2.466825485229492,2.466825485229492,2.466825485229492,2.466825485229492,6000
1987-05-07 00:00:00+00:00,2.4668250120020256,2.4668250120020256,2.4460957050323486,2.4460957050323486,7200
1987-05-08 00:00:00+00:00,2.4460957050323486,2.4460957050323486,2.4460957050323486,2.4460957050323486,600
1987-05-11 00:00:00+00:00,2.4460957050323486,2.529013881837904,2.4460957050323486,2.4460957050323486,30600
1987-05-12 00:00:00+00:00,2.4460957050323486,2.4460957050323486,2.4460957050323486,2.4460957050323486,57600
1987-05-13 00:00:00+00:00,2.4460957050323486,2.529013881837904,2.4460957050323486,2.4460957050323486,10800
1987-05-14 00:00:00+00:00,2.4460957050323486,2.4460957050323486,2.4460957050323486,2.4460957050323486,1200
1987-05-15 00:00:00+00:00,2.4460957050323486,2.4460957050323486,2.4460957050323486,2.4460957050323486,2400
1987-05-18 00:00:00+00:00,2.4460957050323486,2.4460957050323486,2.4460957050323486,2.4460957050323486,20400
1987-05-19 00:00:00+00:00,2.446095465822509,2.4668247707650153,2.2387990951538086,2.2387990951538086,69600
1987-05-20 00:00:00+00:00,2.2387990951538086,2.280258179502198,2.2180693157479254,2.2387990951538086,115800
1987-05-21 00:00:00+00:00,2.2180702686309814,2.2180702686309814,2.2180702686309814,2.2180702686309814,7200
1987-05-22 00:00:00+00:00,2.2180702686309814,2.3009889474130043,2.2180702686309814,2.2180702686309814,4200
1987-05-26 00:00:00+00:00,2.2180702686309814,2.2180702686309814,2.2180702686309814,2.2180702686309814,600
1987-05-27 00:00:00+00:00,2.3009889125823975,2.3009889125823975,2.3009889125823975,2.3009889125823975,1800
1987-05-28 00:00:00+00:00,2.2387990951538086,2.2387990951538086,2.2180693157479254,2.2387990951538086,91200
