"('date', '')","('open', 'ALMU')","('high', 'ALMU')","('low', 'ALMU')","('close', 'ALMU')","('volume', 'ALMU')"
2024-01-02 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0
2024-01-03 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0
2024-01-04 00:00:00+00:00,3.009999990463257,3.9000000953674316,3.009999990463257,3.5999999046325684,2600
2024-01-05 00:00:00+00:00,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,0
2024-01-08 00:00:00+00:00,3.380000114440918,3.5,3.1500000953674316,3.1500000953674316,2500
2024-01-09 00:00:00+00:00,3.299999952316284,3.315000057220459,2.509999990463257,3.0,11200
2024-01-10 00:00:00+00:00,2.3550000190734863,2.700000047683716,2.3550000190734863,2.700000047683716,2200
2024-01-11 00:00:00+00:00,2.8399999141693115,3.234999895095825,2.819999933242798,3.1500000953674316,5700
2024-01-12 00:00:00+00:00,2.625,3.0,2.625,2.950000047683716,8200
2024-01-16 00:00:00+00:00,2.700000047683716,2.7899999618530273,2.559999942779541,2.7899999618530273,2500
2024-01-17 00:00:00+00:00,2.6500000953674316,2.9079999923706055,2.609999895095825,2.759999990463257,6000
2024-01-18 00:00:00+00:00,2.924999952316284,3.4000000953674316,2.8499999046325684,3.4000000953674316,18200
2024-01-19 00:00:00+00:00,3.009999990463257,3.25,3.009999990463257,3.177999973297119,4700
2024-01-22 00:00:00+00:00,3.1600000858306885,3.1619999408721924,2.799999952316284,3.1500000953674316,4200
2024-01-23 00:00:00+00:00,3.125999927520752,3.244999885559082,3.0,3.244999885559082,23400
2024-01-24 00:00:00+00:00,3.244999885559082,3.244999885559082,3.244999885559082,3.244999885559082,0
2024-01-25 00:00:00+00:00,3.0789999961853027,3.2149999141693115,3.0220000743865967,3.2149999141693115,2100
2024-01-26 00:00:00+00:00,3.240000009536743,3.5999999046325684,3.240000009536743,3.509999990463257,1300
2024-01-29 00:00:00+00:00,3.4800000190734863,3.4800000190734863,3.0,3.4200000762939453,3600
2024-01-30 00:00:00+00:00,3.4200000762939453,3.4200000762939453,3.4200000762939453,3.4200000762939453,0
2024-01-31 00:00:00+00:00,3.069999933242798,3.299999952316284,3.059999942779541,3.299999952316284,12600
2024-02-01 00:00:00+00:00,3.299999952316284,3.6600000858306885,3.299999952316284,3.6600000858306885,6700
2024-02-02 00:00:00+00:00,3.299999952316284,3.5,2.5899999141693115,3.2230000495910645,2600
2024-02-05 00:00:00+00:00,3.200000047683716,3.200000047683716,3.0,3.0999999046325684,1600
2024-02-06 00:00:00+00:00,3.0,3.259999990463257,3.0,3.259999990463257,300
2024-02-07 00:00:00+00:00,3.2200000286102295,3.2200000286102295,2.9000000953674316,3.069999933242798,27800
2024-02-08 00:00:00+00:00,2.700000047683716,3.859999895095825,2.6500000953674316,3.859999895095825,26200
2024-02-09 00:00:00+00:00,3.4000000953674316,3.549999952316284,3.190000057220459,3.200000047683716,18600
2024-02-12 00:00:00+00:00,3.068000078201294,3.8499999046325684,3.068000078201294,3.4489998817443848,3600
2024-02-13 00:00:00+00:00,3.1600000858306885,3.25,2.75,3.25,2600
2024-02-14 00:00:00+00:00,3.25,3.4630000591278076,2.98799991607666,3.200000047683716,19200
2024-02-15 00:00:00+00:00,3.049999952316284,3.0940001010894775,3.0299999713897705,3.049999952316284,6900
2024-02-16 00:00:00+00:00,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,200
2024-02-20 00:00:00+00:00,3.049999952316284,3.4000000953674316,2.950000047683716,3.049999952316284,16300
2024-02-21 00:00:00+00:00,2.9600000381469727,3.049999952316284,2.6050000190734863,3.0220000743865967,9000
2024-02-22 00:00:00+00:00,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,600
2024-02-23 00:00:00+00:00,3.0299999713897705,3.049999952316284,3.0299999713897705,3.049999952316284,4900
2024-02-26 00:00:00+00:00,3.049999952316284,3.049999952316284,2.996000051498413,3.0199999809265137,21600
2024-02-27 00:00:00+00:00,3.049999952316284,3.049999952316284,2.6500000953674316,3.0260000228881836,4700
2024-02-28 00:00:00+00:00,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,4000
2024-02-29 00:00:00+00:00,3.0,3.049999952316284,2.609999895095825,2.990000009536743,16800
2024-03-01 00:00:00+00:00,2.890000104904175,3.0999999046325684,2.890000104904175,3.049999952316284,8500
2024-03-04 00:00:00+00:00,3.0,3.049999952316284,2.994999885559082,3.0,8400
2024-03-05 00:00:00+00:00,3.0,3.0,3.0,3.0,2000
2024-03-06 00:00:00+00:00,3.0980000495910645,3.3959999084472656,3.0980000495910645,3.3959999084472656,2800
2024-03-07 00:00:00+00:00,3.4000000953674316,3.5,3.2320001125335693,3.4800000190734863,5100
2024-03-08 00:00:00+00:00,3.1600000858306885,3.450000047683716,3.1500000953674316,3.1500000953674316,11900
2024-03-11 00:00:00+00:00,3.5,3.5,3.5,3.5,300
2024-03-12 00:00:00+00:00,3.3299999237060547,3.3299999237060547,3.0999999046325684,3.0999999046325684,900
2024-03-13 00:00:00+00:00,3.0940001010894775,3.5,2.1549999713897705,3.3429999351501465,3400
2024-03-14 00:00:00+00:00,3.200000047683716,3.380000114440918,3.200000047683716,3.380000114440918,700
2024-03-15 00:00:00+00:00,3.380000114440918,3.380000114440918,3.380000114440918,3.380000114440918,0
2024-03-18 00:00:00+00:00,3.380000114440918,3.380000114440918,3.380000114440918,3.380000114440918,0
2024-03-19 00:00:00+00:00,3.1700000762939453,3.5,2.9000000953674316,2.9000000953674316,8100
2024-03-20 00:00:00+00:00,2.7339999675750732,3.4000000953674316,2.7339999675750732,3.3499999046325684,1000
2024-03-21 00:00:00+00:00,3.25,3.299999952316284,3.009999990463257,3.2820000648498535,800
2024-03-22 00:00:00+00:00,3.2820000648498535,3.2820000648498535,3.2820000648498535,3.2820000648498535,0
2024-03-25 00:00:00+00:00,3.0999999046325684,3.5,3.0899999141693115,3.390000104904175,1700
2024-03-26 00:00:00+00:00,3.0999999046325684,3.119999885559082,3.049999952316284,3.049999952316284,3100
2024-03-27 00:00:00+00:00,3.049999952316284,3.049999952316284,2.619999885559082,2.619999885559082,3100
2024-03-28 00:00:00+00:00,3.0,3.009999990463257,2.943000078201294,3.0,1400
2024-04-01 00:00:00+00:00,3.0299999713897705,3.0439999103546143,3.0299999713897705,3.0299999713897705,3500
2024-04-02 00:00:00+00:00,3.0299999713897705,3.0299999713897705,3.0299999713897705,3.0299999713897705,0
2024-04-03 00:00:00+00:00,3.0299999713897705,3.0299999713897705,3.0299999713897705,3.0299999713897705,0
2024-04-04 00:00:00+00:00,3.0299999713897705,3.240000009536743,2.619999885559082,3.0,16600
2024-04-05 00:00:00+00:00,3.0,3.0,3.0,3.0,0
2024-04-08 00:00:00+00:00,2.950000047683716,2.950000047683716,2.950000047683716,2.950000047683716,1000
2024-04-09 00:00:00+00:00,3.0,3.0,3.0,3.0,400
2024-04-10 00:00:00+00:00,2.9000000953674316,2.9100000858306885,2.9000000953674316,2.9100000858306885,400
2024-04-11 00:00:00+00:00,2.8499999046325684,2.9000000953674316,2.8499999046325684,2.9000000953674316,2500
2024-04-12 00:00:00+00:00,3.0,3.0,3.0,3.0,400
2024-04-15 00:00:00+00:00,3.0,3.0,3.0,3.0,0
2024-04-16 00:00:00+00:00,2.799999952316284,2.799999952316284,2.5999999046325684,2.75,1600
2024-04-17 00:00:00+00:00,2.75,2.9000000953674316,2.75,2.7899999618530273,12500
2024-04-18 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,200
2024-04-19 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0
2024-04-22 00:00:00+00:00,3.0,3.0,2.9000000953674316,2.9000000953674316,700
2024-04-23 00:00:00+00:00,2.680000066757202,2.950000047683716,2.680000066757202,2.950000047683716,3900
2024-04-24 00:00:00+00:00,2.950000047683716,2.950000047683716,2.950000047683716,2.950000047683716,0
2024-04-25 00:00:00+00:00,2.799999952316284,2.819999933242798,2.5199999809265137,2.5199999809265137,1200
2024-04-26 00:00:00+00:00,3.0,3.049999952316284,3.0,3.049999952316284,2600
2024-04-29 00:00:00+00:00,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2024-04-30 00:00:00+00:00,3.0,3.0999999046325684,3.0,3.049999952316284,2300
2024-05-01 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,300
2024-05-02 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0
2024-05-03 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0
2024-05-06 00:00:00+00:00,2.7249999046325684,2.799999952316284,2.7249999046325684,2.799999952316284,300
2024-05-07 00:00:00+00:00,2.990000009536743,2.990000009536743,2.75,2.75,2400
