"('date', '')","('open', 'ADSK')","('high', 'ADSK')","('low', 'ADSK')","('close', 'ADSK')","('volume', 'ADSK')"
2024-03-11 00:00:00+00:00,252.30999755859375,259.1099853515625,251.3800048828125,258.260009765625,1469200
2024-03-12 00:00:00+00:00,258.8500061035156,264.0899963378906,258.3900146484375,262.7799987792969,1437900
2024-03-13 00:00:00+00:00,262.9100036621094,264.0799865722656,258.510009765625,258.70001220703125,1134300
2024-03-14 00:00:00+00:00,258.55999755859375,259.4700012207031,254.3800048828125,258.5299987792969,1227700
2024-03-15 00:00:00+00:00,256.6600036621094,258.0400085449219,253.1300048828125,254.24000549316406,3010900
2024-03-18 00:00:00+00:00,256.17999267578125,259.4800109863281,254.89999389648438,255.17999267578125,906300
2024-03-19 00:00:00+00:00,253.0500030517578,257.239990234375,251.3699951171875,256.19000244140625,857600
2024-03-20 00:00:00+00:00,257.3500061035156,262.8299865722656,256.7300109863281,262.42999267578125,1259900
2024-03-21 00:00:00+00:00,265.0,268.8999938964844,263.8999938964844,265.75,1693300
2024-03-22 00:00:00+00:00,265.1099853515625,267.0400085449219,262.7300109863281,262.8599853515625,893000
2024-03-25 00:00:00+00:00,260.5899963378906,262.82000732421875,258.3299865722656,261.57000732421875,1076600
2024-03-26 00:00:00+00:00,262.0199890136719,264.6300048828125,261.510009765625,261.6700134277344,939800
2024-03-27 00:00:00+00:00,260.5899963378906,262.29998779296875,258.0299987792969,260.9700012207031,992300
2024-03-28 00:00:00+00:00,261.30999755859375,262.95001220703125,259.739990234375,260.4200134277344,896000
2024-04-01 00:00:00+00:00,259.8999938964844,260.75,256.3900146484375,259.44000244140625,791600
2024-04-02 00:00:00+00:00,249.5500030517578,252.75999450683594,247.19000244140625,248.7100067138672,1692000
2024-04-03 00:00:00+00:00,247.58999633789062,250.85000610351562,245.5,246.3800048828125,1326000
2024-04-04 00:00:00+00:00,248.5399932861328,252.67999267578125,243.72999572753906,244.80999755859375,1437600
2024-04-05 00:00:00+00:00,246.0,248.27999877929688,244.07000732421875,244.74000549316406,1330000
2024-04-08 00:00:00+00:00,244.75999450683594,247.14999389648438,244.38999938964844,245.88999938964844,1273500
2024-04-09 00:00:00+00:00,246.86000061035156,248.4499969482422,244.60000610351562,247.92999267578125,840600
2024-04-10 00:00:00+00:00,243.58999633789062,244.1999969482422,238.10000610351562,239.00999450683594,1284900
2024-04-11 00:00:00+00:00,239.05999755859375,242.55999755859375,237.5399932861328,241.05999755859375,1171300
2024-04-12 00:00:00+00:00,236.5800018310547,238.0,234.0500030517578,236.97999572753906,1617000
2024-04-15 00:00:00+00:00,239.9499969482422,239.9499969482422,228.91000366210938,229.6199951171875,1385700
2024-04-16 00:00:00+00:00,230.39999389648438,230.42999267578125,227.57000732421875,228.24000549316406,2120200
2024-04-17 00:00:00+00:00,212.77000427246094,219.5,207.42999267578125,214.9199981689453,6357400
2024-04-18 00:00:00+00:00,214.55999755859375,214.75999450683594,206.22999572753906,210.6300048828125,4608900
2024-04-19 00:00:00+00:00,211.5500030517578,216.83999633789062,210.1999969482422,216.5,3157500
2024-04-22 00:00:00+00:00,218.6999969482422,219.27000427246094,214.3300018310547,217.1300048828125,1776400
2024-04-23 00:00:00+00:00,217.1300048828125,219.35000610351562,217.1300048828125,217.92999267578125,1504600
2024-04-24 00:00:00+00:00,217.35000610351562,218.6199951171875,214.14999389648438,215.0,2628200
2024-04-25 00:00:00+00:00,214.3300018310547,216.8000030517578,213.5399932861328,216.39999389648438,2211400
2024-04-26 00:00:00+00:00,215.77000427246094,219.36000061035156,215.5,217.92999267578125,1277900
2024-04-29 00:00:00+00:00,218.3800048828125,219.08999633789062,214.49000549316406,216.77999877929688,1437000
2024-04-30 00:00:00+00:00,216.4499969482422,217.63999938964844,212.75,212.85000610351562,1427500
2024-05-01 00:00:00+00:00,211.0,216.0,209.0800018310547,210.7100067138672,1687700
2024-05-02 00:00:00+00:00,211.85000610351562,212.39999389648438,208.8000030517578,209.9499969482422,1589200
2024-05-03 00:00:00+00:00,214.3699951171875,217.35000610351562,214.13999938964844,215.19000244140625,1197100
2024-05-06 00:00:00+00:00,215.52000427246094,217.1999969482422,214.49000549316406,216.6999969482422,1343800
2024-05-07 00:00:00+00:00,216.3800048828125,216.74000549316406,213.4499969482422,214.6199951171875,1860000
2024-05-08 00:00:00+00:00,213.75,214.67999267578125,213.0,213.9499969482422,1189700
2024-05-09 00:00:00+00:00,214.8000030517578,218.72999572753906,213.66000366210938,218.6300048828125,1487000
2024-05-10 00:00:00+00:00,219.42999267578125,220.72999572753906,216.61000061035156,217.77000427246094,1032800
2024-05-13 00:00:00+00:00,219.7899932861328,219.97999572753906,216.1300048828125,216.64999389648438,1465600
2024-05-14 00:00:00+00:00,215.75999450683594,217.05999755859375,214.74000549316406,215.8300018310547,1883300
2024-05-15 00:00:00+00:00,219.1300048828125,221.64999389648438,217.72000122070312,220.24000549316406,1251000
2024-05-16 00:00:00+00:00,219.9499969482422,221.25999450683594,218.42999267578125,220.42999267578125,1405400
2024-05-17 00:00:00+00:00,220.88999938964844,221.30999755859375,219.2100067138672,221.2100067138672,1568000
2024-05-20 00:00:00+00:00,221.39999389648438,221.97999572753906,219.83999633789062,221.39999389648438,1046100
2024-05-21 00:00:00+00:00,219.35000610351562,220.60000610351562,218.0,220.27999877929688,898300
2024-05-22 00:00:00+00:00,220.50999450683594,221.8300018310547,219.4600067138672,219.9600067138672,1214300
2024-05-23 00:00:00+00:00,221.07000732421875,221.1999969482422,214.52000427246094,215.16000366210938,1759100
2024-05-24 00:00:00+00:00,212.3000030517578,216.52000427246094,209.0,214.88999938964844,1496700
2024-05-28 00:00:00+00:00,213.6300048828125,213.6300048828125,209.75,210.4499969482422,1845300
2024-05-29 00:00:00+00:00,207.66000366210938,210.1199951171875,206.72000122070312,208.50999450683594,2968800
2024-05-30 00:00:00+00:00,207.10000610351562,207.10000610351562,199.5500030517578,199.92999267578125,4026500
2024-05-31 00:00:00+00:00,199.1699981689453,201.82000732421875,195.32000732421875,201.60000610351562,4174800
2024-06-03 00:00:00+00:00,219.58999633789062,222.2100067138672,208.33999633789062,210.82000732421875,8149000
2024-06-04 00:00:00+00:00,211.0,214.07000732421875,208.83999633789062,212.0,3179100
2024-06-05 00:00:00+00:00,213.69000244140625,218.27000427246094,212.97999572753906,216.27999877929688,2465800
2024-06-06 00:00:00+00:00,216.99000549316406,219.3800048828125,215.11000061035156,215.8699951171875,2064800
2024-06-07 00:00:00+00:00,215.94000244140625,216.72000122070312,215.08999633789062,216.0500030517578,2411200
2024-06-10 00:00:00+00:00,213.69000244140625,218.63999938964844,213.69000244140625,218.1999969482422,1901600
2024-06-11 00:00:00+00:00,211.0,215.2899932861328,205.86000061035156,211.5,3714900
2024-06-12 00:00:00+00:00,219.44000244140625,223.2899932861328,214.50999450683594,223.02000427246094,4046800
2024-06-13 00:00:00+00:00,221.7899932861328,224.52999877929688,221.0399932861328,223.10000610351562,2520200
2024-06-14 00:00:00+00:00,224.38999938964844,227.0800018310547,222.3699951171875,225.8699951171875,2563000
2024-06-17 00:00:00+00:00,235.0,242.82000732421875,230.60000610351562,240.50999450683594,5019800
2024-06-18 00:00:00+00:00,240.50999450683594,245.74000549316406,240.50999450683594,244.1199951171875,3377000
2024-06-20 00:00:00+00:00,243.55999755859375,244.61000061035156,240.89999389648438,243.50999450683594,2763200
2024-06-21 00:00:00+00:00,244.3000030517578,244.32000732421875,237.64999389648438,242.30999755859375,5677300
2024-06-24 00:00:00+00:00,239.6699981689453,241.83999633789062,239.0,239.1699981689453,2799000
2024-06-25 00:00:00+00:00,240.88999938964844,243.07000732421875,240.1199951171875,242.52999877929688,2760600
2024-06-26 00:00:00+00:00,240.49000549316406,245.35000610351562,240.49000549316406,243.27999877929688,1717500
2024-06-27 00:00:00+00:00,243.4499969482422,246.5500030517578,242.39999389648438,243.67999267578125,1239400
2024-06-28 00:00:00+00:00,243.0399932861328,248.1999969482422,243.0399932861328,247.4499969482422,2851200
2024-07-01 00:00:00+00:00,248.6199951171875,249.0,242.27999877929688,245.8300018310547,1172600
2024-07-02 00:00:00+00:00,245.83999633789062,248.9499969482422,245.77000427246094,247.86000061035156,1062700
2024-07-03 00:00:00+00:00,248.1699981689453,248.30999755859375,245.47999572753906,246.3000030517578,907900
2024-07-05 00:00:00+00:00,246.27000427246094,248.7100067138672,245.77000427246094,247.8699951171875,1344700
2024-07-08 00:00:00+00:00,246.10000610351562,249.3300018310547,245.39999389648438,247.9600067138672,1230200
2024-07-09 00:00:00+00:00,243.1699981689453,245.99000549316406,241.17999267578125,243.9600067138672,1708600
2024-07-10 00:00:00+00:00,243.67999267578125,247.3300018310547,241.4199981689453,247.0500030517578,1666300
2024-07-11 00:00:00+00:00,247.82000732421875,252.6300048828125,247.82000732421875,248.77000427246094,1267800
2024-07-12 00:00:00+00:00,249.1199951171875,255.5500030517578,248.6300048828125,253.4499969482422,1130300
2024-07-15 00:00:00+00:00,253.3300018310547,255.47000122070312,252.11000061035156,253.1699981689453,870300
2024-07-16 00:00:00+00:00,254.8000030517578,256.04998779296875,252.33999633789062,253.82000732421875,835900
2024-07-17 00:00:00+00:00,248.5,253.0,248.0800018310547,250.17999267578125,1239600
2024-07-18 00:00:00+00:00,249.67999267578125,249.67999267578125,240.63999938964844,242.80999755859375,1399100
2024-07-19 00:00:00+00:00,242.9499969482422,243.5399932861328,239.6199951171875,242.4499969482422,1120500
2024-07-22 00:00:00+00:00,245.47999572753906,245.7899932861328,242.89999389648438,245.25999450683594,712500
2024-07-23 00:00:00+00:00,244.9600067138672,247.30999755859375,244.6300048828125,246.22999572753906,693900
2024-07-24 00:00:00+00:00,244.58999633789062,245.22999572753906,239.00999450683594,239.4499969482422,1510700
2024-07-25 00:00:00+00:00,240.1699981689453,245.64999389648438,239.66000366210938,242.22999572753906,1680300
2024-07-26 00:00:00+00:00,243.8000030517578,245.33999633789062,239.99000549316406,240.86000061035156,1267100
2024-07-29 00:00:00+00:00,242.5500030517578,244.02999877929688,240.35000610351562,242.5800018310547,723500
2024-07-30 00:00:00+00:00,244.19000244140625,245.6300048828125,240.05999755859375,243.33999633789062,1141900
2024-07-31 00:00:00+00:00,246.39999389648438,250.75,243.5399932861328,247.52000427246094,1288900
2024-08-01 00:00:00+00:00,247.08999633789062,248.61000061035156,238.57000732421875,241.77999877929688,1299600
2024-08-02 00:00:00+00:00,236.6699981689453,238.0,230.64999389648438,231.3699951171875,2812400
2024-08-05 00:00:00+00:00,226.6999969482422,228.25,223.02999877929688,225.72000122070312,2341100
2024-08-06 00:00:00+00:00,230.44000244140625,236.49000549316406,229.32000732421875,234.22999572753906,2183700
2024-08-07 00:00:00+00:00,236.55999755859375,240.02999877929688,232.36000061035156,232.57000732421875,875700
2024-08-08 00:00:00+00:00,236.1699981689453,239.39999389648438,233.42999267578125,239.2899932861328,911300
2024-08-09 00:00:00+00:00,238.16000366210938,242.27999877929688,237.83999633789062,240.44000244140625,876400
2024-08-12 00:00:00+00:00,240.1699981689453,241.75,238.00999450683594,239.57000732421875,1000100
2024-08-13 00:00:00+00:00,242.10000610351562,245.58999633789062,241.60000610351562,244.61000061035156,1088000
2024-08-14 00:00:00+00:00,244.61000061035156,246.94000244140625,243.7899932861328,246.22000122070312,790800
2024-08-15 00:00:00+00:00,248.17999267578125,250.5,247.22000122070312,250.2100067138672,933900
2024-08-16 00:00:00+00:00,248.38999938964844,249.27999877929688,246.3300018310547,248.22999572753906,1075400
2024-08-19 00:00:00+00:00,248.5,251.44000244140625,248.0,251.11000061035156,1050200
2024-08-20 00:00:00+00:00,250.77000427246094,251.88999938964844,249.77999877929688,250.1300048828125,871200
2024-08-21 00:00:00+00:00,250.30999755859375,252.92999267578125,250.00999450683594,252.05999755859375,1055900
2024-08-22 00:00:00+00:00,253.0,253.22000122070312,249.5800018310547,249.91000366210938,796900
2024-08-23 00:00:00+00:00,254.32000732421875,255.7899932861328,251.85000610351562,255.25999450683594,1413900
2024-08-26 00:00:00+00:00,256.92999267578125,258.82000732421875,255.82000732421875,256.2099914550781,979700
2024-08-27 00:00:00+00:00,256.0,258.489990234375,255.50999450683594,256.989990234375,1059100
2024-08-28 00:00:00+00:00,256.010009765625,256.9800109863281,252.5800018310547,254.6199951171875,1220800
2024-08-29 00:00:00+00:00,257.2200012207031,261.82000732421875,256.6199951171875,258.2300109863281,2225500
2024-08-30 00:00:00+00:00,270.0,275.67999267578125,258.0299987792969,258.3999938964844,4054800
2024-09-03 00:00:00+00:00,261.7699890136719,267.8299865722656,256.8299865722656,257.8299865722656,2026700
2024-09-04 00:00:00+00:00,256.55999755859375,259.4200134277344,255.3699951171875,255.7899932861328,1472500
2024-09-05 00:00:00+00:00,257.0199890136719,257.0199890136719,249.86000061035156,251.77000427246094,2392700
2024-09-06 00:00:00+00:00,252.6999969482422,255.0,249.61000061035156,250.3699951171875,1487900
2024-09-09 00:00:00+00:00,251.6199951171875,256.04998779296875,251.5500030517578,255.6699981689453,1497300
2024-09-10 00:00:00+00:00,256.17999267578125,257.8500061035156,252.22999572753906,257.6099853515625,1895800
2024-09-11 00:00:00+00:00,255.6300048828125,259.6700134277344,251.94000244140625,258.9800109863281,2148200
2024-09-12 00:00:00+00:00,259.1300048828125,260.6300048828125,256.6099853515625,259.4700012207031,1216100
2024-09-13 00:00:00+00:00,260.5899963378906,264.54998779296875,260.0,263.9599914550781,1468600
2024-09-16 00:00:00+00:00,265.5,269.0,265.0,267.7300109863281,1410400
2024-09-17 00:00:00+00:00,268.0899963378906,270.25,266.489990234375,266.8900146484375,949800
2024-09-18 00:00:00+00:00,267.9700012207031,267.9700012207031,263.57000732421875,264.2099914550781,1155800
2024-09-19 00:00:00+00:00,270.25,272.3399963378906,267.7900085449219,269.760009765625,1911500
2024-09-20 00:00:00+00:00,270.5799865722656,272.7200012207031,266.5,267.2900085449219,2551400
2024-09-23 00:00:00+00:00,269.2300109863281,269.3800048828125,266.9200134277344,268.4599914550781,2070500
2024-09-24 00:00:00+00:00,267.94000244140625,270.1199951171875,266.6199951171875,269.6499938964844,1189000
2024-09-25 00:00:00+00:00,268.95001220703125,270.739990234375,267.57000732421875,268.0,1174500
2024-09-26 00:00:00+00:00,271.1300048828125,273.489990234375,269.7300109863281,273.3599853515625,1108000
2024-09-27 00:00:00+00:00,273.3599853515625,274.5,271.0,271.8999938964844,614900
2024-09-30 00:00:00+00:00,274.8399963378906,275.8500061035156,272.05999755859375,275.4800109863281,1109600
2024-10-01 00:00:00+00:00,274.6099853515625,275.0,266.54998779296875,267.4700012207031,1043900
2024-10-02 00:00:00+00:00,267.9200134277344,271.989990234375,267.44000244140625,270.1700134277344,827200
2024-10-03 00:00:00+00:00,267.54998779296875,270.57000732421875,267.54998779296875,268.5899963378906,740000
2024-10-04 00:00:00+00:00,272.8599853515625,273.8500061035156,267.489990234375,271.1600036621094,846400
2024-10-07 00:00:00+00:00,268.32000732421875,270.239990234375,266.0199890136719,267.2300109863281,757300
2024-10-08 00:00:00+00:00,268.19000244140625,276.260009765625,267.510009765625,275.0799865722656,1413000
2024-10-09 00:00:00+00:00,274.92999267578125,277.6600036621094,274.0799865722656,276.8800048828125,782100
2024-10-10 00:00:00+00:00,275.0,277.9100036621094,275.0,277.7099914550781,849100
2024-10-11 00:00:00+00:00,277.489990234375,282.5400085449219,277.4800109863281,281.6700134277344,1332300
2024-10-14 00:00:00+00:00,283.1499938964844,286.42999267578125,281.25,285.30999755859375,1263900
2024-10-15 00:00:00+00:00,285.30999755859375,287.9599914550781,285.2900085449219,286.4800109863281,1602400
2024-10-16 00:00:00+00:00,288.17999267578125,289.3599853515625,284.8999938964844,289.19000244140625,1364300
2024-10-17 00:00:00+00:00,290.44000244140625,292.8800048828125,289.1300048828125,290.57000732421875,1808600
2024-10-18 00:00:00+00:00,290.57000732421875,294.1300048828125,290.0,292.989990234375,1511700
2024-10-21 00:00:00+00:00,291.3599853515625,293.75,288.79998779296875,289.7799987792969,1254400
2024-10-22 00:00:00+00:00,287.5400085449219,290.5199890136719,286.25,288.4800109863281,1012600
2024-10-23 00:00:00+00:00,287.1199951171875,287.5799865722656,283.92999267578125,286.29998779296875,1209000
2024-10-24 00:00:00+00:00,288.54998779296875,289.1700134277344,285.510009765625,285.7699890136719,1238300
2024-10-25 00:00:00+00:00,287.7200012207031,289.0,285.0400085449219,286.0400085449219,973400
2024-10-28 00:00:00+00:00,286.3399963378906,288.6400146484375,286.3399963378906,286.5199890136719,1016500
2024-10-29 00:00:00+00:00,286.32000732421875,290.20001220703125,284.489990234375,289.6600036621094,886800
2024-10-30 00:00:00+00:00,288.17999267578125,291.2099914550781,287.92999267578125,288.82000732421875,751600
2024-10-31 00:00:00+00:00,287.79998779296875,288.4700012207031,283.4200134277344,283.79998779296875,1488000
2024-11-01 00:00:00+00:00,282.8299865722656,289.260009765625,281.6099853515625,286.57000732421875,1047800
2024-11-04 00:00:00+00:00,287.19000244140625,289.760009765625,285.32000732421875,287.6199951171875,896300
2024-11-05 00:00:00+00:00,288.8399963378906,293.05999755859375,287.0,291.7900085449219,1009200
2024-11-06 00:00:00+00:00,299.0,305.489990234375,297.9100036621094,302.3299865722656,2258100
2024-11-07 00:00:00+00:00,302.95001220703125,306.2300109863281,301.04998779296875,305.510009765625,1057200
2024-11-08 00:00:00+00:00,306.260009765625,307.1700134277344,305.0199890136719,305.55999755859375,968600
2024-11-11 00:00:00+00:00,305.4599914550781,314.70001220703125,304.6400146484375,313.8900146484375,1556800
2024-11-12 00:00:00+00:00,311.2200012207031,314.010009765625,304.75,309.7300109863281,1748800
2024-11-13 00:00:00+00:00,308.6300048828125,315.7300109863281,307.9100036621094,313.1400146484375,1273500
2024-11-14 00:00:00+00:00,310.2300109863281,312.8800048828125,305.9800109863281,306.6499938964844,1545600
2024-11-15 00:00:00+00:00,305.05999755859375,305.0799865722656,297.1199951171875,299.1499938964844,2300200
2024-11-18 00:00:00+00:00,299.3599853515625,303.010009765625,297.0,302.04998779296875,920100
2024-11-19 00:00:00+00:00,298.1300048828125,306.3999938964844,298.0199890136719,305.20001220703125,1348200
2024-11-20 00:00:00+00:00,305.92999267578125,308.3800048828125,303.1499938964844,307.8399963378906,1441900
2024-11-21 00:00:00+00:00,310.0,317.45001220703125,308.25,315.4100036621094,1602100
2024-11-22 00:00:00+00:00,315.9599914550781,321.8999938964844,315.0400085449219,321.2699890136719,1905300
2024-11-25 00:00:00+00:00,324.5299987792969,326.6199951171875,318.69000244140625,319.3900146484375,2967000
2024-11-26 00:00:00+00:00,320.7900085449219,320.989990234375,316.5400085449219,317.9599914550781,2519900
2024-11-27 00:00:00+00:00,293.20001220703125,301.4700012207031,289.6499938964844,290.6400146484375,3442300
2024-11-29 00:00:00+00:00,289.0299987792969,292.6199951171875,289.0299987792969,291.8999938964844,1317800
2024-12-02 00:00:00+00:00,291.739990234375,297.94000244140625,291.44000244140625,296.6499938964844,2073000
2024-12-03 00:00:00+00:00,294.1400146484375,301.5899963378906,293.5,298.9599914550781,1944500
2024-12-04 00:00:00+00:00,302.7200012207031,304.9700012207031,299.8900146484375,304.2300109863281,1528700
2024-12-05 00:00:00+00:00,302.5299987792969,307.25,301.32000732421875,305.1700134277344,1378800
2024-12-06 00:00:00+00:00,305.9200134277344,309.42999267578125,305.55999755859375,307.7099914550781,1377600
2024-12-09 00:00:00+00:00,308.0,311.510009765625,305.7200012207031,308.54998779296875,1599900
2024-12-10 00:00:00+00:00,306.1600036621094,307.79998779296875,303.6300048828125,303.989990234375,1110000
2024-12-11 00:00:00+00:00,305.3699951171875,310.8999938964844,304.760009765625,307.4599914550781,1261700
2024-12-12 00:00:00+00:00,305.4200134277344,310.2900085449219,304.489990234375,309.3399963378906,998100
2024-12-13 00:00:00+00:00,308.1300048828125,308.3599853515625,302.95001220703125,303.7699890136719,1131000
2024-12-16 00:00:00+00:00,303.92999267578125,307.1400146484375,302.3699951171875,304.8900146484375,1186000
2024-12-17 00:00:00+00:00,302.6300048828125,303.3999938964844,299.4700012207031,302.82000732421875,1781500
2024-12-18 00:00:00+00:00,303.7099914550781,304.07000732421875,291.4700012207031,292.8299865722656,1844800
2024-12-19 00:00:00+00:00,293.6499938964844,297.82000732421875,290.94000244140625,293.6300048828125,1381200
2024-12-20 00:00:00+00:00,290.70001220703125,299.739990234375,288.5400085449219,298.1199951171875,4190800
2024-12-23 00:00:00+00:00,297.989990234375,298.45001220703125,294.3599853515625,297.489990234375,876100
2024-12-24 00:00:00+00:00,297.54998779296875,301.2300109863281,296.67999267578125,301.2300109863281,560000
2024-12-26 00:00:00+00:00,299.42999267578125,301.7300109863281,299.42999267578125,300.2799987792969,646800
2024-12-27 00:00:00+00:00,298.6400146484375,298.8399963378906,294.57000732421875,297.5899963378906,1041600
2024-12-30 00:00:00+00:00,292.989990234375,298.9200134277344,291.739990234375,297.5299987792969,1191200
2024-12-31 00:00:00+00:00,298.54998779296875,298.54998779296875,294.9700012207031,295.57000732421875,708100
2025-01-02 00:00:00+00:00,297.75,298.010009765625,291.79998779296875,293.32000732421875,975100
2025-01-03 00:00:00+00:00,295.2300109863281,297.0,292.489990234375,294.05999755859375,1176300
2025-01-06 00:00:00+00:00,293.1099853515625,296.8999938964844,291.17999267578125,292.510009765625,1231400
2025-01-07 00:00:00+00:00,290.7200012207031,294.70001220703125,289.0299987792969,290.82000732421875,1018600
2025-01-08 00:00:00+00:00,294.1600036621094,298.69000244140625,292.75,296.3699951171875,1369100
2025-01-10 00:00:00+00:00,291.3699951171875,292.6099853515625,284.4700012207031,284.9599914550781,2352200
2025-01-13 00:00:00+00:00,281.4200134277344,287.0400085449219,279.8399963378906,284.82000732421875,1869600
2025-01-14 00:00:00+00:00,285.07000732421875,289.30999755859375,284.82000732421875,286.8699951171875,1137600
2025-01-15 00:00:00+00:00,293.4700012207031,296.19000244140625,290.739990234375,290.94000244140625,1554000
2025-01-16 00:00:00+00:00,290.44000244140625,293.3500061035156,288.69000244140625,290.0799865722656,1077300
2025-01-17 00:00:00+00:00,296.25,296.25,290.6199951171875,291.45001220703125,1466100
2025-01-21 00:00:00+00:00,294.6199951171875,297.75,294.04998779296875,296.9100036621094,1192100
2025-01-22 00:00:00+00:00,297.4200134277344,302.2099914550781,297.010009765625,301.45001220703125,1498400
2025-01-23 00:00:00+00:00,297.6099853515625,301.5,297.5,301.0799865722656,1157500
2025-01-24 00:00:00+00:00,301.17999267578125,302.54998779296875,300.1300048828125,300.8299865722656,764100
2025-01-27 00:00:00+00:00,295.2799987792969,302.8500061035156,293.57000732421875,299.07000732421875,1365500
2025-01-28 00:00:00+00:00,306.0,314.1000061035156,301.2799987792969,309.92999267578125,2088900
2025-01-29 00:00:00+00:00,307.29998779296875,308.0,302.20001220703125,304.1700134277344,1083500
2025-01-30 00:00:00+00:00,306.79998779296875,311.5,306.70001220703125,309.95001220703125,1255600
