"('date', '')","('open', 'CRC')","('high', 'CRC')","('low', 'CRC')","('close', 'CRC')","('volume', 'CRC')"
2020-10-28 00:00:00+00:00,18.057864326596125,18.057864326596125,12.047627697882975,13.577341079711914,130000
2020-10-29 00:00:00+00:00,13.894146645494045,13.894146645494045,11.929957816081487,12.364432334899902,286200
2020-10-30 00:00:00+00:00,12.219608177914068,12.654082721003405,11.703669442189437,12.1290922164917,310100
2020-11-02 00:00:00+00:00,11.966165093751684,12.581670717000767,11.414019264453858,11.51358699798584,266900
2020-11-03 00:00:00+00:00,11.595051613032725,12.101938615232134,11.314452803682725,11.522638320922852,136800
2020-11-04 00:00:00+00:00,11.631258310337397,11.856641853536287,11.269195287654265,11.44117546081543,510000
2020-11-05 00:00:00+00:00,11.522638138296308,11.764315025903187,10.762307647047953,10.843770980834961,393100
2020-11-06 00:00:00+00:00,10.916182731054192,11.223935073891223,9.947665136116353,10.318778991699219,168300
2020-11-09 00:00:00+00:00,10.907130692149208,11.803234984088236,10.907130692149208,11.341605186462402,398600
2020-11-10 00:00:00+00:00,11.278244068643506,12.065729704196238,11.177771694955215,11.703667640686035,356700
2020-11-11 00:00:00+00:00,11.812288325471705,12.853217587519259,11.812288325471705,12.310124397277832,495800
2020-11-12 00:00:00+00:00,12.310122059804874,12.862266914180566,12.219606113673235,12.373482704162598,224700
2020-11-13 00:00:00+00:00,12.40969149556559,12.776279513652732,12.337279068862555,12.617877006530762,186300
2020-11-16 00:00:00+00:00,12.83511389115857,14.346724660987151,12.500206234694483,13.622599601745605,266500
2020-11-17 00:00:00+00:00,13.658807150834996,14.283364546945842,13.242435265686359,13.541136741638184,185300
2020-11-18 00:00:00+00:00,13.29674406504387,14.310519758530463,13.278641390101724,13.948456764221191,310600
2020-11-19 00:00:00+00:00,13.713114324112064,14.953178918540063,13.676908115289473,14.201898574829102,205500
2020-11-20 00:00:00+00:00,14.229055039803578,14.601979107425313,13.695012768680108,13.885095596313477,125000
2020-11-23 00:00:00+00:00,13.876043920939713,14.636375236589702,13.758373516067769,14.527755737304688,328900
2020-11-24 00:00:00+00:00,14.5730164919897,16.700134100928175,14.174747244326452,16.591514587402344,195300
2020-11-25 00:00:00+00:00,16.582460416466677,18.003555297851562,16.51909976210404,18.003555297851562,125400
2020-11-27 00:00:00+00:00,18.012608013606506,19.795766830444336,17.876834929055267,19.795766830444336,93500
2020-11-30 00:00:00+00:00,19.92248751045553,21.22048147215017,18.85621399789325,19.750507354736328,337900
2020-12-01 00:00:00+00:00,20.1487749794603,21.434096709643423,20.031103719729366,21.352632522583008,169400
2020-12-02 00:00:00+00:00,21.361684290750638,21.882148012027454,20.827642053998254,21.352632522583008,208600
2020-12-03 00:00:00+00:00,21.271169846779863,23.325874752710035,19.922487370051453,22.800884246826172,274100
2020-12-04 00:00:00+00:00,22.800883762653353,25.25295142654972,22.665110686272232,24.212926864624023,491600
2020-12-07 00:00:00+00:00,24.167667160467392,24.167667160467392,20.719021376215967,21.61512565612793,441300
2020-12-08 00:00:00+00:00,21.705647745477727,22.140122356847993,19.831974473300896,19.87723159790039,94900
2020-12-09 00:00:00+00:00,19.741451636249305,20.175927823060235,18.401821186906368,19.180255889892578,176900
2020-12-10 00:00:00+00:00,19.017333233821752,20.329808775231985,19.017333233821752,19.822921752929688,152000
