"('date', '')","('open', 'ANIP')","('high', 'ANIP')","('low', 'ANIP')","('close', 'ANIP')","('volume', 'ANIP')"
2024-01-02 00:00:00+00:00,54.810001373291016,57.25,54.349998474121094,57.189998626708984,163100
2024-01-03 00:00:00+00:00,56.70000076293945,57.34000015258789,55.0099983215332,56.18000030517578,221200
2024-01-04 00:00:00+00:00,56.38999938964844,56.9900016784668,55.52000045776367,56.130001068115234,159600
2024-01-05 00:00:00+00:00,55.59000015258789,57.439998626708984,55.15999984741211,56.77000045776367,143000
2024-01-08 00:00:00+00:00,56.5,56.90999984741211,56.0,56.81999969482422,81900
2024-01-09 00:00:00+00:00,56.560001373291016,56.810001373291016,55.380001068115234,55.77000045776367,142700
2024-01-10 00:00:00+00:00,55.77000045776367,56.88999938964844,55.209999084472656,56.599998474121094,100000
2024-01-11 00:00:00+00:00,56.130001068115234,56.900001525878906,54.9900016784668,55.790000915527344,101400
2024-01-12 00:00:00+00:00,56.43000030517578,57.22999954223633,55.810001373291016,56.7400016784668,68900
2024-01-16 00:00:00+00:00,56.709999084472656,56.709999084472656,53.470001220703125,55.40999984741211,86000
2024-01-17 00:00:00+00:00,54.75,55.61000061035156,54.59000015258789,55.599998474121094,111700
2024-01-18 00:00:00+00:00,55.29999923706055,55.849998474121094,54.70000076293945,55.59000015258789,81700
2024-01-19 00:00:00+00:00,55.790000915527344,55.91999816894531,55.02000045776367,55.40999984741211,67400
2024-01-22 00:00:00+00:00,55.72999954223633,56.2599983215332,55.54999923706055,56.16999816894531,79100
2024-01-23 00:00:00+00:00,56.209999084472656,57.150001525878906,55.72999954223633,56.619998931884766,104800
2024-01-24 00:00:00+00:00,56.849998474121094,56.849998474121094,55.18000030517578,55.20000076293945,81900
2024-01-25 00:00:00+00:00,55.869998931884766,56.529998779296875,53.900001525878906,54.29999923706055,90300
2024-01-26 00:00:00+00:00,54.849998474121094,54.880001068115234,53.9900016784668,54.63999938964844,74700
2024-01-29 00:00:00+00:00,54.38999938964844,55.18000030517578,53.689998626708984,55.02000045776367,96100
2024-01-30 00:00:00+00:00,54.95000076293945,54.95000076293945,53.70000076293945,54.20000076293945,114100
2024-01-31 00:00:00+00:00,54.529998779296875,56.81999969482422,54.5,55.81999969482422,90200
2024-02-01 00:00:00+00:00,55.66999816894531,56.5099983215332,54.38999938964844,56.5099983215332,123800
2024-02-02 00:00:00+00:00,55.790000915527344,55.869998931884766,54.84000015258789,55.41999816894531,83700
2024-02-05 00:00:00+00:00,55.08000183105469,56.33000183105469,55.02000045776367,56.040000915527344,105500
2024-02-06 00:00:00+00:00,55.70000076293945,57.25,55.470001220703125,56.869998931884766,60300
2024-02-07 00:00:00+00:00,56.68000030517578,56.70000076293945,55.88999938964844,56.029998779296875,47900
2024-02-08 00:00:00+00:00,55.9900016784668,56.540000915527344,55.22999954223633,55.90999984741211,54100
2024-02-09 00:00:00+00:00,56.11000061035156,56.5099983215332,55.43000030517578,56.5099983215332,59500
2024-02-12 00:00:00+00:00,56.36000061035156,57.2599983215332,56.11000061035156,57.029998779296875,63000
2024-02-13 00:00:00+00:00,56.040000915527344,57.20000076293945,54.619998931884766,55.02000045776367,80200
