"('date', '')","('open', 'BALL')","('high', 'BALL')","('low', 'BALL')","('close', 'BALL')","('volume', 'BALL')"
2024-01-02 00:00:00+00:00,54.97671811990273,56.05086583896355,54.683770096535675,55.6407356262207,2129500
2024-01-03 00:00:00+00:00,54.70329106164662,54.94741499334352,53.863504140603574,54.53728485107422,2755600
2024-01-04 00:00:00+00:00,54.498232446073786,55.53331561968143,54.35175658469661,55.31848907470703,1790300
2024-01-05 00:00:00+00:00,55.27942640662391,56.089915962677445,54.96694805669535,56.04109191894531,1587100
2024-01-08 00:00:00+00:00,56.13874551261311,56.509811236779086,55.08412825436655,55.826263427734375,1937200
2024-01-09 00:00:00+00:00,55.44542633682811,55.93367420164706,55.20130240441864,55.72861099243164,1321000
2024-01-10 00:00:00+00:00,55.3380117499642,56.15826831985682,54.95717900769899,55.95320510864258,1014700
2024-01-11 00:00:00+00:00,56.08991937201216,56.314512966860136,54.89859698738533,55.30872344970703,1805200
2024-01-12 00:00:00+00:00,55.699322478940864,55.92391607058548,54.87906584096076,55.03530502319336,1090900
2024-01-16 00:00:00+00:00,53.84397472700076,54.65446798252051,53.53149638693031,54.17598342895508,1792300
2024-01-17 00:00:00+00:00,53.531495371237,54.17598240103343,53.170192995829986,53.34596252441406,1689500
2024-01-18 00:00:00+00:00,53.34596828056689,53.87327319818097,53.19949241592988,53.560794830322266,1209300
2024-01-19 00:00:00+00:00,53.668205460440504,54.263868463218664,52.789361521535334,54.22480773925781,1982000
2024-01-22 00:00:00+00:00,54.30293455861862,55.103660853842534,54.088104280619405,55.02553939819336,1137100
2024-01-23 00:00:00+00:00,55.60166966988994,56.011799844080684,55.1427191756027,55.3966064453125,1170500
2024-01-24 00:00:00+00:00,55.865328357659955,56.12898269206074,54.49823636173713,54.55682373046875,981100
2024-01-25 00:00:00+00:00,55.250136602386014,55.552847929788456,54.5470584031927,55.53331756591797,1828100
2024-01-26 00:00:00+00:00,55.83602790137539,56.431690911477936,55.71884945308765,55.89461898803711,1760800
2024-01-29 00:00:00+00:00,55.61143520302032,55.679789609355666,54.976711458436945,55.66025924682617,1008100
2024-01-30 00:00:00+00:00,55.2306051926022,55.74814678774314,54.87906609966271,55.21107482910156,1266700
2024-01-31 00:00:00+00:00,55.47472519167622,55.53331255296301,54.07833596379397,54.146690368652344,1998400
2024-02-01 00:00:00+00:00,57.4277186713669,58.345623371682564,53.560792517295944,58.013614654541016,5448600
2024-02-02 00:00:00+00:00,57.42771981147836,58.4432726208062,55.70908510331884,58.08197021484375,2668200
2024-02-05 00:00:00+00:00,56.93947157502276,57.330067660934255,55.96297577269023,57.09571075439453,2812800
2024-02-06 00:00:00+00:00,56.44145655863554,57.00782591129138,55.26966085230706,55.90438461303711,4284200
2024-02-07 00:00:00+00:00,56.76369912287184,57.330064722173944,56.14850575592734,57.115238189697266,1748200
2024-02-08 00:00:00+00:00,57.20312280254858,58.16985150868268,56.96876218361674,57.74995803833008,1973300
2024-02-09 00:00:00+00:00,57.759732088696936,57.86714350515865,56.841823588650804,57.779258728027344,1703300
2024-02-12 00:00:00+00:00,57.96479530736802,59.23423919047352,57.80855611752482,59.097530364990234,1537800
2024-02-13 00:00:00+00:00,58.2284495178773,58.716697450753934,57.417956161284756,58.41398239135742,2172400
2024-02-14 00:00:00+00:00,59.42953899179514,61.10911307307317,59.26353275758142,60.54274368286133,3482600
2024-02-15 00:00:00+00:00,60.54273898075631,61.011456512957864,60.113082174163836,60.777099609375,2256900
2024-02-16 00:00:00+00:00,60.484147007396466,61.20675552044874,60.12284461338821,60.63062286376953,1654200
2024-02-20 00:00:00+00:00,60.57203595369492,61.04075351136478,60.171672807037176,60.42556381225586,1689000
2024-02-21 00:00:00+00:00,60.42556026267647,60.42556026267647,59.566242928242616,60.22049331665039,1565000
2024-02-22 00:00:00+00:00,60.18143223486515,60.39625876012765,59.80059950027172,60.17166519165039,1788800
2024-02-23 00:00:00+00:00,60.57203624758353,61.46064732008832,60.52321220020029,61.41182327270508,1503500
2024-02-26 00:00:00+00:00,61.216518218666636,61.80241791318412,60.90403987160493,60.9138069152832,2107100
2024-02-27 00:00:00+00:00,61.24581998408377,62.056309590391265,60.83568979622528,61.138404846191406,1720500
2024-02-28 00:00:00+00:00,60.74780088273435,61.84147882581059,60.728270520354165,61.34346389770508,1563000
2024-02-29 00:00:00+00:00,61.637349285595505,63.185142158556275,61.637349285595505,62.71492385864258,3167300
2024-03-01 00:00:00+00:00,62.41123977706757,63.03819246798764,61.80387982485535,62.96961975097656,1595000
2024-03-04 00:00:00+00:00,63.8708653625954,64.16475271572521,63.02839625574684,63.20472717285156,2254200
2024-03-05 00:00:00+00:00,63.204735461801626,63.528010097866925,62.37206448388811,62.53860092163086,1423300
2024-03-06 00:00:00+00:00,62.881459286866374,63.16554839839947,62.33287380289896,62.75410461425781,1314300
2024-03-07 00:00:00+00:00,63.37127872097873,63.95904605906361,63.048004069178525,63.851287841796875,1957100
2024-03-08 00:00:00+00:00,63.82188890444806,64.40965613485993,63.72392894502372,63.93943786621094,1485400
2024-03-11 00:00:00+00:00,63.78271476686256,65.04641864756857,63.7729165270182,64.58599853515625,1698900
2024-03-12 00:00:00+00:00,64.65456407852756,64.88966949158508,63.52800578541631,64.16475677490234,1646100
2024-03-13 00:00:00+00:00,64.19414491549202,64.40966132792117,63.46923218866645,63.96883773803711,1286300
2024-03-14 00:00:00+00:00,63.61617707894066,63.80229877821104,62.84228061689389,63.35167694091797,1717100
2024-03-15 00:00:00+00:00,62.548393686302155,63.44963736738371,62.23491729836655,62.77370834350586,3474000
2024-03-18 00:00:00+00:00,63.36147834989991,64.13537485066387,63.26351837582521,63.45943832397461,2112200
2024-03-19 00:00:00+00:00,63.20472498310368,63.97862134392551,62.714917727434084,63.30269241333008,1642500
2024-03-20 00:00:00+00:00,63.07738028473392,64.2431239910215,63.07738028473392,63.91984939575195,1195400
2024-03-21 00:00:00+00:00,64.02761251005707,64.73293623611967,63.82189433559988,64.19414520263672,1270300
2024-03-22 00:00:00+00:00,64.4586502893956,64.9484576396984,64.08639191989057,64.87008666992188,1629800
2024-03-25 00:00:00+00:00,64.87987837867716,65.34029096356747,64.6643619704195,65.14437103271484,1301400
2024-03-26 00:00:00+00:00,65.26192838836984,65.36968659400588,64.8406938046652,65.10518646240234,1672500
2024-03-27 00:00:00+00:00,65.4382587785798,66.0162278096199,65.23253313397717,65.77132415771484,2044400
2024-03-28 00:00:00+00:00,65.8594844738205,66.46684066533322,65.7027425702912,65.98683166503906,1555900
2024-04-01 00:00:00+00:00,66.26113419811456,66.58440882570844,65.60479417763003,66.4570541381836,1278400
2024-04-02 00:00:00+00:00,65.98684928671042,66.13379299204387,65.04642003599065,66.04562377929688,1356000
2024-04-03 00:00:00+00:00,65.72234208105635,66.16317314982746,65.23253476499947,65.37947845458984,1429000
2024-04-04 00:00:00+00:00,64.85048593800373,65.663567879917,64.39007333695875,64.64476776123047,2679200
2024-04-05 00:00:00+00:00,64.58599740008324,65.41866839940901,64.52722290978427,65.114990234375,1159300
2024-04-08 00:00:00+00:00,65.330507200756,65.72234710445807,65.10519252964694,65.25213623046875,1513800
2024-04-09 00:00:00+00:00,65.58518614264423,66.2513242849131,65.31089528533329,65.98683166503906,1446400
2024-04-10 00:00:00+00:00,64.36067199880164,65.44804473121724,64.35088123462909,65.40885925292969,1721000
2024-04-11 00:00:00+00:00,65.39907447787287,65.41866348187767,64.87008168334557,64.99742889404297,1237700
2024-04-12 00:00:00+00:00,64.35088158275352,64.83089061510758,63.86107431230812,64.18434143066406,1976600
2024-04-15 00:00:00+00:00,64.79170318206478,65.08559052501278,63.04799054769952,63.30269241333008,2016000
2024-04-16 00:00:00+00:00,63.18514618389999,63.22433166754472,62.26430973984925,62.470027923583984,2377200
2024-04-17 00:00:00+00:00,62.950034820685694,63.096978502032215,62.49940927512511,62.63655471801758,1530500
2024-04-18 00:00:00+00:00,62.94024040951887,63.47903144926371,62.597376781438776,63.03820037841797,1478700
2024-04-19 00:00:00+00:00,62.95003990253067,63.71413813857756,62.82268521394505,63.62596893310547,1513700
2024-04-22 00:00:00+00:00,63.84148188737856,64.58599107838306,63.332085582291036,64.09618377685547,1877000
2024-04-23 00:00:00+00:00,63.87086940318069,64.6055803586185,63.46923130061851,64.16475677490234,1297900
2024-04-24 00:00:00+00:00,63.9296605324618,64.25292771908823,63.23413495840583,63.861087799072266,1901800
2024-04-25 00:00:00+00:00,64.37047796452487,64.46843793507095,63.15575788724677,64.11577606201172,2233900
2024-04-26 00:00:00+00:00,65.14438163978635,69.30774437616367,65.02682517781398,68.37711334228516,4554100
2024-04-29 00:00:00+00:00,68.81792315952727,69.37630316236523,68.46526131838056,69.2783432006836,2588200
2024-04-30 00:00:00+00:00,68.92568322803588,69.86611233863245,68.01464135935386,68.15178680419922,3500500
2024-05-01 00:00:00+00:00,68.16159416951805,68.34771588452031,66.5354301430878,66.88809204101562,3401100
2024-05-02 00:00:00+00:00,67.59340139829222,67.74034507001815,66.40806873440343,66.60398864746094,2116900
2024-05-03 00:00:00+00:00,67.01544897994253,67.52484536406317,66.78033605754766,67.1917724609375,2208400
2024-05-06 00:00:00+00:00,67.45626739683362,68.1713819271698,67.14279099849442,67.49545288085938,1929300
2024-05-07 00:00:00+00:00,67.59340750194042,68.23995672637132,67.26034212489392,67.79912567138672,1768400
2024-05-08 00:00:00+00:00,67.53464001777246,68.68078742657667,67.33871259284841,68.46527099609375,2062200
2024-05-09 00:00:00+00:00,68.73956083734221,69.02364999361924,67.97546257680871,68.19097900390625,2017000
2024-05-10 00:00:00+00:00,68.35750888588072,68.3868961294781,67.44646696502895,67.75015258789062,1810000
2024-05-13 00:00:00+00:00,68.10279852885245,68.40648411400662,67.60320050199707,67.85789489746094,1717600
2024-05-14 00:00:00+00:00,68.28893298919648,68.72976404429129,67.8383111692682,68.60240936279297,1973900
2024-05-15 00:00:00+00:00,69.16079685166102,69.52325698401211,68.80813495906729,69.09222412109375,1677600
2024-05-16 00:00:00+00:00,69.0922141958273,69.35671431421005,68.74935059224411,68.78853607177734,1538000
2024-05-17 00:00:00+00:00,68.88648901521387,69.10200539375582,68.29872182983189,68.68077087402344,1111400
2024-05-20 00:00:00+00:00,68.641597214052,69.2881464609711,68.31832259059243,68.66118621826172,1273900
2024-05-21 00:00:00+00:00,68.66117733782052,68.9942501572395,68.33791023003795,68.87669372558594,1141200
2024-05-22 00:00:00+00:00,68.20078252305247,68.80813889312579,67.97546783895372,68.69058990478516,1631200
2024-05-23 00:00:00+00:00,68.6220075785341,68.84731475727261,66.97625470699558,67.1623764038086,1593700
2024-05-24 00:00:00+00:00,67.57382040831831,67.7207566235999,66.6235930222094,67.4758529663086,1640200
2024-05-28 00:00:00+00:00,67.42686764270935,67.47584388325494,65.83009122884064,66.08479309082031,1877600
2024-05-29 00:00:00+00:00,65.59499193638976,65.97704102792146,65.09538640366901,65.18355560302734,2018300
2024-05-30 00:00:00+00:00,65.24232679718928,67.3289105483595,65.24232679718928,67.26033782958984,1904400
2024-05-31 00:00:00+00:00,67.15259019820705,68.10281017241846,67.0350337444488,68.0146484375,3792800
2024-06-03 00:00:00+00:00,67.81815829646378,68.50587410254684,67.17956772490753,68.43710327148438,1940200
2024-06-04 00:00:00+00:00,67.87709819828986,68.06376508288736,67.17956338671227,67.88692474365234,1807800
2024-06-05 00:00:00+00:00,67.7493748233292,68.82024327342967,67.47429155041006,68.76129150390625,1534600
2024-06-06 00:00:00+00:00,68.67288885702443,68.83990266399205,67.80833268832896,68.5648193359375,1404500
2024-06-07 00:00:00+00:00,68.20129411284039,68.49603045549902,67.13043322573002,67.26797485351562,1533700
2024-06-10 00:00:00+00:00,66.8946557971267,67.21886434593141,66.2855448822965,67.19921875,1506100
2024-06-11 00:00:00+00:00,67.10097925936641,67.10097925936641,66.31502046310177,66.668701171875,2217700
2024-06-12 00:00:00+00:00,67.30728611833966,67.64131370672138,65.67642437612406,65.96133422851562,2056400
2024-06-13 00:00:00+00:00,65.84343100786683,66.0300978725145,64.19292384988891,65.05747985839844,1809300
2024-06-14 00:00:00+00:00,64.71363174960959,65.00836064713333,64.06521468323326,64.8511734008789,1320300
2024-06-17 00:00:00+00:00,64.75292617485528,65.44063438595659,64.75292617485528,65.27362060546875,1616700
2024-06-18 00:00:00+00:00,65.3620428308877,65.7943208851275,60.793677354585256,61.1670036315918,5058800
2024-06-20 00:00:00+00:00,60.82314678089137,60.98033777149147,58.08212536880628,59.3691291809082,7354600
2024-06-21 00:00:00+00:00,59.75228376872675,60.29262758080049,59.231589299530285,59.5950927734375,4669000
2024-06-24 00:00:00+00:00,59.624564442511584,60.78384942900313,59.241411628756204,60.49894332885742,2439600
2024-06-25 00:00:00+00:00,60.86244538828711,61.501032147158796,59.703160428683255,60.32210159301758,2406400
2024-06-26 00:00:00+00:00,60.155085928388516,60.69542974046225,59.49684980678008,59.5950927734375,1418100
2024-06-27 00:00:00+00:00,59.447727828640474,60.439999085729696,59.447727828640474,60.00772476196289,1891900
2024-06-28 00:00:00+00:00,60.12560875107974,60.420341374090555,58.524223044158525,58.96632385253906,4820900
2024-07-01 00:00:00+00:00,59.24141111765407,59.49684882310649,58.229494336442805,58.50457763671875,1507600
2024-07-02 00:00:00+00:00,58.35720683049346,58.671588781618766,57.90527949648842,58.66176223754883,1515500
2024-07-03 00:00:00+00:00,58.5831786947929,59.36913370772138,58.396511802658615,58.97615432739258,1097600
2024-07-05 00:00:00+00:00,58.76983118957413,58.80912987003156,57.95440418258892,58.59299087524414,1670500
2024-07-08 00:00:00+00:00,58.877906684139646,59.3986011361878,58.701066351797095,58.868080139160156,1336500
2024-07-09 00:00:00+00:00,58.2687915003937,58.62246841391736,57.67932248239667,57.826690673828125,1556900
2024-07-10 00:00:00+00:00,58.288440376880246,58.81895761679287,58.11160004766645,58.249141693115234,1904500
2024-07-11 00:00:00+00:00,58.9466744415031,59.821049512748814,58.52422297485404,59.437896728515625,2344200
2024-07-12 00:00:00+00:00,59.97824666682809,60.400698176950115,59.32001053340435,59.732635498046875,2455500
2024-07-15 00:00:00+00:00,59.6442139383502,60.63648513584603,59.60491525280545,60.037193298339844,1526400
2024-07-16 00:00:00+00:00,60.076488223637526,61.127703635924945,59.929120035933096,61.00980758666992,1017100
2024-07-17 00:00:00+00:00,60.47928895444688,61.540327139053694,60.292622087983084,60.83296585083008,1421300
2024-07-18 00:00:00+00:00,60.44981905374668,61.69752422834553,60.44981905374668,60.62665939331055,1059300
2024-07-19 00:00:00+00:00,60.63648459340384,60.63648459340384,59.62456406218807,59.968421936035156,1672700
2024-07-22 00:00:00+00:00,60.02736830920103,60.42034767937803,59.1922918322362,60.23368453979492,1957300
2024-07-23 00:00:00+00:00,62.070850505882525,62.58172215072161,61.07857935511066,61.609100341796875,2343800
2024-07-24 00:00:00+00:00,61.71716862690995,62.02172779792109,60.783845520146905,60.97051239013672,1253600
2024-07-25 00:00:00+00:00,60.85262003396352,61.8645405679639,60.76419986589997,60.960689544677734,1016200
2024-07-26 00:00:00+00:00,61.52068435614091,62.306639344768286,60.96069119251085,62.139625549316406,1155100
2024-07-29 00:00:00+00:00,62.375410042070335,62.5522466242552,61.69752086149182,62.129798889160156,1015100
2024-07-30 00:00:00+00:00,62.05120537886277,62.306639344768286,61.65822601068458,62.139625549316406,1264900
