"('date', '')","('open', 'ATMU')","('high', 'ATMU')","('low', 'ATMU')","('close', 'ATMU')","('volume', 'ATMU')"
2025-09-26 00:00:00+00:00,44.68000030517578,45.349998474121094,44.59000015258789,45.0099983215332,306182
