"('date', '')","('open', 'CCJ')","('high', 'CCJ')","('low', 'CCJ')","('close', 'CCJ')","('volume', 'CCJ')"
1996-04-29 00:00:00+00:00,5.898219654368046,5.912065029144287,5.898219654368046,5.912065029144287,12600
1996-04-30 00:00:00+00:00,5.912068807081379,5.939760208129883,5.912068807081379,5.939760208129883,18000
1996-05-01 00:00:00+00:00,5.925914824506148,5.939760208129883,5.925914824506148,5.939760208129883,4800
1996-05-02 00:00:00+00:00,5.925914824506148,5.939760208129883,5.925914824506148,5.939760208129883,7200
1996-05-03 00:00:00+00:00,5.912065437989568,5.925911447523952,5.8705286769877665,5.898220062255859,15600
1996-05-06 00:00:00+00:00,5.856683185977549,5.856683185977549,5.828991801254503,5.842837810516357,24000
1996-05-07 00:00:00+00:00,5.828993320465089,5.828993320465089,5.828993320465089,5.828993320465088,3000
1996-05-08 00:00:00+00:00,5.8289922997103405,5.8289922997103405,5.8151469230651855,5.8151469230651855,10200
1996-05-09 00:00:00+00:00,5.787454128265381,5.801300135343424,5.787454128265381,5.787454128265381,3000
1996-05-10 00:00:00+00:00,5.801302562325662,5.828993320465089,5.801302562325662,5.828993320465088,6000
1996-05-13 00:00:00+00:00,5.8013014793396,5.8013014793396,5.8013014793396,5.8013014793396,6000
1996-05-14 00:00:00+00:00,5.8013014793396,5.81514685582466,5.8013014793396,5.8013014793396,7200
1996-05-15 00:00:00+00:00,5.773608754987899,5.787454128265381,5.773608754987899,5.787454128265381,2400
1996-05-16 00:00:00+00:00,5.773609638214111,5.773609638214111,5.773609638214111,5.773609638214111,600
1996-05-17 00:00:00+00:00,5.745917727490767,5.759763735419098,5.732072353363037,5.732072353363037,9000
1996-05-20 00:00:00+00:00,5.71822747504073,5.732072850368938,5.704381465911865,5.704381465911865,3600
1996-05-21 00:00:00+00:00,5.690535083781388,5.690535083781388,5.662843704223633,5.662843704223633,21600
1996-05-22 00:00:00+00:00,5.662845021190393,5.662845021190393,5.6074628829956055,5.6074628829956055,25800
1996-05-23 00:00:00+00:00,5.565925029461275,5.579770402844821,5.45516014099121,5.455160140991211,26400
1996-05-24 00:00:00+00:00,5.441315017640591,5.455160391660343,5.2336312383413315,5.316704750061035,132600
1996-05-28 00:00:00+00:00,5.316705812219323,5.46900749206543,5.316705812219323,5.46900749206543,80400
1996-05-29 00:00:00+00:00,5.469006185579929,5.524388313293457,5.469006185579929,5.524388313293457,13800
1996-05-30 00:00:00+00:00,5.5659251046539495,5.593616485595703,5.5659251046539495,5.593616485595703,19200
1996-05-31 00:00:00+00:00,5.593617506897082,5.6074628829956055,5.579771496997866,5.6074628829956055,12000
1996-06-03 00:00:00+00:00,5.635153240108046,5.635153240108046,5.593616485595703,5.593616485595703,45000
1996-06-04 00:00:00+00:00,5.593616485595703,5.593616485595703,5.579770478224539,5.593616485595703,7200
1996-06-05 00:00:00+00:00,5.59361561657871,5.59361561657871,5.5659242399390525,5.579769611358643,15000
1996-06-06 00:00:00+00:00,5.552079286444189,5.552079286444189,5.538233280181885,5.538233280181885,12000
1996-06-07 00:00:00+00:00,5.469006022175632,5.469006022175632,5.399777889251709,5.399777889251709,25800
1996-06-10 00:00:00+00:00,5.399777425678585,5.427468803230949,5.372086048126221,5.372086048126221,27000
1996-06-11 00:00:00+00:00,5.3443966314669495,5.3443966314669495,5.289013862609863,5.289013862609863,14400
1996-06-12 00:00:00+00:00,5.205941546671971,5.205941546671971,5.150559398811895,5.178250789642334,45000
1996-06-13 00:00:00+00:00,5.150557893221496,5.150557893221496,5.067484378814697,5.067484378814697,11400
1996-06-14 00:00:00+00:00,5.095175761550502,5.095175761550502,5.067484378814697,5.067484378814697,16800
1996-06-17 00:00:00+00:00,5.067486855996079,5.12286901473999,5.067486855996079,5.12286901473999,21600
1996-06-18 00:00:00+00:00,5.192097156278549,5.192097156278549,5.15056037902832,5.15056037902832,9000
1996-06-19 00:00:00+00:00,5.136712551116943,5.136712551116943,5.136712551116943,5.136712551116943,600
1996-06-20 00:00:00+00:00,5.136712551116943,5.136712551116943,5.136712551116943,5.136712551116943,1200
1996-06-21 00:00:00+00:00,5.12286901473999,5.12286901473999,5.12286901473999,5.12286901473999,3000
1996-06-24 00:00:00+00:00,5.095178252268497,5.12286901473999,5.095178252268497,5.12286901473999,3600
1996-06-25 00:00:00+00:00,5.12286901473999,5.12286901473999,5.095178252268497,5.12286901473999,33600
1996-06-26 00:00:00+00:00,5.1090225519191685,5.1090225519191685,5.067485783204378,5.095177173614502,45600
1996-06-27 00:00:00+00:00,5.067408705635225,5.067408705635225,5.053524971008301,5.053524971008301,7200
1996-06-28 00:00:00+00:00,5.053525451229999,5.220125198364258,5.053525451229999,5.220125198364258,51000
1996-07-01 00:00:00+00:00,5.220125198364258,5.220125198364258,5.220125198364258,5.220125198364258,0
1996-07-02 00:00:00+00:00,5.192358997526948,5.220125198364258,5.192358997526948,5.220125198364258,12600
1996-07-03 00:00:00+00:00,5.247892034729167,5.247892034729167,5.220125198364258,5.220125198364258,1800
1996-07-05 00:00:00+00:00,5.220125198364258,5.220125198364258,5.220125198364258,5.220125198364258,0
1996-07-08 00:00:00+00:00,5.220125198364258,5.220125198364258,5.220125198364258,5.220125198364258,0
1996-07-09 00:00:00+00:00,5.220124592941873,5.247891426086426,5.220124592941873,5.247891426086426,3600
1996-07-10 00:00:00+00:00,5.220125198364258,5.220125198364258,5.220125198364258,5.220125198364258,3000
1996-07-11 00:00:00+00:00,5.220125198364258,5.220125198364258,5.220125198364258,5.220125198364258,0
1996-07-12 00:00:00+00:00,5.220126268341999,5.220126268341999,5.16459321975708,5.16459321975708,7200
1996-07-15 00:00:00+00:00,5.16459321975708,5.16459321975708,5.16459321975708,5.16459321975708,6000
1996-07-16 00:00:00+00:00,5.164591670385996,5.164591670385996,5.053524971008301,5.053524971008301,16800
1996-07-17 00:00:00+00:00,5.08129359279263,5.095176696777344,5.025760541326008,5.095176696777344,72600
1996-07-18 00:00:00+00:00,5.109059810638428,5.109059810638428,5.109059810638428,5.109059810638428,16200
1996-07-19 00:00:00+00:00,5.164591930632743,5.303424835205078,5.164591930632743,5.303424835205078,21000
1996-07-22 00:00:00+00:00,5.303424835205078,5.303424835205078,5.303424835205078,5.303424835205078,1800
1996-07-23 00:00:00+00:00,5.289543151855469,5.289543151855469,5.289543151855469,5.289543151855469,1200
1996-07-24 00:00:00+00:00,5.26177487223039,5.27565860748291,5.247891772505438,5.27565860748291,3600
1996-07-25 00:00:00+00:00,5.247892034729167,5.247892034729167,5.220125198364258,5.220125198364258,9600
1996-07-26 00:00:00+00:00,5.220125198364258,5.220125198364258,5.220125198364258,5.220125198364258,1200
1996-07-29 00:00:00+00:00,5.220124592941873,5.247891426086426,5.220124592941873,5.247891426086426,3600
1996-07-30 00:00:00+00:00,5.247891426086426,5.247891426086426,5.247891426086426,5.247891426086426,0
1996-07-31 00:00:00+00:00,5.220125171335633,5.220125171335633,5.19235897064209,5.19235897064209,15000
1996-08-01 00:00:00+00:00,5.19235897064209,5.19235897064209,5.19235897064209,5.19235897064209,0
1996-08-02 00:00:00+00:00,5.164592161162038,5.220125198364258,5.164592161162038,5.220125198364258,6000
1996-08-05 00:00:00+00:00,5.19235897064209,5.19235897064209,5.19235897064209,5.19235897064209,1200
1996-08-06 00:00:00+00:00,5.220125198364258,5.220125198364258,5.220125198364258,5.220125198364258,1200
1996-08-07 00:00:00+00:00,5.220124592941873,5.247891426086426,5.220124592941873,5.247891426086426,3600
1996-08-08 00:00:00+00:00,5.220124592941873,5.247891426086426,5.220124592941873,5.247891426086426,1800
1996-08-09 00:00:00+00:00,5.247891426086426,5.247891426086426,5.247891426086426,5.247891426086426,600
1996-08-12 00:00:00+00:00,5.275658259230979,5.275658259230979,5.247891426086426,5.247891426086426,9000
1996-08-13 00:00:00+00:00,5.247891426086426,5.247891426086426,5.247891426086426,5.247891426086426,4200
1996-08-14 00:00:00+00:00,5.275660048338849,5.289543151855469,5.275660048338849,5.289543151855469,7200
1996-08-15 00:00:00+00:00,5.303427077087008,5.331193923950195,5.303427077087008,5.331193923950195,6000
1996-08-16 00:00:00+00:00,5.358960969690552,5.40061092376709,5.358960969690552,5.40061092376709,22200
1996-08-19 00:00:00+00:00,5.358957290649414,5.3867234839531,5.358957290649414,5.358957290649414,6600
1996-08-20 00:00:00+00:00,5.40061092376709,5.40061092376709,5.386727182056335,5.40061092376709,18600
1996-08-21 00:00:00+00:00,5.442259672831245,5.497792720794678,5.442259672831245,5.497792720794678,7200
1996-08-22 00:00:00+00:00,5.47002396580441,5.497790797838011,5.47002396580441,5.483907699584961,5400
1996-08-23 00:00:00+00:00,5.497791062540083,5.581090927124023,5.497791062540083,5.581090927124023,15600
1996-08-26 00:00:00+00:00,5.636622051841033,5.636622051841033,5.594972133636475,5.594972133636475,1800
1996-08-27 00:00:00+00:00,5.594972133636475,5.594972133636475,5.594972133636475,5.594972133636475,0
1996-08-28 00:00:00+00:00,5.567208290100098,5.567208290100098,5.567208290100098,5.567208290100098,3000
1996-08-29 00:00:00+00:00,5.581093645809905,5.608860492706299,5.581093645809905,5.608860492706299,6000
1996-08-30 00:00:00+00:00,5.581090690020533,5.581090690020533,5.511673927307129,5.511673927307129,9000
1996-09-03 00:00:00+00:00,5.539441108703613,5.539441108703613,5.539441108703613,5.539441108703613,9600
1996-09-04 00:00:00+00:00,5.581090927124023,5.581090927124023,5.581090927124023,5.581090927124023,3000
1996-09-05 00:00:00+00:00,5.553325653076172,5.553325653076172,5.553325653076172,5.553325653076172,1200
1996-09-06 00:00:00+00:00,5.553325653076172,5.553325653076172,5.553325653076172,5.553325653076172,1200
1996-09-09 00:00:00+00:00,5.581090927124023,5.594974026045503,5.581090927124023,5.581090927124023,10200
1996-09-10 00:00:00+00:00,5.594975597063063,5.594975597063063,5.553325653076172,5.553325653076172,9600
1996-09-11 00:00:00+00:00,5.581090927124023,5.581090927124023,5.581090927124023,5.581090927124023,600
1996-09-12 00:00:00+00:00,5.567208290100098,5.567208290100098,5.567208290100098,5.567208290100098,12000
1996-09-13 00:00:00+00:00,5.567208290100098,5.567208290100098,5.567208290100098,5.567208290100098,0
1996-09-16 00:00:00+00:00,5.567208290100098,5.567208290100098,5.567208290100098,5.567208290100098,0
1996-09-17 00:00:00+00:00,5.567207828202544,5.581090927124023,5.567207828202544,5.581090927124023,10200
1996-09-18 00:00:00+00:00,5.567208290100098,5.567208290100098,5.567208290100098,5.567208290100098,3600
1996-09-19 00:00:00+00:00,5.567208290100098,5.567208290100098,5.567208290100098,5.567208290100098,1800
1996-09-20 00:00:00+00:00,5.567207828202544,5.581090927124023,5.567207828202544,5.581090927124023,5400
1996-09-23 00:00:00+00:00,5.553324093753533,5.594974026045503,5.553324093753533,5.581090927124023,21600
1996-09-24 00:00:00+00:00,5.553325768758111,5.553325768758111,5.497792720794678,5.497792720794678,13200
1996-09-25 00:00:00+00:00,5.483909043897431,5.483909043897431,5.386725425720215,5.386725425720215,18000
1996-09-26 00:00:00+00:00,5.4284820556640625,5.48415858230661,5.4284820556640625,5.4284820556640625,33600
1996-09-27 00:00:00+00:00,5.400644541488715,5.456321716308594,5.400644541488715,5.456321716308594,5400
1996-09-30 00:00:00+00:00,5.4841596665486945,5.4841596665486945,5.456321716308594,5.456321716308594,6000
1996-10-01 00:00:00+00:00,5.428481517965308,5.484158039093018,5.428481517965308,5.484158039093018,10200
1996-10-02 00:00:00+00:00,5.4563219757753005,5.4563219757753005,5.4145644112595965,5.442402362823486,13200
1996-10-03 00:00:00+00:00,5.470240116119385,5.470240116119385,5.470240116119385,5.470240116119385,1200
1996-10-04 00:00:00+00:00,5.512000668127906,5.539839267730713,5.512000668127906,5.539839267730713,18000
1996-10-07 00:00:00+00:00,5.567674854715425,5.5955134424409,5.567674854715425,5.581594467163086,5400
1996-10-08 00:00:00+00:00,5.595513343811035,5.595513343811035,5.595513343811035,5.595513343811035,4200
1996-10-09 00:00:00+00:00,5.567674735171831,5.567674735171831,5.553755760192871,5.553755760192871,4200
1996-10-10 00:00:00+00:00,5.525917629540621,5.525917629540621,5.511998653411865,5.511998653411865,13200
1996-10-11 00:00:00+00:00,5.48415992733919,5.48415992733919,5.442402362823486,5.442402362823486,7200
1996-10-14 00:00:00+00:00,5.414563083295854,5.4284820556640625,5.414563083295854,5.4284820556640625,1800
1996-10-15 00:00:00+00:00,5.442402104018704,5.525917229078684,5.442402104018704,5.456321716308594,23400
1996-10-16 00:00:00+00:00,5.442402362823486,5.442402362823486,5.442402362823486,5.442402362823486,4200
1996-10-17 00:00:00+00:00,5.136179095834116,5.191855621610439,5.024825407111768,5.164017677307129,129000
1996-10-18 00:00:00+00:00,5.191856840927849,5.191856840927849,5.150099277496338,5.150099277496338,31800
1996-10-21 00:00:00+00:00,5.122261486432191,5.122261486432191,5.038746356964111,5.038746356964111,36600
1996-10-22 00:00:00+00:00,5.010907196801556,5.0805033424804,5.010907196801556,5.052664756774902,77400
1996-10-23 00:00:00+00:00,5.052664756774902,5.052664756774902,5.052664756774902,5.052664756774902,1200
1996-10-24 00:00:00+00:00,5.066583156585693,5.066583156585693,5.066583156585693,5.066583156585693,1200
1996-10-25 00:00:00+00:00,5.066583731042751,5.066583731042751,5.052664756774902,5.052664756774902,1200
1996-10-28 00:00:00+00:00,5.038746356964111,5.038746356964111,5.038746356964111,5.038746356964111,600
1996-10-29 00:00:00+00:00,5.010907768084794,5.052665332818834,5.010907768084794,5.038746356964111,6600
1996-10-30 00:00:00+00:00,5.038746356964111,5.038746356964111,5.038746356964111,5.038746356964111,600
1996-10-31 00:00:00+00:00,5.038746356964111,5.038746356964111,5.038746356964111,5.038746356964111,0
1996-11-01 00:00:00+00:00,5.010909553335495,5.010909553335495,4.969151973724365,4.969151973724365,3600
1996-11-04 00:00:00+00:00,4.941310955465619,4.941310955465619,4.885634422302246,4.885634422302246,17400
1996-11-05 00:00:00+00:00,4.788199132312064,4.788199132312064,4.690764427185059,4.690764427185059,61200
1996-11-06 00:00:00+00:00,4.62116970683547,4.829957485198975,4.50981601265169,4.829957485198975,82800
1996-11-07 00:00:00+00:00,4.802121069052669,4.857797622680664,4.802121069052669,4.857797622680664,7200
1996-11-08 00:00:00+00:00,4.843878382268486,4.8717169761657715,4.829959403904836,4.8717169761657715,12600
1996-11-11 00:00:00+00:00,4.8995513916015625,4.8995513916015625,4.8995513916015625,4.8995513916015625,600
1996-11-12 00:00:00+00:00,4.92738996537772,4.92738996537772,4.8995513916015625,4.8995513916015625,9000
1996-11-13 00:00:00+00:00,4.927392482757568,4.927392482757568,4.927392482757568,4.927392482757568,7800
1996-11-14 00:00:00+00:00,4.927392601060649,4.9691501654764165,4.927392601060649,4.955231189727783,144600
1996-11-15 00:00:00+00:00,4.983068490839081,5.0248260498046875,4.955230542975199,5.0248260498046875,9000
1996-11-18 00:00:00+00:00,5.052665294307953,5.066584270056587,4.955231189727783,4.955231189727783,24000
1996-11-19 00:00:00+00:00,4.899554012393514,4.955231189727783,4.885635036644881,4.955231189727783,12600
1996-11-20 00:00:00+00:00,4.96914907341838,5.066583156585693,4.955230100728685,5.066583156585693,22200
1996-11-21 00:00:00+00:00,5.038746356964111,5.038746356964111,5.024826743939517,5.038746356964111,3000
1996-11-22 00:00:00+00:00,5.010907729892185,5.010907729892185,4.955231189727783,4.955231189727783,7800
1996-11-25 00:00:00+00:00,4.927391981467222,4.927391981467222,4.829957889138873,4.885634422302246,23400
1996-11-26 00:00:00+00:00,4.857797622680664,4.857797622680664,4.857797622680664,4.857797622680664,3000
1996-11-27 00:00:00+00:00,4.829957485198975,4.829957485198975,4.802118902360596,4.829957485198975,23400
1996-11-29 00:00:00+00:00,4.802119352557189,4.802119352557189,4.788200378417969,4.788200378417969,6000
1996-12-02 00:00:00+00:00,4.788200281209277,4.802119255065918,4.774280670182855,4.802119255065918,16200
1996-12-03 00:00:00+00:00,4.788201215436729,4.802120192009106,4.76036262512207,4.76036262512207,4200
1996-12-04 00:00:00+00:00,4.746442034793299,4.746442034793299,4.649007320404053,4.649007320404053,17400
1996-12-05 00:00:00+00:00,4.5933308601379395,4.5933308601379395,4.5933308601379395,4.5933308601379395,4800
1996-12-06 00:00:00+00:00,4.55157602845769,4.55157602845769,4.495899469857408,4.52373743057251,18000
1996-12-09 00:00:00+00:00,4.537656105583477,4.579413675152742,4.523736490947091,4.565494060516357,9600
1996-12-10 00:00:00+00:00,4.6072516300856226,4.6072516300856226,4.565494060516357,4.565494060516357,9000
1996-12-11 00:00:00+00:00,4.523734760538033,4.523734760538033,4.495896816253662,4.495896816253662,10200
1996-12-12 00:00:00+00:00,4.4819772069417745,4.495896816253662,4.454139262657404,4.495896816253662,17400
1996-12-13 00:00:00+00:00,4.468059901500446,4.468059901500446,4.440221309661865,4.440221309661865,11400
1996-12-16 00:00:00+00:00,4.45413955855807,4.45413955855807,4.356704835580811,4.384543418884277,28200
1996-12-17 00:00:00+00:00,4.342787853518548,4.370626449584961,4.342787853518548,4.370626449584961,61800
1996-12-18 00:00:00+00:00,4.3706263286519045,4.3706263286519045,4.301030158996582,4.301030158996582,14400
1996-12-19 00:00:00+00:00,4.301030278003947,4.370626449584961,4.301030278003947,4.370626449584961,15600
1996-12-20 00:00:00+00:00,4.398465262056561,4.509819030761719,4.398465262056561,4.426303863525391,128400
1996-12-23 00:00:00+00:00,4.454139990770704,4.481977939605713,4.440220379183393,4.481977939605713,37200
1996-12-24 00:00:00+00:00,4.481977939605713,4.481977939605713,4.481977939605713,4.481977939605713,0
1996-12-26 00:00:00+00:00,4.481980429292889,4.481980429292889,4.426303863525391,4.426303863525391,8400
1996-12-27 00:00:00+00:00,4.45422887802124,4.45422887802124,4.45422887802124,4.45422887802124,4200
1996-12-30 00:00:00+00:00,4.482154846191406,4.482154846191406,4.482154846191406,4.482154846191406,3000
1996-12-31 00:00:00+00:00,4.4542261980216065,4.496115474614849,4.4542261980216065,4.468189716339111,24000
1997-01-02 00:00:00+00:00,4.440264458734576,4.454227341456826,4.3844122886657715,4.3844122886657715,13800
1997-01-03 00:00:00+00:00,4.356484200995926,4.412336349487305,4.356484200995926,4.412336349487305,9000
1997-01-06 00:00:00+00:00,4.440264467998266,4.496116638183594,4.440264467998266,4.496116638183594,13200
1997-01-07 00:00:00+00:00,4.4681914199070185,4.5519700050354,4.4681914199070185,4.5519700050354,12600
1997-01-08 00:00:00+00:00,4.59385788403726,4.663672924041748,4.59385788403726,4.663672924041748,6000
1997-01-09 00:00:00+00:00,4.649711270230705,4.649711270230705,4.621784863355556,4.635748386383057,7200
1997-01-10 00:00:00+00:00,4.635748759797021,4.677638053894043,4.635748759797021,4.677638053894043,4800
1997-01-13 00:00:00+00:00,4.691599414008353,4.7195258140563965,4.691599414008353,4.7195258140563965,21600
1997-01-14 00:00:00+00:00,4.74745131093469,4.845193386077881,4.74745131093469,4.845193386077881,14400
1997-01-15 00:00:00+00:00,4.873120721216302,4.942936420440674,4.873120721216302,4.942936420440674,19200
1997-01-16 00:00:00+00:00,4.97086238861084,4.97086238861084,4.97086238861084,4.97086238861084,4200
1997-01-17 00:00:00+00:00,4.942933985013702,4.942933985013702,4.915007591247559,4.915007591247559,3600
1997-01-20 00:00:00+00:00,4.942936420440674,4.942936420440674,4.942936420440674,4.942936420440674,1200
1997-01-21 00:00:00+00:00,4.915007591247559,4.928971107720406,4.915007591247559,4.915007591247559,20400
1997-01-22 00:00:00+00:00,4.8870849609375,4.8870849609375,4.873121435537877,4.8870849609375,7200
1997-01-23 00:00:00+00:00,4.859156535937223,4.859156535937223,4.7195258140563965,4.7195258140563965,18000
1997-01-24 00:00:00+00:00,4.691600938866416,4.691600938866416,4.677638053894043,4.677638053894043,4200
1997-01-27 00:00:00+00:00,4.663672924041748,4.663672924041748,4.663672924041748,4.663672924041748,600
1997-01-28 00:00:00+00:00,4.719528390300192,4.761417693648477,4.719528390300192,4.7474541664123535,19800
1997-01-29 00:00:00+00:00,4.719527347991065,4.733490232963438,4.677638053894043,4.677638053894043,6600
1997-01-30 00:00:00+00:00,4.649711092852041,4.649711092852041,4.621784687042236,4.621784687042236,2400
1997-01-31 00:00:00+00:00,4.593858198448522,4.593858198448522,4.565931797027588,4.565931797027588,5400
1997-02-03 00:00:00+00:00,4.5519700050354,4.5519700050354,4.5519700050354,4.5519700050354,600
1997-02-04 00:00:00+00:00,4.52404260635376,4.52404260635376,4.52404260635376,4.52404260635376,1200
1997-02-05 00:00:00+00:00,4.49611489181415,4.49611489181415,4.412336349487305,4.412336349487305,13200
1997-02-06 00:00:00+00:00,4.3844122886657715,4.412338054110274,4.3844122886657715,4.3844122886657715,10200
1997-02-07 00:00:00+00:00,4.356487274169922,4.3704501613476445,4.3285608606344725,4.356487274169922,38400
1997-02-10 00:00:00+00:00,4.328558714151176,4.3425222335845515,4.300632953643799,4.300632953643799,13200
1997-02-11 00:00:00+00:00,4.300632953643799,4.300632953643799,4.300632953643799,4.300632953643799,4200
1997-02-12 00:00:00+00:00,4.328560014269331,4.342523537896764,4.300634245374223,4.314597129821777,16800
1997-02-13 00:00:00+00:00,4.328559875488281,4.328559875488281,4.328559875488281,4.328559875488281,1200
1997-02-14 00:00:00+00:00,4.300632953643799,4.300632953643799,4.300632953643799,4.300632953643799,600
1997-02-18 00:00:00+00:00,4.2866692543029785,4.2866692543029785,4.272706374635299,4.2866692543029785,5400
1997-02-19 00:00:00+00:00,4.2587441038097795,4.286669867137486,4.2587441038097795,4.272706985473633,13200
1997-02-20 00:00:00+00:00,4.286668379589847,4.286668379589847,4.244779109954834,4.244779109954834,3600
1997-02-21 00:00:00+00:00,4.1889285625958825,4.1889285625958825,4.161002159118652,4.161002159118652,5400
1997-02-24 00:00:00+00:00,4.161000305738999,4.188926696777344,4.161000305738999,4.188926696777344,33600
1997-02-25 00:00:00+00:00,4.216856306069666,4.216856306069666,4.202892780303955,4.202892780303955,1800
1997-02-26 00:00:00+00:00,4.216853298559522,4.216853298559522,4.133074760437012,4.133074760437012,10200
1997-02-27 00:00:00+00:00,4.161002159118652,4.161002159118652,4.161002159118652,4.161002159118652,600
1997-02-28 00:00:00+00:00,4.16100181761776,4.16100181761776,4.14703893661499,4.14703893661499,9600
1997-03-03 00:00:00+00:00,4.161002159118652,4.161002159118652,4.161002159118652,4.161002159118652,1200
1997-03-04 00:00:00+00:00,4.147037693866313,4.244779109954834,4.147037693866313,4.244779109954834,10800
1997-03-05 00:00:00+00:00,4.244780999220865,4.342523097991943,4.244780999220865,4.342523097991943,16800
1997-03-06 00:00:00+00:00,4.3704482004906104,4.426301002502441,4.3704482004906104,4.426301002502441,14400
1997-03-07 00:00:00+00:00,4.454228434712783,4.538007029968697,4.454228434712783,4.482154846191406,29400
1997-03-10 00:00:00+00:00,4.5100796333654465,4.593858198448522,4.5100796333654465,4.565931797027588,70200
1997-03-11 00:00:00+00:00,4.593857631466976,4.607820510864258,4.593857631466976,4.607820510864258,9600
1997-03-12 00:00:00+00:00,4.6078213118174025,4.635747714645912,4.510079860687256,4.510079860687256,8400
1997-03-13 00:00:00+00:00,4.538006206343149,4.579895496368408,4.538006206343149,4.579895496368408,14400
1997-03-14 00:00:00+00:00,4.551969008341782,4.579894771150066,4.52404260635376,4.52404260635376,30000
1997-03-17 00:00:00+00:00,4.496116339683121,4.538005624336007,4.496116339683121,4.510079860687256,49800
1997-03-18 00:00:00+00:00,4.579894678148191,4.579894678148191,4.565931797027588,4.565931797027588,1800
1997-03-19 00:00:00+00:00,4.5240430428661575,4.5240430428661575,4.496116638183594,4.496116638183594,3600
1997-03-20 00:00:00+00:00,4.468190863358877,4.468190863358877,4.3844122886657715,4.3844122886657715,9000
1997-03-21 00:00:00+00:00,4.384410594831392,4.412336349487305,4.32855780716046,4.412336349487305,36000
1997-03-24 00:00:00+00:00,4.412336349487305,4.412336349487305,4.412336349487305,4.412336349487305,0
1997-03-25 00:00:00+00:00,4.41233777037735,4.510079860687256,4.41233777037735,4.510079860687256,24600
1997-03-26 00:00:00+00:00,4.510080814361572,4.52408770462503,4.510080814361572,4.510080814361572,3600
1997-03-27 00:00:00+00:00,4.48206844949088,4.48206844949088,4.454055309295654,4.454055309295654,7800
1997-03-31 00:00:00+00:00,4.398030223192021,4.398030223192021,4.313991433202141,4.32799768447876,16200
1997-04-01 00:00:00+00:00,4.257962703704834,4.2859758313568435,4.257962703704834,4.257962703704834,4200
