"('date', '')","('open', 'BOH')","('high', 'BOH')","('low', 'BOH')","('close', 'BOH')","('volume', 'BOH')"
1980-03-17 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,91328
1980-03-18 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,28958
1980-03-19 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,20790
1980-03-20 00:00:00+00:00,0.5016136613697638,0.5151707518938502,0.4970946311950683,0.49709463119506836,9653
1980-03-21 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,25245
1980-03-24 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,12623
1980-03-25 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,1569645
1980-03-26 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,2970
1980-03-27 00:00:00+00:00,0.5016136613697638,0.5151707518938502,0.4970946311950683,0.49709463119506836,6683
1980-03-28 00:00:00+00:00,0.4970946311950683,0.5151707518938502,0.4970946311950683,0.49709463119506836,5940
1980-03-31 00:00:00+00:00,0.4970946311950683,0.5151707518938502,0.4970946311950683,0.49709463119506836,13365
1980-04-01 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,8910
1980-04-02 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,5198
1980-04-03 00:00:00+00:00,0.5016135573387146,0.5196897062881103,0.5016135573387146,0.5016135573387146,743
1980-04-07 00:00:00+00:00,0.5016136613697638,0.5151707518938502,0.4970946311950683,0.49709463119506836,25245
1980-04-08 00:00:00+00:00,0.4970948757022329,0.5061329404971969,0.4880567789077759,0.4880567789077759,216068
1980-04-09 00:00:00+00:00,0.4880567789077759,0.5061329404971969,0.4880567789077759,0.4880567789077759,2970
1980-04-10 00:00:00+00:00,0.4970946311950683,0.5151707518938502,0.4970946311950683,0.49709463119506836,18563
1980-04-11 00:00:00+00:00,0.5061326026916504,0.5242087522165976,0.5061326026916504,0.5061326026916504,12623
1980-04-14 00:00:00+00:00,0.5061326026916504,0.5242087522165976,0.5061326026916504,0.5061326026916504,31928
1980-04-15 00:00:00+00:00,0.5196898579597473,0.537765980185194,0.5196898579597473,0.5196898579597473,49005
1980-04-16 00:00:00+00:00,0.5377658009529114,0.555841981152697,0.5377658009529114,0.5377658009529114,35640
1980-04-17 00:00:00+00:00,0.5377658009529114,0.555841981152697,0.5377658009529114,0.5377658009529114,41580
1980-04-18 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,4455
1980-04-21 00:00:00+00:00,0.5422846674919128,0.5422846674919128,0.5422846674919128,0.5422846674919128,0
1980-04-22 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,39353
1980-04-23 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,41580
1980-04-24 00:00:00+00:00,0.5422846674919128,0.5422846674919128,0.5422846674919128,0.5422846674919128,0
1980-04-25 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,1485
1980-04-28 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,78705
1980-04-29 00:00:00+00:00,0.5422848300031231,0.555841981152697,0.5377658009529114,0.5377658009529114,4455
1980-04-30 00:00:00+00:00,0.5377658009529114,0.555841981152697,0.5377658009529114,0.5377658009529114,743
1980-05-01 00:00:00+00:00,0.5377656642924937,0.5513228119968394,0.533246636390686,0.533246636390686,399465
1980-05-02 00:00:00+00:00,0.5332467991326582,0.5468038869755788,0.5287277698516846,0.5287277698516846,37868
1980-05-05 00:00:00+00:00,0.5287277698516846,0.5468038869755788,0.5287277698516846,0.5287277698516846,743
1980-05-06 00:00:00+00:00,0.533246636390686,0.5513228119968394,0.533246636390686,0.533246636390686,102465
1980-05-07 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,19305
1980-05-08 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,80933
1980-05-09 00:00:00+00:00,0.5422846674919128,0.5603608422746524,0.5422846674919128,0.5422846674919128,22275
1980-05-12 00:00:00+00:00,0.5422848576946052,0.5468038869755788,0.5287277698516846,0.5287277698516846,57915
1980-05-13 00:00:00+00:00,0.533246636390686,0.5513228119968394,0.533246636390686,0.533246636390686,13365
1980-05-14 00:00:00+00:00,0.533246636390686,0.5513228119968394,0.533246636390686,0.533246636390686,743
1980-05-15 00:00:00+00:00,0.533246636390686,0.5513228119968394,0.533246636390686,0.533246636390686,61628
1980-05-16 00:00:00+00:00,0.5332467991326582,0.5468038869755788,0.5287277698516846,0.5287277698516846,26730
1980-05-19 00:00:00+00:00,0.5287277698516846,0.5468038869755788,0.5287277698516846,0.5287277698516846,8168
1980-05-20 00:00:00+00:00,0.5287279339966011,0.542285026048355,0.5242089033126831,0.5242089033126831,37125
1980-05-21 00:00:00+00:00,0.5242089033126831,0.542285026048355,0.5242089033126831,0.5242089033126831,7425
1980-05-22 00:00:00+00:00,0.5242089033126831,0.542285026048355,0.5242089033126831,0.5242089033126831,11138
1980-05-23 00:00:00+00:00,0.533246636390686,0.5513228119968394,0.533246636390686,0.533246636390686,8910
1980-05-27 00:00:00+00:00,0.533246636390686,0.5513228119968394,0.533246636390686,0.533246636390686,1485
1980-05-28 00:00:00+00:00,0.533246636390686,0.5513228119968394,0.533246636390686,0.533246636390686,743
1980-05-29 00:00:00+00:00,0.533246636390686,0.533246636390686,0.533246636390686,0.533246636390686,0
