"('date', '')","('open', 'BELFA')","('high', 'BELFA')","('low', 'BELFA')","('close', 'BELFA')","('volume', 'BELFA')"
2024-01-02 00:00:00+00:00,63.178390950156405,63.178390950156405,62.442368988427454,63.08887481689453,4800
2024-01-03 00:00:00+00:00,61.47759232937777,61.62678336535062,60.34371996740054,61.16925811767578,5700
2024-01-04 00:00:00+00:00,61.616833230411416,61.616833230411416,60.8211363947803,60.920597076416016,2100
2024-01-05 00:00:00+00:00,60.801243499616795,60.920597076416016,60.25420216225677,60.920597076416016,6400
2024-01-08 00:00:00+00:00,61.626782242819736,61.716298380445764,61.13941955566406,61.13941955566406,1300
2024-01-09 00:00:00+00:00,60.741566612528814,61.43780278713799,60.622213032195845,61.069793701171875,5900
2024-01-10 00:00:00+00:00,60.661997306579714,60.82113667443767,60.52274703979492,60.52274703979492,2300
2024-01-11 00:00:00+00:00,59.766093733721554,62.364620208740234,59.716314304277255,62.364620208740234,2000
2024-01-12 00:00:00+00:00,61.239581885588635,62.175451793798324,61.239581885588635,61.826988220214844,5000
2024-01-16 00:00:00+00:00,61.93650429851269,61.93650429851269,61.44866061996811,61.7274284362793,1500
2024-01-17 00:00:00+00:00,61.6876054397559,61.69756360377231,60.73182678222656,60.73182678222656,4000
2024-01-18 00:00:00+00:00,62.265060895497705,62.92215923397776,62.265060895497705,62.72303771972656,2000
2024-01-19 00:00:00+00:00,62.82258960147916,64.60472106933594,62.81263523593917,64.60472106933594,1700
2024-01-22 00:00:00+00:00,64.51512394150713,66.80500793457031,64.47529888129904,66.80500793457031,12600
2024-01-23 00:00:00+00:00,67.48202211370685,69.07498662177815,66.95435333251953,66.95435333251953,3400
2024-01-24 00:00:00+00:00,67.30280172026187,68.7165570067246,66.70544108050252,66.76517486572266,3100
2024-01-25 00:00:00+00:00,67.49198447117121,67.81057739257812,67.14352465023464,67.81057739257812,1900
2024-01-26 00:00:00+00:00,66.78509909216483,67.60149383544922,66.20764711388101,67.60149383544922,2800
2024-01-29 00:00:00+00:00,68.79621033065844,68.79621033065844,65.60032354262461,68.29840850830078,4700
2024-01-30 00:00:00+00:00,67.90017220843761,70.83720780668298,67.90017220843761,70.22988891601562,8900
2024-01-31 00:00:00+00:00,69.84160454307592,71.02636783974062,68.30837385742073,70.6878662109375,18000
2024-02-01 00:00:00+00:00,71.39474604921006,72.40030799239725,70.58830941924776,71.72329711914062,15800
2024-02-02 00:00:00+00:00,71.90250277591869,71.90250277591869,70.63808178197563,71.5739517211914,5500
2024-02-05 00:00:00+00:00,70.23984788685772,70.51861572265625,69.204419071139,70.51861572265625,4600
2024-02-06 00:00:00+00:00,70.14028244013795,70.14028244013795,68.39797584556962,68.79621887207031,4000
2024-02-07 00:00:00+00:00,70.19006603529111,70.63808469504713,70.1004653416815,70.25975799560547,2200
2024-02-08 00:00:00+00:00,69.96106723656412,72.3306088558069,69.84159965633559,72.18126678466797,4400
2024-02-09 00:00:00+00:00,72.18128164661347,75.62607017645271,72.18128164661347,74.61055755615234,3900
2024-02-12 00:00:00+00:00,74.61053906687188,76.44244611489245,74.61053906687188,75.67583465576172,3900
2024-02-13 00:00:00+00:00,74.91918843011071,74.91918843011071,72.67907980595457,73.3759994506836,8600
2024-02-14 00:00:00+00:00,74.13264825019981,77.45796845306637,74.13264825019981,77.1294174194336,6500
2024-02-15 00:00:00+00:00,76.66148325625323,78.42369842529297,76.29310716064458,78.42369842529297,7500
2024-02-16 00:00:00+00:00,77.00994417140593,77.00994417140593,76.32298278808594,76.32298278808594,4100
2024-02-20 00:00:00+00:00,75.6658745843011,75.6658745843011,72.43016284220927,73.67466735839844,11700
2024-02-21 00:00:00+00:00,72.73880177232228,74.53089141845703,72.68902614628438,74.53089141845703,2400
2024-02-22 00:00:00+00:00,60.93095256663983,60.93095256663983,50.77579317254535,58.740623474121094,37500
2024-02-23 00:00:00+00:00,59.50723385577495,59.935343752415015,57.416463798199274,59.22846603393555,42400
2024-02-26 00:00:00+00:00,58.262734667361066,59.90547865396975,56.44077789549677,59.616756439208984,10800
2024-02-27 00:00:00+00:00,59.61675370795614,59.61675370795614,58.54149983324616,58.919830322265625,7700
2024-02-28 00:00:00+00:00,58.95965747861006,59.11895393260524,57.79479907295464,58.53154754638672,5500
2024-02-29 00:00:00+00:00,58.77048742173811,59.23842239379883,58.591278445116,59.23842239379883,1800
2024-03-01 00:00:00+00:00,59.83578492458784,62.225235486437846,58.74062229919733,62.07589340209961,8800
2024-03-04 00:00:00+00:00,62.394485348268404,64.61468505859375,62.394485348268404,64.61468505859375,6700
2024-03-05 00:00:00+00:00,63.917756150034265,63.917756150034265,62.92215622228544,63.61907958984375,5500
2024-03-06 00:00:00+00:00,64.15669764830194,64.31599027255577,63.37016990219494,64.29608154296875,4500
2024-03-07 00:00:00+00:00,64.98304491585371,64.98304491585371,64.59476011183767,64.9133529663086,4200
2024-03-08 00:00:00+00:00,64.23635046807017,66.87470191900087,64.23635046807017,66.20764923095703,9900
2024-03-11 00:00:00+00:00,66.20764923095703,66.24747429237284,65.11248662751045,66.20764923095703,11000
2024-03-12 00:00:00+00:00,66.20764722315616,66.80500793457031,65.24191040170739,66.80500793457031,6200
2024-03-13 00:00:00+00:00,67.26299795676891,67.40238189697266,66.34704417947148,67.40238189697266,3600
2024-03-14 00:00:00+00:00,66.70545485730695,67.71101682602493,66.60589599609375,66.60589599609375,6100
2024-03-15 00:00:00+00:00,66.60589619512199,67.97982671401974,66.05831106303181,67.65127563476562,21100
