"('date', '')","('open', 'DAN')","('high', 'DAN')","('low', 'DAN')","('close', 'DAN')","('volume', 'DAN')"
2008-01-02 00:00:00+00:00,11.315711157662527,11.315711157662527,10.925514221191406,10.925514221191406,45000
2008-01-03 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-04 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-07 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-08 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-09 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-10 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-11 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-14 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-15 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-16 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-17 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-18 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-22 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-23 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-24 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-25 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-28 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-29 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-30 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-01-31 00:00:00+00:00,10.925514221191406,10.925514221191406,10.925514221191406,10.925514221191406,0
2008-02-01 00:00:00+00:00,9.36472568909541,10.379237787595718,9.325705849875874,9.911001205444336,229300
2008-02-04 00:00:00+00:00,10.145122154086245,10.223161852968213,9.911003801682062,9.950023651123047,48800
2008-02-05 00:00:00+00:00,9.95002273655373,9.95002273655373,9.32570743560791,9.32570743560791,22600
2008-02-06 00:00:00+00:00,9.364726446973938,9.911002007532433,9.364726446973938,9.676883697509766,107000
2008-02-07 00:00:00+00:00,9.715903440983801,9.715903440983801,9.208647727966309,9.208647727966309,4900
2008-02-08 00:00:00+00:00,9.232060219833983,9.294491675286185,7.84295921965998,8.943314552307129,17700
2008-02-11 00:00:00+00:00,9.013547757335042,9.013547757335042,7.881976994295387,7.98342752456665,90400
2008-02-12 00:00:00+00:00,8.116093147127685,8.194132804870605,7.413739204406738,7.999034404754639,839300
2008-02-13 00:00:00+00:00,7.881978386647858,8.350214262218818,7.881978386647858,8.31119441986084,88500
2008-02-14 00:00:00+00:00,8.365822367195033,8.8964896846172,8.365822367195033,8.701391220092773,410700
2008-02-15 00:00:00+00:00,8.623350779263538,9.169626235961914,8.350212678793623,9.169626235961914,566800
2008-02-19 00:00:00+00:00,9.20864854853307,9.20864854853307,8.857471427901897,8.974530220031738,111400
2008-02-20 00:00:00+00:00,8.951116721505723,8.974528326142826,8.66237111684315,8.85746955871582,106500
2008-02-21 00:00:00+00:00,8.91989933524836,9.208644886002714,8.91989933524836,8.935506820678711,108400
2008-02-22 00:00:00+00:00,9.013546480554528,9.013546480554528,8.779428245168432,8.935506820678711,185500
2008-02-25 00:00:00+00:00,8.974530220031738,9.32570734066291,8.77943173698757,8.974530220031738,236700
2008-02-26 00:00:00+00:00,8.97452641677943,9.208644646065421,8.880879273913301,9.091585159301758,453600
2008-02-27 00:00:00+00:00,9.130606836243865,9.37252922912709,9.09158699942509,9.364725112915039,94800
2008-02-28 00:00:00+00:00,9.36472126233318,9.372525375336341,9.16962290270124,9.247662544250488,1008700
2008-02-29 00:00:00+00:00,9.364726351645416,9.364726351645416,9.177432003230487,9.208647727966309,136200
2008-03-03 00:00:00+00:00,9.169629140734537,9.325707785771042,8.95892241175399,9.052570343017578,142600
2008-03-04 00:00:00+00:00,8.779430184026094,9.278882480199856,8.779430184026094,9.23205852508545,38600
2008-03-05 00:00:00+00:00,9.208647727966309,9.364726351645416,9.169627885986136,9.208647727966309,90700
2008-03-06 00:00:00+00:00,9.169624949561273,9.208644779045972,8.732604198967055,8.880879402160645,163300
2008-03-07 00:00:00+00:00,8.701392341068638,8.818451881408691,8.006842194199352,8.818451881408691,88000
2008-03-10 00:00:00+00:00,8.795041119877252,8.795041119877252,8.373627627070992,8.584334373474121,49200
2008-03-11 00:00:00+00:00,8.584333326718621,8.888687230774734,7.507389601875833,7.725899696350098,497200
2008-03-12 00:00:00+00:00,8.240958996930262,8.240958996930262,7.68687935964929,7.842957973480225,80100
2008-03-13 00:00:00+00:00,7.647856966093741,7.9600140895092855,7.608837139606475,7.803935527801514,59000
2008-03-14 00:00:00+00:00,7.725899696350098,7.80393938792602,7.64786074901583,7.725899696350098,19900
2008-03-17 00:00:00+00:00,7.647860010559468,7.803938634399134,6.945505086918595,7.3513102531433105,239900
2008-03-18 00:00:00+00:00,7.351309695189019,7.351309695189019,6.719190386313378,7.171818733215332,642000
2008-03-19 00:00:00+00:00,7.218643373171688,7.827350389765004,6.71919102320905,6.961113452911377,308400
2008-03-20 00:00:00+00:00,6.98452515974625,7.218643475363105,6.633348058441772,6.851858139038086,277700
2008-03-24 00:00:00+00:00,7.1015801854989915,7.26546282806408,7.015736435815622,7.218638896942139,1206300
2008-03-25 00:00:00+00:00,7.171819277546507,7.366917743406485,7.148407670030953,7.3513102531433105,1241700
2008-03-26 00:00:00+00:00,7.413739677113429,7.413739677113429,7.265465211037368,7.296680927276611,288600
2008-03-27 00:00:00+00:00,7.335701599288069,7.749310859120903,7.335701599288069,7.647859573364258,568300
2008-03-28 00:00:00+00:00,7.569818269104689,7.858563830789806,7.460563634232224,7.850760459899902,1753600
2008-03-31 00:00:00+00:00,7.803935527801514,8.022445514192395,7.577621427264921,7.803935527801514,225300
2008-04-01 00:00:00+00:00,8.194132804870605,8.194132804870605,7.803936004638672,7.999034404754639,332500
2008-04-02 00:00:00+00:00,7.999039158927365,8.01464739744913,7.702489325189826,7.866372108459473,374800
2008-04-03 00:00:00+00:00,7.842955833510132,8.03025011900354,7.803936004638672,7.999034404754639,754600
2008-04-04 00:00:00+00:00,7.889776439045082,8.0770714072077,7.8117375511983225,7.960011959075928,384900
2008-04-07 00:00:00+00:00,7.960014575883179,7.999034404754639,7.920994747011719,7.999034404754639,219300
2008-04-08 00:00:00+00:00,7.983429892114406,8.194136619567871,7.881979331757195,8.194136619567871,331900
2008-04-09 00:00:00+00:00,8.194136186531367,8.389234667163066,7.999037705899668,8.116096496582031,260900
2008-04-10 00:00:00+00:00,8.0380558573483,8.256565901230589,7.842957417821602,8.233154296875,187100
2008-04-11 00:00:00+00:00,8.069271286632658,8.217545767854547,7.889780341741469,8.061467170715332,237900
2008-04-14 00:00:00+00:00,8.03805466435716,8.045858779397914,7.920995171469974,8.030250549316406,88900
2008-04-15 00:00:00+00:00,8.077078295392246,8.092685788575334,7.483978669600453,7.811744213104248,811600
2008-04-16 00:00:00+00:00,7.889778550680466,8.201936418337299,7.803935527801514,7.803935527801514,229600
2008-04-17 00:00:00+00:00,7.999035387605694,8.194133811693638,7.97562378510274,8.045859336853027,489900
2008-04-18 00:00:00+00:00,8.19413168220637,8.389230055592236,8.11609203515553,8.318994522094727,298200
2008-04-21 00:00:00+00:00,8.155116278578328,8.26437169481534,7.897586345672607,7.897586345672607,463700
2008-04-22 00:00:00+00:00,7.897584312949735,8.1473100637967,7.803937156382123,8.038055419921875,229400
2008-04-23 00:00:00+00:00,8.038057284577453,8.061468893089982,7.88197865409123,7.90539026260376,215000
2008-04-24 00:00:00+00:00,7.999035585291676,8.05366290722909,7.842956991012322,8.038055419921875,608400
2008-04-25 00:00:00+00:00,8.014645404120028,8.389234104576795,8.014645404120028,8.31119441986084,1317300
2008-04-28 00:00:00+00:00,8.209745294481275,8.896491364337137,8.194137057136418,8.740412712097168,541800
2008-04-29 00:00:00+00:00,8.763820207764926,9.466174929332073,8.740408606985099,9.442763328552246,1438300
2008-04-30 00:00:00+00:00,9.364728036565594,9.754925038089162,9.333512306213379,9.333512306213379,814600
2008-05-01 00:00:00+00:00,9.442764524309306,9.6144506107575,9.36472485283906,9.520803451538086,948800
2008-05-02 00:00:00+00:00,9.598843883180727,9.669079444217902,9.473980994333097,9.528608322143555,704500
2008-05-05 00:00:00+00:00,9.637865104093576,9.645668477584428,9.200844186215738,9.310099601745605,785000
2008-05-06 00:00:00+00:00,9.349118292583325,9.356922409974112,9.005745314046248,9.11500072479248,970000
2008-05-07 00:00:00+00:00,9.091586418297037,9.208645921271001,8.779429232182672,8.904292106628418,499700
