"('date', '')","('open', 'AKRO')","('high', 'AKRO')","('low', 'AKRO')","('close', 'AKRO')","('volume', 'AKRO')"
2025-09-26 00:00:00+00:00,46.349998474121094,47.81999969482422,46.0,47.7400016784668,723589
