"('date', '')","('open', 'CLX')","('high', 'CLX')","('low', 'CLX')","('close', 'CLX')","('volume', 'CLX')"
1973-02-21 00:00:00+00:00,1.6038461633994754,1.6635882840991694,1.6038461633994754,1.626823902130127,115200
1973-02-22 00:00:00+00:00,1.6222281719761333,1.6222281719761333,1.5992504358291626,1.5992504358291626,178400
1973-02-23 00:00:00+00:00,1.5992493111746653,1.6176314871651787,1.5900582231794087,1.6084403991699219,75200
1973-02-26 00:00:00+00:00,1.594655246582142,1.594655246582142,1.5486997639717057,1.5808686017990112,157600
1973-02-27 00:00:00+00:00,1.5808690429883754,1.590060142075517,1.4246203585069661,1.429215908050537,248800
1973-02-28 00:00:00+00:00,1.4292149379849435,1.4797659486532213,1.3970461130142213,1.4705748558044434,460800
1973-03-01 00:00:00+00:00,1.4705745895187579,1.525721136625711,1.4154280424118044,1.4154280424118042,287200
1973-03-02 00:00:00+00:00,1.415428816133244,1.4430021047592163,1.3419000464639848,1.4430021047592163,338400
1973-03-05 00:00:00+00:00,1.443001786011916,1.4981483510824352,1.443001786011916,1.493552803993225,392800
1973-03-06 00:00:00+00:00,1.4981486783056202,1.5349130630493164,1.4981486783056202,1.5349130630493164,175200
1973-03-07 00:00:00+00:00,1.544104483275287,1.5762733266768554,1.544104483275287,1.5578911304473877,280800
1973-03-08 00:00:00+00:00,1.5670819570158803,1.5900596983210984,1.5670819570158803,1.5808686017990112,185600
1973-03-09 00:00:00+00:00,1.580868601799011,1.5854641500600548,1.5624864087548365,1.5808686017990112,331200
1973-03-12 00:00:00+00:00,1.580866958240031,1.5992491321730544,1.5624847843070073,1.576271414756775,108000
1973-03-13 00:00:00+00:00,1.5762728755873754,1.6176328052675104,1.567081780102901,1.590059518814087,186400
1973-03-14 00:00:00+00:00,1.617632304446798,1.6498011286829557,1.617632304446798,1.6314189434051514,115200
1973-03-15 00:00:00+00:00,1.6314201107756658,1.649802309206941,1.6176334619522095,1.6176334619522095,63200
1973-03-16 00:00:00+00:00,1.617632004086762,1.6268230950190732,1.5808676403575173,1.6222275495529175,200800
1973-03-19 00:00:00+00:00,1.622228536148404,1.622228536148404,1.5716775052769238,1.5808686017990112,100000
1973-03-20 00:00:00+00:00,1.5808685738538069,1.5808685738538069,1.534913092055731,1.5486997365951538,131200
1973-03-21 00:00:00+00:00,1.5486997434506402,1.5624863880510909,1.4384065866470337,1.4384065866470337,92800
1973-03-22 00:00:00+00:00,1.4384060308337212,1.48436149507761,1.4338104844093325,1.4705748558044434,111200
1973-03-23 00:00:00+00:00,1.4705754228946915,1.4797665192877834,1.447597681911962,1.4567887783050537,154400
1973-03-26 00:00:00+00:00,1.4705755331136803,1.5303176641464236,1.4705755331136803,1.5303176641464233,88800
1973-03-27 00:00:00+00:00,1.5303185112932896,1.548700715633149,1.5119363069534302,1.5119363069534302,130400
1973-03-28 00:00:00+00:00,1.5119357421630766,1.5165312915313534,1.4889579953216923,1.5073401927947998,155200
1973-03-29 00:00:00+00:00,1.5073407558684655,1.5349140623782545,1.5073407558684655,1.5119363069534302,272000
1973-03-30 00:00:00+00:00,1.5119350539799494,1.5119350539799494,1.4843617703207406,1.5027439594268799,103200
1973-04-02 00:00:00+00:00,1.5027443496336848,1.5027443496336848,1.4705755103448903,1.479766607284546,73600
1973-04-03 00:00:00+00:00,1.479766489593846,1.479766489593846,1.4430021047592163,1.4430021047592163,184800
1973-04-04 00:00:00+00:00,1.443001381043465,1.443001381043465,1.4200236520459577,1.424619197845459,143200
1973-04-05 00:00:00+00:00,1.4246203585069661,1.4338114575941079,1.4062381603326828,1.429215908050537,66400
1973-04-06 00:00:00+00:00,1.4292154604462302,1.4430021047592163,1.061571612099933,1.4430021047592163,49600
1973-04-09 00:00:00+00:00,1.4430026388600514,1.5211269855499268,1.4430026388600514,1.5211269855499268,94400
1973-04-10 00:00:00+00:00,1.5211268977685408,1.5441046454689717,1.4889580509879372,1.5165313482284546,96000
1973-04-11 00:00:00+00:00,1.5165303261191758,1.5211258725619612,1.4797659545768926,1.4889570474624634,87200
1973-04-12 00:00:00+00:00,1.4889577136320227,1.493553262130887,1.3970467436547374,1.4062378406524658,282400
1973-04-13 00:00:00+00:00,1.4062372921286403,1.4246194789538513,1.3602818250656128,1.3602818250656128,164000
1973-04-16 00:00:00+00:00,1.3602821508469565,1.3602821508469565,1.2591800990948177,1.272966742515564,437600
1973-04-17 00:00:00+00:00,1.2453938722610474,1.2453938722610474,1.15807843472245,1.2453938722610474,1050400
1973-04-18 00:00:00+00:00,1.2694764137268066,1.3721546530723572,1.2694764137268066,1.344151496887207,316800
1973-04-19 00:00:00+00:00,1.3488188898840616,1.404825210571289,1.3488188898840616,1.404825210571289,110400
1973-04-23 00:00:00+00:00,1.4048250019550323,1.4048250019550323,1.353485882282257,1.3814890384674072,181600
1973-04-24 00:00:00+00:00,1.3814895218365812,1.3954911048281682,1.3441519671923494,1.3628207445144653,180800
1973-04-25 00:00:00+00:00,1.3348164065439898,1.3348164065439898,1.241472601890564,1.241472601890564,178400
1973-04-26 00:00:00+00:00,1.2414728907927923,1.3254823345306506,1.222804125517713,1.3114807605743408,660000
1973-04-27 00:00:00+00:00,1.3114809646223584,1.3254825407571167,1.2508074680384058,1.2788106203079224,150400
1973-04-30 00:00:00+00:00,1.278811149086271,1.3161487008844104,1.2601423731872015,1.3068143129348755,164000
1973-05-01 00:00:00+00:00,1.3068139212472099,1.3068139212472099,1.120126218211894,1.1434621810913086,477600
1973-05-02 00:00:00+00:00,0.9474392620602039,0.9474392620602039,0.9147689426788175,0.924103319644928,5872000
1973-05-03 00:00:00+00:00,0.9241039770841598,0.9847774705290795,0.8587632918357849,0.9334383606910706,2609600
1973-05-04 00:00:00+00:00,0.9334380251502022,0.9614411659047083,0.9147692646471982,0.9194364547729492,1179200
1973-05-07 00:00:00+00:00,0.9194367852807045,0.9474399361014366,0.9054352098703384,0.9334383606910706,659200
1973-05-08 00:00:00+00:00,0.9334383606910706,0.9381055524945259,0.9194367852807045,0.9334383606910706,340000
1973-05-09 00:00:00+00:00,0.9334383606910706,0.9521071279048919,0.9241039770841598,0.9334383606910706,358400
1973-05-10 00:00:00+00:00,0.9334383606910706,0.9334383606910706,0.9147695934772492,0.9334383606910706,220000
1973-05-11 00:00:00+00:00,0.9334376966110383,0.9334376966110383,0.9241033196449279,0.924103319644928,91200
1973-05-14 00:00:00+00:00,0.9241038574186783,0.9241038574186783,0.8260928422379094,0.8354272246360779,607200
1973-05-15 00:00:00+00:00,0.8354272246360779,0.8354272246360779,0.7654193566498143,0.8354272246360779,1154400
1973-05-16 00:00:00+00:00,0.8354273023349899,0.8400944939681462,0.7654194278376443,0.7840881943702698,434400
1973-05-17 00:00:00+00:00,0.774753987789154,0.774753987789154,0.6907445192337036,0.7374164462089539,560000
1973-05-18 00:00:00+00:00,0.7327490688154572,0.7327490688154572,0.6954115366465167,0.7094131112098694,466400
1973-05-21 00:00:00+00:00,0.7094129958710114,0.7187473773956299,0.6907442328217742,0.7187473773956299,330400
