"('date', '')","('open', 'ARCO')","('high', 'ARCO')","('low', 'ARCO')","('close', 'ARCO')","('volume', 'ARCO')"
2024-01-02 00:00:00+00:00,12.027183376987697,12.027183376987697,11.66301357697197,11.710930824279785,1161200
2024-01-03 00:00:00+00:00,11.653429143847708,11.682179124678386,11.500094694156882,11.53842830657959,708700
2024-01-04 00:00:00+00:00,11.557595844037126,11.557595844037126,11.39467775888806,11.413844108581543,494500
2024-01-05 00:00:00+00:00,11.375510069276213,11.5863453916821,11.356343720300442,11.548011779785156,615500
2024-01-08 00:00:00+00:00,11.63426430001938,11.787598769550849,11.557597065253645,11.77801513671875,414800
2024-01-09 00:00:00+00:00,11.66301305792837,11.672596689752524,11.528844954226521,11.576762199401855,422700
2024-01-10 00:00:00+00:00,11.567177772521973,11.615095014403774,11.461760571538306,11.567177772521973,397000
2024-01-11 00:00:00+00:00,11.615095890892723,11.65342950450179,11.41384419095876,11.519262313842773,679200
2024-01-12 00:00:00+00:00,11.59593051026468,11.68218046263489,11.346761544007137,11.356345176696777,545700
2024-01-16 00:00:00+00:00,11.250926179913746,11.442594249241534,11.049674478633207,11.404260635375977,1142300
2024-01-17 00:00:00+00:00,11.28926080929783,11.548013411625359,11.28926080929783,11.509679794311523,609800
2024-01-18 00:00:00+00:00,11.509679038995754,11.634263515576317,11.442594527639777,11.605512619018555,665800
2024-01-19 00:00:00+00:00,11.63426351502422,11.778014342024333,11.480928141893171,11.768430709838867,699900
2024-01-22 00:00:00+00:00,11.778012946803255,11.950514649925248,11.643844853936663,11.739679336547852,700600
2024-01-23 00:00:00+00:00,11.787598915849994,11.960099739241087,11.787598915849994,11.931349754333496,445100
2024-01-24 00:00:00+00:00,12.027181958748445,12.295517232506581,12.008014696507324,12.17093276977539,1059000
2024-01-25 00:00:00+00:00,12.238018359610974,12.554270903089126,12.132600235821291,12.544687271118164,1034700
2024-01-26 00:00:00+00:00,12.583021205097815,12.65010480270988,12.343435883402758,12.362602233886719,792600
2024-01-29 00:00:00+00:00,12.31468574137902,12.362602073941721,11.931348683259188,12.209267616271973,886700
2024-01-30 00:00:00+00:00,12.257185394505674,12.266769027012142,11.758848385460773,11.854681968688965,846800
2024-01-31 00:00:00+00:00,11.873848119827652,12.16134975648748,11.78759726325154,11.864264488220215,851900
2024-02-01 00:00:00+00:00,11.95051591061169,12.439269264441416,11.95051591061169,12.429686546325684,1449100
2024-02-02 00:00:00+00:00,12.266768574713156,12.458436648047876,12.055933237072232,12.314685821533203,1493700
2024-02-05 00:00:00+00:00,12.190101053696917,12.209267403599048,11.605512301582113,11.624679565429688,1016200
2024-02-06 00:00:00+00:00,11.70134643399999,11.950515372702744,11.615095577222467,11.643845558166504,1430900
2024-02-07 00:00:00+00:00,11.615096372103409,11.710930867069198,11.44259464674318,11.490511894226074,775500
2024-02-08 00:00:00+00:00,11.461761072124405,11.461761072124405,11.260509378587576,11.375510215759277,687400
2024-02-09 00:00:00+00:00,11.375510381576646,11.548012096821408,11.346760400350993,11.528844833374023,1042200
2024-02-12 00:00:00+00:00,11.538429822849833,11.653430675230267,11.442595322226707,11.452178955078125,403400
2024-02-13 00:00:00+00:00,11.17425934036264,11.519262791083099,10.848423154213531,11.490511894226074,849100
2024-02-14 00:00:00+00:00,11.5863446248707,11.624678234230634,11.452176535138259,11.480926513671875,467200
2024-02-15 00:00:00+00:00,11.480927384869585,11.548011891798993,11.33717656734804,11.433011054992676,724700
2024-02-16 00:00:00+00:00,11.327592766538878,11.375510009645222,11.241341911736539,11.27967643737793,698100
2024-02-20 00:00:00+00:00,11.222176231346285,11.250926213344519,10.915507319510596,11.078425407409668,879100
2024-02-21 00:00:00+00:00,11.078425606096355,11.260510047278038,10.982591112456227,11.174259185791016,1648900
2024-02-22 00:00:00+00:00,11.145508766174316,11.32759320021504,10.982590681742677,11.145508766174316,981200
2024-02-23 00:00:00+00:00,11.193424999712654,11.212591347589926,10.9155061009021,11.040090560913086,649200
2024-02-26 00:00:00+00:00,11.059257118441264,11.212591560147603,10.963422635402122,11.135924339294434,705600
2024-02-27 00:00:00+00:00,11.241341557410477,11.413843261577918,11.078424398296674,11.298842430114746,2130000
2024-02-28 00:00:00+00:00,11.231760840299842,11.567179763309511,11.203009941855319,11.509679794311523,594700
2024-02-29 00:00:00+00:00,11.586345702329956,11.624679315254681,11.270093167214608,11.365926742553711,658600
2024-03-01 00:00:00+00:00,11.375511050898192,11.394678315473357,11.212592957791216,11.327593803405762,626200
2024-03-04 00:00:00+00:00,11.308427853251892,11.413845070312092,11.145509754375347,11.250926971435547,446200
2024-03-05 00:00:00+00:00,11.250926979610151,11.250926979610151,11.059258896658928,11.088008880615234,522500
2024-03-06 00:00:00+00:00,11.174258319754895,11.500094476143559,11.164674688344546,11.27967643737793,1270200
2024-03-07 00:00:00+00:00,11.346761478058518,11.346761478058518,11.068842529292867,11.088008880615234,448600
2024-03-08 00:00:00+00:00,11.09759111909875,11.155091993733244,10.905923060226096,11.059257507324219,883900
2024-03-11 00:00:00+00:00,11.030507684929635,11.12634125876554,10.96342317790455,11.049674034118652,578900
2024-03-12 00:00:00+00:00,11.116760030788246,11.461762587929543,11.088009132233987,11.452178955078125,1438200
2024-03-13 00:00:00+00:00,10.877173862672928,11.42342809825831,10.302168730728502,11.394678115844727,4890700
2024-03-14 00:00:00+00:00,11.385093123225234,11.385093123225234,10.810088059992962,11.308425903320312,2050000
2024-03-15 00:00:00+00:00,11.298843166618163,11.298843166618163,10.858006160301146,10.87717342376709,2606100
2024-03-18 00:00:00+00:00,10.886756701489348,11.00175754636353,10.407586057540858,10.465086936950684,1765200
2024-03-19 00:00:00+00:00,10.398002715045799,10.76217157831279,10.263834613774252,10.608837127685547,1922800
2024-03-20 00:00:00+00:00,10.61842084357179,10.752588945907688,10.398002797532913,10.714255332946777,1774800
2024-03-21 00:00:00+00:00,10.752588711104908,10.848422284441767,10.560920650485786,10.781338691711426,1486600
2024-03-22 00:00:00+00:00,10.800608024429538,10.800608024429538,10.36704232109309,10.4055814743042,840700
2024-03-25 00:00:00+00:00,10.367043590328645,10.540469341588178,10.309234394011465,10.347773551940918,949500
2024-03-26 00:00:00+00:00,10.395947729064234,10.607913557099222,10.347773551940918,10.347773551940918,1537300
2024-03-27 00:00:00+00:00,10.357406137508407,10.636815196557128,10.357406137508407,10.617546081542969,1675400
2024-03-28 00:00:00+00:00,10.627181518452735,10.81024318780142,10.473024903535466,10.713894844055176,1066500
2024-04-01 00:00:00+00:00,10.704260461601075,10.810243829785117,10.617548049694982,10.77170467376709,715200
2024-04-02 00:00:00+00:00,10.704260094331957,10.762069285798512,10.521199339238734,10.66572093963623,770400
2024-04-03 00:00:00+00:00,10.627182407812981,10.694626621617939,10.559739112854004,10.559739112854004,979400
2024-04-04 00:00:00+00:00,10.69462576215762,10.69462576215762,10.357407476770902,10.376677513122559,1323700
2024-04-05 00:00:00+00:00,10.347772259163857,10.444120601373413,10.183980628715148,10.241789817810059,880000
2024-04-08 00:00:00+00:00,10.318868874337474,10.492295535386392,10.212886425277555,10.444121360778809,2484700
2024-04-09 00:00:00+00:00,10.511564124928274,10.87768654713649,10.415216699407738,10.868051528930664,2003100
2024-04-10 00:00:00+00:00,10.646453272143091,10.829514052175808,10.636818252445039,10.74280071258545,849500
2024-04-11 00:00:00+00:00,10.819878530553597,10.868052707963045,10.617548639356723,10.829513549804688,855000
2024-04-12 00:00:00+00:00,10.771704707704803,10.790973826351546,10.4922955959823,10.598278045654297,2203000
2024-04-15 00:00:00+00:00,10.598278591550725,10.723531085166936,10.434486939809988,10.501930236816406,3199000
2024-04-16 00:00:00+00:00,10.424850612637913,10.453755666739308,10.1261724043573,10.232154846191406,1303300
2024-04-17 00:00:00+00:00,10.347773174993927,10.347773174993927,10.193616548891711,10.251425743103027,622900
2024-04-18 00:00:00+00:00,10.261059178785656,10.405581695534385,10.21288592538199,10.367042541503906,848000
2024-04-19 00:00:00+00:00,10.386312762442829,10.540469394940933,10.386312762442829,10.501930236816406,1118900
2024-04-22 00:00:00+00:00,10.511564936949314,10.617548307708828,10.37667834703136,10.559739112854004,909700
2024-04-23 00:00:00+00:00,10.607914112196937,10.848784091571911,10.569374952250783,10.74280071258545,787800
2024-04-24 00:00:00+00:00,10.71389495031644,10.781338240300178,10.530834197998047,10.530834197998047,1126400
2024-04-25 00:00:00+00:00,10.405581742351577,10.492295069021777,10.328503433943826,10.357407569885254,565100
2024-04-26 00:00:00+00:00,10.453756379469516,10.559738828529435,10.395947186171226,10.444121360778809,655700
2024-04-29 00:00:00+00:00,10.511564430190063,10.550103585286658,10.39594696490028,10.482660293579102,2466500
2024-04-30 00:00:00+00:00,10.39594750372623,10.60791332716674,10.347773327647117,10.386312484741211,879700
2024-05-01 00:00:00+00:00,10.31886814986773,10.559738087148634,10.280328996656623,10.4055814743042,557900
2024-05-02 00:00:00+00:00,10.482660293579102,10.492295312064734,10.357407809803684,10.482660293579102,502800
2024-05-03 00:00:00+00:00,10.61754667942765,10.974034056298745,10.530833359866548,10.84878158569336,1535300
2024-05-06 00:00:00+00:00,10.896957315398321,11.070383060521088,10.848783139979673,10.906591415405273,902100
2024-05-07 00:00:00+00:00,10.91622636210195,10.993304674723909,10.550103917724666,10.588643074035645,1501800
2024-05-08 00:00:00+00:00,10.588642101579163,10.82951203611288,10.463389625360126,10.762068748474121,708600
2024-05-09 00:00:00+00:00,10.742799154988125,10.752434173289195,10.636816710214099,10.684990882873535,703600
2024-05-10 00:00:00+00:00,10.762068103880004,10.800607254343262,10.67535478562622,10.704258918762207,464600
2024-05-13 00:00:00+00:00,10.810243524913382,10.935496008151075,10.800608506469114,10.819877624511719,866800
2024-05-14 00:00:00+00:00,10.8487828088972,10.877686945727906,10.713895305610674,10.80060863494873,1030700
2024-05-15 00:00:00+00:00,10.48266007672682,10.627181675637882,10.029824324575083,10.183980941772461,3866500
2024-05-16 00:00:00+00:00,10.23215574163815,10.27069489830013,10.029824939451267,10.077999114990234,1142400
2024-05-17 00:00:00+00:00,10.155076514091744,10.155076514091744,9.962380748129508,10.068363189697266,854200
2024-05-20 00:00:00+00:00,10.000919875357045,10.068363163557255,9.817858209033774,9.904571533203125,1404200
2024-05-21 00:00:00+00:00,9.885303005196642,9.99128545280529,9.711876346522544,9.972016334533691,1668600
2024-05-22 00:00:00+00:00,9.972015962907752,10.029824234414157,9.78895429249702,9.866032600402832,788300
2024-05-23 00:00:00+00:00,9.933476176598596,10.000919462011325,9.4710054397583,9.4710054397583,1509900
2024-05-24 00:00:00+00:00,9.538449067332836,9.634797408960797,9.480640797432766,9.576988220214844,970800
2024-05-28 00:00:00+00:00,9.634796358836256,9.654066392599905,9.393926449865349,9.422830581665039,1149000
2024-05-29 00:00:00+00:00,9.287945665577604,9.393928113509583,9.210867354564176,9.297579765319824,1133100
2024-05-30 00:00:00+00:00,9.365023659619478,9.47100610396434,9.24940619701256,9.355388641357422,1000000
2024-05-31 00:00:00+00:00,9.3457538922507,9.365023929329784,9.191597271001806,9.307214736938477,1604100
2024-06-03 00:00:00+00:00,9.365025397607543,9.365025397607543,8.941093703861814,9.220502853393555,1301800
2024-06-04 00:00:00+00:00,9.124154119254243,9.46137150371141,9.056709907286045,9.451737403869629,2956800
2024-06-05 00:00:00+00:00,9.509545903692388,9.509545903692388,9.326485138516405,9.413198471069336,1132500
