"('date', '')","('open', 'ACCO')","('high', 'ACCO')","('low', 'ACCO')","('close', 'ACCO')","('volume', 'ACCO')"
2024-01-02 00:00:00+00:00,5.433834139868838,5.773448880150693,5.380210827112789,5.603641510009766,1203900
2024-01-03 00:00:00+00:00,5.550017846930732,5.737699642810337,5.46064566464525,5.5947041511535645,1139700
2024-01-04 00:00:00+00:00,5.639389890892865,5.737699502075641,5.541080279710089,5.55895471572876,1112100
2024-01-05 00:00:00+00:00,5.532143931087129,5.791323497185732,5.460646178530304,5.719825744628906,959800
2024-01-08 00:00:00+00:00,5.728762626647949,5.836009679322582,5.719825620851854,5.728762626647949,654800
2024-01-09 00:00:00+00:00,5.666202180924406,5.666202180924406,5.5768295680001385,5.612578868865967,696600
2024-01-10 00:00:00+00:00,5.612578673012136,5.6930134252128815,5.603641241567504,5.630453109741211,403100
2024-01-11 00:00:00+00:00,5.5947045870531555,5.648327900602392,5.55895528519345,5.639390468597412,399700
2024-01-12 00:00:00+00:00,5.7019503401663485,5.728761779751248,5.523205562906375,5.541079998016357,358100
2024-01-16 00:00:00+00:00,5.487457417648562,5.487457417648562,5.299775611118544,5.344461917877197,449000
2024-01-17 00:00:00+00:00,5.272964197397763,5.290838634968865,5.2193408846844545,5.25508975982666,316100
2024-01-18 00:00:00+00:00,5.255089563797567,5.281901006073977,5.183591816180216,5.272964000701904,404500
2024-01-19 00:00:00+00:00,5.299775404533917,5.326587272776027,5.246152094209886,5.317649841308594,326900
2024-01-22 00:00:00+00:00,5.299775473726108,5.505331712398665,5.281901036718067,5.487457275390625,406200
2024-01-23 00:00:00+00:00,5.576829586050142,5.612578887031677,5.460645955960916,5.478520393371582,415800
2024-01-24 00:00:00+00:00,5.550018536006246,5.550018536006246,5.380211155500907,5.398085594177246,437100
2024-01-25 00:00:00+00:00,5.424897438149782,5.532144069671631,5.424897438149782,5.532144069671631,550900
2024-01-26 00:00:00+00:00,5.567891898293021,5.6393896391763745,5.496394157409668,5.496394157409668,265200
2024-01-29 00:00:00+00:00,5.514269631084656,5.532144069671631,5.4427718767367566,5.532144069671631,416300
2024-01-30 00:00:00+00:00,5.514269631084656,5.558955514471978,5.460646315323731,5.532144069671631,1196900
2024-01-31 00:00:00+00:00,5.594704438463094,5.639390318820537,5.433834075927734,5.433834075927734,654700
2024-02-01 00:00:00+00:00,5.4963947037713465,5.675139073747572,5.469582835194816,5.666202068328857,483700
2024-02-02 00:00:00+00:00,5.558954936664722,5.675138988483806,5.550017931380278,5.630453109741211,634100
2024-02-05 00:00:00+00:00,5.5857670724244155,5.6930136979365145,5.487457452624888,5.603641510009766,575300
2024-02-06 00:00:00+00:00,5.612578673012136,5.6930134252128815,5.59470423628306,5.630453109741211,512600
2024-02-07 00:00:00+00:00,5.630453024067758,5.630453024067758,5.55895485207919,5.5947041511535645,424400
2024-02-08 00:00:00+00:00,5.621515957946116,5.675139270800903,5.594704514598827,5.648327827453613,313100
2024-02-09 00:00:00+00:00,5.639390478260221,5.7287626676620835,5.585767164619104,5.68407678604126,457300
2024-02-12 00:00:00+00:00,5.710888361003854,5.88963317007491,5.710888361003854,5.84494686126709,627300
2024-02-13 00:00:00+00:00,5.701950856657513,5.7287622986710325,5.567892368109353,5.630453109741211,637700
2024-02-14 00:00:00+00:00,5.701951265280619,5.809197893340766,5.666202389260571,5.764511585235596,309100
2024-02-15 00:00:00+00:00,5.764511684329665,5.898570184789471,5.764511684329665,5.8896331787109375,491900
2024-02-16 00:00:00+00:00,5.8449467787569604,5.9164445309119955,5.755574588563167,5.809197902679443,426600
2024-02-20 00:00:00+00:00,5.7555746209073195,5.853884243753065,5.7019513064897,5.719825744628906,426300
2024-02-21 00:00:00+00:00,5.7377002648217275,5.782386147728676,5.701951388032078,5.755574703216553,552100
2024-02-22 00:00:00+00:00,5.710888116137031,5.800260303760419,5.710888116137031,5.73769998550415,413800
2024-02-23 00:00:00+00:00,5.3623364269070155,5.41595974003686,4.602672184993897,4.986972808837891,1518800
2024-02-26 00:00:00+00:00,4.951223548863125,5.210403088607356,4.88866280865721,5.201466083526611,1096600
2024-02-27 00:00:00+00:00,5.201466069849513,5.255089378673507,5.094219026041349,5.156779766082764,670000
2024-02-28 00:00:00+00:00,5.085282833651045,5.085282833651045,4.942287320601957,4.951224327087402,718500
2024-02-29 00:00:00+00:00,5.031659116192866,5.0495335539028146,4.915475057998097,4.986972808837891,844900
2024-03-01 00:00:00+00:00,4.995910044289747,5.022721486720102,4.897600427671327,5.004847049713135,606200
2024-03-04 00:00:00+00:00,5.004846990647076,5.0674077325132325,4.843977059482915,4.879725933074951,694300
2024-03-05 00:00:00+00:00,4.843976961206988,4.915474706940494,4.790353651906859,4.799290657043457,1070800
2024-03-06 00:00:00+00:00,4.8529139663435865,4.861851397640365,4.763541784176704,4.799290657043457,1218800
2024-03-07 00:00:00+00:00,4.852913979648405,4.879725847452067,4.790353665040161,4.843976974487305,604100
2024-03-08 00:00:00+00:00,4.906537375188884,4.92441223814509,4.817165191208794,4.879725933074951,880700
2024-03-11 00:00:00+00:00,4.87078916933228,4.897601041282035,4.79035440580351,4.817165851593018,529700
2024-03-12 00:00:00+00:00,4.799291412346597,4.835040290839439,4.745668094607335,4.817165851593018,1159900
2024-03-13 00:00:00+00:00,4.817165178880829,4.915474794087431,4.790353736835512,4.8350396156311035,1616800
2024-03-14 00:00:00+00:00,4.839571082938208,4.839571082938208,4.739879425622868,4.758005142211914,1052600
2024-03-15 00:00:00+00:00,4.7489420678418055,4.857696799527254,4.7489420678418055,4.758005142211914,1624200
2024-03-18 00:00:00+00:00,4.758005142211914,4.830508008568099,4.703627992444776,4.758005142211914,1617700
2024-03-19 00:00:00+00:00,4.767068437194726,4.930199894045618,4.748942287615657,4.830508232116699,1558000
2024-03-20 00:00:00+00:00,4.839571107635232,5.147708291221484,4.812382316537328,5.138645648956299,1052100
2024-03-21 00:00:00+00:00,5.129582990576608,5.18396014503152,5.093331554273334,5.165834426879883,988500
2024-03-22 00:00:00+00:00,5.183959984142143,5.211148776601371,5.05707996101853,5.066143035888672,464600
2024-03-25 00:00:00+00:00,5.075206236171547,5.120520751198132,5.01176643371582,5.01176643371582,363300
2024-03-26 00:00:00+00:00,5.038954442211601,5.120520390655794,5.020828723907471,5.020828723907471,488100
2024-03-27 00:00:00+00:00,5.066142976983191,5.120520129118194,5.029891542226522,5.093331336975098,543600
2024-03-28 00:00:00+00:00,5.084268569946289,5.147708363142454,5.057079778468519,5.084268569946289,793800
2024-04-01 00:00:00+00:00,5.07520517967872,5.07520517967872,4.91207373741392,4.921136379241943,379100
2024-04-02 00:00:00+00:00,4.8667594284884235,4.884885145028092,4.694564905285982,4.785193920135498,751400
2024-04-03 00:00:00+00:00,4.767068423167575,4.884885370026501,4.685502478906542,4.857697010040283,513500
2024-04-04 00:00:00+00:00,4.930199665883438,5.020828248828669,4.7217537090338215,4.758005142211914,506400
2024-04-05 00:00:00+00:00,4.7308165334351715,4.8033198347346096,4.7308165334351715,4.739879608154297,397800
2024-04-08 00:00:00+00:00,4.767068862915039,4.803320301008206,4.730816992670642,4.767068862915039,332700
2024-04-09 00:00:00+00:00,4.77613085880096,4.839571082938208,4.739879425622868,4.758005142211914,387200
2024-04-10 00:00:00+00:00,4.721753195341281,4.721753195341281,4.495181546551972,4.6401872634887695,692700
2024-04-11 00:00:00+00:00,4.667376935175373,4.748942450319749,4.658313860075327,4.694565296173096,449500
2024-04-12 00:00:00+00:00,4.640187870602766,4.676439304580039,4.531433568670947,4.558622360229492,535300
2024-04-15 00:00:00+00:00,4.631125541238833,4.658313902484076,4.531433874986785,4.549559593200684,519900
2024-04-16 00:00:00+00:00,4.531434137930069,4.540497213638522,4.4679939044246035,4.477056980133057,544400
2024-04-17 00:00:00+00:00,4.531433616782145,4.531433616782145,4.386427879333496,4.386427879333496,729800
2024-04-18 00:00:00+00:00,4.413617011165834,4.449868451869972,4.386428646713361,4.40455436706543,601500
2024-04-19 00:00:00+00:00,4.3864280969175296,4.504245048363147,4.3864280969175296,4.458930969238281,659800
2024-04-22 00:00:00+00:00,4.531433951228403,4.59487418212004,4.495182514190674,4.495182514190674,717800
2024-04-23 00:00:00+00:00,4.495182330470233,4.576748276547091,4.486119255505605,4.513308048248291,574900
2024-04-24 00:00:00+00:00,4.504245360214842,4.522371079549965,4.377365324868981,4.449868202209473,685700
2024-04-25 00:00:00+00:00,4.404554199105524,4.46799400184297,4.377365403538586,4.395491123199463,629400
2024-04-26 00:00:00+00:00,4.413616549214568,4.477056779882468,4.3773651123046875,4.3773651123046875,411500
2024-04-29 00:00:00+00:00,4.404553814997718,4.48611933028296,4.404553814997718,4.458930969238281,703800
2024-04-30 00:00:00+00:00,4.4317426257556765,4.4317426257556765,4.368302822113037,4.368302822113037,611700
2024-05-01 00:00:00+00:00,4.3683019381839685,4.422679086939225,4.304861715227253,4.313924789428711,474400
2024-05-02 00:00:00+00:00,4.3864280969175296,4.504245048363147,4.359239303721645,4.458930969238281,764200
2024-05-03 00:00:00+00:00,4.576748240253202,4.712690906434998,4.350176553748612,4.422679424285889,825200
2024-05-06 00:00:00+00:00,4.431742874312262,4.513308834600326,4.377365711503979,4.504245758056641,511900
2024-05-07 00:00:00+00:00,4.522371079549965,4.567685593963391,4.44080555861753,4.449868202209473,986200
2024-05-08 00:00:00+00:00,4.431742208734737,4.594874104811035,4.431742208734737,4.549559593200684,358800
2024-05-09 00:00:00+00:00,4.5404966949658485,4.640187923463434,4.5404966949658485,4.6220622062683105,722300
2024-05-10 00:00:00+00:00,4.631124916804226,4.667376348344086,4.603936127073755,4.658313274383545,375900
2024-05-13 00:00:00+00:00,4.721754337028135,4.739880056027905,4.640188385453553,4.649251461029053,585600
2024-05-14 00:00:00+00:00,4.712690889422017,4.739879681850942,4.649251094006518,4.685502529144287,545600
2024-05-15 00:00:00+00:00,4.721753495653877,4.739879211423807,4.631124916804226,4.658313274383545,352900
2024-05-16 00:00:00+00:00,4.644519066103234,4.764080605238406,4.62612494942472,4.754883766174316,395700
2024-05-17 00:00:00+00:00,4.7548834112650304,4.773277526570589,4.718095180653914,4.736489295959473,332700
2024-05-20 00:00:00+00:00,4.708897314040638,4.764079653046945,4.607729911804199,4.607729911804199,414500
2024-05-21 00:00:00+00:00,4.60773030889312,4.635321261498907,4.570941641168264,4.616927146911621,295900
2024-05-22 00:00:00+00:00,4.607730267596613,4.6353212199551175,4.589335714623902,4.626124382019043,688300
2024-05-23 00:00:00+00:00,4.626124302511295,4.653715254395602,4.598532912076715,4.635321140289307,438400
2024-05-24 00:00:00+00:00,4.644518416617592,4.727291710820786,4.626124302511295,4.635321140289307,492300
2024-05-28 00:00:00+00:00,4.681306880673477,4.718095110739453,4.626124535574514,4.672109603881836,383100
2024-05-29 00:00:00+00:00,4.580138523025923,4.626124024806302,4.524956184019616,4.607729911804199,567400
2024-05-30 00:00:00+00:00,4.644517940305467,4.708897113800049,4.626123828085554,4.708897113800049,619100
2024-05-31 00:00:00+00:00,4.7272919068871095,4.736489183596855,4.6629127241200585,4.681306838989258,1231800
2024-06-03 00:00:00+00:00,4.754883101255367,4.754883101255367,4.616927026183011,4.635321140289307,537800
2024-06-04 00:00:00+00:00,4.598532983926482,4.994006662666059,4.552547478667106,4.699700832366943,1337500
