"('date', '')","('open', 'DAL')","('high', 'DAL')","('low', 'DAL')","('close', 'DAL')","('volume', 'DAL')"
2007-05-03 00:00:00+00:00,18.852078112556953,19.025431216258358,17.811962796783966,17.959312438964844,8052800
2007-05-04 00:00:00+00:00,18.41870339928081,18.5053799812152,17.94198467846909,18.184677124023438,5437300
2007-05-07 00:00:00+00:00,18.375364125481937,18.453372876219458,17.508601697925585,17.64728355407715,2646300
2007-05-08 00:00:00+00:00,17.335250204216514,17.335250204216514,16.728515785781617,17.01454734802246,4166100
2007-05-09 00:00:00+00:00,17.118561277065748,17.508605106691338,17.014549038092774,17.15323257446289,7541100
2007-05-10 00:00:00+00:00,17.153228857051452,17.32658034681344,16.94520442418812,17.075220108032227,3170600
2007-05-11 00:00:00+00:00,17.083890066380835,17.161898832701898,16.563833828531685,16.728517532348633,3539400
2007-05-14 00:00:00+00:00,16.598502612671012,16.806525427673606,16.25179792100002,16.373144149780273,1924800
2007-05-15 00:00:00+00:00,16.165120921704627,16.338474089719554,15.731739654885637,15.775078773498535,3438700
2007-05-16 00:00:00+00:00,15.653731138828661,16.017771474765066,15.619061496615762,15.896425247192383,2607600
2007-05-17 00:00:00+00:00,16.29513387497931,17.118558887833263,16.182455480601995,16.485822677612305,8979000
2007-05-18 00:00:00+00:00,16.87586832464881,16.893203974548957,16.069780442914762,16.737186431884766,6562200
2007-05-21 00:00:00+00:00,16.64183993965899,16.763186155367293,16.468486785888672,16.468486785888672,2077700
2007-05-22 00:00:00+00:00,16.555160169008502,16.927868220460375,16.468483608844693,16.88452911376953,4014700
2007-05-23 00:00:00+00:00,16.901866957809567,17.075220100715363,16.555162325216067,16.65050506591797,2387100
2007-05-24 00:00:00+00:00,16.650506357608517,16.754518582064534,16.33847299067691,16.485822677612305,2362000
2007-05-25 00:00:00+00:00,16.48582601691747,16.511827838384637,16.199794408248746,16.260467529296875,895000
2007-05-29 00:00:00+00:00,16.390481709563865,16.64184367360736,16.338476413051566,16.546499252319336,2918800
2007-05-30 00:00:00+00:00,16.51182400111302,16.598500576703636,16.30380121162644,16.45115089416504,2829300
2007-05-31 00:00:00+00:00,16.59850406266622,16.711184130564167,16.494493472688056,16.51182746887207,3435200
2007-06-01 00:00:00+00:00,16.555161704051752,17.161894375020708,16.511822593342377,16.94520378112793,2299400
2007-06-04 00:00:00+00:00,16.208462941443756,16.511828559941296,16.199795116169735,16.329809188842773,5692700
2007-06-05 00:00:00+00:00,16.338473337585192,16.503158674296326,16.234461110920726,16.42514991760254,4510000
2007-06-06 00:00:00+00:00,16.208460936243814,16.40781593322754,16.165121815235334,16.40781593322754,2595300
2007-06-07 00:00:00+00:00,16.26913268833004,16.338473622911195,15.731739205412355,16.017770767211914,3062100
2007-06-08 00:00:00+00:00,15.775075028132006,16.321134567260742,15.775075028132006,16.321134567260742,2124100
2007-06-11 00:00:00+00:00,16.07844674959045,16.312473065550893,15.792415136711664,15.931097030639648,1870000
2007-06-12 00:00:00+00:00,15.731737549580894,16.217124040560027,15.619059162703245,15.9484281539917,8636200
2007-06-13 00:00:00+00:00,16.01776653176599,16.20845529135563,15.91375598400605,16.156448364257812,3110200
2007-06-14 00:00:00+00:00,16.03510833488158,16.477157465742913,15.974435216507798,16.381813049316406,8069700
2007-06-15 00:00:00+00:00,16.373144981977404,16.5898356319378,15.991770628364403,16.364477157592773,3418900
2007-06-18 00:00:00+00:00,16.165119279862214,16.3818098912631,16.03510524366532,16.06977653503418,1339900
2007-06-19 00:00:00+00:00,16.113116054473632,16.537829508690223,16.078444758675523,16.355810165405273,3113000
2007-06-20 00:00:00+00:00,16.468484513038934,16.893197862620625,16.312467026821587,16.780519485473633,4031500
2007-06-21 00:00:00+00:00,16.641839912370905,16.98854456612484,16.485822404877084,16.91053581237793,3985700
2007-06-22 00:00:00+00:00,16.901870148091376,17.205237378829004,16.789191741186865,17.118560791015625,11822000
2007-06-25 00:00:00+00:00,17.066552581324352,17.10989004121136,16.563830441831673,16.84119415283203,1974400
2007-06-26 00:00:00+00:00,16.90186965185162,17.04055152699396,16.7025146629868,16.89320182800293,2237000
2007-06-27 00:00:00+00:00,16.815191514547223,16.979876846035243,16.581165251888176,16.83252716064453,2216000
2007-06-28 00:00:00+00:00,17.118554322830633,17.239900507988096,17.005875958501242,17.049213409423828,2547200
2007-06-29 00:00:00+00:00,16.94520442418812,17.187898493716613,16.91053478752296,17.075220108032227,2022200
2007-07-02 00:00:00+00:00,16.96254074956918,17.12722607668467,16.927871111513273,16.971208572387695,1831600
2007-07-03 00:00:00+00:00,17.0838920795833,17.56061255808073,17.0838920795833,17.551944732666016,2960900
2007-07-05 00:00:00+00:00,17.343915940425642,17.967984277514425,17.265907191637282,17.785964965820312,2640100
2007-07-06 00:00:00+00:00,17.811964847293204,18.11533198708536,17.66461518814947,18.054658889770508,1966900
2007-07-09 00:00:00+00:00,18.150007880368065,18.54005002778091,18.08066694394678,18.48804473876953,2872800
2007-07-10 00:00:00+00:00,18.358026211291804,18.418699309207266,17.794631033653758,17.89864158630371,2367100
2007-07-11 00:00:00+00:00,17.49126767772085,17.846640173779267,17.335250161750174,17.43926239013672,2387700
2007-07-12 00:00:00+00:00,17.707956314086914,17.88130780428598,17.430592607193926,17.707956314086914,3455400
2007-07-13 00:00:00+00:00,17.63861125887662,17.80329654125494,17.404585066004962,17.768625259399414,1751700
2007-07-16 00:00:00+00:00,17.72529568320777,18.20201444793781,17.603947796032973,18.150009155273438,2891700
2007-07-17 00:00:00+00:00,18.202011978221122,18.418702597009467,18.011324828845936,18.366697311401367,4383100
2007-07-18 00:00:00+00:00,18.886751026831064,18.895417194869143,18.332022038975943,18.5227108001709,9011300
2007-07-19 00:00:00+00:00,18.618060476112223,18.895424246947503,18.548719533403403,18.64406394958496,8636500
2007-07-20 00:00:00+00:00,18.557387230559367,18.70473693945685,18.20201469496281,18.54871940612793,4248400
2007-07-23 00:00:00+00:00,18.54871783353107,18.635394417278356,18.210680975456818,18.2973575592041,4399000
2007-07-24 00:00:00+00:00,18.332027218517062,18.72207101914824,17.967986889000738,18.48804473876953,6101200
2007-07-25 00:00:00+00:00,18.462041092023114,18.470708915645606,17.725294269512606,18.01132583618164,2779100
2007-07-26 00:00:00+00:00,17.820633304892677,17.820633304892677,16.355806135891942,16.780519485473633,9754300
2007-07-27 00:00:00+00:00,17.083884358623656,17.092552180121,15.922424382683804,16.11311149597168,4562800
2007-07-30 00:00:00+00:00,16.03510623245477,16.113114989626876,15.012326219058949,15.645062446594238,8926900
2007-07-31 00:00:00+00:00,15.844420883183279,16.069779357000915,15.359032638090618,15.445709228515625,3582900
2007-08-01 00:00:00+00:00,15.601725968577082,16.165121297909803,14.890980938967955,15.9050931930542,7082200
2007-08-02 00:00:00+00:00,16.182457805170905,16.90187069691067,15.827085271493337,16.364477157592773,7427800
2007-08-03 00:00:00+00:00,16.364477645393183,16.615839600384824,15.766412623992373,16.20846176147461,3412800
2007-08-06 00:00:00+00:00,16.416483078191472,16.468488368031483,15.350363890551902,15.619061470031738,5659800
2007-08-07 00:00:00+00:00,15.471712850004058,16.2691345137693,15.471712850004058,15.99177074432373,2725000
2007-08-08 00:00:00+00:00,15.931099047343288,16.338478608892814,15.645067398256009,16.026443481445312,2724100
2007-08-09 00:00:00+00:00,15.636395783120502,15.714402884613282,15.298357294966786,15.489046096801758,3314300
2007-08-10 00:00:00+00:00,15.168343073375247,15.263687473152,14.691624380927875,15.220348358154297,3903000
2007-08-13 00:00:00+00:00,15.298359630922517,15.64506434190072,14.890981802175437,14.986326217651367,2050800
2007-08-14 00:00:00+00:00,14.98632497853537,15.237685253254392,13.833530049978739,14.708959579467773,5720100
2007-08-15 00:00:00+00:00,14.604950399889535,14.691626992071786,13.018774879862793,13.651511192321777,3556000
2007-08-16 00:00:00+00:00,13.218127719274705,14.041552730287302,12.949430988814228,13.798858642578125,6312100
2007-08-17 00:00:00+00:00,14.34492001267904,14.388259133534461,13.018774325653112,13.86820125579834,4152000
2007-08-20 00:00:00+00:00,13.954879519441702,14.431598333547976,13.74685584741046,13.937543869018555,1933600
2007-08-21 00:00:00+00:00,13.876864100276688,15.454371162522659,13.824858000521706,15.350358963012695,5527200
