"('date', '')","('open', 'COST')","('high', 'COST')","('low', 'COST')","('close', 'COST')","('volume', 'COST')"
1986-08-19 00:00:00+00:00,6.522981568878772,6.522981568878772,6.355725631215214,6.3975396156311035,2744000
1986-08-20 00:00:00+00:00,6.397538310603092,6.397538310603092,6.272096382944207,6.355724334716797,500000
1986-08-21 00:00:00+00:00,6.355727341001397,6.3975413366658795,6.313913345336913,6.313913345336914,353200
1986-08-22 00:00:00+00:00,6.355725072224935,6.397539052963257,6.272097110748291,6.272097110748291,286000
1986-08-25 00:00:00+00:00,6.355726809115023,6.355726809115023,6.10484285612364,6.188470840454102,766400
1986-08-26 00:00:00+00:00,6.146655168533325,6.272097110748291,6.146655168533325,6.272097110748291,408800
1986-08-27 00:00:00+00:00,6.272096761921108,6.272096761921108,6.146654826682686,6.230282783508301,686400
1986-08-28 00:00:00+00:00,6.230284009660993,6.230284009660993,6.104842049734933,6.146656036376953,286000
1986-08-29 00:00:00+00:00,6.104844093322754,6.188472094601147,6.063030092683556,6.104844093322754,1128800
1986-09-02 00:00:00+00:00,6.146657037734985,6.146657037734985,5.81214509010315,5.853959083557129,916800
1986-09-03 00:00:00+00:00,5.853959130240487,5.979401111602783,5.812145136453055,5.979401111602783,684400
1986-09-04 00:00:00+00:00,6.0212128914442635,6.230282783508301,5.937584934618649,6.230282783508301,576800
1986-09-05 00:00:00+00:00,6.230283445782132,6.313911411497328,6.021213531494141,6.021213531494141,961600
1986-09-08 00:00:00+00:00,6.104843044281006,6.104843044281006,5.77033109664917,5.853959083557129,1793200
1986-09-09 00:00:00+00:00,5.8121472994486485,5.8539613087972,5.686705271402994,5.770333290100098,388000
1986-09-10 00:00:00+00:00,5.770328290322247,5.770328290322247,5.686700344085693,5.686700344085693,802400
1986-09-11 00:00:00+00:00,5.728514479839896,5.728514479839896,5.184932813869687,5.310374736785889,6240000
1986-09-12 00:00:00+00:00,5.268562879718718,5.3103768708275965,5.059492924174324,5.101306915283203,2066800
1986-09-15 00:00:00+00:00,5.101306915283203,5.184934897500961,4.975864941956567,5.101306915283203,1746800
1986-09-16 00:00:00+00:00,5.059492868535659,5.101306859184715,4.892236905939439,4.975864887237549,1547200
1986-09-17 00:00:00+00:00,5.017677080833305,5.017677080833305,4.724979251118029,4.934049129486084,997600
1986-09-18 00:00:00+00:00,4.93405122756958,5.853959083557129,4.93405122756958,5.853959083557129,833200
1986-09-19 00:00:00+00:00,5.853959034829244,5.853959034829244,5.477633096875936,5.728517055511475,928000
1986-09-22 00:00:00+00:00,5.72851431720397,5.812142263440525,5.603072397849139,5.686700344085693,464000
1986-09-23 00:00:00+00:00,5.7285148266590005,5.7285148266590005,5.3940030119635844,5.519444942474365,436400
1986-09-24 00:00:00+00:00,5.519444451612585,5.72851431720397,5.43581650537603,5.686700344085693,649600
1986-09-25 00:00:00+00:00,5.6867007205360816,5.6867007205360816,5.561258792877197,5.561258792877197,305600
1986-09-26 00:00:00+00:00,5.561258792877197,5.644886744649787,5.5194448169909025,5.561258792877197,278400
1986-09-29 00:00:00+00:00,5.60307289614822,5.60307289614822,5.3940030119635844,5.519444942474365,724800
1986-09-30 00:00:00+00:00,5.477633096875936,5.853959034829244,5.477633096875936,5.728517055511475,773200
1986-10-01 00:00:00+00:00,5.812145041723321,5.853959034829244,5.728517055511475,5.728517055511475,668400
1986-10-02 00:00:00+00:00,5.728517055511475,5.770331048617398,5.728517055511475,5.728517055511475,592000
1986-10-03 00:00:00+00:00,5.770332471648259,5.770332471648259,5.5194484511418125,5.603076457977295,228000
1986-10-06 00:00:00+00:00,5.686703830295139,5.686703830295139,5.561261834038628,5.644889831542969,467600
1986-10-07 00:00:00+00:00,5.603075832790799,5.686703830295139,5.603075832790799,5.644889831542969,176000
1986-10-08 00:00:00+00:00,5.686705271402994,5.770333290100098,5.644891262054443,5.770333290100098,558800
1986-10-09 00:00:00+00:00,5.770331827799479,5.770331827799479,5.603075832790799,5.644889831542969,243200
1986-10-10 00:00:00+00:00,5.644886744649787,5.644886744649787,5.5194448169909025,5.561258792877197,238400
1986-10-13 00:00:00+00:00,5.603074776109799,5.603074776109799,5.394004821777344,5.394004821777344,362800
1986-10-14 00:00:00+00:00,5.394002532257753,5.770328290322247,5.394002532257753,5.686700344085693,612000
1986-10-15 00:00:00+00:00,5.72851710319519,5.895773077011109,5.686703109741211,5.853959083557129,606800
1986-10-16 00:00:00+00:00,5.853956826299215,5.895770803629923,5.812142848968506,5.812142848968506,269200
1986-10-17 00:00:00+00:00,5.853956236558802,5.853956236558802,5.644886370967416,5.686700344085693,216000
1986-10-20 00:00:00+00:00,5.644886744649787,5.6867007205360816,5.394002889332018,5.561258792877197,595200
1986-10-21 00:00:00+00:00,5.5612580794414495,5.5612580794414495,5.477630138397217,5.477630138397217,327200
1986-10-22 00:00:00+00:00,5.5612589193112925,5.5612589193112925,5.477630965637438,5.519444942474365,396000
1986-10-23 00:00:00+00:00,5.561259813128777,5.561259813128777,5.519445829571418,5.540352821350098,1358400
1986-10-24 00:00:00+00:00,5.561258792877197,5.603072768763492,5.5194448169909025,5.561258792877197,809600
1986-10-27 00:00:00+00:00,5.603072768763492,5.603072768763492,5.5194448169909025,5.561258792877197,305200
1986-10-28 00:00:00+00:00,5.519444451612585,5.686700344085693,5.519444451612585,5.686700344085693,329200
1986-10-29 00:00:00+00:00,5.686701922349528,6.0212138001347935,5.686701922349528,5.937585830688477,835600
1986-10-30 00:00:00+00:00,5.937586370007745,6.1466563126136515,5.895772381486564,6.063028335571289,973200
1986-10-31 00:00:00+00:00,6.063027514351739,6.063027514351739,5.937585565778944,6.021213531494141,632400
1986-11-03 00:00:00+00:00,5.937585565778944,6.063027514351739,5.937585565778944,6.021213531494141,408800
1986-11-04 00:00:00+00:00,5.979401111602783,6.063029099177648,5.979401111602783,5.979401111602783,283200
1986-11-05 00:00:00+00:00,6.0212138001347935,6.0212138001347935,5.937585830688477,5.937585830688477,231200
1986-11-06 00:00:00+00:00,5.937585005523465,5.979398984435602,5.728515110962779,5.895771026611328,434000
1986-11-07 00:00:00+00:00,5.89577396229917,5.979401961764407,5.8539599625665515,5.874866962432861,517200
1986-11-10 00:00:00+00:00,5.895773077011109,5.895773077011109,5.77033109664917,5.853959083557129,503200
1986-11-11 00:00:00+00:00,5.895773124027919,5.979401111602783,5.812145136453055,5.979401111602783,142000
1986-11-12 00:00:00+00:00,5.979399139457463,6.042120109451772,5.937585159461257,6.000306129455566,669600
1986-11-13 00:00:00+00:00,5.979402488736963,6.0212164921547044,5.603076457977295,5.603076457977295,578800
1986-11-14 00:00:00+00:00,5.561262454559554,5.644890461395035,5.477634447724071,5.603076457977295,806000
1986-11-17 00:00:00+00:00,5.603076457977295,5.644890461395035,5.5194484511418125,5.603076457977295,734400
1986-11-18 00:00:00+00:00,5.644886872985146,5.644886872985146,5.477630965637438,5.519444942474365,605600
1986-11-19 00:00:00+00:00,5.561258792877197,5.603072768763492,5.477630841104608,5.561258792877197,495600
1986-11-20 00:00:00+00:00,5.561258424730862,5.686700344085693,5.561258424730862,5.686700344085693,828400
1986-11-21 00:00:00+00:00,5.728517148878191,6.021215105390215,5.6867031550907585,5.979401111602783,666800
1986-11-24 00:00:00+00:00,5.895774090126769,6.188472094601147,5.895774090126769,6.104844093322754,715600
1986-11-25 00:00:00+00:00,6.021213531494141,6.104841497209337,5.979399548636542,6.021213531494141,424000
1986-11-26 00:00:00+00:00,5.979400358528927,6.063028335571289,5.979400358528927,6.063028335571289,171600
1986-11-28 00:00:00+00:00,6.063027514351739,6.063027514351739,5.937585565778944,6.021213531494141,236000
1986-12-01 00:00:00+00:00,6.0212138001347935,6.063027784857952,5.895771845965319,5.937585830688477,596000
1986-12-02 00:00:00+00:00,5.979401111602783,6.000308108496499,5.916680120921635,5.979401111602783,845600
1986-12-03 00:00:00+00:00,5.937586370007745,6.063028335571289,5.937586370007745,6.063028335571289,1016800
1986-12-04 00:00:00+00:00,6.021215105390215,6.146657086752511,5.895773124027919,5.979401111602783,643200
1986-12-05 00:00:00+00:00,5.93758702104109,5.9794010141470135,5.6867030624055515,5.728517055511475,636400
1986-12-08 00:00:00+00:00,5.686700344085693,5.770328290322247,5.561258424730862,5.686700344085693,712000
1986-12-09 00:00:00+00:00,5.644889831542969,5.728517829047309,5.644889831542969,5.644889831542969,302400
1986-12-10 00:00:00+00:00,5.6867044648127765,5.6867044648127765,5.561262454559554,5.603076457977295,341200
1986-12-11 00:00:00+00:00,5.6448887669762895,5.6448887669762895,5.310376840044361,5.394004821777344,1172000
1986-12-12 00:00:00+00:00,5.477632803510326,5.477632803510326,5.394004821777344,5.394004821777344,332000
1986-12-15 00:00:00+00:00,5.394007205963135,5.770333290100098,5.352193196614583,5.770333290100098,768400
1986-12-16 00:00:00+00:00,5.7285148943070885,5.812142848968506,5.7285148943070885,5.812142848968506,770000
1986-12-17 00:00:00+00:00,5.812142263440525,5.853956236558802,5.686700344085693,5.686700344085693,345200
1986-12-18 00:00:00+00:00,5.686703830295139,5.770331827799479,5.561261834038628,5.644889831542969,349200
1986-12-19 00:00:00+00:00,5.644890461395035,5.6867044648127765,5.603076457977295,5.603076457977295,883600
1986-12-22 00:00:00+00:00,5.644886370967416,5.770328290322247,5.603072397849139,5.686700344085693,371600
1986-12-23 00:00:00+00:00,5.728518468230518,5.770332471648259,5.561262454559554,5.603076457977295,282800
1986-12-24 00:00:00+00:00,5.603072768763492,5.603072768763492,5.561258792877197,5.561258792877197,189200
1986-12-26 00:00:00+00:00,5.561262454559554,5.603076457977295,5.5194484511418125,5.603076457977295,180000
1986-12-29 00:00:00+00:00,5.561262454559554,5.603076457977295,5.435820444306331,5.603076457977295,462000
1986-12-30 00:00:00+00:00,5.5612580794414495,5.603072049963566,5.435816167875101,5.477630138397217,485200
1986-12-31 00:00:00+00:00,5.540351094180392,5.603072049963566,5.477630138397217,5.477630138397217,378400
1987-01-02 00:00:00+00:00,5.477631247445439,5.603073184409838,5.435817268457305,5.5821661949157715,363600
1987-01-05 00:00:00+00:00,5.603076085652391,6.146658093961951,5.603076085652391,6.104844093322754,1222000
1987-01-06 00:00:00+00:00,6.10484176958111,6.10484176958111,5.895771845965319,5.937585830688477,1120000
1987-01-07 00:00:00+00:00,6.021213226318359,6.272097110748291,6.021213226318359,6.272097110748291,976800
1987-01-08 00:00:00+00:00,6.272099710279895,6.522983698691092,6.230285712211363,6.481169700622559,1178800
1987-01-09 00:00:00+00:00,6.481164342317825,6.6066062328143,6.439350378819,6.52297830581665,659600
1987-01-12 00:00:00+00:00,6.481169327994845,6.522983323659328,6.313913345336913,6.313913345336914,1713600
1987-01-13 00:00:00+00:00,6.313913345336913,6.313913345336913,6.146657362678982,6.313913345336914,1000000
1987-01-14 00:00:00+00:00,6.313911091486613,6.355725072224935,6.188469149271647,6.272097110748291,1237600
1987-01-15 00:00:00+00:00,6.230284289656014,6.272098278177196,5.979400358528927,6.063028335571289,2141600
1987-01-16 00:00:00+00:00,6.063027784857952,6.063027784857952,5.895771845965319,5.937585830688477,722400
1987-01-19 00:00:00+00:00,5.937588090765966,6.146658093961951,5.937588090765966,6.104844093322754,1030000
1987-01-20 00:00:00+00:00,6.146654826682686,6.272096761921108,6.104840848269879,6.230282783508301,895200
1987-01-21 00:00:00+00:00,6.146658093961951,6.188472094601147,6.02121609204436,6.104844093322754,923200
1987-01-22 00:00:00+00:00,6.146655168533325,6.272097110748291,6.104841187795003,6.272097110748291,372800
1987-01-23 00:00:00+00:00,6.27209934967243,6.606611314988293,6.188471358343465,6.313913345336914,1741600
1987-01-26 00:00:00+00:00,6.355726809115023,6.355726809115023,6.146656848288871,6.188470840454102,456800
1987-01-27 00:00:00+00:00,6.18847171414283,6.481169700622559,6.18847171414283,6.481169700622559,666400
1987-01-28 00:00:00+00:00,6.4811668006129235,6.648422718048096,6.3975388418953365,6.648422718048096,937200
1987-01-29 00:00:00+00:00,6.690239690965222,6.732053689033754,6.439355702554026,6.481169700622559,712000
1987-01-30 00:00:00+00:00,6.522981232768854,6.522981232768854,6.313911321462159,6.502074241638184,445200
1987-02-02 00:00:00+00:00,6.522983698691092,6.564797696759624,6.439355702554026,6.481169700622559,483600
1987-02-03 00:00:00+00:00,6.481169327994845,6.481169327994845,6.313913345336913,6.313913345336914,739200
1987-02-04 00:00:00+00:00,6.355722451821351,6.5647922693154745,6.313908488322526,6.52297830581665,1103600
1987-02-05 00:00:00+00:00,6.522980742659305,6.815678596496582,6.481166763539695,6.815678596496582,904000
1987-02-06 00:00:00+00:00,6.773863938204043,6.857491888058414,6.564794063568116,6.564794063568115,1008800
1987-02-09 00:00:00+00:00,6.606609537710551,6.606609537710551,6.355725631215214,6.3975396156311035,663200
1987-02-10 00:00:00+00:00,6.481167584462883,6.481167584462883,6.355725631215214,6.3975396156311035,423600
1987-02-11 00:00:00+00:00,6.4393521387865595,6.648422013422486,6.4393521387865595,6.564794063568115,394000
1987-02-12 00:00:00+00:00,6.6066116168175215,7.108379587715055,6.564797619242727,6.773867607116699,1348800
1987-02-13 00:00:00+00:00,6.773869200450618,6.8993112226811855,6.6066131708098625,6.857497215270996,1257600
1987-02-17 00:00:00+00:00,6.899304869612293,7.108374714145999,6.857490900705551,7.066560745239258,1275200
1987-02-18 00:00:00+00:00,7.10837459564209,7.317444436690387,7.024746659222771,7.10837459564209,1346000
1987-02-19 00:00:00+00:00,7.10837599874913,7.275631904602051,7.10837599874913,7.275631904602051,432800
1987-02-20 00:00:00+00:00,7.192007395573435,7.317449385031111,7.192007395573435,7.233821392059326,350000
1987-02-23 00:00:00+00:00,7.233820651084967,7.27563464328777,7.15019266667936,7.171099662780762,479200
1987-02-24 00:00:00+00:00,7.150189277737639,7.192003250122069,7.108375305353208,7.19200325012207,934800
1987-02-25 00:00:00+00:00,7.1920051683387864,7.3592611024862,7.150191184801932,7.338354110717773,831600
1987-02-26 00:00:00+00:00,7.35926158201761,7.568331513324929,7.35926158201761,7.484703540802002,720000
1987-02-27 00:00:00+00:00,7.421982833894632,7.4847038155895165,7.317447864403158,7.401075839996338,314000
1987-03-02 00:00:00+00:00,7.401073833991742,7.401073833991742,7.1920039516755905,7.275631904602051,560400
1987-03-03 00:00:00+00:00,7.233821392059327,7.2756353885452185,7.150193399087542,7.233821392059326,411200
1987-03-04 00:00:00+00:00,7.150189550158004,7.442887368000729,7.150189550158004,7.421980381011963,508000
1987-03-05 00:00:00+00:00,7.442889554540538,7.568331513324929,7.401075568279074,7.484703540802002,684400
1987-03-06 00:00:00+00:00,7.484703540802001,7.651959485847856,7.442889554540538,7.484703540802002,741200
1987-03-09 00:00:00+00:00,7.484702238875828,7.5265162178639615,7.380167291405495,7.442888259887695,481600
1987-03-10 00:00:00+00:00,7.442887534035577,7.568329458766514,7.442887534035577,7.526515483856201,206000
1987-03-11 00:00:00+00:00,7.526514647436924,7.693770528491078,7.526514647436924,7.651956558227539,837600
1987-03-12 00:00:00+00:00,7.6519600349468195,7.6519600349468195,7.526518067160806,7.6101460456848145,597600
1987-03-13 00:00:00+00:00,7.61014940320831,8.446429557407026,7.61014940320831,8.111917495727539,3545200
1987-03-16 00:00:00+00:00,8.153726577758789,8.195540560208833,8.111912595308743,8.153726577758789,504000
1987-03-17 00:00:00+00:00,8.19553827998614,8.446422104883675,8.153724309169885,8.279166221618652,1909600
1987-03-18 00:00:00+00:00,8.279166221618652,8.40460813406742,8.279166221618652,8.279166221618652,1048000
1987-03-19 00:00:00+00:00,8.279166221618652,8.320980192434908,8.19553827998614,8.279166221618652,594800
1987-03-20 00:00:00+00:00,8.320983748435973,8.446425714492797,8.19554178237915,8.362797737121582,1144000
1987-03-23 00:00:00+00:00,8.362796917632597,8.40461090222076,8.320982933044434,8.320982933044434,636800
1987-03-24 00:00:00+00:00,8.320982933044434,8.362796917632597,8.27916894845627,8.320982933044434,490400
1987-03-25 00:00:00+00:00,8.362796917632597,8.362796917632597,8.27916894845627,8.320982933044434,939600
1987-03-26 00:00:00+00:00,8.362793454936906,8.655491225859699,8.320979487662221,8.530049324035645,2110800
1987-03-27 00:00:00+00:00,8.613677258585014,8.655491225859699,8.530049324035645,8.530049324035645,810400
1987-03-30 00:00:00+00:00,8.530051353129934,8.530051353129934,7.651957831484206,7.861027717590332,1305600
1987-03-31 00:00:00+00:00,7.819218819340071,8.111916850010555,7.777404814958572,8.028288841247559,876400
1987-04-01 00:00:00+00:00,7.861028882076866,7.986470832322773,7.861028882076866,7.944656848907471,830000
1987-04-02 00:00:00+00:00,8.028284815738076,8.153726765983983,7.902842865492168,7.944656848907471,566400
1987-04-03 00:00:00+00:00,7.986471853107986,8.070099830627441,7.90284387558853,8.070099830627441,264800
1987-04-06 00:00:00+00:00,8.070099421909877,8.195541381835938,8.070099421909877,8.195541381835938,297600
1987-04-07 00:00:00+00:00,8.195540749399285,8.279168716229892,7.944656848907471,7.944656848907471,304000
1987-04-08 00:00:00+00:00,7.944660832484564,8.070102845629057,7.944660832484564,8.028288841247559,507200
1987-04-09 00:00:00+00:00,8.028288841247559,8.070102845629057,7.944660832484564,8.028288841247559,310400
1987-04-10 00:00:00+00:00,7.986470832322773,7.986470832322773,7.944656848907471,7.944656848907471,442400
1987-04-13 00:00:00+00:00,7.902842705664427,7.9446566882340806,7.693772792816162,7.693772792816162,524000
1987-04-14 00:00:00+00:00,7.693770150577321,7.693770150577321,7.06656062743243,7.10837459564209,1610000
1987-04-15 00:00:00+00:00,7.2756353885452185,7.317449385031111,7.066565406115759,7.233821392059326,730400
1987-04-16 00:00:00+00:00,7.233817928138821,7.359259857528512,7.1920039516755905,7.275631904602051,970800
1987-04-20 00:00:00+00:00,7.275631904602051,7.359259857528512,7.1920039516755905,7.275631904602051,482800
1987-04-21 00:00:00+00:00,7.233817928138821,7.275631904602051,7.10837599874913,7.275631904602051,798800
1987-04-22 00:00:00+00:00,7.275631194890931,7.401073112044223,7.192003250122069,7.19200325012207,466800
1987-04-23 00:00:00+00:00,7.233820722814191,7.233820722814191,7.066564752344499,7.150192737579346,288400
1987-04-24 00:00:00+00:00,7.108376450333859,7.1501904294534695,6.773864617376971,6.815678596496582,686000
1987-04-27 00:00:00+00:00,6.815678635483268,6.815678635483268,6.522980779971716,6.648422718048096,927200
1987-04-28 00:00:00+00:00,6.773866315806134,6.815680305409876,6.69023833659865,6.732052326202393,978800
1987-04-29 00:00:00+00:00,6.73205135085366,6.773865334399335,6.4393534660339355,6.4393534660339355,1031200
1987-04-30 00:00:00+00:00,6.481165072497199,7.233816500271068,6.355723167868222,7.10837459564209,1474800
1987-05-01 00:00:00+00:00,7.108374714145999,7.108374714145999,7.024746776332516,7.066560745239258,763600
1987-05-04 00:00:00+00:00,7.066559054894361,7.066559054894361,6.899303219275559,6.982931137084961,791600
1987-05-05 00:00:00+00:00,6.982934124498483,6.982934124498483,6.8574921941182705,6.941120147705078,403600
1987-05-06 00:00:00+00:00,6.899303219275559,7.024745095989661,6.857489260370859,6.982931137084961,1174800
1987-05-07 00:00:00+00:00,7.024745095989661,7.066559054894361,6.899303219275559,6.982931137084961,630400
1987-05-08 00:00:00+00:00,7.024750759727076,7.192006730196768,6.982936767109653,7.150192737579346,518800
1987-05-11 00:00:00+00:00,7.192002532061409,7.484700309529024,7.10837459564209,7.10837459564209,783600
1987-05-12 00:00:00+00:00,7.150189277737639,7.192003250122069,7.024747360584347,7.19200325012207,351200
1987-05-13 00:00:00+00:00,7.192006501284513,7.401076457717202,7.150192509997975,7.359262466430664,519200
1987-05-14 00:00:00+00:00,7.401073833991742,7.484701786918202,7.275631904602051,7.275631904602051,436400
1987-05-15 00:00:00+00:00,7.317448475144126,7.526518431576815,7.275634483857589,7.359262466430664,1227600
1987-05-18 00:00:00+00:00,7.401075839996338,7.401075839996338,7.27563387660657,7.401075839996338,665200
1987-05-19 00:00:00+00:00,7.317449385031111,7.401077378002895,7.233821392059327,7.233821392059326,691200
1987-05-20 00:00:00+00:00,7.317445167275362,7.317445167275362,7.150189277737639,7.19200325012207,1437200
1987-05-21 00:00:00+00:00,7.317450046539307,7.401078047071184,7.317450046539307,7.317450046539307,426800
1987-05-22 00:00:00+00:00,7.359263381517003,7.359263381517003,7.150193399087542,7.233821392059326,463600
1987-05-26 00:00:00+00:00,7.192007395573435,7.233821392059327,7.108379402601651,7.233821392059326,851200
1987-05-27 00:00:00+00:00,7.233822046007428,7.401078047071184,7.192008045741489,7.317450046539307,642800
1987-05-28 00:00:00+00:00,7.317448475144126,7.359262466430664,7.23382049257105,7.359262466430664,269600
1987-05-29 00:00:00+00:00,7.2756353885452185,7.359263381517003,7.192007395573435,7.233821392059326,454000
1987-06-01 00:00:00+00:00,7.233816500271068,7.233816500271068,7.10837459564209,7.10837459564209,270000
1987-06-02 00:00:00+00:00,7.108376054878695,7.275631962052311,6.941120147705079,6.941120147705078,1157200
1987-06-03 00:00:00+00:00,7.024746776332516,7.15018868305274,7.024746776332516,7.066560745239258,454400
1987-06-04 00:00:00+00:00,7.06656062743243,7.150188563851749,7.024746659222771,7.10837459564209,339600
1987-06-05 00:00:00+00:00,7.10837599874913,7.359259857528512,7.10837599874913,7.275631904602051,298800
1987-06-08 00:00:00+00:00,7.275632446025221,7.317446425600079,7.192004486875506,7.254725456237793,102000
1987-06-09 00:00:00+00:00,7.317447864403158,7.4847038155895165,7.27563387660657,7.401075839996338,553200
1987-06-10 00:00:00+00:00,7.484703543365642,7.944657392399285,7.401075570814071,7.777401447296143,1327600
1987-06-11 00:00:00+00:00,7.819212913513184,7.819212913513184,7.735584967914112,7.819212913513184,438000
1987-06-12 00:00:00+00:00,7.819218819340071,8.070102845629057,7.735590810577075,8.028288841247559,802000
1987-06-15 00:00:00+00:00,8.028288890088023,8.070102894723897,7.6937768530010215,7.756497859954834,1014000
1987-06-16 00:00:00+00:00,7.777399763147882,7.902841694811557,7.735585785926657,7.861027717590332,950400
1987-06-17 00:00:00+00:00,7.819213740369107,7.902841694811557,7.777399763147882,7.861027717590332,305200
1987-06-18 00:00:00+00:00,7.777400915246261,8.195540749399285,7.693772948415656,7.944656848907471,716400
1987-06-19 00:00:00+00:00,7.986471378675071,8.070099351226641,7.735587461020357,7.777401447296143,1115200
1987-06-22 00:00:00+00:00,7.86102705580578,7.986468976909064,7.777399108403591,7.923748016357422,1788800
1987-06-23 00:00:00+00:00,7.902841758728027,7.944655736287435,7.7355858484903965,7.840120792388916,522000
1987-06-24 00:00:00+00:00,7.861032871544523,7.902846876180397,7.735590857636897,7.756497859954834,341200
1987-06-25 00:00:00+00:00,7.777400757955468,7.819214740525121,7.693772792816162,7.693772792816162,141200
1987-06-26 00:00:00+00:00,7.693770528491078,7.693770528491078,7.442886706909848,7.651956558227539,665600
1987-06-29 00:00:00+00:00,7.693770528491078,7.7355844987546165,7.610142587964001,7.651956558227539,174000
1987-06-30 00:00:00+00:00,7.610147848102708,7.693775846433506,7.442891851441109,7.505612850189209,658800
1987-07-01 00:00:00+00:00,7.505608496401046,7.526515483856202,7.442887534035577,7.526515483856201,284000
1987-07-02 00:00:00+00:00,7.52651686253755,7.693772792816162,7.484702879967896,7.693772792816162,1198000
1987-07-06 00:00:00+00:00,7.6101460456848145,7.693774024208824,7.6101460456848145,7.6101460456848145,557200
1987-07-07 00:00:00+00:00,7.6101449815850515,7.986470832322773,7.6101449815850515,7.944656848907471,1249200
1987-07-08 00:00:00+00:00,7.902840859112255,7.986468804711326,7.819212913513184,7.819212913513184,974800
1987-07-09 00:00:00+00:00,7.861032235398688,7.861032235398688,7.777404232894447,7.798311233520508,676000
1987-07-10 00:00:00+00:00,7.819210312353871,7.902838230133057,7.777396353464278,7.902838230133057,1556400
1987-07-13 00:00:00+00:00,7.819219441757989,8.195545511147412,7.819219441757989,8.111917495727539,1487200
1987-07-14 00:00:00+00:00,8.111913408551898,8.237355368477957,8.111913408551898,8.195541381835938,2787200
1987-07-15 00:00:00+00:00,8.19554485877355,8.237358863155048,7.944660832484564,8.028288841247559,836400
1987-07-16 00:00:00+00:00,7.986468315124512,8.028282285360765,7.777398463943242,7.986468315124512,608800
1987-07-17 00:00:00+00:00,8.028283626475233,8.028283626475233,7.861027717590332,7.861027717590332,574000
1987-07-20 00:00:00+00:00,7.861026886312719,7.902840859112255,7.777398940713648,7.819212913513184,333200
1987-07-21 00:00:00+00:00,7.819212913513184,7.986468804711326,7.735584967914112,7.819212913513184,506400
1987-07-22 00:00:00+00:00,7.777401447296143,7.861029419847713,7.777401447296143,7.777401447296143,419600
1987-07-23 00:00:00+00:00,7.819219341016795,7.819219341016795,7.568335297989519,7.631056308746338,607200
