"('date', '')","('open', 'AIT')","('high', 'AIT')","('low', 'AIT')","('close', 'AIT')","('volume', 'AIT')"
2025-09-26 00:00:00+00:00,260.57000732421875,263.4200134277344,259.8299865722656,261.42999267578125,89045
