"('date', '')","('open', 'ADNT')","('high', 'ADNT')","('low', 'ADNT')","('close', 'ADNT')","('volume', 'ADNT')"
2025-09-26 00:00:00+00:00,24.6200008392334,25.079999923706055,24.250099182128906,24.639999389648438,618715
