"('date', '')","('open', 'BMA')","('high', 'BMA')","('low', 'BMA')","('close', 'BMA')","('volume', 'BMA')"
2024-01-02 00:00:00+00:00,25.012155064091957,25.295980658803437,24.435632421633528,24.87911033630371,259100
2024-01-03 00:00:00+00:00,25.02102477266931,25.72172073577982,24.311460739410403,24.444503784179688,317700
2024-01-04 00:00:00+00:00,24.78154901966747,24.932331594595855,23.65511458883391,23.717201232910156,312100
2024-01-05 00:00:00+00:00,23.323484459768178,24.130871941637878,23.323484459768178,23.704498291015625,247600
2024-01-08 00:00:00+00:00,23.586566327867292,24.00386628620085,23.223696422729372,23.89500617980957,165000
2024-01-09 00:00:00+00:00,23.89500541491012,23.89500541491012,22.334664007614823,22.54331398010254,491600
2024-01-10 00:00:00+00:00,22.543314608659237,23.114834490604316,22.144156849505418,23.051332473754883,182200
2024-01-11 00:00:00+00:00,23.241838400232396,23.58656434861084,22.652172907277087,23.07854652404785,212300
2024-01-12 00:00:00+00:00,23.23276959608201,24.312307403777687,23.14205168249995,23.659141540527344,294500
2024-01-16 00:00:00+00:00,23.95851075653411,24.040156710200332,22.779183006267075,23.287200927734375,282700
2024-01-17 00:00:00+00:00,23.033188138222997,25.056191059512614,22.80639423617574,24.883827209472656,420400
2024-01-18 00:00:00+00:00,24.838468661075318,25.473492311401596,24.257876795840033,25.328344345092773,285400
2024-01-19 00:00:00+00:00,25.34648648970541,26.081298233719203,24.856610840162798,25.954294204711914,409400
2024-01-22 00:00:00+00:00,25.96336682275741,27.687000142550215,25.96336682275741,27.414846420288086,1043700
2024-01-23 00:00:00+00:00,27.22434291123742,27.777720640848116,26.779827026745345,27.26970100402832,362600
2024-01-24 00:00:00+00:00,27.705145409173365,28.630463264747725,27.569067676315147,28.10430145263672,502400
2024-01-25 00:00:00+00:00,28.23130481692055,30.326879922681037,28.23130481692055,29.882362365722656,685300
2024-01-26 00:00:00+00:00,29.97308273273237,30.6171765798685,29.347129352315317,30.499242782592773,439300
2024-01-29 00:00:00+00:00,29.93679692753661,29.93679692753661,27.83214966281238,29.682788848876953,633400
2024-01-30 00:00:00+00:00,29.74629193111545,30.481102030800773,29.047766229248683,30.045658111572266,317100
2024-01-31 00:00:00+00:00,30.100089899201073,31.306631776534108,29.628358121553358,30.045658111572266,323300
2024-02-01 00:00:00+00:00,30.42667187468956,31.27034549891551,30.045656305393756,30.970975875854492,343000
2024-02-02 00:00:00+00:00,30.707890364631254,31.51527949477,30.435738397233937,31.406415939331055,211900
2024-02-05 00:00:00+00:00,31.170555630850433,31.742077254609224,29.147554363292038,29.501352310180664,333500
2024-02-06 00:00:00+00:00,29.809791458614992,30.29059343033447,29.047763798580146,29.401561737060547,233500
2024-02-07 00:00:00+00:00,28.068013969477057,28.539743973524445,26.725392746310934,27.414846420288086,564800
2024-02-08 00:00:00+00:00,27.142693679660198,27.605353437474307,26.017796157451436,26.144800186157227,409600
2024-02-09 00:00:00+00:00,26.035939120539112,27.52370647703847,26.035939120539112,27.469276428222656,444400
2024-02-12 00:00:00+00:00,27.46927828977035,27.98636811431306,27.11547862274099,27.741430282592773,88900
2024-02-13 00:00:00+00:00,26.93404449443812,27.93193801702053,26.77075260688643,27.795860290527344,132500
2024-02-14 00:00:00+00:00,28.058942794799805,28.603248524331267,27.82307692099283,28.058942794799805,159300
2024-02-15 00:00:00+00:00,28.16780411979908,28.639535887798942,27.850294016626375,28.258522033691406,106000
2024-02-16 00:00:00+00:00,28.249447664414365,29.020547271405473,28.213161540126624,28.67582130432129,159100
2024-02-20 00:00:00+00:00,28.303881265785748,30.408528518774382,28.303881265785748,29.465065002441406,397600
2024-02-21 00:00:00+00:00,29.238269248999423,30.553674564550867,28.90261524509191,30.499242782592773,380200
2024-02-22 00:00:00+00:00,30.726034355520298,33.901148723270786,30.60810402777873,31.923505783081055,596600
2024-02-23 00:00:00+00:00,31.87815226520519,33.41128135147339,31.42456443340523,32.866973876953125,357800
2024-02-26 00:00:00+00:00,32.83975985103255,33.89208348676152,32.567607842940674,33.5201416015625,292200
2024-02-27 00:00:00+00:00,33.783224412022136,34.7357581998651,32.712756814834606,33.039337158203125,686000
2024-02-28 00:00:00+00:00,32.812539516901666,34.4726725121264,32.55853145841492,33.284271240234375,489600
2024-02-29 00:00:00+00:00,34.47267424748651,38.092306566136784,34.47267424748651,36.096519470214844,1112400
2024-03-01 00:00:00+00:00,36.214448242508986,36.54103201176853,34.49988691449665,35.760860443115234,472400
2024-03-04 00:00:00+00:00,36.8494745188445,38.065090047560716,35.38892114546899,35.77900695800781,423300
2024-03-05 00:00:00+00:00,36.07837267130329,36.66803471278128,34.58153160332042,34.82646942138672,233900
2024-03-06 00:00:00+00:00,35.15305364268586,37.61149862818514,34.72668001369219,37.0853385925293,421600
