"('date', '')","('open', 'ASLE')","('high', 'ASLE')","('low', 'ASLE')","('close', 'ASLE')","('volume', 'ASLE')"
2024-01-02 00:00:00+00:00,12.670000076293945,12.899999618530273,12.380000114440918,12.470000267028809,940400
2024-01-03 00:00:00+00:00,12.220000267028809,12.350000381469727,11.850000381469727,11.869999885559082,755400
2024-01-04 00:00:00+00:00,11.949999809265137,12.029999732971191,11.6899995803833,11.699999809265137,319800
2024-01-05 00:00:00+00:00,11.640000343322754,11.8100004196167,11.420000076293945,11.539999961853027,379600
2024-01-08 00:00:00+00:00,11.100000381469727,11.640000343322754,10.949999809265137,11.520000457763672,500900
2024-01-09 00:00:00+00:00,11.5,11.529999732971191,11.001999855041504,11.069999694824219,634900
2024-01-10 00:00:00+00:00,11.039999961853027,11.109999656677246,10.699999809265137,10.829999923706055,549500
2024-01-11 00:00:00+00:00,10.960000038146973,11.479999542236328,10.699999809265137,11.359999656677246,673700
2024-01-12 00:00:00+00:00,11.380000114440918,11.539999961853027,11.020000457763672,11.109999656677246,301300
2024-01-16 00:00:00+00:00,11.020000457763672,11.029999732971191,10.5,10.520000457763672,599000
2024-01-17 00:00:00+00:00,10.5,10.5,9.9399995803833,10.0,910300
2024-01-18 00:00:00+00:00,10.130000114440918,10.25,9.829999923706055,10.229999542236328,499700
2024-01-19 00:00:00+00:00,10.270000457763672,10.369999885559082,10.079999923706055,10.350000381469727,295100
2024-01-22 00:00:00+00:00,10.369999885559082,10.8100004196167,10.329999923706055,10.640000343322754,467900
2024-01-23 00:00:00+00:00,10.75,10.850000381469727,10.274999618530273,10.300000190734863,237200
2024-01-24 00:00:00+00:00,10.399999618530273,10.460000038146973,9.619999885559082,9.6899995803833,471400
2024-01-25 00:00:00+00:00,9.819999694824219,9.899999618530273,9.479999542236328,9.869999885559082,288100
2024-01-26 00:00:00+00:00,9.960000038146973,10.09000015258789,9.87600040435791,10.029999732971191,271700
2024-01-29 00:00:00+00:00,10.050000190734863,10.149999618530273,9.829999923706055,10.130000114440918,339300
2024-01-30 00:00:00+00:00,10.069999694824219,10.09000015258789,9.75,9.760000228881836,270800
2024-01-31 00:00:00+00:00,9.75,9.75,9.289999961853027,9.300000190734863,405400
2024-02-01 00:00:00+00:00,9.34000015258789,9.510000228881836,9.170000076293945,9.170000076293945,529500
2024-02-02 00:00:00+00:00,9.0,9.079999923706055,8.619999885559082,8.859999656677246,1429600
2024-02-05 00:00:00+00:00,8.800000190734863,8.84000015258789,8.324999809265137,8.579999923706055,709400
2024-02-06 00:00:00+00:00,8.5600004196167,9.180000305175781,8.550000190734863,9.0600004196167,563200
2024-02-07 00:00:00+00:00,9.020000457763672,9.180000305175781,8.729999542236328,8.75,777600
2024-02-08 00:00:00+00:00,8.739999771118164,9.140000343322754,8.720000267028809,9.020000457763672,487500
2024-02-09 00:00:00+00:00,9.15999984741211,9.5,9.020000457763672,9.270000457763672,894200
2024-02-12 00:00:00+00:00,9.25,9.744999885559082,9.25,9.600000381469727,1145800
2024-02-13 00:00:00+00:00,9.15999984741211,9.34000015258789,8.979999542236328,9.25,564300
2024-02-14 00:00:00+00:00,9.399999618530273,9.4399995803833,9.050000190734863,9.300000190734863,838200
2024-02-15 00:00:00+00:00,9.380000114440918,9.649999618530273,9.295000076293945,9.600000381469727,918800
2024-02-16 00:00:00+00:00,9.539999961853027,9.760000228881836,9.430000305175781,9.75,517100
2024-02-20 00:00:00+00:00,9.609999656677246,9.789999961853027,9.449999809265137,9.479999542236328,704400
2024-02-21 00:00:00+00:00,9.449999809265137,9.489999771118164,9.25,9.289999961853027,603900
2024-02-22 00:00:00+00:00,9.289999961853027,9.390000343322754,9.140000343322754,9.329999923706055,397400
2024-02-23 00:00:00+00:00,9.329999923706055,9.529999732971191,9.239999771118164,9.260000228881836,710100
2024-02-26 00:00:00+00:00,9.25,9.34000015258789,9.029999732971191,9.09000015258789,720800
2024-02-27 00:00:00+00:00,9.0,9.239999771118164,8.930000305175781,9.0,586500
2024-02-28 00:00:00+00:00,8.930000305175781,8.949999809265137,8.600000381469727,8.770000457763672,741600
2024-02-29 00:00:00+00:00,9.0,9.04800033569336,8.75,8.84000015258789,558700
2024-03-01 00:00:00+00:00,8.869999885559082,9.050000190734863,8.680000305175781,9.050000190734863,598800
2024-03-04 00:00:00+00:00,9.069999694824219,9.149999618530273,8.59000015258789,8.6899995803833,468700
2024-03-05 00:00:00+00:00,8.630000114440918,8.949999809265137,8.630000114440918,8.829999923706055,394400
2024-03-06 00:00:00+00:00,8.890000343322754,9.180000305175781,8.75,9.170000076293945,521000
2024-03-07 00:00:00+00:00,9.149999618530273,9.489999771118164,9.140000343322754,9.399999618530273,778700
2024-03-08 00:00:00+00:00,7.300000190734863,8.109999656677246,6.730000019073486,6.965000152587891,3726900
2024-03-11 00:00:00+00:00,7.019999980926514,7.139999866485596,6.724999904632568,6.869999885559082,1767700
2024-03-12 00:00:00+00:00,6.889999866485596,7.179999828338623,6.590000152587891,7.150000095367432,1220800
2024-03-13 00:00:00+00:00,7.130000114440918,7.239999771118164,6.75,6.840000152587891,852500
2024-03-14 00:00:00+00:00,7.130000114440918,7.420000076293945,7.050000190734863,7.230000019073486,778500
2024-03-15 00:00:00+00:00,7.230000019073486,7.599999904632568,7.210000038146973,7.53000020980835,2562300
2024-03-18 00:00:00+00:00,7.599999904632568,7.610000133514404,7.269999980926514,7.320000171661377,667300
