"('date', '')","('open', 'CVEO')","('high', 'CVEO')","('low', 'CVEO')","('close', 'CVEO')","('volume', 'CVEO')"
2014-05-19 00:00:00+00:00,233.22898888554218,252.31734934316378,233.22898888554218,250.123291015625,80017
2014-05-20 00:00:00+00:00,247.9292499978395,252.86588855420592,236.4104081003396,243.10231018066406,86133
2014-05-21 00:00:00+00:00,252.31732905584673,252.31732905584673,237.50738771254876,239.81117248535156,104408
2014-05-22 00:00:00+00:00,239.81117248535156,239.81117248535156,239.81117248535156,239.81117248535156,0
2014-05-23 00:00:00+00:00,241.3470259430693,243.3216867759338,238.05592455496173,240.908203125,56200
2014-05-27 00:00:00+00:00,241.34699356109567,242.99253008488233,237.06857628008146,241.56639099121094,24133
2014-05-28 00:00:00+00:00,242.88287383120405,246.61279818900465,237.06861772499832,245.84487915039062,37200
2014-05-29 00:00:00+00:00,246.83219297935696,252.5367502894331,245.51575238488314,251.11061096191406,36392
2014-05-30 00:00:00+00:00,250.78154259498714,259.22868076453545,230.37673901504493,252.97560119628906,268025
2014-06-02 00:00:00+00:00,250.01355456516288,269.76010443286395,246.39332957698474,255.0598907470703,129367
2014-06-03 00:00:00+00:00,254.51136745795077,273.0512034296555,250.45234763879404,253.4143524169922,315842
2014-06-04 00:00:00+00:00,254.07261484453088,257.9122099747174,247.70980937342372,250.5620880126953,188392
2014-06-05 00:00:00+00:00,250.89117102348746,255.38898571071837,247.9291941368251,248.69711303710938,147350
2014-06-06 00:00:00+00:00,248.69715032008077,254.9502290732094,246.39336537489933,249.57476806640625,204017
2014-06-09 00:00:00+00:00,249.57478285632448,259.7771839209645,248.47773968418247,251.8785400390625,172767
2014-06-10 00:00:00+00:00,257.0345729349463,263.17795258136834,250.45237049272149,259.4480285644531,243558
2014-06-11 00:00:00+00:00,259.77720442145636,279.1946636483571,255.16966179340622,272.61248779296875,167308
2014-06-12 00:00:00+00:00,273.49002353503084,288.84845715129967,272.61240593097676,282.705078125,172900
2014-06-13 00:00:00+00:00,282.15663268952574,298.8315095057524,279.74314899298486,296.637451171875,114133
2014-06-16 00:00:00+00:00,296.8568166284794,311.55703098955007,296.527692569453,307.1689147949219,176850
2014-06-17 00:00:00+00:00,307.05927653589464,311.2279961113149,287.1481458615429,293.8948974609375,209392
2014-06-18 00:00:00+00:00,290.60375295670866,293.78512759147884,280.62075045358756,289.72613525390625,159292
2014-06-19 00:00:00+00:00,289.50669780094097,293.78511530957456,279.74312105591684,283.1439208984375,167592
2014-06-20 00:00:00+00:00,282.48570870881036,290.6585984354095,275.5744101062983,277.00054931640625,244950
2014-06-23 00:00:00+00:00,276.3423084334453,280.40132831257455,270.9668481665464,278.9751892089844,115367
2014-06-24 00:00:00+00:00,279.4140313950573,281.82748700776847,275.35501123375997,276.4520263671875,104100
2014-06-25 00:00:00+00:00,274.5870539224878,283.2536154314779,273.7094362693503,276.8908386230469,155508
2014-06-26 00:00:00+00:00,276.7811549436904,283.03423337263337,272.6124359910618,279.1946105957031,81317
2014-06-27 00:00:00+00:00,277.658764741414,288.40968589164027,276.38620934680006,285.3379821777344,636792
2014-06-30 00:00:00+00:00,285.55741720630164,286.1059387880116,273.38038316696674,274.58709716796875,118808
2014-07-01 00:00:00+00:00,274.2579340856732,290.93280755041496,274.2579340856732,284.7894287109375,159692
2014-07-02 00:00:00+00:00,283.2536511052144,295.43071265932906,280.62076991524737,291.2619934082031,74758
2014-07-03 00:00:00+00:00,291.7007930219559,300.4770544963712,289.6164333629418,298.0635986328125,27208
2014-07-07 00:00:00+00:00,297.2956834455553,309.2533199815121,294.9918983880007,296.7471618652344,101000
2014-07-08 00:00:00+00:00,297.51508091809706,298.39269870723064,292.35901712163354,296.7471618652344,218092
2014-07-09 00:00:00+00:00,298.39267412951006,303.65843622851924,292.9075145760302,301.13525390625,60208
2014-07-10 00:00:00+00:00,295.43066588511726,298.0635466582321,291.59104344116463,292.46868896484375,79450
2014-07-11 00:00:00+00:00,291.5910689528543,296.9665296851097,290.7134512513525,294.3336486816406,60808
2014-07-14 00:00:00+00:00,297.1859550512788,297.73447662835304,290.71347855890866,292.1396179199219,90650
2014-07-15 00:00:00+00:00,290.93282862873446,293.56570945054483,285.55736826736523,292.79779052734375,40142
2014-07-16 00:00:00+00:00,293.4560352165178,293.4560352165178,286.32533897831894,288.4096984863281,55150
2014-07-17 00:00:00+00:00,286.87384035483075,290.0552430156352,277.43938690020855,278.2073059082031,67817
2014-07-18 00:00:00+00:00,277.43938748742545,287.0932663211683,277.00056466808627,282.2663269042969,62108
2014-07-21 00:00:00+00:00,282.8148201417547,282.92454677065297,275.7938224363703,279.3043212890625,50567
2014-07-22 00:00:00+00:00,281.27896489053313,282.7051040902158,278.31698776795577,279.9625244140625,32167
2014-07-23 00:00:00+00:00,279.96258015324184,281.4984462808831,275.68416170238163,280.7304992675781,39450
2014-07-24 00:00:00+00:00,281.93722644699017,281.93722644699017,277.1102866255253,278.4267272949219,42292
2014-07-25 00:00:00+00:00,276.4520107537234,279.5237143315559,273.1609097413892,277.65875244140625,48575
2014-07-28 00:00:00+00:00,278.7557991956741,289.6163908353563,273.4900375044619,287.4223327636719,116567
2014-07-29 00:00:00+00:00,286.9835599526478,288.738795385357,282.04689403811346,284.8992004394531,76025
2014-07-30 00:00:00+00:00,286.7641414181772,290.164941536252,283.25364257032015,285.7768249511719,87608
2014-07-31 00:00:00+00:00,283.1439616609738,284.35070356245814,273.5997809837189,278.6461181640625,121250
2014-08-01 00:00:00+00:00,279.3043439205276,284.0215849826451,274.36770538076604,280.8402099609375,199125
2014-08-04 00:00:00+00:00,281.1692943442397,284.24099839681804,277.00057505064234,281.8275146484375,231425
2014-08-05 00:00:00+00:00,279.6334451943308,283.47304023430354,274.6968070578145,278.2073059082031,95533
2014-08-06 00:00:00+00:00,276.12295043959693,282.37602922512974,261.75183073633076,269.32135009765625,238483
2014-08-07 00:00:00+00:00,269.65039197978507,275.68407208705145,267.34663538564763,273.70941162109375,85033
2014-08-08 00:00:00+00:00,273.1609293917333,280.4013521397219,271.40569399153003,278.09759521484375,137483
2014-08-11 00:00:00+00:00,279.6334533691406,281.27899016309675,275.0259112875115,279.6334533691406,66700
2014-08-12 00:00:00+00:00,277.98791763871066,281.4984448564392,273.9289245974636,275.02593994140625,39767
2014-08-13 00:00:00+00:00,274.6950909258498,288.2588995016382,274.6950909258498,284.0684509277344,133475
2014-08-14 00:00:00+00:00,283.62739547661374,285.28150973717374,268.7402549540104,270.173828125,82758
2014-08-15 00:00:00+00:00,272.8204121183224,273.4820633798664,266.09362896668915,270.39434814453125,119575
2014-08-18 00:00:00+00:00,272.8204357402942,282.19379670530117,270.17383046496343,275.467041015625,141850
2014-08-19 00:00:00+00:00,276.01837302876055,276.01837302876055,272.0484934581005,274.033447265625,56742
2014-08-20 00:00:00+00:00,272.7101643195444,275.2464709966059,271.37584024046447,273.4820861816406,86692
2014-08-21 00:00:00+00:00,274.3642495168884,283.07598625638684,273.5923277365867,280.76019287109375,79558
2014-08-22 00:00:00+00:00,280.7601622047205,281.75265298840804,276.6799846370825,276.790283203125,28800
2014-08-25 00:00:00+00:00,278.44438561240923,280.9807196832796,274.8053183261399,275.5772399902344,30717
2014-08-26 00:00:00+00:00,275.9081115722656,278.05847125676144,275.46702940789106,275.9081115722656,28575
2014-08-27 00:00:00+00:00,276.7902813042224,277.89301455761733,274.69505727394886,275.79779052734375,20425
2014-08-28 00:00:00+00:00,274.1437094492828,280.87049247351456,273.5923287343741,278.1136169433594,32308
2014-08-29 00:00:00+00:00,278.1136075765338,280.4293728478898,275.46700266962006,280.2088317871094,26925
2014-09-02 00:00:00+00:00,281.7527157748991,283.0760184184474,276.845480156904,281.091064453125,96342
2014-09-03 00:00:00+00:00,280.9807612027585,288.1486263173644,276.4594730228154,277.1211242675781,106717
2014-09-04 00:00:00+00:00,277.010884449928,278.5547281774307,273.15124708678024,274.8053894042969,72300
2014-09-05 00:00:00+00:00,273.81283701797116,277.6724735158153,271.6073424667966,275.79779052734375,55692
2014-09-08 00:00:00+00:00,276.23891263723544,281.091012078034,276.01834354148144,279.9882507324219,59617
2014-09-09 00:00:00+00:00,278.995794883189,279.1060654116106,273.70258516385996,273.9231262207031,53617
2014-09-10 00:00:00+00:00,273.81285867905024,277.4519544229778,270.1737909795097,276.90057373046875,37158
2014-09-11 00:00:00+00:00,275.46698027820975,279.43685927150057,274.69505858383695,277.7827453613281,59275
2014-09-12 00:00:00+00:00,277.7827238782247,278.444375,272.4895149040222,275.6875,55817
2014-09-15 00:00:00+00:00,276.3491914692877,276.9005721586669,272.710123790404,274.25396728515625,36000
2014-09-16 00:00:00+00:00,273.2614665673166,278.0032954537206,271.8278936533323,273.37176513671875,49158
2014-09-17 00:00:00+00:00,272.59985183525754,278.55468472511603,272.59985183525754,273.9231262207031,68792
2014-09-18 00:00:00+00:00,275.1361418178166,284.61979932149336,274.14367907644817,281.42181396484375,57367
2014-09-19 00:00:00+00:00,283.9581899562754,288.03836813317884,278.1136270806181,279.657470703125,113425
2014-09-22 00:00:00+00:00,278.55467612318824,279.6574374621235,270.7251603587829,273.37176513671875,75042
2014-09-23 00:00:00+00:00,272.9306929560248,275.3567570213854,269.6224365234375,269.6224365234375,70083
2014-09-24 00:00:00+00:00,270.28410072302063,280.2088704949474,266.75530304113255,274.8053894042969,130592
2014-09-25 00:00:00+00:00,273.48209752337056,276.79035424411785,266.9758546318355,275.3567810058594,80158
2014-09-26 00:00:00+00:00,277.3416581547956,282.74513850641245,270.28406375628623,280.8704833984375,151150
2014-09-29 00:00:00+00:00,169.27213109975267,170.92625899120273,140.71090291468863,141.59310913085938,1849283
2014-09-30 00:00:00+00:00,141.26230966735415,146.11440969780764,127.91902757250965,128.02931213378906,926808
2014-10-01 00:00:00+00:00,130.5656262768566,140.60065148445648,130.1245301199824,138.0643310546875,652742
2014-10-02 00:00:00+00:00,137.4026846864731,140.6006564761876,133.4327770670803,138.50543212890625,163242
2014-10-03 00:00:00+00:00,138.83627381142693,144.01920000991308,136.7410492219663,143.4678192138672,211975
2014-10-06 00:00:00+00:00,143.57808983388338,146.99661678389452,138.7259897800988,146.11441040039062,216400
2014-10-07 00:00:00+00:00,144.570537922733,144.7910789579765,138.83623262913886,139.608154296875,270933
2014-10-08 00:00:00+00:00,139.3876046310072,141.1520171143551,136.63072940629084,140.71090698242188,215525
2014-10-09 00:00:00+00:00,140.04927397545922,140.93148033158275,134.53552281072155,135.19717407226562,123850
2014-10-10 00:00:00+00:00,139.7184602934025,144.90138627061168,133.10196113431348,137.40269470214844,335467
2014-10-13 00:00:00+00:00,139.05682299746957,142.14451045247498,134.48039904338185,137.40269470214844,117650
2014-10-14 00:00:00+00:00,137.73350804377728,137.73350804377728,132.5505825300744,134.20469665527344,160925
2014-10-15 00:00:00+00:00,132.21975989228204,142.36505605552438,128.24985224871247,140.15956115722656,163975
2014-10-16 00:00:00+00:00,137.18213929456164,139.6081894484322,132.8814197581438,136.7410430908203,183417
2014-10-17 00:00:00+00:00,138.2848903243385,139.71846353952498,133.1019642267128,133.87388610839844,99958
2014-10-20 00:00:00+00:00,134.42527249365685,136.41022657684928,131.77866704940027,132.99169921875,93000
2014-10-21 00:00:00+00:00,133.32250535965062,139.38762325091156,133.10195026422144,136.1896514892578,137617
2014-10-22 00:00:00+00:00,136.85127331733705,140.600625,135.5279710737864,137.84375,76708
2014-10-23 00:00:00+00:00,140.04925580671454,145.23218066829364,139.49788917508678,140.71090698242188,190517
2014-10-24 00:00:00+00:00,141.59313213862004,143.1149188282787,135.30745915192992,136.1896514892578,92275
2014-10-27 00:00:00+00:00,136.29993017946563,137.84377371441406,132.66084838363986,134.09442138671875,119092
2014-10-28 00:00:00+00:00,134.75608957306537,138.50544237238546,133.21224584391945,137.7335205078125,102925
2014-10-29 00:00:00+00:00,137.73352929897757,138.50545121282025,132.4403184104644,132.99169921875,120442
2014-10-30 00:00:00+00:00,133.5430747396217,135.41774417361475,132.44031316671249,134.53553771972656,107025
2014-10-31 00:00:00+00:00,137.40267775676492,137.84377390705325,132.66084856903578,134.4252471923828,107433
2014-11-03 00:00:00+00:00,134.09442939379645,135.1971768449205,128.36012301687882,129.0217742919922,119300
2014-11-04 00:00:00+00:00,129.02176666326523,129.90397298531866,121.30252093962139,121.63334655761719,119275
2014-11-05 00:00:00+00:00,123.06692914229451,128.58068052334102,123.06692914229451,127.91902923583984,152242
2014-11-06 00:00:00+00:00,129.90397766436507,131.77864688573635,119.92408752124922,121.08197021484375,219517
2014-11-07 00:00:00+00:00,121.96415954197012,123.17717733417527,116.89150526554926,121.1922378540039,235367
2014-11-10 00:00:00+00:00,121.41280085041542,124.83132782638089,115.18226291536108,119.20730590820312,155758
2014-11-11 00:00:00+00:00,119.20729165771836,120.97169020500438,116.72609962769434,120.86141967773438,90500
2014-11-12 00:00:00+00:00,120.53059935715814,122.51555306818729,118.10454949552047,121.96417236328125,99567
2014-11-13 00:00:00+00:00,120.51355896799987,122.29894324002551,114.93422070256848,117.16595458984375,127108
2014-11-14 00:00:00+00:00,117.72388338417707,121.62941936419358,115.26897829707471,118.72816467285156,87783
2014-11-17 00:00:00+00:00,118.50500191378443,119.9556258162098,116.71961046331461,116.8311996459961,80817
