"('date', '')","('open', 'BRSL')","('high', 'BRSL')","('low', 'BRSL')","('close', 'BRSL')","('volume', 'BRSL')"
1990-03-26 00:00:00+00:00,0.21585977091161906,0.21934160590171814,0.21585977091161906,0.21934160590171814,2476800
1990-03-27 00:00:00+00:00,0.21585968498276625,0.2193415185868262,0.21237830294222085,0.21411898732185364,2438400
1990-03-28 00:00:00+00:00,0.21760037273960847,0.21760037273960847,0.2071557622485638,0.21237829327583313,2496000
1990-03-29 00:00:00+00:00,0.2158597156234757,0.221082234348491,0.2106371968984604,0.2106371968984604,6105600
1990-03-30 00:00:00+00:00,0.2106370655646515,0.2106370655646515,0.20541498837793787,0.20889636874198914,1408000
1990-04-02 00:00:00+00:00,0.205415116455742,0.2106371968984604,0.201933282357445,0.2106371968984604,2387200
1990-04-03 00:00:00+00:00,0.21063716001838204,0.22282289324283475,0.21063716001838204,0.2210821956396103,9088000
1990-04-04 00:00:00+00:00,0.22108215986787427,0.23326789112064025,0.21934147582757696,0.22804537415504456,11430400
1990-04-05 00:00:00+00:00,0.22456364648047228,0.23500868468940153,0.22456364648047228,0.2263047695159912,4793600
1990-04-06 00:00:00+00:00,0.22978614462169583,0.23500866324971348,0.22630474887035562,0.22891579568386078,5958400
1990-04-09 00:00:00+00:00,0.22456364648047228,0.22978616558493692,0.22282294844599942,0.2263047695159912,1510400
1990-04-10 00:00:00+00:00,0.2245636284351349,0.2280454492253368,0.2245636284351349,0.2245636284351349,812800
1990-04-11 00:00:00+00:00,0.2297860714766191,0.2297860714766191,0.2245635545110234,0.22804537415504456,1094400
1990-04-12 00:00:00+00:00,0.22456356587240683,0.22978608310222626,0.22456356587240683,0.22978608310222626,448000
1990-04-16 00:00:00+00:00,0.2297860962716954,0.2315267937811,0.22456357874256377,0.2306564450263977,2598400
1990-04-17 00:00:00+00:00,0.23152689090923506,0.23674941062927246,0.2280454944299409,0.23674941062927246,3456000
1990-04-18 00:00:00+00:00,0.23500863076532408,0.24197184630651183,0.23326793313026428,0.23326793313026428,6451200
1990-04-19 00:00:00+00:00,0.2332680141499783,0.23674941062927246,0.2280454944299409,0.23674941062927246,3481600
