"('date', '')","('open', 'AEBI')","('high', 'AEBI')","('low', 'AEBI')","('close', 'AEBI')","('volume', 'AEBI')"
2025-07-02 00:00:00+00:00,32.87227582289796,32.93215383670503,10.0792353428285,11.157014846801758,3923200
2025-07-03 00:00:00+00:00,14.071011196305431,14.979140110854958,11.78571940687257,13.58201789855957,5216200
2025-07-07 00:00:00+00:00,12.394465269658676,13.372449989136555,11.406500881195036,12.105061531066895,2003300
2025-07-08 00:00:00+00:00,12.214834568029747,12.214834568029747,11.037261272400832,11.596109390258789,1019300
2025-07-09 00:00:00+00:00,11.346623541371734,11.945390341876557,10.797754132861245,11.795698165893555,646900
2025-07-10 00:00:00+00:00,11.526253786143627,11.845595572561189,11.376561609975198,11.45639705657959,498400
2025-07-11 00:00:00+00:00,11.2867475510113,11.606089340390653,10.997343816457862,11.047240257263184,386700
2025-07-14 00:00:00+00:00,10.977385062130816,10.997344400884517,10.089214473577861,10.288804054260254,550300
2025-07-15 00:00:00+00:00,10.29878219070283,10.398576975412022,10.029337794729773,10.099193572998047,626400
2025-07-16 00:00:00+00:00,10.03931748706761,10.727898457691,9.97944042575907,10.189008712768555,654500
2025-07-17 00:00:00+00:00,9.99939945945052,10.478412128502402,9.879645340473978,10.21894645690918,547500
2025-07-18 00:00:00+00:00,10.009378297421277,10.318741363713574,9.73993390574671,9.899604797363281,496800
2025-07-21 00:00:00+00:00,9.90958461069469,10.208967060989863,8.891681234207583,9.240962028503418,685700
2025-07-22 00:00:00+00:00,9.38067414217934,9.959481642984969,8.981496883593959,9.3407564163208,421700
2025-07-23 00:00:00+00:00,9.310817984676573,9.87964579316828,9.201044480917323,9.530365943908691,526100
2025-07-24 00:00:00+00:00,9.650119094494789,10.169049508553657,9.49044819786129,9.869667053222656,419600
2025-07-25 00:00:00+00:00,9.97944041939048,9.97944041939048,9.465498895174974,9.759892463684082,220900
2025-07-28 00:00:00+00:00,9.540345266613333,9.959480880168732,9.490447875183484,9.809789657592773,187500
2025-07-29 00:00:00+00:00,9.769872612214236,10.13911181165565,9.701014226300822,10.01935863494873,293300
2025-07-30 00:00:00+00:00,10.099193905488393,10.727898785742175,9.924553502354515,10.15907096862793,441700
2025-07-31 00:00:00+00:00,10.089213951053493,10.438494747444635,9.869666946415133,10.278823852539062,233300
2025-08-01 00:00:00+00:00,10.179029689391287,10.27882448066238,9.700016975402832,9.700016975402832,540800
2025-08-04 00:00:00+00:00,9.979440515691584,11.107117408170366,9.959481177837667,10.977384567260742,385400
2025-08-05 00:00:00+00:00,11.097137692265814,11.16400033173705,10.30876193293216,10.797754287719727,349800
2025-08-06 00:00:00+00:00,10.827693865207847,10.92748770417525,10.398577597678406,10.468433380126953,371800
2025-08-07 00:00:00+00:00,10.328721268492869,10.707939168894733,10.263854372469725,10.36863899230957,290600
2025-08-08 00:00:00+00:00,10.50835032375627,11.685924578587482,10.378617486214392,11.097137451171875,528900
2025-08-11 00:00:00+00:00,11.176972897087865,11.276767680339644,10.837671776088118,11.097137451171875,287300
2025-08-12 00:00:00+00:00,11.077179675942533,11.685925222524435,10.947446831251902,11.466377258300781,310500
2025-08-13 00:00:00+00:00,11.626048205384748,12.174917642280146,11.446418917314606,12.164937973022461,434100
2025-08-14 00:00:00+00:00,10.927487337716101,12.414423768374023,10.927487337716101,12.125020027160645,890800
2025-08-15 00:00:00+00:00,12.105061121478043,12.3495572930747,11.745801615569123,11.775739669799805,338300
2025-08-18 00:00:00+00:00,11.83561633286791,12.224814862958599,11.4763568101244,11.875534057617188,248900
2025-08-19 00:00:00+00:00,12.055163817638062,12.294670156652796,11.616068862777714,11.705883026123047,273600
2025-08-20 00:00:00+00:00,11.975328411221723,12.14298322977638,11.226870385520366,11.45639705657959,252500
2025-08-21 00:00:00+00:00,11.536233503303183,12.015246184939446,11.436438718772163,11.636027336120605,218500
2025-08-22 00:00:00+00:00,11.636027683485024,12.274712229779963,11.636027683485024,12.214835166931152,356600
2025-08-25 00:00:00+00:00,12.394465600933358,12.394465600933358,11.376562178306285,11.646007537841797,529300
2025-08-26 00:00:00+00:00,11.745801883589074,12.264732292854209,11.665965484296215,11.995287895202637,1003300
2025-08-27 00:00:00+00:00,11.955369598642122,12.163940497217597,11.596110073148239,11.805678367614746,270800
2025-08-28 00:00:00+00:00,11.815657489558982,12.424403006379904,11.714865309842182,12.13499927520752,333300
2025-08-29 00:00:00+00:00,12.119999885559082,12.359999656677246,11.720000267028809,12.289999961853027,427000
2025-09-02 00:00:00+00:00,12.199999809265137,12.789999961853027,11.920000076293945,12.0,517200
2025-09-03 00:00:00+00:00,11.949999809265137,12.050000190734863,10.890000343322754,11.489999771118164,545800
2025-09-04 00:00:00+00:00,11.550000190734863,11.5649995803833,11.09000015258789,11.350000381469727,287500
2025-09-05 00:00:00+00:00,11.350000381469727,11.774999618530273,11.100000381469727,11.710000038146973,207900
2025-09-08 00:00:00+00:00,11.829999923706055,12.104999542236328,11.600000381469727,11.760000228881836,256500
2025-09-09 00:00:00+00:00,11.760000228881836,11.859999656677246,11.59000015258789,11.770000457763672,263800
2025-09-10 00:00:00+00:00,11.609999656677246,12.029999732971191,11.609999656677246,11.819999694824219,214500
2025-09-11 00:00:00+00:00,11.920000076293945,12.5,11.701000213623047,12.489999771118164,146000
2025-09-12 00:00:00+00:00,12.470000267028809,12.550000190734863,12.1899995803833,12.40999984741211,146200
2025-09-15 00:00:00+00:00,12.5,12.65999984741211,12.300000190734863,12.550000190734863,275900
2025-09-16 00:00:00+00:00,12.550000190734863,12.630000114440918,12.260000228881836,12.520000457763672,188200
2025-09-17 00:00:00+00:00,12.680000305175781,13.0,12.0,12.180000305175781,426400
2025-09-18 00:00:00+00:00,12.270000457763672,12.729999542236328,12.170000076293945,12.6899995803833,260700
2025-09-19 00:00:00+00:00,12.5,12.720000267028809,12.395000457763672,12.489999771118164,943800
2025-09-22 00:00:00+00:00,12.520000457763672,13.600000381469727,12.079999923706055,13.579999923706055,382400
2025-09-23 00:00:00+00:00,13.420000076293945,13.850000381469727,12.720000267028809,12.850000381469727,206800
2025-09-24 00:00:00+00:00,12.970000267028809,13.140000343322754,12.520000457763672,12.59000015258789,159600
2025-09-25 00:00:00+00:00,12.520000457763672,12.529999732971191,12.1899995803833,12.25,233500
2025-09-26 00:00:00+00:00,12.300000190734863,12.75,12.199999809265137,12.710000038146973,186100
