"('date', '')","('open', 'ALT')","('high', 'ALT')","('low', 'ALT')","('close', 'ALT')","('volume', 'ALT')"
2024-01-02 00:00:00+00:00,11.130000114440918,11.199999809265137,10.395000457763672,10.520000457763672,8295700
2024-01-03 00:00:00+00:00,10.0,10.399999618530273,9.449999809265137,9.930000305175781,10149000
2024-01-04 00:00:00+00:00,9.925000190734863,11.795000076293945,9.75100040435791,11.6899995803833,10651600
2024-01-05 00:00:00+00:00,11.619999885559082,12.100000381469727,11.109999656677246,11.1899995803833,10535400
2024-01-08 00:00:00+00:00,11.050000190734863,11.800000190734863,10.654999732971191,11.390000343322754,8209400
2024-01-09 00:00:00+00:00,11.34000015258789,12.0600004196167,10.8100004196167,11.720000267028809,7747000
2024-01-10 00:00:00+00:00,11.960000038146973,12.994999885559082,11.119999885559082,11.289999961853027,10664000
2024-01-11 00:00:00+00:00,11.25,11.755000114440918,10.949999809265137,11.489999771118164,5682400
2024-01-12 00:00:00+00:00,11.4399995803833,12.539999961853027,11.289999961853027,12.0,10345600
2024-01-16 00:00:00+00:00,12.0,12.069999694824219,10.541000366210938,10.795000076293945,8471900
2024-01-17 00:00:00+00:00,10.5600004196167,11.420000076293945,10.220000267028809,11.170000076293945,6499900
2024-01-18 00:00:00+00:00,11.199999809265137,11.25,10.33899974822998,10.789999961853027,6543200
2024-01-19 00:00:00+00:00,10.800000190734863,10.805000305175781,8.65999984741211,9.25,10766700
2024-01-22 00:00:00+00:00,9.180000305175781,10.119999885559082,8.949999809265137,10.039999961853027,6463500
2024-01-23 00:00:00+00:00,9.960000038146973,10.5600004196167,9.869999885559082,10.020000457763672,4663900
2024-01-24 00:00:00+00:00,9.960000038146973,9.989999771118164,9.329999923706055,9.350000381469727,5231000
2024-01-25 00:00:00+00:00,9.420000076293945,9.76200008392334,9.079999923706055,9.279999732971191,4184400
2024-01-26 00:00:00+00:00,9.399999618530273,9.640000343322754,9.210000038146973,9.329999923706055,2915500
2024-01-29 00:00:00+00:00,9.210000038146973,10.149999618530273,8.8100004196167,10.130000114440918,4101300
2024-01-30 00:00:00+00:00,9.880000114440918,10.0600004196167,9.510000228881836,9.800000190734863,2628800
2024-01-31 00:00:00+00:00,9.789999961853027,10.079999923706055,9.350000381469727,9.4399995803833,4322100
2024-02-01 00:00:00+00:00,9.449999809265137,10.100000381469727,9.390000343322754,9.880000114440918,2635200
2024-02-02 00:00:00+00:00,9.609999656677246,9.949999809265137,9.260000228881836,9.319999694824219,3948500
2024-02-05 00:00:00+00:00,9.199999809265137,9.5,8.979999542236328,9.390000343322754,2530300
2024-02-06 00:00:00+00:00,9.300000190734863,10.90999984741211,9.239999771118164,10.640000343322754,6242800
2024-02-07 00:00:00+00:00,10.359999656677246,10.5600004196167,10.029999732971191,10.350000381469727,2982800
2024-02-08 00:00:00+00:00,10.279999732971191,10.479999542236328,9.550000190734863,9.6899995803833,4226000
2024-02-09 00:00:00+00:00,9.869999885559082,10.859999656677246,9.779999732971191,10.4399995803833,5812100
2024-02-12 00:00:00+00:00,10.4399995803833,10.602999687194824,10.069999694824219,10.399999618530273,3373200
2024-02-13 00:00:00+00:00,9.880000114440918,9.930000305175781,8.020000457763672,8.460000038146973,13950400
2024-02-14 00:00:00+00:00,8.8100004196167,9.324999809265137,8.460000038146973,9.010000228881836,5535100
2024-02-15 00:00:00+00:00,8.949999809265137,9.609999656677246,8.85200023651123,8.949999809265137,4048200
2024-02-16 00:00:00+00:00,8.850000381469727,9.0,8.59000015258789,8.760000228881836,3627500
2024-02-20 00:00:00+00:00,8.529999732971191,8.850000381469727,8.319999694824219,8.399999618530273,2755700
2024-02-21 00:00:00+00:00,8.34000015258789,8.40999984741211,8.029999732971191,8.220000267028809,2561300
2024-02-22 00:00:00+00:00,8.220000267028809,8.930000305175781,8.069999694824219,8.869999885559082,3135500
2024-02-23 00:00:00+00:00,8.789999961853027,9.420000076293945,8.770000457763672,9.199999809265137,2934600
2024-02-26 00:00:00+00:00,10.449999809265137,11.970000267028809,10.09000015258789,11.319999694824219,17659300
