"('date', '')","('open', 'AZO')","('high', 'AZO')","('low', 'AZO')","('close', 'AZO')","('volume', 'AZO')"
2025-09-26 00:00:00+00:00,4139.35009765625,4217.5498046875,4118.28515625,4198.02978515625,87210
