"('date', '')","('open', 'ASA')","('high', 'ASA')","('low', 'ASA')","('close', 'ASA')","('volume', 'ASA')"
2024-03-04 00:00:00+00:00,14.045447696467027,14.364435555080604,13.975669340060008,14.324562072753906,93900
2024-03-05 00:00:00+00:00,14.503993157659515,14.52392942340976,14.364435494772595,14.38437271118164,31600
2024-03-06 00:00:00+00:00,14.513962696494348,14.932633810682553,14.513962696494348,14.703361511230469,50700
2024-03-07 00:00:00+00:00,14.902728462956073,15.09212822235423,14.80304522965179,14.992444038391113,73600
2024-03-08 00:00:00+00:00,15.241652790289239,15.401146716177978,14.89275911441353,14.942601203918457,86100
2024-03-11 00:00:00+00:00,14.952570576613995,15.12203311920166,14.902728484560182,15.12203311920166,148300
2024-03-12 00:00:00+00:00,14.942601862293397,15.052254654167328,14.653518871218287,14.9226655960083,42700
2024-03-13 00:00:00+00:00,15.042286464313992,15.281527370346064,15.022349246815226,15.27155876159668,85700
2024-03-14 00:00:00+00:00,15.03231745984492,15.221717218461913,14.942601884779908,15.052254676818848,32800
2024-03-15 00:00:00+00:00,15.141969597861388,15.231685174683962,14.972508003557344,15.07219123840332,142300
2024-03-18 00:00:00+00:00,14.972508495452862,15.141970095324272,14.852887088653581,14.912697792053223,35200
2024-03-19 00:00:00+00:00,14.783108034007785,14.972507793680272,14.573772007909099,14.673456192016602,43200
2024-03-20 00:00:00+00:00,14.503993811788684,15.321400708248552,14.503993811788684,15.261590957641602,40300
2024-03-21 00:00:00+00:00,15.46095753198827,15.46095753198827,15.0622217635574,15.141968727111816,57300
2024-03-22 00:00:00+00:00,15.211748156906552,15.211748156906552,14.952570047917863,15.022348403930664,33500
2024-03-25 00:00:00+00:00,15.032317521844593,15.191811455658515,14.992444038391113,14.992444038391113,47700
2024-03-26 00:00:00+00:00,15.112063737839941,15.251621398321982,14.942601203918457,14.942601203918457,49400
2024-03-27 00:00:00+00:00,14.992443643978296,15.271558020809874,14.992443643978296,15.22171688079834,60100
2024-03-28 00:00:00+00:00,15.49086303538664,15.530736518784774,15.261590743512082,15.311431884765625,115600
2024-04-01 00:00:00+00:00,15.570609575585081,15.740072113048983,15.301463807686346,15.411115646362305,75100
2024-04-02 00:00:00+00:00,15.480893730310035,15.68026113833017,15.47092607290312,15.520767211914062,90800
2024-04-03 00:00:00+00:00,15.929469720992522,16.40795147275569,15.520766320363466,16.288331985473633,101800
2024-04-04 00:00:00+00:00,16.427890101259887,16.507637066748813,16.228523638196386,16.318239212036133,51200
2024-04-05 00:00:00+00:00,16.43785838959451,16.96618321399661,16.43785838959451,16.936277389526367,97600
2024-04-08 00:00:00+00:00,17.115707746102025,17.195454706368718,16.74687686654514,16.756845474243164,71100
2024-04-09 00:00:00+00:00,16.996088325505394,17.135646948140135,16.866500213042134,17.01602554321289,73700
2024-04-10 00:00:00+00:00,16.78675345707432,17.075835512239504,16.657163441644812,16.966184616088867,75600
2024-04-11 00:00:00+00:00,17.045931160223144,17.105740911292642,16.81665886335865,17.065868377685547,63900
2024-04-12 00:00:00+00:00,17.35494911882544,17.693874184895034,16.746877341232782,16.916339874267578,186600
2024-04-15 00:00:00+00:00,17.10574065376349,17.185487621094786,16.746878350113814,16.856531143188477,71600
2024-04-16 00:00:00+00:00,16.6770999082773,16.846562450676743,16.6770999082773,16.786752700805664,94900
2024-04-17 00:00:00+00:00,16.796720677967077,17.135645750026146,16.746877637183335,16.936277389526367,67500
2024-04-18 00:00:00+00:00,17.235330197507608,17.354949694608084,16.966183477055097,17.145614624023438,87000
2024-04-19 00:00:00+00:00,17.66396929377008,17.66396929377008,17.265234460077757,17.424728393554688,46700
2024-04-22 00:00:00+00:00,17.06586737938023,17.06586737938023,16.467764199719497,16.487701416015625,55100
2024-04-23 00:00:00+00:00,16.238492051828306,16.94624612439101,16.19861761890317,16.81665802001953,47600
2024-04-24 00:00:00+00:00,16.9063720703125,16.926309287221834,16.697036996717472,16.9063720703125,58100
2024-04-25 00:00:00+00:00,16.90637199448141,17.34498125793114,16.657162488185513,17.285171508789062,88500
2024-04-26 00:00:00+00:00,17.36491727601632,17.504473981486505,17.125676394645648,17.20542335510254,58800
2024-04-29 00:00:00+00:00,17.195455308334523,17.574252907532596,17.195455308334523,17.434696197509766,52100
2024-04-30 00:00:00+00:00,17.185487829976893,17.275203406979767,16.846562739369976,17.255266189575195,111200
2024-05-01 00:00:00+00:00,17.444665571191546,17.943084587511304,17.016024912945728,17.61412811279297,315200
2024-05-02 00:00:00+00:00,17.524411230615804,17.723779582800017,17.344980093913513,17.65399932861328,72000
2024-05-03 00:00:00+00:00,17.624062741558603,17.624062741558603,17.284754470147345,17.364591598510742,65500
2024-05-06 00:00:00+00:00,17.504308171967114,17.80369693039153,17.504308171967114,17.753799438476562,38800
2024-05-07 00:00:00+00:00,17.87355419089039,17.953391320081312,17.713879932508544,17.783737182617188,52100
2024-05-08 00:00:00+00:00,17.683940887451172,17.913474307095452,17.654003152669105,17.683940887451172,38000
2024-05-09 00:00:00+00:00,17.68394042315495,18.143005346923275,17.68394042315495,18.083127975463867,62600
2024-05-10 00:00:00+00:00,18.262758800211532,18.362555681241574,18.07314682006836,18.07314682006836,92800
2024-05-13 00:00:00+00:00,18.212861905101306,18.212861905101306,17.90349327694439,17.973350524902344,46800
2024-05-14 00:00:00+00:00,18.003290295336424,18.29269916809913,18.003290295336424,18.27273941040039,30100
2024-05-15 00:00:00+00:00,18.392496174960176,18.57213018850425,18.25278167707802,18.542190551757812,70900
2024-05-16 00:00:00+00:00,18.50227232608454,18.701864187374444,18.362555929367677,18.582109451293945,43800
2024-05-17 00:00:00+00:00,18.821621078982268,19.17090731678406,18.7617418066729,19.121009826660156,41300
2024-05-20 00:00:00+00:00,19.260725584097262,19.460319364608395,18.9912764549148,19.07111358642578,58200
2024-05-21 00:00:00+00:00,19.061132473080683,19.440358347340812,19.061132473080683,19.150949478149414,61500
2024-05-22 00:00:00+00:00,19.081092607536874,19.300644233449873,18.492293075327137,18.57213020324707,76700
2024-05-23 00:00:00+00:00,18.512251483915495,18.651967889558584,18.332619368318383,18.382516860961914,66400
2024-05-24 00:00:00+00:00,18.44239490086683,18.602069167270816,18.392497406415863,18.46235466003418,20700
2024-05-28 00:00:00+00:00,18.66194653278071,18.701864143558282,18.42243325424644,18.492292404174805,53200
2024-05-29 00:00:00+00:00,18.36255643156749,18.512250807495732,18.30267906188965,18.30267906188965,77600
2024-05-30 00:00:00+00:00,18.422433922863327,18.651967331167004,18.422433922863327,18.57213020324707,25500
2024-05-31 00:00:00+00:00,18.73180500576027,18.75176476418958,18.322639475296018,18.352577209472656,22900
2024-06-03 00:00:00+00:00,18.352575920524302,18.452372802194542,18.312658309936523,18.312658309936523,15700
2024-06-04 00:00:00+00:00,18.143005836832923,18.143005836832923,17.71388053894043,17.71388053894043,68100
2024-06-05 00:00:00+00:00,17.903493919612618,18.20288267974144,17.753799539548208,17.993310928344727,37200
2024-06-06 00:00:00+00:00,17.883534901285213,18.362557698698033,17.883534901285213,18.2827205657959,25800
2024-06-07 00:00:00+00:00,17.973350906985704,17.973350906985704,17.284754484608253,17.39453125,38300
2024-06-10 00:00:00+00:00,17.394531300003866,17.614082927951213,17.374571541972117,17.514286041259766,23800
2024-06-11 00:00:00+00:00,17.334653839773722,17.414490968020747,17.184957558776684,17.30471420288086,36600
2024-06-12 00:00:00+00:00,17.58414447471229,17.693919332459608,17.34463119506836,17.34463119506836,31200
2024-06-13 00:00:00+00:00,17.344633026521592,17.394532424827723,17.045244250554465,17.135061264038086,24500
2024-06-14 00:00:00+00:00,17.095141161830057,17.334654458588584,17.095141161830057,17.264795303344727,19800
2024-06-17 00:00:00+00:00,17.26479587133462,17.26479587133462,16.935467456791343,17.075183868408203,17500
2024-06-18 00:00:00+00:00,16.945444894152054,17.274773261230376,16.945444894152054,17.23485565185547,34100
2024-06-20 00:00:00+00:00,17.274774033294715,17.654001808374485,17.095140024411375,17.52426528930664,23300
2024-06-21 00:00:00+00:00,17.494328081485865,17.71387970811284,17.19493742321204,17.2747745513916,20900
2024-06-24 00:00:00+00:00,17.35461303965039,17.863575485482674,17.35461303965039,17.49432945251465,14700
2024-06-25 00:00:00+00:00,17.31469404170597,17.70389980307453,17.21489715576172,17.21489715576172,26400
2024-06-26 00:00:00+00:00,17.045241892981437,17.55420426450354,17.045241892981437,17.474367141723633,42000
2024-06-27 00:00:00+00:00,17.59412240984286,18.053187307404713,17.25481605529785,17.25481605529785,65900
2024-06-28 00:00:00+00:00,17.264795402428415,17.72386033647162,17.264795402428415,17.504308700561523,25600
2024-07-01 00:00:00+00:00,17.534247153583898,17.873555452461588,17.424470379397754,17.733840942382812,17700
2024-07-02 00:00:00+00:00,17.663982440564453,18.24280210306548,17.663982440564453,17.783737182617188,19500
2024-07-03 00:00:00+00:00,18.15298481637666,18.76174220332059,18.123045179589013,18.602067947387695,19700
2024-07-05 00:00:00+00:00,18.731803456473635,19.250745711910636,18.66194621121619,19.13098907470703,40900
2024-07-08 00:00:00+00:00,19.09106944096548,19.180886442435963,18.821620340021195,18.891477584838867,32600
2024-07-09 00:00:00+00:00,18.801663110266627,19.07111415089165,18.73180585606031,18.881500244140625,26500
2024-07-10 00:00:00+00:00,18.98129475032435,19.290663367247472,18.90145762649041,19.220806121826172,40600
2024-07-11 00:00:00+00:00,19.550134746255246,19.809605877909405,19.300643493141695,19.729768753051758,50500
2024-07-12 00:00:00+00:00,19.649931267679257,20.498201893395656,19.560114265928867,20.278648376464844,47000
2024-07-15 00:00:00+00:00,20.458284219028492,20.458284219028492,19.929362039337075,20.06907844543457,40700
2024-07-16 00:00:00+00:00,20.198812499310716,20.26866974865619,19.939341356408033,20.22875213623047,53400
2024-07-17 00:00:00+00:00,20.07905806961768,20.07905806961768,19.290664749723117,19.470298767089844,48100
2024-07-18 00:00:00+00:00,19.37050304988848,19.839545976439176,19.160931285940542,19.21082878112793,37100
2024-07-19 00:00:00+00:00,18.94137644173923,19.17090794943139,18.85155943377842,19.11103057861328,15800
2024-07-22 00:00:00+00:00,19.031193463964314,19.250746996240764,18.861539326963104,19.14097023010254,29100
2024-07-23 00:00:00+00:00,19.081093475279264,19.20084822087156,19.05115383714751,19.101051330566406,14100
2024-07-24 00:00:00+00:00,19.14097008557597,19.42039908313824,18.811641693115234,18.811641693115234,35500
2024-07-25 00:00:00+00:00,18.651967941384175,18.651967941384175,18.292699902257034,18.502273559570312,37100
2024-07-26 00:00:00+00:00,18.55217106222136,18.661947830561346,18.36255716330702,18.532211303710938,25600
2024-07-29 00:00:00+00:00,18.492294298785204,18.58211131157087,18.182923742093507,18.46235466003418,20500
2024-07-30 00:00:00+00:00,18.582109521642025,18.841578751954476,18.562149764397308,18.73180389404297,19900
2024-07-31 00:00:00+00:00,18.92141667326645,19.160929963342113,18.74178456091065,19.081092834472656,41200
2024-08-01 00:00:00+00:00,18.941376217111916,19.330583881482212,18.602067947387695,18.602067947387695,68400
2024-08-02 00:00:00+00:00,18.71184457771156,18.93139620217516,18.13302492824637,18.30267906188965,43300
2024-08-05 00:00:00+00:00,17.63404216275247,18.22284168294734,17.384550905160307,17.763776779174805,82500
2024-08-06 00:00:00+00:00,17.81367674124724,17.89351387008582,17.47436846781645,17.604103088378906,50900
2024-08-07 00:00:00+00:00,17.654002458546707,17.84361444960251,17.40451119334637,17.544225692749023,31300
2024-08-08 00:00:00+00:00,17.703900717319847,17.903494499515546,17.65400322350461,17.863574981689453,24700
2024-08-09 00:00:00+00:00,17.843615780227427,17.883535299300643,17.574166640352985,17.644023895263672,16500
2024-08-12 00:00:00+00:00,17.82365813570213,18.322640709234953,17.60410458512851,18.2428035736084,50100
2024-08-13 00:00:00+00:00,18.38251694511776,18.661947854215846,18.182923166695222,18.59208869934082,78900
2024-08-14 00:00:00+00:00,18.60206851741765,18.60206851741765,18.202882865353022,18.442394256591797,31400
2024-08-15 00:00:00+00:00,18.292699392803552,18.861539169934385,18.292699392803552,18.781702041625977,27500
2024-08-16 00:00:00+00:00,18.92141667326645,19.121010447173735,18.71184492378437,19.081092834472656,72000
2024-08-19 00:00:00+00:00,19.05115267723957,19.480277946997774,18.97131555054971,19.330583572387695,43700
2024-08-20 00:00:00+00:00,19.530176176766595,19.709810194486302,19.42039940961181,19.560115814208984,62300
2024-08-21 00:00:00+00:00,19.649931628194107,19.839543610064023,19.480277499938207,19.729768753051758,30000
2024-08-22 00:00:00+00:00,19.480278670485614,19.64993280893584,19.4203993956439,19.530176162719727,63800
2024-08-23 00:00:00+00:00,19.639951792978128,19.99921980736367,19.530175032256498,19.8195858001709,35100
2024-08-26 00:00:00+00:00,19.87946389246957,20.01917839050293,19.619992750788136,20.01917839050293,100700
2024-08-27 00:00:00+00:00,19.719788830612536,19.96928008317069,19.470297578054385,19.639951705932617,59000
2024-08-28 00:00:00+00:00,19.53017485754054,19.689849106179633,19.230786117209043,19.460317611694336,25100
2024-08-29 00:00:00+00:00,19.470298203397515,19.759707075857204,19.470298203397515,19.629972457885742,37100
2024-08-30 00:00:00+00:00,19.540156031652074,19.59005352386012,19.430379264633597,19.5002384185791,29300
2024-09-03 00:00:00+00:00,19.22080656963203,19.560114829698268,18.67192466495207,18.82162094116211,37800
2024-09-04 00:00:00+00:00,18.502273666148977,18.981296452099585,18.472334028226808,18.7717227935791,22300
2024-09-05 00:00:00+00:00,18.961337444817957,19.330585379953238,18.961337444817957,19.061134338378906,28100
2024-09-06 00:00:00+00:00,19.170907778324626,19.250746809992577,18.58211014751174,18.721824645996094,41300
2024-09-09 00:00:00+00:00,18.841580725469917,19.00125689668533,18.761743591595923,18.881500244140625,42100
2024-09-10 00:00:00+00:00,18.79168197469406,18.94137635276985,18.651967475618964,18.901458740234375,67000
2024-09-11 00:00:00+00:00,19.031193385494255,19.031193385494255,18.761742362520877,18.961336135864258,33200
2024-09-12 00:00:00+00:00,19.210827207565305,20.01917836488683,19.210827207565305,19.959300994873047,52400
2024-09-13 00:00:00+00:00,20.208792363707264,20.30858924990051,20.00919859132077,20.19881248474121,40900
2024-09-16 00:00:00+00:00,20.198812499310716,20.338526998001665,20.198812499310716,20.22875213623047,41700
2024-09-17 00:00:00+00:00,20.1988117955936,20.288628799756395,20.00919790864245,20.089035034179688,43400
2024-09-18 00:00:00+00:00,20.019179631672078,20.617959080101638,19.82956763071884,19.939342498779297,39200
2024-09-19 00:00:00+00:00,20.238732765934664,20.677836036242013,20.208793127904336,20.51816177368164,45800
2024-09-20 00:00:00+00:00,20.637917802098592,20.64789768114211,20.46826366529344,20.558080673217773,37700
2024-09-23 00:00:00+00:00,20.64789715742121,20.887408537988616,20.56806003056541,20.807571411132812,103800
2024-09-24 00:00:00+00:00,20.93730751123469,21.36643281227511,20.92732763173754,21.326515197753906,67100
2024-09-25 00:00:00+00:00,21.326515136214116,21.326515136214116,21.07702385990751,21.17681884765625,46200
2024-09-26 00:00:00+00:00,21.336493182891715,21.46622971294263,21.176818917803963,21.35645294189453,75700
2024-09-27 00:00:00+00:00,21.436289908184182,21.436289908184182,20.767653214514716,20.937307357788086,55800
2024-09-30 00:00:00+00:00,20.687815372049858,20.837509751333837,20.47824362174575,20.737714767456055,58200
2024-10-01 00:00:00+00:00,20.76765197804948,21.336491747078647,20.76765197804948,20.987205505371094,23200
2024-10-02 00:00:00+00:00,20.947285344883817,21.12691935135348,20.887407977216327,20.96724510192871,22800
2024-10-03 00:00:00+00:00,20.857469480757725,20.957266367965303,20.647897730742375,20.67783546447754,15000
2024-10-04 00:00:00+00:00,20.597997774576875,21.0371029242542,20.588017895781114,20.837509155273438,27900
2024-10-07 00:00:00+00:00,20.777632236583802,20.777632236583802,20.348506956395532,20.40838623046875,15600
2024-10-08 00:00:00+00:00,20.23873266038146,20.278650274079688,20.158895529517654,20.24871253967285,53200
2024-10-09 00:00:00+00:00,20.178853417456025,20.358487438058614,20.04911879339157,20.33852767944336,35200
2024-10-10 00:00:00+00:00,20.30858950833041,20.847489655083873,20.29860962923736,20.797592163085938,27900
2024-10-11 00:00:00+00:00,20.90736841898677,21.21673704944582,20.857469024740308,21.077022552490234,35200
2024-10-14 00:00:00+00:00,21.07702193391933,21.216736426774556,20.967245173266107,21.116939544677734,13500
2024-10-15 00:00:00+00:00,20.98720623651191,21.28659499796754,20.98720623651191,21.216737747192383,14800
2024-10-16 00:00:00+00:00,21.4063517206436,21.585983836074455,21.306554831981572,21.396371841430664,47000
2024-10-17 00:00:00+00:00,21.546065065413913,21.755636807227116,21.486187696819744,21.655841827392578,28700
2024-10-18 00:00:00+00:00,21.8554352429673,22.504112175304858,21.745660376658318,22.324480056762695,67200
2024-10-21 00:00:00+00:00,22.384356077560852,22.613887579167923,22.16480255126953,22.16480255126953,74600
2024-10-22 00:00:00+00:00,22.444233027111693,22.73364379600508,22.384355659000622,22.62386703491211,71400
2024-10-23 00:00:00+00:00,22.54403104125459,22.55401092035193,22.204722765814203,22.304519653320312,93000
2024-10-24 00:00:00+00:00,22.404317809709855,22.454215304555234,21.96521262189434,22.284561157226562,59900
2024-10-25 00:00:00+00:00,22.204722066401498,22.294539071981177,22.045047812808125,22.16480255126953,26900
2024-10-28 00:00:00+00:00,22.174781815286725,22.27457869688266,22.0849648121971,22.204721450805664,29100
2024-10-29 00:00:00+00:00,22.204722790152328,22.45421405745741,22.05502841046274,22.364397048950195,29700
2024-10-30 00:00:00+00:00,22.274579276416627,22.274579276416627,21.88537352188014,22.074987411499023,32900
2024-10-31 00:00:00+00:00,21.85543571500802,21.965212487155362,21.56602682043877,21.92529296875,68300
2024-11-01 00:00:00+00:00,21.95523132943595,22.0550282161723,21.875394200740327,21.915311813354492,102900
2024-11-04 00:00:00+00:00,21.975191710733764,22.055028841693716,21.86541494186358,21.875394821166992,16400
2024-11-05 00:00:00+00:00,21.925292327808098,22.05502885536553,21.895354593346653,21.90533447265625,25400
2024-11-06 00:00:00+00:00,20.977225094929555,21.51612521381227,20.977225094929555,21.206756591796875,99100
2024-11-07 00:00:00+00:00,21.256654278990897,21.665819787115158,21.23669642511859,21.62590217590332,74300
2024-11-08 00:00:00+00:00,21.556046125833365,21.556046125833365,21.166838449966107,21.456249237060547,52500
2024-11-11 00:00:00+00:00,20.877429731294754,20.877429731294754,20.308589935302734,20.308589935302734,131800
2024-11-12 00:00:00+00:00,20.108994779670446,20.268669030651544,19.859503524579083,20.059097290039062,113000
2024-11-13 00:00:00+00:00,20.12902524419011,20.18896225597454,19.529649410256038,19.569608688354492,75700
2024-11-14 00:00:00+00:00,19.4097758725336,19.729442483869818,19.4097758725336,19.509672164916992,77500
2024-11-15 00:00:00+00:00,19.49968092201017,19.98917062306507,19.429754094054207,19.449731826782227,44900
2024-11-18 00:00:00+00:00,19.829338571799948,20.6884421045673,19.829338571799948,20.119035720825195,38000
2024-11-19 00:00:00+00:00,20.268879906117398,20.328816915222543,20.07907715436075,20.149003982543945,45500
2024-11-20 00:00:00+00:00,19.979180577402303,20.119034231727916,19.909253750239497,19.94921112060547,23400
2024-11-21 00:00:00+00:00,20.02912848075175,20.109045129695915,19.859305363575004,19.97918128967285,53800
2024-11-22 00:00:00+00:00,20.03911836250863,20.478660885753328,19.94921189399578,20.089067459106445,73600
2024-11-25 00:00:00+00:00,19.789378572401613,19.829337849633003,19.38979532690377,19.739431381225586,28100
2024-11-26 00:00:00+00:00,19.799367809207265,20.009150197773792,19.659514153738353,19.92923355102539,63900
2024-11-27 00:00:00+00:00,20.08906687608394,20.46867047239445,20.059097418995023,20.278867721557617,27100
2024-11-29 00:00:00+00:00,20.468670700107076,20.478660519247853,20.338806862003352,20.3687744140625,18600
2024-12-02 00:00:00+00:00,20.348796323946715,20.348796323946715,20.029127833142812,20.059097290039062,46500
2024-12-03 00:00:00+00:00,20.039119232724843,20.6085256211244,20.039119232724843,20.099058151245117,89800
2024-12-04 00:00:00+00:00,20.198950754323782,20.568566431105626,20.14900356533092,20.31882667541504,36600
2024-12-05 00:00:00+00:00,20.318828211616808,20.728401289486023,20.149005088693233,20.59853744506836,72500
2024-12-06 00:00:00+00:00,20.74838076339447,20.74838076339447,20.44869189307819,20.618515014648438,66500
2024-12-09 00:00:00+00:00,20.958160847800816,21.447650563842316,20.958160847800816,21.13797378540039,40400
2024-12-10 00:00:00+00:00,21.36773358794591,21.43766041697449,21.117993824064868,21.177932739257812,28600
2024-12-11 00:00:00+00:00,21.2178896595316,21.92715156466151,20.72839996137641,21.587505340576172,71000
2024-12-12 00:00:00+00:00,21.397702285404318,21.627462402725648,20.788336673465626,20.79832649230957,20300
2024-12-13 00:00:00+00:00,20.71841168942164,20.85826535494787,20.428714538636832,20.68844223022461,49500
2024-12-16 00:00:00+00:00,20.628504096630635,20.688441106405563,20.218931036669456,20.238910675048828,23200
2024-12-17 00:00:00+00:00,20.149004047129907,20.348796618605025,19.899264285467595,20.25889015197754,59600
2024-12-18 00:00:00+00:00,20.258889616003486,20.418722906809727,19.349837060031838,19.379804611206055,48200
2024-12-19 00:00:00+00:00,19.569607654147855,20.049107533809398,19.43974191255422,19.57959747314453,38000
2024-12-20 00:00:00+00:00,19.67949433247304,20.109045129695915,19.67949433247304,19.97918128967285,182800
2024-12-23 00:00:00+00:00,19.939222557629808,20.109045679449284,19.69947260424289,20.029129028320312,41900
2024-12-24 00:00:00+00:00,20.188960963979973,20.268879515062487,19.919243475529,20.079076766967773,9800
2024-12-26 00:00:00+00:00,20.089066716618593,20.42871293947762,20.089066716618593,20.298847198486328,14800
2024-12-27 00:00:00+00:00,20.04910785771388,20.198951334358522,20.04910785771388,20.129024505615234,58200
2024-12-30 00:00:00+00:00,20.099056404738402,20.13901377491653,19.95920084570713,20.079076766967773,58500
2024-12-31 00:00:00+00:00,20.218931359890174,20.418723936151405,20.109045252410173,20.198951721191406,24600
2025-01-02 00:00:00+00:00,20.358785754736882,21.058057891522417,20.358785754736882,20.928194046020508,26200
2025-01-03 00:00:00+00:00,21.127983056171473,21.127983056171473,20.718410007216598,20.77834701538086,76100
2025-01-06 00:00:00+00:00,20.978140200322574,21.157953135469164,20.60852451081423,20.938180923461914,88900
2025-01-07 00:00:00+00:00,21.018099603204632,21.627463336077827,20.958160687554255,21.1579532623291,81800
2025-01-08 00:00:00+00:00,21.47761984448582,21.837245716714364,21.277827269833693,21.747339248657227,59200
2025-01-10 00:00:00+00:00,21.937140098677222,22.42663171603861,21.70737997158152,21.747339248657227,95300
2025-01-13 00:00:00+00:00,21.53755621492026,21.827255249023438,21.147962801821784,21.827255249023438,103100
2025-01-14 00:00:00+00:00,21.837246545599886,22.17689279218267,21.61747432406792,21.997079849243164,73300
2025-01-15 00:00:00+00:00,22.276785901436956,22.306755358663995,21.777306379831973,21.91716194152832,20100
2025-01-16 00:00:00+00:00,22.0070683422868,22.146921998203357,21.807275772094727,21.807275772094727,67400
2025-01-17 00:00:00+00:00,21.747338924049927,21.85722312364155,21.547546352379964,21.787296295166016,43600
2025-01-21 00:00:00+00:00,21.78729619890765,22.09697487416422,21.78729619890765,21.91716194152832,65900
2025-01-22 00:00:00+00:00,21.877202727775995,22.06700548003025,21.817265718513713,22.02704620361328,165600
2025-01-23 00:00:00+00:00,21.897183072581495,22.096975650387073,21.897183072581495,22.057016372680664,91600
2025-01-24 00:00:00+00:00,22.076995672751696,22.826214969980622,22.076995672751696,22.686359405517578,125500
