"('date', '')","('open', 'BKTI')","('high', 'BKTI')","('low', 'BKTI')","('close', 'BKTI')","('volume', 'BKTI')"
2024-05-21 00:00:00+00:00,14.010000228881836,14.25,13.949999809265137,14.130000114440918,12200
2024-05-22 00:00:00+00:00,14.199999809265137,14.489999771118164,13.199999809265137,13.199999809265137,130500
2024-05-23 00:00:00+00:00,13.649999618530273,13.770000457763672,13.270000457763672,13.270000457763672,37900
2024-05-24 00:00:00+00:00,13.510000228881836,13.989999771118164,13.430000305175781,13.890000343322754,31400
2024-05-28 00:00:00+00:00,13.920000076293945,14.15999984741211,13.5,13.920000076293945,23600
2024-05-29 00:00:00+00:00,14.100000381469727,14.25,13.859999656677246,14.149999618530273,15800
2024-05-30 00:00:00+00:00,14.09000015258789,14.229999542236328,13.680000305175781,13.699999809265137,28800
2024-05-31 00:00:00+00:00,13.630000114440918,13.970000267028809,13.220000267028809,13.260000228881836,46700
2024-06-03 00:00:00+00:00,13.5,13.5,13.130000114440918,13.300000190734863,37200
2024-06-04 00:00:00+00:00,13.350000381469727,13.380000114440918,13.130000114440918,13.229999542236328,10500
2024-06-05 00:00:00+00:00,13.329999923706055,13.4399995803833,13.140000343322754,13.260000228881836,18600
2024-06-06 00:00:00+00:00,13.40999984741211,13.460000038146973,13.140000343322754,13.260000228881836,6700
2024-06-07 00:00:00+00:00,13.229999542236328,13.3100004196167,13.119999885559082,13.149999618530273,11700
2024-06-10 00:00:00+00:00,13.149999618530273,13.380000114440918,13.149999618530273,13.199999809265137,8000
2024-06-11 00:00:00+00:00,13.1899995803833,13.1899995803833,12.949999809265137,13.109999656677246,28300
2024-06-12 00:00:00+00:00,13.229999542236328,13.399999618530273,13.050000190734863,13.239999771118164,16100
2024-06-13 00:00:00+00:00,13.1899995803833,13.699999809265137,13.1899995803833,13.399999618530273,32400
2024-06-14 00:00:00+00:00,13.399999618530273,13.670000076293945,13.399999618530273,13.5600004196167,8600
2024-06-17 00:00:00+00:00,13.609999656677246,13.819999694824219,13.5,13.65999984741211,13700
2024-06-18 00:00:00+00:00,13.579999923706055,13.75,13.399999618530273,13.399999618530273,8900
2024-06-20 00:00:00+00:00,13.399999618530273,13.59000015258789,13.069999694824219,13.069999694824219,10000
2024-06-21 00:00:00+00:00,13.069999694824219,13.399999618530273,12.960000038146973,12.960000038146973,17600
2024-06-24 00:00:00+00:00,12.960000038146973,13.15999984741211,12.949999809265137,12.949999809265137,7600
2024-06-25 00:00:00+00:00,13.069999694824219,13.170000076293945,12.800000190734863,12.800000190734863,8100
2024-06-26 00:00:00+00:00,12.8100004196167,12.920000076293945,12.729999542236328,12.729999542236328,9000
2024-06-27 00:00:00+00:00,12.720000267028809,12.890000343322754,12.40999984741211,12.600000381469727,13200
2024-06-28 00:00:00+00:00,12.710000038146973,12.880000114440918,12.670000076293945,12.800000190734863,10900
2024-07-01 00:00:00+00:00,12.84000015258789,12.84000015258789,12.520000457763672,12.529999732971191,11500
2024-07-02 00:00:00+00:00,12.40999984741211,12.75,12.40999984741211,12.550000190734863,4900
2024-07-03 00:00:00+00:00,12.649999618530273,12.649999618530273,12.460000038146973,12.460000038146973,6800
2024-07-05 00:00:00+00:00,12.449999809265137,12.680000305175781,12.369999885559082,12.520000457763672,5100
2024-07-08 00:00:00+00:00,12.420000076293945,12.899999618530273,12.420000076293945,12.649999618530273,5800
2024-07-09 00:00:00+00:00,12.609999656677246,13.010000228881836,12.609999656677246,12.850000381469727,4800
2024-07-10 00:00:00+00:00,13.079999923706055,13.460000038146973,12.949999809265137,13.109999656677246,21100
2024-07-11 00:00:00+00:00,13.109999656677246,13.859999656677246,13.109999656677246,13.460000038146973,12100
2024-07-12 00:00:00+00:00,13.40999984741211,13.859999656677246,13.289999961853027,13.380000114440918,14100
2024-07-15 00:00:00+00:00,13.3100004196167,13.850000381469727,13.3100004196167,13.760000228881836,7800
2024-07-16 00:00:00+00:00,13.789999961853027,13.960000038146973,13.680000305175781,13.760000228881836,10600
2024-07-17 00:00:00+00:00,13.760000228881836,13.960000038146973,13.760000228881836,13.84000015258789,14600
2024-07-18 00:00:00+00:00,13.989999771118164,14.25,13.489999771118164,13.489999771118164,21200
2024-07-19 00:00:00+00:00,13.350000381469727,13.609999656677246,13.09000015258789,13.09000015258789,18400
2024-07-22 00:00:00+00:00,13.34000015258789,13.600000381469727,13.09000015258789,13.460000038146973,13600
2024-07-23 00:00:00+00:00,13.25,13.34000015258789,13.050000190734863,13.050000190734863,3700
2024-07-24 00:00:00+00:00,13.0,13.1899995803833,12.65999984741211,12.970000267028809,9100
2024-07-25 00:00:00+00:00,13.109999656677246,13.1899995803833,12.800000190734863,12.8100004196167,4800
2024-07-26 00:00:00+00:00,13.09000015258789,13.229999542236328,12.800000190734863,12.949999809265137,8400
2024-07-29 00:00:00+00:00,13.079999923706055,13.079999923706055,12.800000190734863,12.800000190734863,8300
2024-07-30 00:00:00+00:00,13.050000190734863,13.050000190734863,12.5600004196167,12.779999732971191,8900
2024-07-31 00:00:00+00:00,12.920000076293945,13.0,12.880000114440918,12.880000114440918,7600
2024-08-01 00:00:00+00:00,12.9399995803833,12.9399995803833,12.800000190734863,12.800000190734863,5100
2024-08-02 00:00:00+00:00,12.75,13.130000114440918,12.479999542236328,12.800000190734863,19600
2024-08-05 00:00:00+00:00,12.569999694824219,12.789999961853027,12.510000228881836,12.600000381469727,13300
2024-08-06 00:00:00+00:00,12.430000305175781,12.550000190734863,12.300000190734863,12.319999694824219,25400
2024-08-07 00:00:00+00:00,12.489999771118164,12.489999771118164,11.670000076293945,11.760000228881836,39000
2024-08-08 00:00:00+00:00,13.3100004196167,13.449999809265137,12.800000190734863,12.899999618530273,293000
2024-08-09 00:00:00+00:00,13.210000038146973,13.899999618530273,13.0,13.65999984741211,122700
2024-08-12 00:00:00+00:00,13.930000305175781,16.3700008392334,13.859999656677246,15.729999542236328,154000
2024-08-13 00:00:00+00:00,16.030000686645508,16.25,15.5600004196167,16.209999084472656,31900
2024-08-14 00:00:00+00:00,16.520000457763672,17.25,16.010000228881836,17.25,40700
2024-08-15 00:00:00+00:00,17.049999237060547,17.239999771118164,16.610000610351562,16.65999984741211,35900
2024-08-16 00:00:00+00:00,16.65999984741211,17.770000457763672,16.65999984741211,17.670000076293945,46400
2024-08-19 00:00:00+00:00,18.1200008392334,19.989999771118164,17.670000076293945,19.649999618530273,154000
2024-08-20 00:00:00+00:00,20.600000381469727,21.799999237060547,20.25,20.700000762939453,116000
2024-08-21 00:00:00+00:00,20.899999618530273,21.15999984741211,20.0,20.899999618530273,64300
2024-08-22 00:00:00+00:00,20.950000762939453,21.299999237060547,20.40999984741211,21.06999969482422,62200
2024-08-23 00:00:00+00:00,21.0,22.049999237060547,20.639999389648438,21.920000076293945,65000
2024-08-26 00:00:00+00:00,21.90999984741211,21.90999984741211,21.049999237060547,21.3799991607666,32000
2024-08-27 00:00:00+00:00,20.860000610351562,21.43000030517578,20.760000228881836,21.43000030517578,28300
2024-08-28 00:00:00+00:00,21.06999969482422,21.5,20.709999084472656,21.489999771118164,23400
2024-08-29 00:00:00+00:00,21.31999969482422,22.43000030517578,21.31999969482422,22.1200008392334,39300
2024-08-30 00:00:00+00:00,22.15999984741211,22.450000762939453,21.530000686645508,22.450000762939453,30300
2024-09-03 00:00:00+00:00,22.1200008392334,22.450000762939453,21.809999465942383,22.190000534057617,23300
2024-09-04 00:00:00+00:00,21.729999542236328,22.469999313354492,21.06999969482422,21.889999389648438,28400
2024-09-05 00:00:00+00:00,22.010000228881836,22.010000228881836,20.850000381469727,21.239999771118164,30100
2024-09-06 00:00:00+00:00,21.059999465942383,21.059999465942383,19.360000610351562,19.889999389648438,33600
2024-09-09 00:00:00+00:00,19.889999389648438,20.149999618530273,19.540000915527344,19.709999084472656,15400
2024-09-10 00:00:00+00:00,19.770000457763672,20.110000610351562,19.520000457763672,19.6299991607666,13700
2024-09-11 00:00:00+00:00,19.610000610351562,20.440000534057617,19.440000534057617,20.18000030517578,10900
2024-09-12 00:00:00+00:00,19.190000534057617,21.0,19.190000534057617,19.700000762939453,20800
2024-09-13 00:00:00+00:00,19.799999237060547,21.15999984741211,19.3799991607666,20.709999084472656,16300
2024-09-16 00:00:00+00:00,20.950000762939453,22.100000381469727,20.709999084472656,21.469999313354492,25600
2024-09-17 00:00:00+00:00,21.540000915527344,21.649999618530273,20.709999084472656,20.709999084472656,5600
2024-09-18 00:00:00+00:00,20.719999313354492,21.260000228881836,19.610000610351562,19.709999084472656,6700
2024-09-19 00:00:00+00:00,20.389999389648438,21.5,19.899999618530273,21.5,29000
2024-09-20 00:00:00+00:00,21.5,21.5,20.81999969482422,21.190000534057617,28300
2024-09-23 00:00:00+00:00,20.8700008392334,21.65999984741211,20.729999542236328,21.260000228881836,22500
2024-09-24 00:00:00+00:00,21.34000015258789,24.1299991607666,20.920000076293945,23.479999542236328,215300
2024-09-25 00:00:00+00:00,23.549999237060547,24.770000457763672,22.65999984741211,24.280000686645508,110400
2024-09-26 00:00:00+00:00,24.260000228881836,24.43000030517578,22.709999084472656,23.440000534057617,23100
2024-09-27 00:00:00+00:00,23.43000030517578,23.43000030517578,21.829999923706055,22.84000015258789,30700
2024-09-30 00:00:00+00:00,21.510000228881836,22.799999237060547,21.510000228881836,21.770000457763672,27500
2024-10-01 00:00:00+00:00,21.510000228881836,21.690000534057617,19.530000686645508,20.1299991607666,69400
2024-10-02 00:00:00+00:00,19.479999542236328,21.299999237060547,19.479999542236328,20.809999465942383,29300
2024-10-03 00:00:00+00:00,20.520000457763672,20.809999465942383,20.049999237060547,20.31999969482422,9600
2024-10-04 00:00:00+00:00,20.350000381469727,23.93000030517578,20.34000015258789,23.93000030517578,61200
2024-10-07 00:00:00+00:00,24.0,27.420000076293945,23.5,26.75,157000
2024-10-08 00:00:00+00:00,27.5,27.5,24.770000457763672,25.59000015258789,101100
2024-10-09 00:00:00+00:00,25.5,26.049999237060547,24.969999313354492,24.989999771118164,43000
2024-10-10 00:00:00+00:00,25.579999923706055,25.75,23.579999923706055,24.510000228881836,31900
2024-10-11 00:00:00+00:00,24.3700008392334,27.079999923706055,23.8799991607666,27.0,44400
2024-10-14 00:00:00+00:00,26.790000915527344,27.100000381469727,26.209999084472656,26.979999542236328,55600
2024-10-15 00:00:00+00:00,26.940000534057617,29.940000534057617,26.399999618530273,28.979999542236328,56000
2024-10-16 00:00:00+00:00,28.979999542236328,29.889999389648438,28.0,29.1200008392334,47900
2024-10-17 00:00:00+00:00,29.059999465942383,29.059999465942383,27.709999084472656,28.649999618530273,25300
2024-10-18 00:00:00+00:00,28.649999618530273,28.649999618530273,27.989999771118164,27.989999771118164,8300
2024-10-21 00:00:00+00:00,28.040000915527344,28.040000915527344,24.59000015258789,25.579999923706055,119200
2024-10-22 00:00:00+00:00,25.6200008392334,27.479999542236328,25.5,27.459999084472656,25900
2024-10-23 00:00:00+00:00,27.049999237060547,27.049999237060547,24.280000686645508,24.829999923706055,43200
2024-10-24 00:00:00+00:00,25.170000076293945,26.510000228881836,24.170000076293945,26.510000228881836,22100
2024-10-25 00:00:00+00:00,26.299999237060547,26.829999923706055,26.139999389648438,26.229999542236328,10300
2024-10-28 00:00:00+00:00,26.719999313354492,27.719999313354492,25.25,27.399999618530273,29800
2024-10-29 00:00:00+00:00,27.200000762939453,27.200000762939453,26.190000534057617,26.670000076293945,4500
2024-10-30 00:00:00+00:00,26.829999923706055,28.0,26.350000381469727,27.5,39000
2024-10-31 00:00:00+00:00,27.440000534057617,28.110000610351562,26.770000457763672,27.989999771118164,19100
2024-11-01 00:00:00+00:00,27.989999771118164,27.989999771118164,26.260000228881836,26.299999237060547,17900
2024-11-04 00:00:00+00:00,26.489999771118164,27.209999084472656,26.200000762939453,26.200000762939453,41200
2024-11-05 00:00:00+00:00,27.309999465942383,27.6200008392334,26.200000762939453,26.200000762939453,33400
2024-11-06 00:00:00+00:00,27.049999237060547,28.5,26.809999465942383,27.68000030517578,37900
2024-11-07 00:00:00+00:00,27.75,28.5,27.6200008392334,28.0,11800
2024-11-08 00:00:00+00:00,28.209999084472656,29.170000076293945,28.190000534057617,28.190000534057617,15600
2024-11-11 00:00:00+00:00,29.239999771118164,29.239999771118164,26.65999984741211,27.979999542236328,14500
2024-11-12 00:00:00+00:00,27.979999542236328,28.450000762939453,27.719999313354492,28.290000915527344,11400
2024-11-13 00:00:00+00:00,28.489999771118164,28.809999465942383,27.600000381469727,28.260000228881836,42400
2024-11-14 00:00:00+00:00,28.399999618530273,33.45000076293945,27.399999618530273,31.6299991607666,90400
2024-11-15 00:00:00+00:00,33.40999984741211,33.40999984741211,27.520000457763672,31.690000534057617,63100
2024-11-18 00:00:00+00:00,32.09000015258789,32.95000076293945,30.530000686645508,32.95000076293945,68800
2024-11-19 00:00:00+00:00,32.779998779296875,36.20000076293945,30.899999618530273,36.20000076293945,64000
2024-11-20 00:00:00+00:00,36.83000183105469,36.83000183105469,33.20000076293945,34.11000061035156,56300
2024-11-21 00:00:00+00:00,34.15999984741211,36.77000045776367,33.709999084472656,33.7599983215332,28600
2024-11-22 00:00:00+00:00,33.70000076293945,34.5,32.529998779296875,33.04999923706055,43600
2024-11-25 00:00:00+00:00,32.939998626708984,34.9900016784668,32.939998626708984,34.5,31200
2024-11-26 00:00:00+00:00,34.099998474121094,34.959999084472656,31.020000457763672,33.29999923706055,31400
2024-11-27 00:00:00+00:00,32.970001220703125,34.970001220703125,31.790000915527344,33.470001220703125,14600
2024-11-29 00:00:00+00:00,32.349998474121094,33.56999969482422,32.349998474121094,33.18000030517578,8000
2024-12-02 00:00:00+00:00,33.900001525878906,34.970001220703125,33.66999816894531,34.56999969482422,34000
2024-12-03 00:00:00+00:00,34.59000015258789,35.0,33.04999923706055,33.689998626708984,40800
2024-12-04 00:00:00+00:00,34.22999954223633,34.22999954223633,33.2599983215332,33.95000076293945,14300
2024-12-05 00:00:00+00:00,33.95000076293945,34.099998474121094,32.779998779296875,33.869998931884766,24400
2024-12-06 00:00:00+00:00,33.459999084472656,34.5,33.0099983215332,33.95000076293945,22700
2024-12-09 00:00:00+00:00,33.900001525878906,33.900001525878906,32.25,33.65999984741211,46800
2024-12-10 00:00:00+00:00,33.65999984741211,33.65999984741211,32.77000045776367,33.470001220703125,17500
2024-12-11 00:00:00+00:00,33.5,37.0,32.75,36.900001525878906,26200
2024-12-12 00:00:00+00:00,36.900001525878906,37.75,35.45000076293945,36.959999084472656,24700
2024-12-13 00:00:00+00:00,36.310001373291016,37.970001220703125,35.04999923706055,35.86000061035156,22200
2024-12-16 00:00:00+00:00,35.880001068115234,37.630001068115234,35.27000045776367,37.630001068115234,24900
2024-12-17 00:00:00+00:00,37.150001525878906,37.33000183105469,33.68000030517578,34.54999923706055,27700
2024-12-18 00:00:00+00:00,33.79999923706055,34.5,31.18000030517578,31.8700008392334,32600
2024-12-19 00:00:00+00:00,31.65999984741211,34.630001068115234,31.510000228881836,34.060001373291016,35100
2024-12-20 00:00:00+00:00,33.68000030517578,38.70000076293945,31.049999237060547,38.400001525878906,80000
2024-12-23 00:00:00+00:00,37.599998474121094,38.0,35.7400016784668,37.7599983215332,31600
2024-12-24 00:00:00+00:00,37.040000915527344,37.95000076293945,36.459999084472656,37.060001373291016,22100
2024-12-26 00:00:00+00:00,36.72999954223633,37.75,36.34000015258789,37.27000045776367,12500
2024-12-27 00:00:00+00:00,37.5,37.5,34.7400016784668,35.779998779296875,19200
2024-12-30 00:00:00+00:00,35.779998779296875,35.790000915527344,34.040000915527344,34.90999984741211,23700
2024-12-31 00:00:00+00:00,34.11000061035156,36.11000061035156,33.900001525878906,34.290000915527344,80000
2025-01-02 00:00:00+00:00,34.54999923706055,35.0,32.849998474121094,33.849998474121094,37300
2025-01-03 00:00:00+00:00,33.79999923706055,35.0,33.0,33.279998779296875,13600
2025-01-06 00:00:00+00:00,33.5,36.34000015258789,32.9900016784668,33.599998474121094,15000
2025-01-07 00:00:00+00:00,33.5,33.5,31.780000686645508,32.599998474121094,17000
2025-01-08 00:00:00+00:00,32.380001068115234,32.380001068115234,31.270000457763672,32.06999969482422,28600
2025-01-10 00:00:00+00:00,31.360000610351562,32.4900016784668,29.469999313354492,31.440000534057617,33200
2025-01-13 00:00:00+00:00,31.0,31.420000076293945,30.0,31.110000610351562,25200
2025-01-14 00:00:00+00:00,31.639999389648438,31.639999389648438,30.600000381469727,31.299999237060547,44400
2025-01-15 00:00:00+00:00,32.279998779296875,33.599998474121094,31.899999618530273,32.599998474121094,50400
2025-01-16 00:00:00+00:00,32.68000030517578,33.150001525878906,31.649999618530273,32.58000183105469,15100
2025-01-17 00:00:00+00:00,32.29999923706055,35.0,32.29999923706055,34.790000915527344,20500
2025-01-21 00:00:00+00:00,34.7599983215332,34.95000076293945,32.18000030517578,32.18000030517578,38300
2025-01-22 00:00:00+00:00,32.36000061035156,32.36000061035156,30.0,31.270000457763672,32200
2025-01-23 00:00:00+00:00,30.93000030517578,33.5099983215332,30.350000381469727,33.5,36500
2025-01-24 00:00:00+00:00,33.310001373291016,34.470001220703125,32.5099983215332,32.5099983215332,17400
2025-01-27 00:00:00+00:00,32.13999938964844,32.13999938964844,28.899999618530273,30.309999465942383,49300
2025-01-28 00:00:00+00:00,30.020000457763672,31.799999237060547,29.6200008392334,31.200000762939453,36900
2025-01-29 00:00:00+00:00,31.149999618530273,33.9900016784668,31.149999618530273,33.9900016784668,21900
2025-01-30 00:00:00+00:00,33.709999084472656,34.970001220703125,33.4900016784668,33.4900016784668,20700
2025-01-31 00:00:00+00:00,33.9900016784668,34.7400016784668,32.72999954223633,33.459999084472656,23300
2025-02-03 00:00:00+00:00,34.97999954223633,34.97999954223633,31.479999542236328,34.150001525878906,26800
2025-02-04 00:00:00+00:00,34.93000030517578,35.27000045776367,33.619998931884766,34.04999923706055,19200
2025-02-05 00:00:00+00:00,33.970001220703125,34.7599983215332,33.970001220703125,34.189998626708984,9200
