"('date', '')","('open', 'CMU')","('high', 'CMU')","('low', 'CMU')","('close', 'CMU')","('volume', 'CMU')"
1987-03-19 00:00:00+00:00,0.6986773610115051,0.6986773610115051,0.6986773610115051,0.6986773610115051,3132400
1987-03-20 00:00:00+00:00,0.6986773610115051,0.6986773610115051,0.6986773610115051,0.6986773610115051,740200
1987-03-23 00:00:00+00:00,0.6986779200879834,0.6986779200879834,0.6899444460868835,0.6899444460868835,286100
1987-03-24 00:00:00+00:00,0.6899444460868835,0.6986779200879834,0.6899444460868835,0.6899444460868835,168900
1987-03-25 00:00:00+00:00,0.6986779200879834,0.6986779200879834,0.6899444460868835,0.6899444460868835,97500
1987-03-26 00:00:00+00:00,0.6899444460868835,0.6986779200879834,0.6899444460868835,0.6899444460868835,123400
1987-03-27 00:00:00+00:00,0.6899444460868835,0.6986779200879834,0.6899444460868835,0.6899444460868835,103500
1987-03-30 00:00:00+00:00,0.6899444460868835,0.6986779200879834,0.6899444460868835,0.6899444460868835,160900
1987-03-31 00:00:00+00:00,0.6899444460868835,0.6986779200879834,0.6899444460868835,0.6899444460868835,146100
1987-04-01 00:00:00+00:00,0.6812099814414978,0.6899434427420298,0.6812099814414978,0.6812099814414978,49800
1987-04-02 00:00:00+00:00,0.672476828098297,0.681210293398275,0.672476828098297,0.6724768280982971,77500
1987-04-03 00:00:00+00:00,0.672476828098297,0.681210293398275,0.6637433627983191,0.6724768280982971,183400
1987-04-06 00:00:00+00:00,0.672476828098297,0.672476828098297,0.6637433627983191,0.6724768280982971,41500
1987-04-07 00:00:00+00:00,0.6637433627983191,0.672476828098297,0.6637433627983191,0.6724768280982971,51400
1987-04-08 00:00:00+00:00,0.672476828098297,0.672476828098297,0.6637433627983191,0.6724768280982971,29000
1987-04-09 00:00:00+00:00,0.6637433627983191,0.672476828098297,0.6637433627983191,0.6724768280982971,30800
1987-04-10 00:00:00+00:00,0.6637433627983191,0.672476828098297,0.6637433627983191,0.6724768280982971,24000
1987-04-13 00:00:00+00:00,0.663743257522583,0.6724767214373538,0.663743257522583,0.663743257522583,30800
1987-04-14 00:00:00+00:00,0.6550092870990435,0.6637427442603641,0.6200754584537612,0.6288089156150818,59000
1987-04-15 00:00:00+00:00,0.6375423727764024,0.6462758299377229,0.6200754584537612,0.6288089156150818,47000
1987-04-16 00:00:00+00:00,0.6375424789415823,0.6550093961728586,0.6288090203259442,0.6462759375572205,58500
1987-04-20 00:00:00+00:00,0.6550093961728586,0.6637428547884967,0.6462759375572205,0.6462759375572205,34300
1987-04-21 00:00:00+00:00,0.6375427842140198,0.6462762470114721,0.6375427842140198,0.6375427842140198,24100
1987-04-22 00:00:00+00:00,0.6462761656443279,0.6637430890401205,0.6375427039464315,0.6550096273422241,37100
1987-04-23 00:00:00+00:00,0.6550096273422241,0.6637430890401205,0.6462761656443279,0.6550096273422241,30800
1987-04-24 00:00:00+00:00,0.6406179070472716,0.6581690825828134,0.6406179070472716,0.6406179070472717,25500
1987-04-27 00:00:00+00:00,0.6493930816650391,0.6493930816650391,0.6406174994803764,0.6493930816650391,16400
1987-04-28 00:00:00+00:00,0.6406177989641826,0.6669445578257244,0.6406177989641826,0.6581689715385437,31300
1987-04-29 00:00:00+00:00,0.6581690358488183,0.6669446229934692,0.6493934487041674,0.6669446229934692,14900
1987-04-30 00:00:00+00:00,0.6669446229934692,0.6669446229934692,0.6581690358488183,0.6669446229934692,15800
1987-05-01 00:00:00+00:00,0.6581689715385437,0.6669445578257244,0.6493933852513631,0.6581689715385437,10300
1987-05-04 00:00:00+00:00,0.6581686638497017,0.6581686638497017,0.6493930816650391,0.6493930816650391,7600
1987-05-05 00:00:00+00:00,0.6493930816650391,0.6669442460343644,0.6493930816650391,0.6493930816650391,10900
1987-05-06 00:00:00+00:00,0.6581689715385437,0.6669445578257244,0.6493933852513631,0.6581689715385437,16700
1987-05-07 00:00:00+00:00,0.6581689715385437,0.6669445578257244,0.6493933852513631,0.6581689715385437,13900
1987-05-08 00:00:00+00:00,0.6581686638497017,0.6669442460343644,0.6493930816650391,0.6493930816650391,10800
1987-05-11 00:00:00+00:00,0.6493933852513631,0.6581689715385437,0.6493933852513631,0.6581689715385437,19500
1987-05-12 00:00:00+00:00,0.6493933852513631,0.6581689715385437,0.6406177989641826,0.6581689715385437,25000
1987-05-13 00:00:00+00:00,0.6581686638497017,0.6581686638497017,0.6493930816650391,0.6493930816650391,28100
1987-05-14 00:00:00+00:00,0.6493930816650391,0.6581686638497017,0.6406174994803764,0.6493930816650391,27300
1987-05-15 00:00:00+00:00,0.6493930816650391,0.6581686638497017,0.6406174994803764,0.6493930816650391,15200
1987-05-18 00:00:00+00:00,0.6406179070472716,0.6493934948150425,0.6318423192795009,0.6406179070472717,27900
1987-05-19 00:00:00+00:00,0.6318423192795009,0.6493934948150425,0.6318423192795009,0.6406179070472717,27000
1987-05-20 00:00:00+00:00,0.6318423192795009,0.6581690825828134,0.6318423192795009,0.6406179070472717,34000
1987-05-21 00:00:00+00:00,0.6406179070472716,0.6493934948150425,0.6406179070472716,0.6406179070472717,20000
1987-05-22 00:00:00+00:00,0.6533307433128358,0.6533307433128358,0.6356731556557321,0.6533307433128357,13700
1987-05-26 00:00:00+00:00,0.6533307433128358,0.6621595371413875,0.644501949484284,0.6533307433128357,19300
1987-05-27 00:00:00+00:00,0.6621601238642653,0.6621601238642653,0.6356737189096947,0.6445025205612183,22100
1987-05-28 00:00:00+00:00,0.6445025205612183,0.6445025205612183,0.6445025205612183,0.6445025205612183,7400
1987-05-29 00:00:00+00:00,0.6621599793434143,0.6621599793434143,0.6533311796188355,0.6621599793434143,16600
1987-06-01 00:00:00+00:00,0.6533307433128358,0.6621595371413875,0.6533307433128358,0.6533307433128357,11200
1987-06-02 00:00:00+00:00,0.6533313222127417,0.6533313222127417,0.6445025205612183,0.6445025205612183,6000
1987-06-03 00:00:00+00:00,0.6533313222127417,0.6533313222127417,0.6356737189096947,0.6445025205612183,8900
1987-06-04 00:00:00+00:00,0.6533313222127417,0.6533313222127417,0.6445025205612183,0.6445025205612183,5100
1987-06-05 00:00:00+00:00,0.644501949484284,0.6533307433128358,0.644501949484284,0.6533307433128357,10400
1987-06-08 00:00:00+00:00,0.6533307433128358,0.6533307433128358,0.644501949484284,0.6533307433128357,10100
1987-06-09 00:00:00+00:00,0.6533307433128358,0.6621595371413875,0.644501949484284,0.6533307433128357,18500
1987-06-10 00:00:00+00:00,0.6621595371413875,0.6621595371413875,0.6533307433128358,0.6533307433128357,16200
1987-06-11 00:00:00+00:00,0.6533307433128358,0.6621595371413875,0.6533307433128358,0.6533307433128357,8200
1987-06-12 00:00:00+00:00,0.6533307433128358,0.6533307433128358,0.644501949484284,0.6533307433128357,21800
1987-06-15 00:00:00+00:00,0.6533313222127417,0.6533313222127417,0.6445025205612183,0.6445025205612183,15700
1987-06-16 00:00:00+00:00,0.6445020563165907,0.6445020563165907,0.6268444657325745,0.6268444657325745,71000
1987-06-17 00:00:00+00:00,0.6356732845306396,0.6445020801491208,0.6356732845306396,0.6356732845306396,118100
1987-06-18 00:00:00+00:00,0.644501949484284,0.6533307433128358,0.6356731556557321,0.6533307433128357,32600
1987-06-19 00:00:00+00:00,0.6445023798942565,0.6621599793434143,0.6445023798942565,0.6621599793434143,18400
1987-06-22 00:00:00+00:00,0.6621595371413875,0.6621595371413875,0.644501949484284,0.6533307433128357,17100
1987-06-23 00:00:00+00:00,0.644501949484284,0.6621595371413875,0.644501949484284,0.6533307433128357,25400
1987-06-24 00:00:00+00:00,0.6572390198707581,0.6572390198707581,0.6483574114941262,0.6572390198707581,9400
1987-06-25 00:00:00+00:00,0.6572390198707581,0.6661206282473899,0.6483574114941262,0.6572390198707581,8400
1987-06-26 00:00:00+00:00,0.6572390198707581,0.6661206282473899,0.6572390198707581,0.6572390198707581,7400
1987-06-29 00:00:00+00:00,0.6483570830027262,0.6661202907562256,0.6483570830027262,0.6661202907562256,35600
1987-06-30 00:00:00+00:00,0.6661206282473899,0.6661206282473899,0.6572390198707581,0.6572390198707581,25300
1987-07-01 00:00:00+00:00,0.6572390198707581,0.6661206282473899,0.6572390198707581,0.6572390198707581,17800
1987-07-02 00:00:00+00:00,0.6661206282473899,0.6661206282473899,0.6572390198707581,0.6572390198707581,9500
