"('date', '')","('open', 'CSL')","('high', 'CSL')","('low', 'CSL')","('close', 'CSL')","('volume', 'CSL')"
1973-02-21 00:00:00+00:00,0.3472577631473541,0.3510526970534014,0.3472577631473541,0.3472577631473541,64000
1973-02-22 00:00:00+00:00,0.3472576803858648,0.3529505431652069,0.3472576803858648,0.3529505431652069,22400
1973-02-23 00:00:00+00:00,0.35295051187341686,0.35295051187341686,0.3491551159313688,0.35105258226394653,22400
1973-02-26 00:00:00+00:00,0.3472575943104695,0.3472575943104695,0.343462198972702,0.343462198972702,51200
1973-02-27 00:00:00+00:00,0.34346236064617797,0.34346236064617797,0.3415648937225342,0.3415648937225342,25600
1973-02-28 00:00:00+00:00,0.33777011794807715,0.33777011794807715,0.3339747190475464,0.3339747190475464,70400
1973-03-01 00:00:00+00:00,0.33207717537879944,0.33207717537879944,0.33207717537879944,0.33207717537879944,57600
1973-03-02 00:00:00+00:00,0.33207717537879944,0.33207717537879944,0.33207717537879944,0.33207717537879944,12800
1973-03-05 00:00:00+00:00,0.33207717537879944,0.3339746427569954,0.33207717537879944,0.33207717537879944,16000
1973-03-06 00:00:00+00:00,0.33587201823414714,0.34536027908325195,0.33587201823414714,0.34536027908325195,70400
1973-03-07 00:00:00+00:00,0.34346236064617797,0.34346236064617797,0.3415648937225342,0.3415648937225342,19200
1973-03-08 00:00:00+00:00,0.34156473294222767,0.343462198972702,0.34156473294222767,0.343462198972702,16000
1973-03-09 00:00:00+00:00,0.33966736108309453,0.33966736108309453,0.33587196469306946,0.33587196469306946,28800
1973-03-12 00:00:00+00:00,0.33587218685918496,0.33966758575971573,0.3339747190475464,0.3339747190475464,38400
1973-03-13 00:00:00+00:00,0.33207717537879944,0.33207717537879944,0.33207717537879944,0.33207717537879944,19200
1973-03-14 00:00:00+00:00,0.33207717537879944,0.33207717537879944,0.33207717537879944,0.33207717537879944,0
1973-03-15 00:00:00+00:00,0.33207717537879944,0.33587211013519136,0.33207717537879944,0.33207717537879944,16000
1973-03-16 00:00:00+00:00,0.33207717537879944,0.33207717537879944,0.3301797080006035,0.33207717537879944,9600
1973-03-19 00:00:00+00:00,0.33207725123590787,0.3339747190475464,0.3301797834242693,0.3339747190475464,16000
1973-03-20 00:00:00+00:00,0.33397444501016904,0.33397444501016904,0.33017951250076294,0.33017951250076294,16000
1973-03-21 00:00:00+00:00,0.326384272142372,0.326384272142372,0.32069140739038265,0.32258933782577515,35200
1973-03-22 00:00:00+00:00,0.318793978716211,0.318793978716211,0.3149990439414978,0.3149990439414978,16000
1973-03-23 00:00:00+00:00,0.3149990439414978,0.3149990439414978,0.30930617850227793,0.3149990439414978,41600
1973-03-26 00:00:00+00:00,0.31689637899398804,0.32069131218394986,0.31689637899398804,0.31689637899398804,41600
1973-03-27 00:00:00+00:00,0.31879377365112305,0.31879377365112305,0.31879377365112305,0.31879377365112305,3200
1973-03-28 00:00:00+00:00,0.31879394023208424,0.32258933782577515,0.31879394023208424,0.32258933782577515,32000
1973-03-29 00:00:00+00:00,0.32069123981792863,0.32069123981792863,0.31879377365112305,0.31879377365112305,41600
1973-03-30 00:00:00+00:00,0.318793978716211,0.318793978716211,0.31120364588963456,0.3149990439414978,41600
1973-04-02 00:00:00+00:00,0.31689637899398804,0.31689637899398804,0.31689637899398804,0.31689637899398804,19200
1973-04-03 00:00:00+00:00,0.31689627497384365,0.31689627497384365,0.30740848183631897,0.30740848183631897,41600
1973-04-04 00:00:00+00:00,0.3074084314702077,0.31120336279273036,0.3036130368709564,0.3036130368709564,41600
1973-04-05 00:00:00+00:00,0.3036131203175834,0.3036131203175834,0.2998181879520416,0.2998181879520416,28800
1973-04-06 00:00:00+00:00,0.3036130866152264,0.30740848183631897,0.3036130866152264,0.30740848183631897,22400
1973-04-09 00:00:00+00:00,0.3055106997489929,0.3055106997489929,0.3055106997489929,0.3055106997489929,9600
1973-04-10 00:00:00+00:00,0.30740871111492135,0.3149990439414978,0.30740871111492135,0.3149990439414978,35200
1973-04-11 00:00:00+00:00,0.31499884131751194,0.31879377365112305,0.31499884131751194,0.31879377365112305,57600
1973-04-12 00:00:00+00:00,0.3225894301558583,0.32638436555862427,0.3225894301558583,0.32638436555862427,38400
1973-04-13 00:00:00+00:00,0.3263843426426027,0.3377700746059418,0.3263843426426027,0.3377700746059418,73600
1973-04-16 00:00:00+00:00,0.343462198972702,0.343462198972702,0.343462198972702,0.343462198972702,25600
1973-04-17 00:00:00+00:00,0.3415648937225342,0.3415648937225342,0.33966742679889045,0.3415648937225342,12800
1973-04-18 00:00:00+00:00,0.3377698945265556,0.3377698945265556,0.33587196469306946,0.33587196469306946,16000
1973-04-19 00:00:00+00:00,0.33587196469306946,0.33587196469306946,0.33587196469306946,0.33587196469306946,9600
1973-04-23 00:00:00+00:00,0.33587211013519136,0.33587211013519136,0.33207717537879944,0.33207717537879944,38400
1973-04-24 00:00:00+00:00,0.332076978755466,0.3377698407964486,0.33017951250076294,0.33017951250076294,60800
1973-04-25 00:00:00+00:00,0.33017951250076294,0.33017951250076294,0.33017951250076294,0.33017951250076294,44800
1973-04-26 00:00:00+00:00,0.32638436555862427,0.32638436555862427,0.32638436555862427,0.32638436555862427,3200
1973-04-27 00:00:00+00:00,0.32258936713700254,0.32258936713700254,0.32069143652915955,0.32069143652915955,9600
1973-04-30 00:00:00+00:00,0.31879384558896895,0.31879384558896895,0.31689637899398804,0.31689637899398804,44800
1973-05-01 00:00:00+00:00,0.31689637899398804,0.31689637899398804,0.31689637899398804,0.31689637899398804,12800
