"('date', '')","('open', 'ASG')","('high', 'ASG')","('low', 'ASG')","('close', 'ASG')","('volume', 'ASG')"
2025-09-26 00:00:00+00:00,5.489999771118164,5.539999961853027,5.465000152587891,5.489999771118164,163252
