"('date', '')","('open', 'AIP')","('high', 'AIP')","('low', 'AIP')","('close', 'AIP')","('volume', 'AIP')"
2024-01-02 00:00:00+00:00,5.960000038146973,5.960000038146973,5.510000228881836,5.599999904632568,96600
2024-01-03 00:00:00+00:00,5.489999771118164,5.681000232696533,5.360000133514404,5.409999847412109,97600
2024-01-04 00:00:00+00:00,5.400000095367432,5.75,5.400000095367432,5.550000190734863,122600
2024-01-05 00:00:00+00:00,5.53000020980835,5.650000095367432,5.364999771118164,5.389999866485596,105000
2024-01-08 00:00:00+00:00,5.400000095367432,5.578000068664551,5.289999961853027,5.389999866485596,164200
2024-01-09 00:00:00+00:00,5.449999809265137,5.801000118255615,5.25,5.28000020980835,102200
2024-01-10 00:00:00+00:00,5.300000190734863,5.36299991607666,5.230000019073486,5.295000076293945,92500
2024-01-11 00:00:00+00:00,5.320000171661377,5.320000171661377,5.065000057220459,5.199999809265137,139200
2024-01-12 00:00:00+00:00,5.25,5.284999847412109,5.150000095367432,5.230000019073486,85000
2024-01-16 00:00:00+00:00,5.21999979019165,5.289999961853027,5.059999942779541,5.190000057220459,74200
2024-01-17 00:00:00+00:00,5.25,5.25,4.830999851226807,4.980000019073486,131000
2024-01-18 00:00:00+00:00,5.139999866485596,5.166999816894531,4.909999847412109,5.090000152587891,87000
2024-01-19 00:00:00+00:00,5.110000133514404,5.269999980926514,5.03000020980835,5.239999771118164,126600
2024-01-22 00:00:00+00:00,5.239999771118164,5.550000190734863,5.199999809265137,5.550000190734863,220900
2024-01-23 00:00:00+00:00,5.639999866485596,5.949999809265137,5.559999942779541,5.880000114440918,103000
2024-01-24 00:00:00+00:00,6.0,6.599999904632568,5.900000095367432,6.210000038146973,268100
2024-01-25 00:00:00+00:00,6.260000228881836,6.260000228881836,5.699999809265137,5.929999828338623,141400
2024-01-26 00:00:00+00:00,5.960000038146973,6.230000019073486,5.960000038146973,6.010000228881836,74000
2024-01-29 00:00:00+00:00,6.019999980926514,6.329999923706055,6.019999980926514,6.300000190734863,48200
2024-01-30 00:00:00+00:00,6.329999923706055,6.599999904632568,6.300000190734863,6.539999961853027,112500
2024-01-31 00:00:00+00:00,6.539999961853027,6.590000152587891,6.159999847412109,6.190000057220459,81400
2024-02-01 00:00:00+00:00,6.170000076293945,6.190000057220459,6.010000228881836,6.159999847412109,94500
2024-02-02 00:00:00+00:00,6.130000114440918,6.25,6.050000190734863,6.25,72800
2024-02-05 00:00:00+00:00,6.159999847412109,6.409999847412109,6.070000171661377,6.230000019073486,86100
2024-02-06 00:00:00+00:00,6.239999771118164,6.519999980926514,6.190000057220459,6.400000095367432,85000
2024-02-07 00:00:00+00:00,6.449999809265137,6.670000076293945,6.269999980926514,6.510000228881836,110100
2024-02-08 00:00:00+00:00,6.510000228881836,6.880000114440918,6.460000038146973,6.820000171661377,165500
2024-02-09 00:00:00+00:00,6.889999866485596,7.0,6.789999961853027,6.96999979019165,154100
2024-02-12 00:00:00+00:00,6.900000095367432,7.170000076293945,6.860000133514404,6.880000114440918,159800
2024-02-13 00:00:00+00:00,6.570000171661377,7.070000171661377,6.46999979019165,6.96999979019165,251900
2024-02-14 00:00:00+00:00,7.199999809265137,7.659999847412109,7.019999980926514,7.579999923706055,260600
2024-02-15 00:00:00+00:00,7.679999828338623,7.860000133514404,7.460000038146973,7.800000190734863,292400
2024-02-16 00:00:00+00:00,7.800000190734863,7.800000190734863,7.309999942779541,7.420000076293945,189600
2024-02-20 00:00:00+00:00,7.480000019073486,7.590000152587891,6.840000152587891,6.889999866485596,501000
2024-02-21 00:00:00+00:00,7.0,7.340000152587891,6.570000171661377,6.860000133514404,385300
2024-02-22 00:00:00+00:00,6.929999828338623,7.329999923706055,6.889999866485596,7.03000020980835,315800
2024-02-23 00:00:00+00:00,7.03000020980835,7.03000020980835,6.300000190734863,6.590000152587891,349400
2024-02-26 00:00:00+00:00,6.650000095367432,6.829999923706055,6.53000020980835,6.599999904632568,261700
2024-02-27 00:00:00+00:00,6.630000114440918,6.630000114440918,6.309999942779541,6.579999923706055,254000
2024-02-28 00:00:00+00:00,6.570000171661377,6.739999771118164,6.460000038146973,6.480000019073486,98200
2024-02-29 00:00:00+00:00,6.619999885559082,7.039999961853027,6.619999885559082,7.03000020980835,169100
2024-03-01 00:00:00+00:00,7.03000020980835,7.409999847412109,6.829999923706055,7.380000114440918,273500
2024-03-04 00:00:00+00:00,7.5,7.5,6.949999809265137,7.260000228881836,303300
2024-03-05 00:00:00+00:00,7.170000076293945,7.25,6.949999809265137,7.03000020980835,148300
2024-03-06 00:00:00+00:00,7.130000114440918,7.210000038146973,6.949999809265137,6.960000038146973,89400
2024-03-07 00:00:00+00:00,7.039999961853027,7.230000019073486,6.960000038146973,7.190000057220459,78300
2024-03-08 00:00:00+00:00,7.269999980926514,7.46999979019165,7.110000133514404,7.125,157400
2024-03-11 00:00:00+00:00,7.079999923706055,7.090000152587891,6.900000095367432,6.940000057220459,100400
2024-03-12 00:00:00+00:00,6.960000038146973,7.050000190734863,6.769999980926514,6.829999923706055,151400
2024-03-13 00:00:00+00:00,6.820000171661377,6.869999885559082,6.619999885559082,6.619999885559082,67300
2024-03-14 00:00:00+00:00,6.590000152587891,6.610000133514404,6.409999847412109,6.429999828338623,137200
2024-03-15 00:00:00+00:00,6.400000095367432,6.570000171661377,6.360000133514404,6.480000019073486,228800
2024-03-18 00:00:00+00:00,6.570000171661377,6.639999866485596,6.300000190734863,6.320000171661377,100600
2024-03-19 00:00:00+00:00,6.260000228881836,6.760000228881836,6.199999809265137,6.579999923706055,140800
2024-03-20 00:00:00+00:00,6.599999904632568,6.960000038146973,6.539999961853027,6.909999847412109,91400
2024-03-21 00:00:00+00:00,7.0,7.380000114440918,6.829999923706055,7.289999961853027,229600
2024-03-22 00:00:00+00:00,7.320000171661377,7.349999904632568,6.940000057220459,7.059999942779541,68700
2024-03-25 00:00:00+00:00,7.019999980926514,7.239999771118164,6.809999942779541,6.974999904632568,78800
2024-03-26 00:00:00+00:00,7.110000133514404,7.820000171661377,7.002999782562256,7.449999809265137,270700
2024-03-27 00:00:00+00:00,7.53000020980835,7.599999904632568,7.349999904632568,7.5,74700
2024-03-28 00:00:00+00:00,7.5,7.699999809265137,7.28000020980835,7.320000171661377,71600
2024-04-01 00:00:00+00:00,7.289999961853027,7.400000095367432,7.119999885559082,7.260000228881836,95300
2024-04-02 00:00:00+00:00,7.130000114440918,7.190000057220459,6.909999847412109,7.099999904632568,81500
2024-04-03 00:00:00+00:00,7.050000190734863,7.610000133514404,6.960000038146973,7.510000228881836,181300
2024-04-04 00:00:00+00:00,7.610000133514404,7.699999809265137,6.985000133514404,7.059999942779541,124900
2024-04-05 00:00:00+00:00,7.28000020980835,7.455999851226807,7.019999980926514,7.150000095367432,132900
2024-04-08 00:00:00+00:00,7.170000076293945,7.255000114440918,7.019999980926514,7.21999979019165,76500
2024-04-09 00:00:00+00:00,7.21999979019165,7.71999979019165,7.210000038146973,7.699999809265137,101900
2024-04-10 00:00:00+00:00,7.46999979019165,7.5,7.25,7.440000057220459,83300
2024-04-11 00:00:00+00:00,7.389999866485596,7.418000221252441,7.079999923706055,7.170000076293945,82700
2024-04-12 00:00:00+00:00,7.179999828338623,7.260000228881836,7.045000076293945,7.179999828338623,53000
2024-04-15 00:00:00+00:00,7.260000228881836,7.284999847412109,7.110000133514404,7.25,127800
2024-04-16 00:00:00+00:00,7.230000019073486,7.309999942779541,7.0,7.010000228881836,101600
2024-04-17 00:00:00+00:00,7.050000190734863,7.105000019073486,6.75,6.75,114000
2024-04-18 00:00:00+00:00,6.739999771118164,6.860000133514404,6.53000020980835,6.710000038146973,67800
2024-04-19 00:00:00+00:00,6.630000114440918,6.675000190734863,6.389999866485596,6.389999866485596,68000
2024-04-22 00:00:00+00:00,6.46999979019165,6.539999961853027,6.210000038146973,6.5,110700
2024-04-23 00:00:00+00:00,6.510000228881836,6.820000171661377,6.5,6.519999980926514,60000
2024-04-24 00:00:00+00:00,6.599999904632568,6.760000228881836,6.502999782562256,6.650000095367432,55000
2024-04-25 00:00:00+00:00,6.5,6.860000133514404,6.4029998779296875,6.760000228881836,56800
2024-04-26 00:00:00+00:00,6.760000228881836,6.956999778747559,6.679999828338623,6.699999809265137,82300
2024-04-29 00:00:00+00:00,6.75,6.885000228881836,6.570000171661377,6.630000114440918,68700
2024-04-30 00:00:00+00:00,6.590000152587891,6.880000114440918,6.570000171661377,6.630000114440918,85100
2024-05-01 00:00:00+00:00,6.639999866485596,6.659999847412109,6.239999771118164,6.25,116800
2024-05-02 00:00:00+00:00,6.329999923706055,6.5,5.760000228881836,5.929999828338623,197300
2024-05-03 00:00:00+00:00,6.449999809265137,8.239999771118164,6.434999942779541,8.210000038146973,1105100
2024-05-06 00:00:00+00:00,8.25,9.539999961853027,8.130000114440918,9.460000038146973,900400
2024-05-07 00:00:00+00:00,9.5,9.5,8.59000015258789,8.819999694824219,331500
2024-05-08 00:00:00+00:00,8.6899995803833,8.890000343322754,8.5,8.710000038146973,184800
2024-05-09 00:00:00+00:00,8.710000038146973,8.720000267028809,8.359999656677246,8.420000076293945,143600
2024-05-10 00:00:00+00:00,8.470000267028809,8.585000038146973,8.050000190734863,8.270000457763672,104000
2024-05-13 00:00:00+00:00,7.71999979019165,8.239999771118164,7.353000164031982,8.050000190734863,154000
2024-05-14 00:00:00+00:00,8.079999923706055,8.430000305175781,8.079999923706055,8.369999885559082,113700
2024-05-15 00:00:00+00:00,8.289999961853027,8.5600004196167,7.96999979019165,8.210000038146973,388000
2024-05-16 00:00:00+00:00,8.140000343322754,8.220000267028809,7.869999885559082,8.140000343322754,160400
2024-05-17 00:00:00+00:00,8.130000114440918,8.25,7.829999923706055,8.140000343322754,152900
2024-05-20 00:00:00+00:00,8.220000267028809,8.680000305175781,8.210000038146973,8.619999885559082,193400
2024-05-21 00:00:00+00:00,8.5,8.729999542236328,8.010000228881836,8.15999984741211,217100
2024-05-22 00:00:00+00:00,8.109999656677246,8.267000198364258,7.880000114440918,7.949999809265137,111200
2024-05-23 00:00:00+00:00,8.069999694824219,8.48900032043457,7.53000020980835,7.690000057220459,102800
2024-05-24 00:00:00+00:00,7.96999979019165,8.149999618530273,7.71999979019165,8.130000114440918,146200
2024-05-28 00:00:00+00:00,8.260000228881836,8.373000144958496,8.0600004196167,8.289999961853027,187300
2024-05-29 00:00:00+00:00,8.140000343322754,8.213000297546387,7.829999923706055,7.96999979019165,193300
2024-05-30 00:00:00+00:00,7.920000076293945,8.15999984741211,7.849999904632568,8.050000190734863,113900
2024-05-31 00:00:00+00:00,8.119999885559082,8.170000076293945,7.650000095367432,8.170000076293945,149700
2024-06-03 00:00:00+00:00,8.220000267028809,8.220000267028809,7.699999809265137,7.760000228881836,182100
2024-06-04 00:00:00+00:00,7.769999980926514,7.789999961853027,7.5,7.659999847412109,152400
2024-06-05 00:00:00+00:00,7.71999979019165,8.010000228881836,7.710000038146973,7.940000057220459,116600
2024-06-06 00:00:00+00:00,7.880000114440918,8.09000015258789,7.880000114440918,8.050000190734863,95900
2024-06-07 00:00:00+00:00,8.079999923706055,8.109999656677246,7.690000057220459,7.820000171661377,132000
2024-06-10 00:00:00+00:00,7.789999961853027,8.270000457763672,7.789999961853027,8.170000076293945,144400
2024-06-11 00:00:00+00:00,8.140000343322754,8.25,7.909999847412109,8.0600004196167,133000
2024-06-12 00:00:00+00:00,8.25,8.550000190734863,8.140000343322754,8.300000190734863,161100
2024-06-13 00:00:00+00:00,8.390000343322754,8.520000457763672,8.074999809265137,8.130000114440918,79300
2024-06-14 00:00:00+00:00,8.0600004196167,8.1899995803833,7.909999847412109,8.050000190734863,71700
2024-06-17 00:00:00+00:00,8.010000228881836,8.09000015258789,7.840000152587891,8.0,103500
2024-06-18 00:00:00+00:00,8.199999809265137,8.692999839782715,8.109999656677246,8.119999885559082,325500
2024-06-20 00:00:00+00:00,8.039999961853027,8.25,7.869999885559082,7.960000038146973,193200
2024-06-21 00:00:00+00:00,7.949999809265137,8.010000228881836,7.610000133514404,7.840000152587891,168400
2024-06-24 00:00:00+00:00,7.800000190734863,7.909999847412109,7.349999904632568,7.5,192100
2024-06-25 00:00:00+00:00,7.5,7.579999923706055,7.0,7.050000190734863,251800
2024-06-26 00:00:00+00:00,7.070000171661377,7.170000076293945,6.820000171661377,7.059999942779541,257900
2024-06-27 00:00:00+00:00,7.130000114440918,7.599999904632568,7.050000190734863,7.340000152587891,322000
2024-06-28 00:00:00+00:00,7.369999885559082,7.610000133514404,7.309999942779541,7.510000228881836,3776200
2024-07-01 00:00:00+00:00,7.510000228881836,7.525000095367432,7.079999923706055,7.099999904632568,214200
2024-07-02 00:00:00+00:00,7.019999980926514,7.255000114440918,6.889999866485596,7.210000038146973,151900
2024-07-03 00:00:00+00:00,7.230000019073486,7.360000133514404,7.150000095367432,7.210000038146973,111300
2024-07-05 00:00:00+00:00,7.179999828338623,7.309999942779541,7.070000171661377,7.289999961853027,194500
2024-07-08 00:00:00+00:00,7.360000133514404,7.639999866485596,7.309999942779541,7.619999885559082,118900
2024-07-09 00:00:00+00:00,7.630000114440918,8.029999732971191,7.599999904632568,7.869999885559082,152300
2024-07-10 00:00:00+00:00,7.980000019073486,7.980000019073486,7.670000076293945,7.730000019073486,96200
2024-07-11 00:00:00+00:00,7.889999866485596,8.130000114440918,7.75,8.050000190734863,150800
2024-07-12 00:00:00+00:00,8.170000076293945,8.329999923706055,8.0,8.220000267028809,186900
2024-07-15 00:00:00+00:00,8.319999694824219,8.579999923706055,8.3149995803833,8.510000228881836,183300
2024-07-16 00:00:00+00:00,8.539999961853027,8.869999885559082,8.494999885559082,8.8100004196167,174800
2024-07-17 00:00:00+00:00,8.600000381469727,8.729999542236328,8.40999984741211,8.630000114440918,165100
2024-07-18 00:00:00+00:00,8.65999984741211,8.789999961853027,8.279999732971191,8.420000076293945,176700
2024-07-19 00:00:00+00:00,8.399999618530273,8.529999732971191,8.050000190734863,8.0600004196167,83500
2024-07-22 00:00:00+00:00,8.119999885559082,8.699999809265137,8.071000099182129,8.6899995803833,108600
2024-07-23 00:00:00+00:00,8.649999618530273,9.3100004196167,8.600000381469727,9.079999923706055,259300
2024-07-24 00:00:00+00:00,8.960000038146973,9.100000381469727,8.75,8.930000305175781,186100
2024-07-25 00:00:00+00:00,8.970000267028809,8.970000267028809,8.479999542236328,8.670000076293945,232300
2024-07-26 00:00:00+00:00,8.890000343322754,9.029999732971191,8.680000305175781,8.90999984741211,154500
2024-07-29 00:00:00+00:00,8.970000267028809,9.0600004196167,8.454999923706055,8.619999885559082,100600
2024-07-30 00:00:00+00:00,8.680000305175781,8.680000305175781,8.010000228881836,8.0600004196167,173800
2024-07-31 00:00:00+00:00,8.09000015258789,8.350000381469727,7.909999847412109,8.1899995803833,210200
2024-08-01 00:00:00+00:00,8.1899995803833,8.229999542236328,7.460999965667725,7.599999904632568,288400
2024-08-02 00:00:00+00:00,7.920000076293945,7.940000057220459,7.110000133514404,7.480000019073486,292500
2024-08-05 00:00:00+00:00,6.949999809265137,7.510000228881836,6.75,7.03000020980835,287100
2024-08-06 00:00:00+00:00,7.03000020980835,7.269999980926514,6.585000038146973,6.699999809265137,220100
2024-08-07 00:00:00+00:00,6.860000133514404,7.070000171661377,6.659999847412109,6.690000057220459,134500
2024-08-08 00:00:00+00:00,6.849999904632568,7.184999942779541,6.789999961853027,7.090000152587891,122100
2024-08-09 00:00:00+00:00,7.090000152587891,7.235000133514404,6.980000019073486,7.159999847412109,154600
2024-08-12 00:00:00+00:00,7.21999979019165,7.21999979019165,6.860000133514404,6.920000076293945,60000
2024-08-13 00:00:00+00:00,6.980000019073486,7.190000057220459,6.980000019073486,7.130000114440918,70900
2024-08-14 00:00:00+00:00,7.309999942779541,7.309999942779541,6.789999961853027,7.0,239100
2024-08-15 00:00:00+00:00,7.230000019073486,7.574999809265137,7.144999980926514,7.489999771118164,126300
2024-08-16 00:00:00+00:00,7.449999809265137,7.639999866485596,7.429999828338623,7.53000020980835,84800
2024-08-19 00:00:00+00:00,7.519999980926514,7.730000019073486,7.49399995803833,7.710000038146973,74100
2024-08-20 00:00:00+00:00,7.670000076293945,7.880000114440918,7.599999904632568,7.869999885559082,106200
2024-08-21 00:00:00+00:00,7.960000038146973,8.170000076293945,7.920000076293945,8.069999694824219,89700
2024-08-22 00:00:00+00:00,8.109999656677246,8.270000457763672,7.855000019073486,7.929999828338623,86200
2024-08-23 00:00:00+00:00,7.869999885559082,8.350000381469727,7.869999885559082,8.34000015258789,109800
2024-08-26 00:00:00+00:00,8.40999984741211,8.48799991607666,8.140000343322754,8.25,111800
2024-08-27 00:00:00+00:00,8.15999984741211,8.38700008392334,8.09000015258789,8.260000228881836,94100
2024-08-28 00:00:00+00:00,8.270000457763672,8.359999656677246,8.140000343322754,8.25,73600
2024-08-29 00:00:00+00:00,8.350000381469727,8.5600004196167,8.229999542236328,8.510000228881836,148800
2024-08-30 00:00:00+00:00,8.529999732971191,8.630000114440918,8.359999656677246,8.579999923706055,68500
2024-09-03 00:00:00+00:00,8.520000457763672,8.539999961853027,7.679999828338623,7.690000057220459,195800
2024-09-04 00:00:00+00:00,7.610000133514404,7.650000095367432,7.320000171661377,7.489999771118164,111500
2024-09-05 00:00:00+00:00,7.510000228881836,7.510000228881836,7.139999866485596,7.28000020980835,276300
2024-09-06 00:00:00+00:00,7.28000020980835,7.28000020980835,6.730000019073486,7.050000190734863,182900
2024-09-09 00:00:00+00:00,7.070000171661377,7.210000038146973,6.76200008392334,6.849999904632568,115000
2024-09-10 00:00:00+00:00,6.840000152587891,7.03000020980835,6.679999828338623,6.949999809265137,150000
2024-09-11 00:00:00+00:00,6.880000114440918,7.119999885559082,6.74399995803833,7.099999904632568,108500
2024-09-12 00:00:00+00:00,7.170000076293945,7.269999980926514,7.039999961853027,7.079999923706055,75700
2024-09-13 00:00:00+00:00,7.170000076293945,7.440000057220459,7.170000076293945,7.329999923706055,66100
2024-09-16 00:00:00+00:00,7.360000133514404,7.445000171661377,7.099999904632568,7.130000114440918,65000
