"('date', '')","('open', 'AAP')","('high', 'AAP')","('low', 'AAP')","('close', 'AAP')","('volume', 'AAP')"
2024-01-29 00:00:00+00:00,64.19640105298407,65.9115318357875,63.37275059352593,64.88439178466797,1291000
2024-01-30 00:00:00+00:00,64.88439371670877,65.60145335528155,64.69059621208939,65.1654052734375,875200
2024-01-31 00:00:00+00:00,65.41734657273375,66.58014636188163,64.44834428414359,64.77780151367188,1775200
2024-02-01 00:00:00+00:00,64.82624282815856,67.30688587132343,64.82624282815856,67.09370422363281,1165300
2024-02-02 00:00:00+00:00,66.35726584101069,66.71579187996423,65.40764054759222,65.68865203857422,1346200
2024-02-05 00:00:00+00:00,64.87469439729195,64.93283955652177,61.65761108226187,63.11111068725586,1543500
2024-02-06 00:00:00+00:00,62.93668680192162,64.65182475062251,62.55877655415357,64.31267547607422,759000
2024-02-07 00:00:00+00:00,64.34174702504046,64.69058840557979,63.178939958942735,64.04135131835938,1087600
2024-02-08 00:00:00+00:00,62.80102406975576,63.256456242045324,61.81264517536727,62.15179443359375,1213900
2024-02-09 00:00:00+00:00,62.02583157594239,62.5103326656622,61.10527876618475,61.33783721923828,1898800
2024-02-12 00:00:00+00:00,62.01614405220285,64.40958079458163,61.94831419036177,64.00260162353516,1272500
2024-02-13 00:00:00+00:00,62.32622090414868,63.072349341631735,60.5044957420322,62.43281173706055,1609300
2024-02-14 00:00:00+00:00,62.89793070236106,62.985137343937865,61.289383646216464,62.2680778503418,1121000
2024-02-15 00:00:00+00:00,61.706058983637185,62.87855073173393,61.706058983637185,62.645992279052734,1242600
2024-02-16 00:00:00+00:00,62.374672194723495,64.59368804584864,61.957997270457064,62.49094772338867,1763000
2024-02-20 00:00:00+00:00,62.43280847939862,63.05296926058123,59.83588243585912,59.89402389526367,1914300
2024-02-21 00:00:00+00:00,59.186650475652385,60.35914213808929,58.556797627460824,59.27385711669922,1434800
2024-02-22 00:00:00+00:00,59.17696439630265,59.96185751350797,58.43083225446674,58.80874252319336,1909100
2024-02-23 00:00:00+00:00,58.45021128076044,60.12658461084865,58.45021128076044,59.206031799316406,1679800
2024-02-26 00:00:00+00:00,58.99285512460614,61.08589973419781,58.32424123913724,58.4695930480957,2037600
2024-02-27 00:00:00+00:00,60.10720236537597,62.80102716774669,59.65177386706968,62.742889404296875,2981400
2024-02-28 00:00:00+00:00,63.69250811342716,67.31657371690493,61.851402736550575,64.36111450195312,7516500
2024-02-29 00:00:00+00:00,66.97743642188722,67.75263376578181,63.67313528760192,65.4464111328125,2658600
2024-03-01 00:00:00+00:00,65.46578243578283,67.3650257495076,64.03166340371907,67.11309051513672,1937600
2024-03-04 00:00:00+00:00,66.16346655748166,67.77201369788631,65.99873796394137,67.50069427490234,2570200
2024-03-05 00:00:00+00:00,67.38441022335917,70.46583734808222,67.36502604038562,70.40769958496094,2275100
2024-03-06 00:00:00+00:00,70.97940846090286,71.08599929029661,68.1208550363609,69.67125701904297,1613900
2024-03-07 00:00:00+00:00,69.80692451295361,71.696475984865,69.80692451295361,71.39608764648438,1821900
2024-03-08 00:00:00+00:00,71.6189478849147,72.81081631333488,70.37861900202732,70.8146743774414,1671100
2024-03-11 00:00:00+00:00,70.51428117040108,73.65385336880634,68.26619654290691,73.4212875366211,3797700
2024-03-12 00:00:00+00:00,75.09766922395899,77.7624252286801,74.6131681321915,76.04729461669922,4521700
2024-03-13 00:00:00+00:00,75.97947234856147,78.44073163482419,75.45621023004006,77.43297576904297,3537600
2024-03-14 00:00:00+00:00,77.52986734639505,77.65583496973957,75.39805809115694,77.06474304199219,2579700
2024-03-15 00:00:00+00:00,76.47364366103173,79.35158106973093,76.47364366103173,79.23529815673828,5300200
2024-03-18 00:00:00+00:00,79.52601200682957,81.8419267243178,78.48917992574866,81.5802993774414,2178600
2024-03-19 00:00:00+00:00,81.58997901005708,82.70433297393751,80.39811049189002,81.23145294189453,2761200
2024-03-20 00:00:00+00:00,82.52990888786438,82.70432956539543,81.15392765006365,82.21013641357422,1522100
2024-03-21 00:00:00+00:00,83.41170708920858,85.81482828818315,82.72371644785296,83.77023315429688,2671400
2024-03-22 00:00:00+00:00,83.41170391654903,83.87682079218845,82.38455664645467,83.10162353515625,1579500
2024-03-25 00:00:00+00:00,84.02217988902358,84.65203279770982,81.27021718915145,81.63843536376953,2194600
2024-03-26 00:00:00+00:00,81.73533410520585,82.4717778473421,81.27021718915145,81.63843536376953,1698100
2024-03-27 00:00:00+00:00,82.2489067330572,83.26636203310406,82.1423158961799,82.6752700805664,2264200
2024-03-28 00:00:00+00:00,82.8884479981995,83.63457642962919,82.3942548126084,82.452392578125,1459800
2024-04-01 00:00:00+00:00,83.69272480850557,83.7896235523952,82.26829035533726,82.7818603515625,1186600
2024-04-02 00:00:00+00:00,81.8419266368752,82.92721178502194,80.81478664911684,81.31866455078125,1316300
2024-04-03 00:00:00+00:00,81.0667302683334,82.01634831555936,80.84385650212305,81.55123138427734,1383500
2024-04-04 00:00:00+00:00,82.21983455200957,82.65588997435849,76.71590180309677,76.80311584472656,2142600
2024-04-05 00:00:00+00:00,76.65776499524422,77.4814153905517,74.39998808429186,74.942626953125,1638700
2024-04-08 00:00:00+00:00,75.0976688014585,76.43488914576953,74.98138587864453,75.70813751220703,1226400
2024-04-09 00:00:00+00:00,75.78565018094305,77.37481296697781,75.60153742392349,76.02790069580078,1208700
2024-04-10 00:00:00+00:00,74.12867162791025,75.77597248470364,73.22749924573729,75.53372192382812,1202300
2024-04-11 00:00:00+00:00,75.8156388012036,75.8156388012036,71.61608058277398,72.2771224975586,1836100
2024-04-12 00:00:00+00:00,72.04381586956885,72.66597209416383,68.41780490172839,68.53446197509766,1580400
2024-04-15 00:00:00+00:00,70.08985416564767,70.4689803920506,68.01924112785571,68.12617492675781,1402500
2024-04-16 00:00:00+00:00,67.36790804000324,69.92458055531893,66.90128725234405,69.6135025024414,1593500
2024-04-17 00:00:00+00:00,70.7508848409988,72.42293224871268,70.23566248281197,71.98548126220703,1773800
2024-04-18 00:00:00+00:00,72.94787807413898,75.1837493906986,72.3840467529989,75.04765319824219,2123200
2024-04-19 00:00:00+00:00,74.96017290575986,76.59333478308969,74.40606480898833,76.49612426757812,1732200
2024-04-22 00:00:00+00:00,77.00162489225254,77.19605334373495,74.42550538943557,75.06710815429688,2041600
2024-04-23 00:00:00+00:00,75.2809707352187,75.9031269052051,73.75474272186358,75.82535552978516,1267500
2024-04-24 00:00:00+00:00,75.21292404028758,75.43650747793647,73.7061351343091,74.3963394165039,895100
2024-04-25 00:00:00+00:00,72.6562376049827,72.77289466034958,69.81764934122991,72.6270751953125,1434300
2024-04-26 00:00:00+00:00,72.73401924286799,73.83251219007093,72.08270061266856,73.04509735107422,721700
2024-04-29 00:00:00+00:00,73.17146415695747,74.01721116940729,71.87855028162915,73.3172836303711,1221800
2024-04-30 00:00:00+00:00,72.65625378506584,73.84224148700642,70.74117601226222,70.94532775878906,1749500
2024-05-01 00:00:00+00:00,70.75088938296791,72.14102122009405,70.71200369463101,70.9939193725586,1293000
2024-05-02 00:00:00+00:00,71.88827255691933,72.91872482210582,70.96476150402131,72.83123016357422,610400
2024-05-03 00:00:00+00:00,73.7353055180694,75.23237130961661,73.59920930217307,74.18247985839844,790100
2024-05-06 00:00:00+00:00,74.68797873439931,74.94072458543187,71.63552263585869,71.80078125,1361100
2024-05-07 00:00:00+00:00,72.22851865475124,73.43394537287315,71.78133692999785,72.43266296386719,725100
2024-05-08 00:00:00+00:00,71.5383042692307,73.22007506273435,71.25639600762202,72.69512939453125,584200
2024-05-09 00:00:00+00:00,72.4618203795753,73.70613270171488,71.93687472804396,73.5311508178711,766600
2024-05-10 00:00:00+00:00,74.02694084739387,74.26997085187207,72.43266461135192,72.93816375732422,607300
2024-05-13 00:00:00+00:00,73.4631069499196,75.32957554061011,73.11314316207928,73.20063781738281,1400200
2024-05-14 00:00:00+00:00,74.25051748847932,74.75602400477757,72.75345190819063,73.5311508178711,1127500
2024-05-15 00:00:00+00:00,74.24080124313133,74.97960704513065,73.34644527664378,73.7450180053711,1274600
2024-05-16 00:00:00+00:00,72.05352589875443,73.77417476864098,71.2952661862987,71.88825988769531,1715100
2024-05-17 00:00:00+00:00,71.39249617925424,72.63680861011657,71.00364669043798,72.47154998779297,1041600
2024-05-20 00:00:00+00:00,72.39377744809025,72.51042710118726,70.31344124540749,70.62451934814453,1442800
2024-05-21 00:00:00+00:00,70.62452110227335,71.12030439031062,67.98035345499079,68.74832916259766,1952500
2024-05-22 00:00:00+00:00,68.5539078409568,69.33160690637617,67.9123124161706,68.2817153930664,1003500
2024-05-23 00:00:00+00:00,68.16505415578293,68.16505415578293,66.80408473063034,67.48456573486328,1650300
2024-05-24 00:00:00+00:00,67.95118005865496,68.62193772227515,67.41651116613758,67.63037872314453,1247000
2024-05-28 00:00:00+00:00,67.94145775813973,69.62322841235371,67.80536156839827,68.22337341308594,2559600
2024-05-29 00:00:00+00:00,62.52675710256618,65.9680627374891,58.920192850293155,60.73805618286133,7799400
2024-05-30 00:00:00+00:00,60.767227248230746,65.62783157086861,60.757507678673505,65.0931625366211,3675300
2024-05-31 00:00:00+00:00,65.99723248963811,68.69972516024698,65.74447918890348,68.67056274414062,2808000
2024-06-03 00:00:00+00:00,68.41780330527305,69.10800761905648,64.43211276674845,65.54032897949219,1654800
2024-06-04 00:00:00+00:00,65.13204059104702,65.13204059104702,62.71146384575362,63.391944885253906,1264900
2024-06-05 00:00:00+00:00,63.916888645199705,64.33490053300689,62.030977220177675,63.45026779174805,1579600
2024-06-06 00:00:00+00:00,63.848840212677956,64.03354538114627,62.34205128574415,62.76006317138672,1031300
2024-06-07 00:00:00+00:00,62.02125438702566,63.14891342284999,61.77822439043986,62.779510498046875,1071900
2024-06-10 00:00:00+00:00,62.39066122452575,62.526757429724604,61.175511237616696,61.428260803222656,1816500
2024-06-11 00:00:00+00:00,61.47686878499194,62.13790695560978,60.69916983914807,61.962928771972656,1070400
2024-06-12 00:00:00+00:00,62.97392768946619,64.54876464134026,62.7308977076966,63.119747161865234,1158700
2024-06-13 00:00:00+00:00,62.75034197230887,63.64469049261687,61.097733706501984,62.14762496948242,1647800
2024-06-14 00:00:00+00:00,61.5060320662079,61.84627257856235,59.10489450994134,61.65184783935547,1885700
2024-06-17 00:00:00+00:00,61.34076761481994,63.3336164872192,60.82554522586344,62.38093566894531,1661300
2024-06-18 00:00:00+00:00,62.30316409866829,63.343339566242236,62.30316409866829,62.48786926269531,1018600
2024-06-20 00:00:00+00:00,62.12817846347637,64.53903520760508,62.05041080506854,64.29600524902344,1454700
2024-06-21 00:00:00+00:00,64.27657664502499,65.1612019824988,63.33361906458969,63.926612854003906,2079600
2024-06-24 00:00:00+00:00,63.83911843401073,64.23769119285932,63.16836067931204,63.47943878173828,1482800
2024-06-25 00:00:00+00:00,63.23640551421446,63.37250171344918,61.63240611844915,61.9143180847168,1212200
2024-06-26 00:00:00+00:00,61.32132685727722,61.72961544715919,59.999243161451965,60.067291259765625,977200
2024-06-27 00:00:00+00:00,60.09645675127159,61.60324197570296,59.561791504969285,60.95192337036133,1116600
2024-06-28 00:00:00+00:00,61.10746019778221,61.69073068012527,60.24227404202458,61.56435775756836,1351100
2024-07-01 00:00:00+00:00,60.83527133938466,61.06857806255652,57.79253470308014,58.045284271240234,1767600
2024-07-02 00:00:00+00:00,57.60782813915875,59.03684569037674,57.33563573258139,58.91046905517578,1650800
2024-07-03 00:00:00+00:00,59.09517292864135,59.42569386153072,57.996676341635,58.19110107421875,843700
2024-07-05 00:00:00+00:00,58.05500959043747,58.2494306304731,56.39268151472118,57.082889556884766,1753200
2024-07-08 00:00:00+00:00,57.67588319412417,58.31748226597109,56.77181126902029,57.6467170715332,1335700
2024-07-09 00:00:00+00:00,57.39396398236163,57.481454928092255,56.217699707361426,56.295467376708984,1222400
2024-07-10 00:00:00+00:00,57.20925933693682,57.23842545800896,56.54821745390084,57.10232925415039,916200
2024-07-11 00:00:00+00:00,58.24942978313295,60.388094567507004,57.7633697734272,60.008968353271484,1501600
2024-07-12 00:00:00+00:00,60.4384321060887,62.44914361803672,60.07728617609321,61.41450500488281,1594800
2024-07-15 00:00:00+00:00,61.10216896465678,62.09776388212419,60.321311300983226,60.926475524902344,1110200
2024-07-16 00:00:00+00:00,61.35594883954578,62.57604007888316,60.80934662389036,62.13680648803711,1028500
2024-07-17 00:00:00+00:00,61.521877323661656,63.36665461770691,60.721497796334326,62.89814376831055,1410000
2024-07-18 00:00:00+00:00,62.40034432678582,63.28856684370044,59.74542469701989,59.794227600097656,1301800
2024-07-19 00:00:00+00:00,59.73566318044109,59.88207188373002,57.92992605249614,58.19346618652344,1269400
2024-07-22 00:00:00+00:00,58.25203727853872,58.603424156341354,57.36381099228119,58.32036209106445,1191400
2024-07-23 00:00:00+00:00,57.25643876844636,58.40820514068964,56.93433663298052,58.212989807128906,1239100
2024-07-24 00:00:00+00:00,58.07634158226578,58.779115310554914,57.051465710792726,57.52973937988281,1294800
2024-07-25 00:00:00+00:00,57.43212969471594,59.96991775019776,57.43212969471594,58.73030471801758,1651500
2024-07-26 00:00:00+00:00,59.325712396430376,60.23346053301382,58.88648254998653,59.306190490722656,1412400
2024-07-29 00:00:00+00:00,59.54044833043046,60.2432220268095,59.1500176716815,59.53068923950195,1405600
2024-07-30 00:00:00+00:00,59.599017381932576,61.78541876771258,59.32571441614289,61.5804443359375,1342900
2024-07-31 00:00:00+00:00,61.62924483872305,63.034792255379095,61.30714270468789,61.814701080322266,1077600
2024-08-01 00:00:00+00:00,62.107526878336635,62.156329784316625,59.33547937165007,60.64341735839844,932800
2024-08-02 00:00:00+00:00,59.618537192164155,60.057767038118364,57.44189125096509,59.58925247192383,1211500
2024-08-05 00:00:00+00:00,56.9538570353968,58.15443008039737,55.65568190494539,57.451656341552734,1453200
2024-08-06 00:00:00+00:00,56.963618765919584,58.10562234637882,56.1046735151749,56.826969146728516,1052200
2024-08-07 00:00:00+00:00,57.72495332427563,59.130500746915075,57.18811394964986,57.57854461669922,1296000
2024-08-08 00:00:00+00:00,57.685911669783856,59.638057631176515,57.5883058610834,59.462364196777344,1251700
2024-08-09 00:00:00+00:00,59.8625563540141,59.8625563540141,58.486289907538165,58.769351959228516,867500
2024-08-12 00:00:00+00:00,59.120736847348994,59.120736847348994,56.426777209102,56.67079544067383,1271800
2024-08-13 00:00:00+00:00,56.95385399780274,59.01336847663406,56.72935767062805,58.74982833862305,885400
2024-08-14 00:00:00+00:00,59.19882637345278,59.90159637106425,58.56437746158316,59.05241394042969,828200
2024-08-15 00:00:00+00:00,60.63364615535423,61.60971903362069,59.96015720978249,60.897186279296875,1253000
2024-08-16 00:00:00+00:00,60.78006440111044,61.29738188467178,60.262746917549094,60.70197677612305,995700
2024-08-19 00:00:00+00:00,60.70197567178922,60.73126039233817,59.07193562577265,59.44284439086914,1295000
2024-08-20 00:00:00+00:00,59.394039631824334,59.71614550403027,58.837678328398574,59.35499954223633,967400
2024-08-21 00:00:00+00:00,60.0089676356557,60.48724504430029,59.35500051243595,60.438438415527344,1875800
2024-08-22 00:00:00+00:00,47.241932941571434,52.60057142820237,47.13456431979605,49.87732696533203,13812100
2024-08-23 00:00:00+00:00,50.07254221392779,50.25799845972809,46.82222118612757,47.9739875793457,6659300
2024-08-26 00:00:00+00:00,48.52058644546757,48.63771788273299,47.20288942532616,47.93494415283203,3511400
2024-08-27 00:00:00+00:00,47.8275749605974,47.87637786383181,46.62700566860131,46.7050895690918,3226400
2024-08-28 00:00:00+00:00,46.246339693784854,47.144325064818055,45.36787250610194,45.524044036865234,2826000
2024-08-29 00:00:00+00:00,45.631411026301485,45.72901683324529,44.70414096664394,45.04576873779297,2658300
2024-08-30 00:00:00+00:00,45.34834992212677,45.5045214505579,43.82567845077894,44.225868225097656,3065300
2024-09-03 00:00:00+00:00,43.43524778429964,44.11849961772602,42.654390141850755,42.673912048339844,2566600
2024-09-04 00:00:00+00:00,42.517740363330155,42.683670982742164,40.936499454341345,41.40501403808594,3120100
2024-09-05 00:00:00+00:00,41.48309865621959,41.64902926360159,39.34550032471949,39.49190902709961,3700300
2024-09-06 00:00:00+00:00,39.40406369120673,40.20444320709776,38.58416226963264,38.808658599853516,4033900
2024-09-09 00:00:00+00:00,38.798898688461406,39.40406285815075,37.69593524293547,37.79354476928711,3268500
2024-09-10 00:00:00+00:00,37.66665516425907,38.52560039996292,37.19814059662682,37.608089447021484,2633000
2024-09-11 00:00:00+00:00,37.57880985382438,37.969240536480044,36.61249596213423,37.842350006103516,3158400
2024-09-12 00:00:00+00:00,37.86186945468921,38.57440223937061,37.39335489997087,38.53535842895508,1713400
2024-09-13 00:00:00+00:00,39.04291704732306,40.5167855275535,38.89650461902651,40.43870162963867,2862900
2024-09-16 00:00:00+00:00,40.79985150765585,40.975544949200064,39.404066790622984,40.155643463134766,2506000
2024-09-17 00:00:00+00:00,40.63391609766239,40.74128471301274,39.755448993361945,40.341094970703125,4960600
2024-09-18 00:00:00+00:00,40.43870273044835,41.87353116249119,40.15564068052838,41.06338882446289,4278900
2024-09-19 00:00:00+00:00,42.01994003895116,42.35180499314792,40.87793646691762,41.41477584838867,1878400
2024-09-20 00:00:00+00:00,41.278125648455756,41.62951250364394,39.755450517114554,40.00923156738281,2857900
2024-09-23 00:00:00+00:00,40.028748234521785,40.067792044381044,39.00387242796347,39.59927749633789,1898400
2024-09-24 00:00:00+00:00,39.628564541585995,40.27277260891582,39.28694046172291,39.931148529052734,1987500
2024-09-25 00:00:00+00:00,39.97994461785726,39.97994461785726,38.232773253885576,38.65248489379883,2154000
2024-09-26 00:00:00+00:00,38.935549143097774,39.92138490172253,38.92579005196313,39.26741409301758,2935100
2024-09-27 00:00:00+00:00,39.85306082313865,41.473341791017475,39.85306082313865,40.38990020751953,2784200
2024-09-30 00:00:00+00:00,40.018991986592304,40.19468542001703,37.959477412998055,38.05708694458008,3225700
2024-10-01 00:00:00+00:00,37.57880747793776,37.803303803073156,36.62225646167371,36.876033782958984,3043100
2024-10-02 00:00:00+00:00,36.90531799316189,37.40311353795278,36.19278521710847,36.2806282043457,2506800
2024-10-03 00:00:00+00:00,36.0170933834561,38.3011042378717,35.52905690792647,37.959476470947266,4860400
2024-10-04 00:00:00+00:00,38.45727781514417,38.896507687842266,36.16350402358855,37.76426315307617,5147600
2024-10-07 00:00:00+00:00,37.94971916775721,38.964832254884925,37.56905129465645,38.154693603515625,2871000
2024-10-08 00:00:00+00:00,37.77402433434135,38.291341812161754,37.38359366058299,37.920433044433594,1833800
2024-10-09 00:00:00+00:00,38.086368722897994,38.50608040874512,37.10053291254155,37.52024459838867,3437000
2024-10-10 00:00:00+00:00,37.34455039895637,37.44215993054609,36.34895924070163,36.505130767822266,2051600
2024-10-11 00:00:00+00:00,36.45599628639636,37.1733278433772,36.39704019843824,36.87853240966797,1772200
2024-10-14 00:00:00+00:00,36.898185196059025,38.814336747198944,36.7507912296511,38.78485870361328,2881800
2024-10-15 00:00:00+00:00,39.69871553956494,40.7010065062736,38.617807710175434,38.78485870361328,4160200
2024-10-16 00:00:00+00:00,39.236869365774325,39.236869365774325,37.910305044005014,37.949607849121094,2687100
2024-10-17 00:00:00+00:00,37.723605861243676,38.79468522562648,37.576211888160394,38.6964225769043,2167600
2024-10-18 00:00:00+00:00,39.118955600291855,39.75767026311187,38.883120014256505,39.128780364990234,1308200
2024-10-21 00:00:00+00:00,39.138610819884406,40.44552200141605,39.01086638159104,40.268646240234375,2578300
2024-10-22 00:00:00+00:00,39.67906494550745,39.80680564200738,38.06753348014956,38.07735824584961,2963300
2024-10-23 00:00:00+00:00,38.067531956774516,38.17561936906908,36.406865483932854,37.19297790527344,2708100
2024-10-24 00:00:00+00:00,36.986621219657486,37.4877704263485,36.2594686921756,36.632869720458984,2268800
2024-10-25 00:00:00+00:00,36.809744563299844,36.908010948700664,36.03345698679031,36.10224533081055,1906100
2024-10-28 00:00:00+00:00,36.220163727689176,37.163498601326324,36.11207257057833,36.446170806884766,2728200
2024-10-29 00:00:00+00:00,36.190683492616934,36.4461685997419,35.20804212163277,35.227691650390625,3071400
2024-10-30 00:00:00+00:00,35.453706509025956,36.45599752311183,35.14908629981647,35.32596206665039,2763300
2024-10-31 00:00:00+00:00,35.37508907462752,35.52248677849686,34.97220626566121,35.07046890258789,2378700
2024-11-01 00:00:00+00:00,35.17856105155681,35.77797289988235,34.991860536701076,35.620750427246094,2628800
2024-11-04 00:00:00+00:00,35.719015102231424,38.264056600126715,35.68953705833229,36.799922943115234,3403000
2024-11-05 00:00:00+00:00,36.60339691495354,37.74326093739948,36.60339691495354,37.49760055541992,1746800
2024-11-06 00:00:00+00:00,38.10683453563533,38.647290336232686,37.222459472664504,38.165794372558594,1971000
2024-11-07 00:00:00+00:00,38.32301326248318,38.58832688104096,37.86117062108858,38.30335998535156,1664000
2024-11-08 00:00:00+00:00,37.900479156216285,38.067530146326234,36.66235262004872,37.24211120605469,2834500
2024-11-11 00:00:00+00:00,37.35019926024936,39.895240724469346,37.35019926024936,39.83628463745117,2892800
2024-11-12 00:00:00+00:00,39.305654363957295,39.84610636176585,38.85364023840682,39.21721649169922,2169900
2024-11-13 00:00:00+00:00,39.590621152286516,40.74030974010016,39.37443885434715,40.22933578491211,3291900
2024-11-14 00:00:00+00:00,42.73507879463761,44.66105515885166,40.37673778849163,40.48482894897461,8456500
2024-11-15 00:00:00+00:00,39.57096783946836,40.40621149232902,36.76061296272132,37.03575134277344,5899600
2024-11-18 00:00:00+00:00,36.90801467434529,39.49235902135225,36.89818616057342,39.39409637451172,3315900
2024-11-19 00:00:00+00:00,38.6571145187247,38.93225292325951,37.44846599361581,37.831695556640625,2510400
2024-11-20 00:00:00+00:00,38.2149234385925,38.863466612523474,37.3010666368971,37.95943832397461,2440500
2024-11-21 00:00:00+00:00,37.95943838515848,38.30336137625218,37.52707376952129,38.018394470214844,2346000
2024-11-22 00:00:00+00:00,38.02822284082329,40.170381387695386,38.00856956305169,40.08194351196289,2577500
2024-11-25 00:00:00+00:00,41.03510561377553,42.98073899818839,40.681357837816506,42.666290283203125,3308600
2024-11-26 00:00:00+00:00,41.555901485352855,43.16743261793428,41.48711689421675,43.07899475097656,2283000
2024-11-27 00:00:00+00:00,43.33448468687994,44.100947535739245,42.558200821729926,43.668582916259766,2051400
2024-11-29 00:00:00+00:00,43.2657005276819,43.29518231925111,40.29812298914916,40.63222122192383,2818200
2024-12-02 00:00:00+00:00,41.25128283050705,42.52871581745775,40.69117756893267,41.86051940917969,2769200
2024-12-03 00:00:00+00:00,41.71312934274894,42.116012178043015,40.80909728033323,41.89982986450195,1735500
2024-12-04 00:00:00+00:00,41.64434513094687,44.08129544379577,41.48712265103661,43.24604797363281,2149200
2024-12-05 00:00:00+00:00,43.46222964351614,43.97320363275339,42.80386169007247,42.85299301147461,2315700
2024-12-06 00:00:00+00:00,43.25587439125391,44.454698085282374,43.18708979390599,44.18938446044922,2222200
2024-12-09 00:00:00+00:00,44.66105412080205,48.10029915488063,44.48417836202821,46.61650848388672,4055300
2024-12-10 00:00:00+00:00,46.48876719846148,46.82286543313249,45.11306770311505,46.243106842041016,2035000
2024-12-11 00:00:00+00:00,46.252932868034144,46.65581571360896,44.43504768035063,44.74949264526367,1450000
2024-12-12 00:00:00+00:00,44.543136253833396,44.84775268738795,42.17496689232165,43.27552795410156,1974400
2024-12-13 00:00:00+00:00,42.9807397732376,43.383622628117834,42.16514554957678,43.098655700683594,1420300
2024-12-16 00:00:00+00:00,42.80386040757625,44.97549698540797,42.6466379347124,43.21656799316406,1632900
2024-12-17 00:00:00+00:00,42.77437942439807,43.81598066958573,42.47958775077273,43.688236236572266,1455200
2024-12-18 00:00:00+00:00,43.82580875755373,44.533311826686116,42.18479927590252,42.22410583496094,1765800
2024-12-19 00:00:00+00:00,42.69576956758155,43.393444061748525,40.45534462725121,41.231632232666016,2149400
2024-12-20 00:00:00+00:00,40.94666793060763,43.07900185279128,40.73048935788981,42.764556884765625,2654300
2024-12-23 00:00:00+00:00,42.29288792530474,43.09865359571097,41.860523298320224,42.990562438964844,1297600
2024-12-24 00:00:00+00:00,43.01021185714946,43.21656563870109,42.125833152672115,42.97090530395508,527700
2024-12-26 00:00:00+00:00,42.61716036221195,44.51365873736696,42.57785755146537,43.47206115722656,1349900
2024-12-27 00:00:00+00:00,43.23622144117804,44.24834087994674,43.03969241220407,43.29518127441406,1137500
2024-12-30 00:00:00+00:00,43.01021217007536,45.81073850716378,42.60732936809985,45.250633239746094,2896400
2024-12-31 00:00:00+00:00,45.29976673899897,46.862166704535575,45.26046393210504,46.469112396240234,2603200
2025-01-02 00:00:00+00:00,46.537900294295696,47.31418794981524,45.850050520398376,47.304359436035156,1855600
2025-01-03 00:00:00+00:00,47.35348765793831,47.825155079537,44.710183644662514,45.53560256958008,1700600
2025-01-06 00:00:00+00:00,45.967965849421304,48.66040507280283,45.80091860212636,46.95060729980469,2766800
2025-01-07 00:00:00+00:00,47.11765720681524,47.26505117187907,44.84775415942838,45.191680908203125,2116400
2025-01-08 00:00:00+00:00,44.80845058975184,45.437344294111995,43.88476893561258,44.73966598510742,1549200
2025-01-10 00:00:00+00:00,44.71002500773467,46.202004294306754,43.83064611341312,45.64868927001953,1787100
2025-01-13 00:00:00+00:00,45.28310137374189,45.66844680668012,43.889923625156655,44.31479263305664,2820500
2025-01-14 00:00:00+00:00,44.5618111863349,44.98668021200248,43.257563311459045,44.15670394897461,1539700
2025-01-15 00:00:00+00:00,45.54987787412693,45.91546530314526,43.830643756571895,43.84052276611328,1097700
2025-01-16 00:00:00+00:00,43.67255092444542,45.43130852608496,43.188396560496905,45.18429183959961,1108600
