"('date', '')","('open', 'CTGO')","('high', 'CTGO')","('low', 'CTGO')","('close', 'CTGO')","('volume', 'CTGO')"
2011-04-05 00:00:00+00:00,18.5,18.5,18.5,18.5,400
2011-04-06 00:00:00+00:00,18.0,18.0,17.260000228881836,17.260000228881836,600
2011-04-07 00:00:00+00:00,17.299999237060547,17.299999237060547,17.260000228881836,17.260000228881836,300
2011-04-08 00:00:00+00:00,18.0,18.0,17.979999542236328,18.0,1500
2011-04-11 00:00:00+00:00,17.0,18.5,17.0,18.5,400
2011-04-12 00:00:00+00:00,17.010000228881836,17.010000228881836,17.010000228881836,17.010000228881836,200
2011-04-13 00:00:00+00:00,17.260000228881836,17.260000228881836,17.25,17.25,800
2011-04-14 00:00:00+00:00,17.510000228881836,17.510000228881836,17.510000228881836,17.510000228881836,500
2011-04-15 00:00:00+00:00,17.510000228881836,17.510000228881836,17.25,17.25,600
2011-04-18 00:00:00+00:00,17.5,17.5,17.25,17.25,2000
2011-04-19 00:00:00+00:00,17.510000228881836,17.510000228881836,17.510000228881836,17.510000228881836,700
2011-04-20 00:00:00+00:00,17.75,17.75,17.309999465942383,17.309999465942383,700
2011-04-21 00:00:00+00:00,17.309999465942383,17.309999465942383,17.299999237060547,17.299999237060547,300
2011-04-25 00:00:00+00:00,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,800
2011-04-26 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,3300
2011-04-27 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,800
2011-04-28 00:00:00+00:00,18.0,18.0,18.0,18.0,400
2011-04-29 00:00:00+00:00,17.40999984741211,18.0,17.399999618530273,17.399999618530273,2800
2011-05-02 00:00:00+00:00,17.399999618530273,18.0,17.399999618530273,17.399999618530273,700
2011-05-03 00:00:00+00:00,17.399999618530273,17.399999618530273,17.360000610351562,17.399999618530273,1700
2011-05-04 00:00:00+00:00,17.5,18.0,17.5,18.0,6000
2011-05-05 00:00:00+00:00,18.200000762939453,18.200000762939453,17.360000610351562,17.360000610351562,400
2011-05-06 00:00:00+00:00,17.360000610351562,17.360000610351562,17.360000610351562,17.360000610351562,0
2011-05-09 00:00:00+00:00,17.25,17.25,16.0,16.399999618530273,2500
2011-05-10 00:00:00+00:00,17.270000457763672,17.270000457763672,15.0,15.0,5300
2011-05-11 00:00:00+00:00,16.0,16.25,16.0,16.139999389648438,2200
2011-05-12 00:00:00+00:00,16.0,16.0,14.510000228881836,15.0,1400
2011-05-13 00:00:00+00:00,14.5,14.5,14.5,14.5,2100
2011-05-16 00:00:00+00:00,14.5,14.5,14.5,14.5,0
2011-05-17 00:00:00+00:00,14.800000190734863,15.899999618530273,14.800000190734863,15.899999618530273,3200
2011-05-18 00:00:00+00:00,15.0,16.100000381469727,14.5,16.100000381469727,2300
2011-05-19 00:00:00+00:00,16.0,16.0,15.0600004196167,15.0600004196167,1400
2011-05-20 00:00:00+00:00,15.0600004196167,15.0600004196167,15.0600004196167,15.0600004196167,0
2011-05-23 00:00:00+00:00,16.0,17.399999618530273,16.0,17.399999618530273,2900
2011-05-24 00:00:00+00:00,16.0,16.0,16.0,16.0,900
2011-05-25 00:00:00+00:00,16.0,16.5,16.0,16.5,300
2011-05-26 00:00:00+00:00,16.5,16.5,16.5,16.5,0
2011-05-27 00:00:00+00:00,16.5,16.5,16.5,16.5,0
2011-05-31 00:00:00+00:00,16.5,17.0,16.5,17.0,1900
2011-06-01 00:00:00+00:00,17.0,17.5,17.0,17.0,4300
2011-06-02 00:00:00+00:00,17.0,17.0,14.5,17.0,2300
2011-06-03 00:00:00+00:00,15.0,17.0,15.0,16.0,1600
2011-06-06 00:00:00+00:00,15.510000228881836,15.510000228881836,15.510000228881836,15.510000228881836,200
2011-06-07 00:00:00+00:00,15.5,17.0,15.5,17.0,1100
2011-06-08 00:00:00+00:00,15.510000228881836,15.510000228881836,15.510000228881836,15.510000228881836,100
2011-06-09 00:00:00+00:00,15.510000228881836,15.510000228881836,15.510000228881836,15.510000228881836,0
2011-06-10 00:00:00+00:00,17.389999389648438,17.389999389648438,16.0,16.0,1100
2011-06-13 00:00:00+00:00,15.5,15.5,15.5,15.5,300
2011-06-14 00:00:00+00:00,14.300000190734863,15.0,14.300000190734863,15.0,800
2011-06-15 00:00:00+00:00,14.300000190734863,14.5,14.300000190734863,14.5,1100
2011-06-16 00:00:00+00:00,14.75,14.75,14.520000457763672,14.75,3000
2011-06-17 00:00:00+00:00,16.0,16.0,16.0,16.0,100
2011-06-20 00:00:00+00:00,14.5,14.550000190734863,14.5,14.550000190734863,600
2011-06-21 00:00:00+00:00,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863,300
2011-06-22 00:00:00+00:00,14.300000190734863,14.550000190734863,14.300000190734863,14.5,1200
2011-06-23 00:00:00+00:00,14.100000381469727,14.100000381469727,14.0,14.0,1500
2011-06-24 00:00:00+00:00,14.0,14.0,12.0,13.5,2400
2011-06-27 00:00:00+00:00,14.0,14.0,14.0,14.0,900
2011-06-28 00:00:00+00:00,14.0,14.0,13.0,13.0,18000
2011-06-29 00:00:00+00:00,12.300000190734863,13.199999809265137,12.300000190734863,13.100000381469727,26400
2011-06-30 00:00:00+00:00,13.100000381469727,13.100000381469727,13.0,13.0,6800
2011-07-01 00:00:00+00:00,13.100000381469727,13.100000381469727,13.0,13.050000190734863,12300
2011-07-05 00:00:00+00:00,13.25,13.789999961853027,13.25,13.25,5100
2011-07-06 00:00:00+00:00,13.25,13.5,13.25,13.5,16100
2011-07-07 00:00:00+00:00,13.75,14.050000190734863,13.699999809265137,14.010000228881836,13200
2011-07-08 00:00:00+00:00,14.0,14.0,13.949999809265137,13.949999809265137,9800
2011-07-11 00:00:00+00:00,14.0,14.0,14.0,14.0,5600
2011-07-12 00:00:00+00:00,13.0,13.0,13.0,13.0,1200
2011-07-13 00:00:00+00:00,15.75,15.75,13.5,13.5,1600
2011-07-14 00:00:00+00:00,13.510000228881836,13.510000228881836,13.25,13.25,5300
2011-07-15 00:00:00+00:00,13.25,15.890000343322754,13.25,13.819999694824219,10600
2011-07-18 00:00:00+00:00,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,100
2011-07-19 00:00:00+00:00,13.100000381469727,13.25,13.010000228881836,13.25,14500
2011-07-20 00:00:00+00:00,13.25,13.25,13.25,13.25,2700
2011-07-21 00:00:00+00:00,13.25,13.25,13.25,13.25,0
2011-07-22 00:00:00+00:00,13.25,13.25,13.25,13.25,0
2011-07-25 00:00:00+00:00,14.0,14.0,14.0,14.0,1100
2011-07-26 00:00:00+00:00,14.0,14.010000228881836,14.0,14.010000228881836,500
2011-07-27 00:00:00+00:00,14.0,14.300000190734863,14.0,14.300000190734863,600
2011-07-28 00:00:00+00:00,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,600
2011-07-29 00:00:00+00:00,14.600000381469727,15.010000228881836,14.600000381469727,15.0,1200
2011-08-01 00:00:00+00:00,15.199999809265137,17.0,14.600000381469727,15.199999809265137,2000
2011-08-02 00:00:00+00:00,15.210000038146973,16.0,14.600000381469727,15.0,10400
2011-08-03 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-08-04 00:00:00+00:00,15.5,15.5,15.0,15.0,500
2011-08-05 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-08-08 00:00:00+00:00,13.260000228881836,14.0,13.25,14.0,1100
2011-08-09 00:00:00+00:00,14.100000381469727,14.100000381469727,14.0,14.100000381469727,1300
2011-08-10 00:00:00+00:00,14.100000381469727,14.100000381469727,14.100000381469727,14.100000381469727,0
2011-08-11 00:00:00+00:00,12.649999618530273,14.109999656677246,12.649999618530273,12.649999618530273,2700
2011-08-12 00:00:00+00:00,13.979999542236328,13.979999542236328,12.649999618530273,12.649999618530273,400
2011-08-15 00:00:00+00:00,12.649999618530273,12.649999618530273,12.5,12.5,900
2011-08-16 00:00:00+00:00,17.0,17.0,13.0,13.0,1400
2011-08-17 00:00:00+00:00,13.149999618530273,13.25,13.0,13.0,1500
2011-08-18 00:00:00+00:00,13.899999618530273,16.0,13.899999618530273,16.0,1200
2011-08-19 00:00:00+00:00,16.0,16.0,16.0,16.0,0
2011-08-22 00:00:00+00:00,16.0,16.0,16.0,16.0,0
2011-08-23 00:00:00+00:00,14.0,14.0,14.0,14.0,200
2011-08-24 00:00:00+00:00,14.0,14.0,14.0,14.0,0
2011-08-25 00:00:00+00:00,14.0,14.0,14.0,14.0,0
2011-08-26 00:00:00+00:00,14.0,14.0,14.0,14.0,0
2011-08-29 00:00:00+00:00,14.0,14.0,14.0,14.0,0
2011-08-30 00:00:00+00:00,14.5,14.5,14.5,14.5,200
2011-08-31 00:00:00+00:00,15.0,15.0,15.0,15.0,300
2011-09-01 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-09-02 00:00:00+00:00,14.5,14.5,14.5,14.5,100
2011-09-06 00:00:00+00:00,14.5,14.5,14.5,14.5,800
2011-09-07 00:00:00+00:00,15.0,15.0,15.0,15.0,400
2011-09-08 00:00:00+00:00,15.0,15.0,15.0,15.0,200
2011-09-09 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-09-12 00:00:00+00:00,15.0,15.0,15.0,15.0,400
2011-09-13 00:00:00+00:00,15.0,15.0,15.0,15.0,12500
2011-09-14 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-09-15 00:00:00+00:00,12.75,12.75,12.75,12.75,100
2011-09-16 00:00:00+00:00,12.75,12.75,12.75,12.75,0
2011-09-19 00:00:00+00:00,12.760000228881836,15.0,12.760000228881836,15.0,2200
2011-09-20 00:00:00+00:00,15.0,15.0,15.0,15.0,2000
2011-09-21 00:00:00+00:00,15.0,15.0,15.0,15.0,2900
2011-09-22 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-09-23 00:00:00+00:00,12.760000228881836,14.0,12.760000228881836,14.0,1900
2011-09-26 00:00:00+00:00,12.149999618530273,14.25,12.100000381469727,14.25,2600
2011-09-27 00:00:00+00:00,14.5,14.75,14.5,14.75,2500
2011-09-28 00:00:00+00:00,14.5,14.5,14.5,14.5,200
2011-09-29 00:00:00+00:00,14.5,14.5,14.5,14.5,0
2011-09-30 00:00:00+00:00,12.260000228881836,15.0,12.260000228881836,14.75,6900
2011-10-03 00:00:00+00:00,14.75,14.75,14.75,14.75,0
2011-10-04 00:00:00+00:00,14.0,14.0,14.0,14.0,5600
2011-10-05 00:00:00+00:00,14.0,14.0,14.0,14.0,1600
2011-10-06 00:00:00+00:00,14.0,14.5,14.0,14.5,800
2011-10-07 00:00:00+00:00,14.0,14.0,12.5,12.5,1600
2011-10-10 00:00:00+00:00,14.0,14.5,14.0,14.5,1500
2011-10-11 00:00:00+00:00,14.0,14.0,14.0,14.0,900
2011-10-12 00:00:00+00:00,14.0,14.0,14.0,14.0,1600
2011-10-13 00:00:00+00:00,14.0,14.0,14.0,14.0,0
2011-10-14 00:00:00+00:00,13.0,13.0,13.0,13.0,1400
2011-10-17 00:00:00+00:00,13.75,13.75,13.75,13.75,400
2011-10-18 00:00:00+00:00,13.75,13.75,13.75,13.75,0
2011-10-19 00:00:00+00:00,13.75,13.75,13.75,13.75,0
2011-10-20 00:00:00+00:00,13.0,13.75,13.0,13.75,400
2011-10-21 00:00:00+00:00,14.0,14.0,14.0,14.0,800
2011-10-24 00:00:00+00:00,14.0,14.0,14.0,14.0,300
2011-10-25 00:00:00+00:00,14.329999923706055,14.5,14.329999923706055,14.5,700
2011-10-26 00:00:00+00:00,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,400
2011-10-27 00:00:00+00:00,15.0,17.8799991607666,15.0,17.8799991607666,2400
2011-10-28 00:00:00+00:00,17.0,17.0,17.0,17.0,800
2011-10-31 00:00:00+00:00,15.0,15.0,14.0,14.0,2700
2011-11-01 00:00:00+00:00,14.100000381469727,14.100000381469727,14.0,14.0,500
2011-11-02 00:00:00+00:00,13.75,14.25,13.75,14.010000228881836,700
2011-11-03 00:00:00+00:00,15.0,17.0,15.0,17.0,1400
2011-11-04 00:00:00+00:00,16.0,17.0,16.0,16.0,2000
2011-11-07 00:00:00+00:00,16.0,16.0,16.0,16.0,0
2011-11-08 00:00:00+00:00,13.75,13.75,13.75,13.75,200
2011-11-09 00:00:00+00:00,15.0,17.0,14.510000228881836,14.739999771118164,700
2011-11-10 00:00:00+00:00,17.5,17.5,14.5,14.5,1200
2011-11-11 00:00:00+00:00,17.489999771118164,17.489999771118164,14.5,16.0,1700
2011-11-14 00:00:00+00:00,16.0,16.0,16.0,16.0,0
2011-11-15 00:00:00+00:00,16.0,16.0,16.0,16.0,0
2011-11-16 00:00:00+00:00,17.0,17.0,17.0,17.0,2200
2011-11-17 00:00:00+00:00,16.989999771118164,17.309999465942383,14.510000228881836,14.510000228881836,1200
2011-11-18 00:00:00+00:00,14.510000228881836,14.510000228881836,14.510000228881836,14.510000228881836,0
2011-11-21 00:00:00+00:00,14.510000228881836,17.0,14.510000228881836,16.0,1500
2011-11-22 00:00:00+00:00,16.25,16.25,16.25,16.25,1700
2011-11-23 00:00:00+00:00,16.25,16.25,16.25,16.25,0
2011-11-25 00:00:00+00:00,15.0,15.0,15.0,15.0,200
2011-11-28 00:00:00+00:00,16.110000610351562,16.110000610351562,16.100000381469727,16.100000381469727,1000
2011-11-29 00:00:00+00:00,16.100000381469727,16.100000381469727,16.100000381469727,16.100000381469727,0
2011-11-30 00:00:00+00:00,16.100000381469727,16.100000381469727,15.149999618530273,15.25,900
2011-12-01 00:00:00+00:00,15.0,15.0,15.0,15.0,1200
2011-12-02 00:00:00+00:00,15.0,15.0,15.0,15.0,600
2011-12-05 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-12-06 00:00:00+00:00,15.0,15.0,15.0,15.0,0
2011-12-07 00:00:00+00:00,14.5,14.5,14.5,14.5,200
2011-12-08 00:00:00+00:00,14.5,14.5,14.5,14.5,0
2011-12-09 00:00:00+00:00,15.119999885559082,16.0,15.0,16.0,1600
2011-12-12 00:00:00+00:00,16.0,17.5,16.0,16.0,1200
2011-12-13 00:00:00+00:00,16.0,16.0,16.0,16.0,200
2011-12-14 00:00:00+00:00,16.0,16.489999771118164,16.0,16.489999771118164,400
2011-12-15 00:00:00+00:00,16.0,16.0,15.989999771118164,16.0,1000
2011-12-16 00:00:00+00:00,16.0,16.0,16.0,16.0,0
2011-12-19 00:00:00+00:00,16.0,16.0,16.0,16.0,0
2011-12-20 00:00:00+00:00,15.25,15.25,13.5,15.0,1700
2011-12-21 00:00:00+00:00,14.5,14.5,14.5,14.5,300
2011-12-22 00:00:00+00:00,14.5,14.5,14.5,14.5,0
2011-12-23 00:00:00+00:00,14.5,14.5,14.5,14.5,100
2011-12-27 00:00:00+00:00,14.0,14.0,12.510000228881836,12.510000228881836,2400
2011-12-28 00:00:00+00:00,12.510000228881836,12.510000228881836,12.510000228881836,12.510000228881836,0
2011-12-29 00:00:00+00:00,12.510000228881836,12.510000228881836,12.510000228881836,12.510000228881836,0
2011-12-30 00:00:00+00:00,13.0,13.5,13.0,13.5,300
2012-01-03 00:00:00+00:00,13.5,13.5,13.5,13.5,0
2012-01-04 00:00:00+00:00,13.5,13.5,13.5,13.5,0
2012-01-05 00:00:00+00:00,13.0,13.0,13.0,13.0,1200
2012-01-06 00:00:00+00:00,13.0,13.0,13.0,13.0,200
2012-01-09 00:00:00+00:00,13.0,13.0,13.0,13.0,0
2012-01-10 00:00:00+00:00,13.0,13.0,13.0,13.0,0
2012-01-11 00:00:00+00:00,13.0,13.0,13.0,13.0,0
2012-01-12 00:00:00+00:00,13.0,13.0,13.0,13.0,0
2012-01-13 00:00:00+00:00,13.0,13.0,13.0,13.0,600
2012-01-17 00:00:00+00:00,12.510000228881836,12.699999809265137,11.510000228881836,12.699999809265137,1700
2012-01-18 00:00:00+00:00,12.949999809265137,13.0,12.020000457763672,12.5,2300
2012-01-19 00:00:00+00:00,12.5,12.5,12.5,12.5,0
2012-01-20 00:00:00+00:00,12.5,12.5,12.5,12.5,0
2012-01-23 00:00:00+00:00,12.510000228881836,12.510000228881836,12.510000228881836,12.510000228881836,200
2012-01-24 00:00:00+00:00,12.890000343322754,14.0,12.890000343322754,14.0,1100
2012-01-25 00:00:00+00:00,14.0,14.0,14.0,14.0,0
2012-01-26 00:00:00+00:00,13.84000015258789,14.0,13.84000015258789,14.0,300
2012-01-27 00:00:00+00:00,12.5,12.5,12.5,12.5,300
2012-01-30 00:00:00+00:00,12.5,12.5,12.5,12.5,0
2012-01-31 00:00:00+00:00,12.510000228881836,12.510000228881836,12.510000228881836,12.510000228881836,200
2012-02-01 00:00:00+00:00,14.0,17.0,12.5,12.5,4200
2012-02-02 00:00:00+00:00,14.0,14.0,14.0,14.0,500
2012-02-03 00:00:00+00:00,14.0,14.0,14.0,14.0,0
2012-02-06 00:00:00+00:00,11.510000228881836,11.75,11.510000228881836,11.75,200
2012-02-07 00:00:00+00:00,13.0,13.0,13.0,13.0,700
2012-02-08 00:00:00+00:00,13.0,13.0,13.0,13.0,0
2012-02-09 00:00:00+00:00,12.010000228881836,12.010000228881836,12.010000228881836,12.010000228881836,100
2012-02-10 00:00:00+00:00,13.0,13.0,13.0,13.0,100
2012-02-13 00:00:00+00:00,12.539999961853027,12.539999961853027,12.010000228881836,12.010000228881836,700
2012-02-14 00:00:00+00:00,12.020000457763672,12.020000457763672,12.020000457763672,12.020000457763672,100
2012-02-15 00:00:00+00:00,12.020000457763672,12.020000457763672,12.020000457763672,12.020000457763672,0
2012-02-16 00:00:00+00:00,12.010000228881836,12.010000228881836,12.010000228881836,12.010000228881836,200
2012-02-17 00:00:00+00:00,12.010000228881836,12.5,12.010000228881836,12.5,400
2012-02-21 00:00:00+00:00,12.029999732971191,12.029999732971191,12.029999732971191,12.029999732971191,200
2012-02-22 00:00:00+00:00,12.020000457763672,12.020000457763672,12.020000457763672,12.020000457763672,100
2012-02-23 00:00:00+00:00,12.020000457763672,12.020000457763672,12.020000457763672,12.020000457763672,0
2012-02-24 00:00:00+00:00,12.020000457763672,12.020000457763672,12.020000457763672,12.020000457763672,0
2012-02-27 00:00:00+00:00,12.020000457763672,12.020000457763672,10.850000381469727,10.850000381469727,700
2012-02-28 00:00:00+00:00,10.819999694824219,11.979999542236328,10.550000190734863,11.979999542236328,1300
2012-02-29 00:00:00+00:00,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0
2012-03-01 00:00:00+00:00,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0
2012-03-02 00:00:00+00:00,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0
2012-03-05 00:00:00+00:00,11.979999542236328,11.979999542236328,11.979999542236328,11.979999542236328,0
2012-03-06 00:00:00+00:00,12.0,12.0,10.050000190734863,10.050000190734863,3600
2012-03-07 00:00:00+00:00,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0
2012-03-08 00:00:00+00:00,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,200
2012-03-09 00:00:00+00:00,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0
2012-03-12 00:00:00+00:00,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,200
2012-03-13 00:00:00+00:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,500
2012-03-14 00:00:00+00:00,10.069999694824219,10.079999923706055,10.069999694824219,10.079999923706055,300
2012-03-15 00:00:00+00:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,0
2012-03-16 00:00:00+00:00,10.039999961853027,10.039999961853027,7.769999980926514,7.769999980926514,400
2012-03-19 00:00:00+00:00,9.800000190734863,10.100000381469727,9.75,9.75,1900
2012-03-20 00:00:00+00:00,9.75,11.0,9.75,10.380000114440918,800
2012-03-21 00:00:00+00:00,10.380000114440918,10.380000114440918,10.380000114440918,10.380000114440918,0
2012-03-22 00:00:00+00:00,9.800000190734863,10.0,9.800000190734863,10.0,800
2012-03-23 00:00:00+00:00,9.770000457763672,9.770000457763672,9.770000457763672,9.770000457763672,500
2012-03-26 00:00:00+00:00,8.460000038146973,8.460000038146973,8.210000038146973,8.460000038146973,700
2012-03-27 00:00:00+00:00,9.880000114440918,11.0,9.25,11.0,1200
2012-03-28 00:00:00+00:00,8.510000228881836,8.510000228881836,8.510000228881836,8.510000228881836,400
2012-03-29 00:00:00+00:00,8.770000457763672,10.0,8.770000457763672,8.770000457763672,2400
2012-03-30 00:00:00+00:00,8.770000457763672,8.770000457763672,8.770000457763672,8.770000457763672,0
2012-04-02 00:00:00+00:00,8.770000457763672,8.770000457763672,8.770000457763672,8.770000457763672,0
2012-04-03 00:00:00+00:00,8.770000457763672,8.770000457763672,8.770000457763672,8.770000457763672,0
2012-04-04 00:00:00+00:00,8.770000457763672,8.770000457763672,8.770000457763672,8.770000457763672,0
2012-04-05 00:00:00+00:00,9.0,9.0,9.0,9.0,400
2012-04-09 00:00:00+00:00,9.75,9.75,9.75,9.75,100
2012-04-10 00:00:00+00:00,9.75,10.050000190734863,9.75,10.050000190734863,300
2012-04-11 00:00:00+00:00,9.850000381469727,10.050000190734863,8.510000228881836,10.050000190734863,1700
2012-04-12 00:00:00+00:00,10.050000190734863,12.979999542236328,10.050000190734863,12.979999542236328,1200
2012-04-13 00:00:00+00:00,12.979999542236328,12.979999542236328,12.979999542236328,12.979999542236328,0
2012-04-16 00:00:00+00:00,12.979999542236328,12.979999542236328,12.979999542236328,12.979999542236328,0
2012-04-17 00:00:00+00:00,11.25,11.25,11.25,11.25,100
2012-04-18 00:00:00+00:00,11.510000228881836,11.729999542236328,11.510000228881836,11.729999542236328,800
