"('date', '')","('open', 'AEYE')","('high', 'AEYE')","('low', 'AEYE')","('close', 'AEYE')","('volume', 'AEYE')"
2025-09-26 00:00:00+00:00,13.670000076293945,14.239999771118164,13.635000228881836,14.210000038146973,93779
