"('date', '')","('open', 'BBBY')","('high', 'BBBY')","('low', 'BBBY')","('close', 'BBBY')","('volume', 'BBBY')"
2024-02-14 00:00:00+00:00,25.40999984741211,25.700000762939453,24.959999084472656,25.459999084472656,1121400
2024-02-15 00:00:00+00:00,25.809999465942383,26.25,25.56999969482422,26.1200008392334,723700
2024-02-16 00:00:00+00:00,25.510000228881836,26.5,25.100000381469727,25.889999389648438,764800
2024-02-20 00:00:00+00:00,25.950000762939453,27.270000457763672,25.790000915527344,27.18000030517578,1871200
2024-02-21 00:00:00+00:00,28.899999618530273,30.040000915527344,25.549999237060547,26.56999969482422,2810100
2024-02-22 00:00:00+00:00,28.459999084472656,28.469999313354492,26.459999084472656,27.399999618530273,2417500
2024-02-23 00:00:00+00:00,27.799999237060547,29.459999084472656,26.520000457763672,29.309999465942383,2662900
2024-02-26 00:00:00+00:00,29.6200008392334,31.639999389648438,29.229999542236328,31.399999618530273,2045800
2024-02-27 00:00:00+00:00,32.09000015258789,32.72999954223633,31.5,32.560001373291016,1603500
2024-02-28 00:00:00+00:00,32.290000915527344,32.97999954223633,31.520000457763672,32.040000915527344,1085700
2024-02-29 00:00:00+00:00,32.7599983215332,33.689998626708984,32.38999938964844,33.529998779296875,1856500
2024-03-01 00:00:00+00:00,33.630001068115234,33.880001068115234,32.779998779296875,33.58000183105469,1395100
2024-03-04 00:00:00+00:00,33.81999969482422,34.880001068115234,32.90999984741211,33.689998626708984,1559600
2024-03-05 00:00:00+00:00,33.13999938964844,34.290000915527344,32.810001373291016,34.189998626708984,829500
2024-03-06 00:00:00+00:00,33.90999984741211,35.40999984741211,33.599998474121094,35.119998931884766,1263400
2024-03-07 00:00:00+00:00,35.72999954223633,36.529998779296875,34.349998474121094,34.720001220703125,1123900
2024-03-08 00:00:00+00:00,35.630001068115234,36.849998474121094,34.529998779296875,35.130001068115234,1029700
2024-03-11 00:00:00+00:00,35.040000915527344,35.41999816894531,33.849998474121094,34.18000030517578,997100
2024-03-12 00:00:00+00:00,34.2599983215332,34.880001068115234,33.810001373291016,34.439998626708984,784200
2024-03-13 00:00:00+00:00,34.34000015258789,35.2400016784668,33.689998626708984,34.08000183105469,1182300
2024-03-14 00:00:00+00:00,34.33000183105469,34.86000061035156,33.04999923706055,34.58000183105469,1408700
2024-03-15 00:00:00+00:00,34.06999969482422,34.709999084472656,33.56999969482422,33.869998931884766,1138800
2024-03-18 00:00:00+00:00,34.130001068115234,35.220001220703125,33.540000915527344,34.04999923706055,824900
2024-03-19 00:00:00+00:00,33.779998779296875,34.20000076293945,33.220001220703125,33.95000076293945,644400
2024-03-20 00:00:00+00:00,34.060001373291016,35.22999954223633,33.22999954223633,34.16999816894531,1360400
2024-03-21 00:00:00+00:00,34.369998931884766,35.59000015258789,34.20000076293945,34.5,1244000
2024-03-22 00:00:00+00:00,34.2400016784668,35.5,33.58000183105469,34.81999969482422,1233000
2024-03-25 00:00:00+00:00,34.779998779296875,35.9900016784668,34.77000045776367,35.20000076293945,791500
2024-03-26 00:00:00+00:00,35.70000076293945,36.54999923706055,35.29999923706055,35.52000045776367,1045300
2024-03-27 00:00:00+00:00,35.83000183105469,37.099998474121094,35.20000076293945,36.02000045776367,1361200
2024-03-28 00:00:00+00:00,36.290000915527344,36.5,35.72999954223633,35.90999984741211,740300
2024-04-01 00:00:00+00:00,36.06999969482422,36.06999969482422,34.36000061035156,34.900001525878906,2294300
2024-04-02 00:00:00+00:00,34.25,35.06999969482422,33.650001525878906,34.279998779296875,1200600
2024-04-03 00:00:00+00:00,34.08000183105469,34.77000045776367,33.68000030517578,33.790000915527344,1697300
2024-04-04 00:00:00+00:00,34.18000030517578,34.20000076293945,29.700000762939453,30.40999984741211,4339800
2024-04-05 00:00:00+00:00,29.399999618530273,31.170000076293945,28.610000610351562,30.0,2008900
2024-04-08 00:00:00+00:00,30.229999542236328,30.59000015258789,29.440000534057617,29.68000030517578,1333500
2024-04-09 00:00:00+00:00,29.68000030517578,30.0,29.170000076293945,29.43000030517578,1079300
2024-04-10 00:00:00+00:00,28.65999984741211,28.799999237060547,27.450000762939453,28.440000534057617,2103500
2024-04-11 00:00:00+00:00,28.579999923706055,28.780000686645508,26.850000381469727,27.389999389648438,2129000
2024-04-12 00:00:00+00:00,27.0,27.239999771118164,26.1299991607666,26.389999389648438,1730600
2024-04-15 00:00:00+00:00,26.649999618530273,27.06999969482422,24.440000534057617,24.68000030517578,2290200
2024-04-16 00:00:00+00:00,24.3700008392334,24.549999237060547,23.440000534057617,23.549999237060547,1685700
2024-04-17 00:00:00+00:00,24.43000030517578,24.8799991607666,23.690000534057617,23.860000610351562,1918900
2024-04-18 00:00:00+00:00,23.280000686645508,24.25,23.010000228881836,23.020000457763672,1644800
2024-04-19 00:00:00+00:00,22.799999237060547,23.549999237060547,22.549999237060547,22.799999237060547,1403300
2024-04-22 00:00:00+00:00,23.100000381469727,23.399999618530273,22.540000915527344,22.65999984741211,1579400
2024-04-23 00:00:00+00:00,22.68000030517578,24.25,22.209999084472656,23.540000915527344,1557600
2024-04-24 00:00:00+00:00,23.43000030517578,23.719999313354492,22.309999465942383,22.350000381469727,1772200
2024-04-25 00:00:00+00:00,21.770000457763672,21.770000457763672,20.950000762939453,21.219999313354492,2430100
2024-04-26 00:00:00+00:00,21.309999465942383,22.079999923706055,20.969999313354492,21.489999771118164,2096100
2024-04-29 00:00:00+00:00,21.68000030517578,21.729999542236328,20.450000762939453,20.65999984741211,2427000
2024-04-30 00:00:00+00:00,21.440000534057617,21.5,20.079999923706055,20.1299991607666,2267500
2024-05-01 00:00:00+00:00,20.15999984741211,20.75,19.639999389648438,19.690000534057617,1886900
2024-05-02 00:00:00+00:00,20.329999923706055,20.899999618530273,19.610000610351562,20.450000762939453,1539100
2024-05-03 00:00:00+00:00,20.959999084472656,22.649999618530273,20.920000076293945,22.280000686645508,2274100
2024-05-06 00:00:00+00:00,22.290000915527344,22.6299991607666,21.549999237060547,21.889999389648438,2861300
2024-05-07 00:00:00+00:00,17.770000457763672,18.360000610351562,15.800000190734863,16.520000457763672,8311400
2024-05-08 00:00:00+00:00,16.110000610351562,16.610000610351562,15.399999618530273,16.329999923706055,4767500
2024-05-09 00:00:00+00:00,16.329999923706055,17.559999465942383,16.270000457763672,17.469999313354492,2752800
2024-05-10 00:00:00+00:00,17.6299991607666,17.65999984741211,16.65999984741211,16.860000610351562,2193300
2024-05-13 00:00:00+00:00,17.600000381469727,20.81999969482422,17.510000228881836,19.790000915527344,5499000
2024-05-14 00:00:00+00:00,21.270000457763672,22.389999389648438,19.459999084472656,19.809999465942383,3413700
2024-05-15 00:00:00+00:00,20.030000686645508,20.239999771118164,18.68000030517578,19.299999237060547,1681900
2024-05-16 00:00:00+00:00,19.389999389648438,19.770000457763672,18.68000030517578,18.709999084472656,1274100
2024-05-17 00:00:00+00:00,18.579999923706055,18.760000228881836,17.75,17.969999313354492,1521000
2024-05-20 00:00:00+00:00,18.040000915527344,18.329999923706055,17.170000076293945,17.31999969482422,1918600
2024-05-21 00:00:00+00:00,17.329999923706055,17.690000534057617,16.780000686645508,16.790000915527344,1602200
2024-05-22 00:00:00+00:00,16.729999542236328,17.229999542236328,16.18000030517578,16.219999313354492,1260000
2024-05-23 00:00:00+00:00,16.309999465942383,16.479999542236328,15.510000228881836,15.539999961853027,1678200
2024-05-24 00:00:00+00:00,15.550000190734863,16.229999542236328,15.550000190734863,15.960000038146973,1488200
2024-05-28 00:00:00+00:00,16.280000686645508,16.299999237060547,15.270000457763672,15.319999694824219,1713700
2024-05-29 00:00:00+00:00,15.09000015258789,15.380000114440918,15.010000228881836,15.15999984741211,1236900
2024-05-30 00:00:00+00:00,15.260000228881836,15.699999809265137,15.079999923706055,15.130000114440918,1106700
2024-05-31 00:00:00+00:00,15.199999809265137,15.449999809265137,14.890000343322754,15.130000114440918,1522100
2024-06-03 00:00:00+00:00,15.4399995803833,16.049999237060547,15.210000038146973,15.34000015258789,1634600
2024-06-04 00:00:00+00:00,15.1899995803833,15.520000457763672,15.170000076293945,15.3100004196167,1180100
2024-06-05 00:00:00+00:00,15.359999656677246,15.399999618530273,15.039999961853027,15.199999809265137,1726900
2024-06-06 00:00:00+00:00,15.100000381469727,15.539999961853027,14.569999694824219,14.930000305175781,2240600
2024-06-07 00:00:00+00:00,15.079999923706055,15.25,14.729999542236328,14.9399995803833,1678700
2024-06-10 00:00:00+00:00,14.1899995803833,14.850000381469727,13.949999809265137,14.34000015258789,3509700
2024-06-11 00:00:00+00:00,14.430000305175781,15.3100004196167,14.220000267028809,15.220000267028809,2332500
2024-06-12 00:00:00+00:00,15.75,16.5,15.140000343322754,15.170000076293945,1907800
2024-06-13 00:00:00+00:00,15.239999771118164,15.270000457763672,13.680000305175781,13.680000305175781,2519700
2024-06-14 00:00:00+00:00,13.399999618530273,13.84000015258789,13.199999809265137,13.65999984741211,1653700
2024-06-17 00:00:00+00:00,13.34000015258789,13.850000381469727,13.0,13.539999961853027,2289600
2024-06-18 00:00:00+00:00,13.399999618530273,14.069999694824219,13.239999771118164,13.770000457763672,2047300
2024-06-20 00:00:00+00:00,13.569999694824219,14.369999885559082,13.5,13.90999984741211,1556800
2024-06-21 00:00:00+00:00,13.829999923706055,14.020000457763672,13.319999694824219,13.399999618530273,1938800
2024-06-24 00:00:00+00:00,13.350000381469727,13.819999694824219,13.119999885559082,13.170000076293945,1523100
2024-06-25 00:00:00+00:00,13.079999923706055,13.079999923706055,12.470000267028809,12.550000190734863,2286600
2024-06-26 00:00:00+00:00,12.489999771118164,13.069999694824219,12.40999984741211,12.489999771118164,1709100
2024-06-27 00:00:00+00:00,12.489999771118164,12.5600004196167,12.220000267028809,12.420000076293945,1302500
2024-06-28 00:00:00+00:00,12.479999542236328,13.100000381469727,12.180000305175781,13.079999923706055,2736000
2024-07-01 00:00:00+00:00,13.079999923706055,13.220000267028809,12.699999809265137,12.960000038146973,1328000
2024-07-02 00:00:00+00:00,12.930000305175781,13.170000076293945,12.75,12.869999885559082,1721300
2024-07-03 00:00:00+00:00,12.880000114440918,12.970000267028809,12.40999984741211,12.489999771118164,949800
2024-07-05 00:00:00+00:00,12.460000038146973,12.479999542236328,12.0600004196167,12.079999923706055,1314500
2024-07-08 00:00:00+00:00,12.199999809265137,12.760000228881836,11.949999809265137,12.729999542236328,2622100
2024-07-09 00:00:00+00:00,12.6899995803833,12.960000038146973,12.510000228881836,12.880000114440918,1676600
2024-07-10 00:00:00+00:00,13.050000190734863,13.149999618530273,12.050000190734863,12.399999618530273,3020600
2024-07-11 00:00:00+00:00,12.8100004196167,13.819999694824219,12.760000228881836,13.449999809265137,3015800
2024-07-12 00:00:00+00:00,13.600000381469727,14.59000015258789,13.270000457763672,13.960000038146973,4355000
2024-07-15 00:00:00+00:00,14.039999961853027,14.050000190734863,13.039999961853027,13.470000267028809,2273200
2024-07-16 00:00:00+00:00,13.819999694824219,14.859999656677246,13.8100004196167,14.789999961853027,2751300
2024-07-17 00:00:00+00:00,14.569999694824219,15.25,14.3100004196167,14.6899995803833,1918100
2024-07-18 00:00:00+00:00,14.829999923706055,15.4399995803833,14.199999809265137,14.329999923706055,1768500
2024-07-19 00:00:00+00:00,14.300000190734863,14.59000015258789,13.710000038146973,13.960000038146973,2166600
2024-07-22 00:00:00+00:00,14.039999961853027,14.15999984741211,13.460000038146973,13.680000305175781,2430700
2024-07-23 00:00:00+00:00,13.800000190734863,13.880000114440918,13.1899995803833,13.199999809265137,1606100
2024-07-24 00:00:00+00:00,13.050000190734863,13.390000343322754,12.640000343322754,12.720000267028809,1783700
2024-07-25 00:00:00+00:00,12.619999885559082,13.6899995803833,12.600000381469727,13.380000114440918,2153300
2024-07-26 00:00:00+00:00,13.649999618530273,13.930000305175781,13.390000343322754,13.8100004196167,1528000
2024-07-29 00:00:00+00:00,14.0,14.020000457763672,13.40999984741211,13.59000015258789,2985600
2024-07-30 00:00:00+00:00,15.260000228881836,15.4399995803833,12.210000038146973,12.260000228881836,6272400
2024-07-31 00:00:00+00:00,12.3100004196167,12.319999694824219,11.0600004196167,11.300000190734863,5412600
2024-08-01 00:00:00+00:00,11.1899995803833,11.380000114440918,10.319999694824219,10.65999984741211,4581700
2024-08-02 00:00:00+00:00,10.65999984741211,10.699999809265137,9.90999984741211,10.380000114440918,3108800
2024-08-05 00:00:00+00:00,9.649999618530273,10.760000228881836,9.449999809265137,10.630000114440918,3598100
2024-08-06 00:00:00+00:00,10.680000305175781,10.899999618530273,10.220000267028809,10.420000076293945,2480200
2024-08-07 00:00:00+00:00,10.539999961853027,10.770000457763672,9.899999618530273,9.930000305175781,2158400
2024-08-08 00:00:00+00:00,9.930000305175781,10.210000038146973,9.899999618530273,10.039999961853027,1700500
2024-08-09 00:00:00+00:00,10.069999694824219,10.260000228881836,9.5600004196167,9.619999885559082,1757400
2024-08-12 00:00:00+00:00,9.520000457763672,9.710000038146973,9.170000076293945,9.260000228881836,1741500
2024-08-13 00:00:00+00:00,9.239999771118164,10.170000076293945,9.109999656677246,9.90999984741211,1863100
2024-08-14 00:00:00+00:00,10.020000457763672,10.239999771118164,9.050000190734863,9.289999961853027,2458900
2024-08-15 00:00:00+00:00,9.859999656677246,10.770000457763672,9.710000038146973,10.609999656677246,3339900
2024-08-16 00:00:00+00:00,10.550000190734863,10.710000038146973,10.369999885559082,10.520000457763672,1968200
2024-08-19 00:00:00+00:00,10.59000015258789,10.600000381469727,10.100000381469727,10.399999618530273,1673000
2024-08-20 00:00:00+00:00,10.40999984741211,10.430000305175781,10.15999984741211,10.3100004196167,1344500
2024-08-21 00:00:00+00:00,10.4399995803833,11.229999542236328,10.420000076293945,11.15999984741211,2031600
2024-08-22 00:00:00+00:00,11.020000457763672,11.0600004196167,10.229999542236328,10.300000190734863,1453900
2024-08-23 00:00:00+00:00,10.40999984741211,11.569999694824219,10.380000114440918,11.050000190734863,3167100
2024-08-26 00:00:00+00:00,11.100000381469727,11.289999961853027,10.5,10.65999984741211,1932900
2024-08-27 00:00:00+00:00,10.569999694824219,10.65999984741211,10.359999656677246,10.529999732971191,1122100
2024-08-28 00:00:00+00:00,10.479999542236328,10.59000015258789,10.109999656677246,10.210000038146973,1072500
2024-08-29 00:00:00+00:00,10.4399995803833,10.5,10.050000190734863,10.09000015258789,1333400
2024-08-30 00:00:00+00:00,10.100000381469727,10.109999656677246,9.609999656677246,9.829999923706055,1796900
2024-09-03 00:00:00+00:00,9.710000038146973,9.960000038146973,9.470000267028809,9.479999542236328,1604700
2024-09-04 00:00:00+00:00,9.399999618530273,10.199999809265137,9.270000457763672,9.859999656677246,1538600
2024-09-05 00:00:00+00:00,9.979999542236328,10.069999694824219,9.470000267028809,9.760000228881836,992200
2024-09-06 00:00:00+00:00,9.779999732971191,9.989999771118164,9.609999656677246,9.850000381469727,1050900
2024-09-09 00:00:00+00:00,9.880000114440918,10.420000076293945,9.710000038146973,10.25,1413000
2024-09-10 00:00:00+00:00,10.319999694824219,12.0600004196167,10.010000228881836,11.989999771118164,2864700
2024-09-11 00:00:00+00:00,11.920000076293945,12.239999771118164,10.90999984741211,11.010000228881836,2378400
2024-09-12 00:00:00+00:00,11.100000381469727,11.25,10.640000343322754,10.699999809265137,1676100
2024-09-13 00:00:00+00:00,11.34000015258789,12.199999809265137,11.130000114440918,11.380000114440918,2785200
2024-09-16 00:00:00+00:00,11.449999809265137,11.5600004196167,10.640000343322754,10.9399995803833,1532700
2024-09-17 00:00:00+00:00,11.130000114440918,11.229999542236328,10.479999542236328,10.649999618530273,1688900
2024-09-18 00:00:00+00:00,10.579999923706055,11.489999771118164,10.579999923706055,10.869999885559082,1824900
2024-09-19 00:00:00+00:00,11.170000076293945,11.300000190734863,10.789999961853027,10.960000038146973,1650900
2024-09-20 00:00:00+00:00,10.789999961853027,10.899999618530273,10.350000381469727,10.350000381469727,2296900
2024-09-23 00:00:00+00:00,10.25,10.430000305175781,9.619999885559082,9.949999809265137,2817300
2024-09-24 00:00:00+00:00,10.0,10.619999885559082,9.949999809265137,10.550000190734863,1763100
2024-09-25 00:00:00+00:00,10.520000457763672,10.520000457763672,9.8100004196167,9.850000381469727,1603600
2024-09-26 00:00:00+00:00,10.140000343322754,10.520000457763672,9.949999809265137,9.979999542236328,1528500
2024-09-27 00:00:00+00:00,10.260000228881836,10.399999618530273,10.029999732971191,10.199999809265137,935300
2024-09-30 00:00:00+00:00,10.15999984741211,10.470000267028809,10.0,10.079999923706055,1066200
2024-10-01 00:00:00+00:00,9.979999542236328,10.029999732971191,9.1899995803833,9.1899995803833,2281500
2024-10-02 00:00:00+00:00,9.149999618530273,9.359999656677246,8.90999984741211,9.25,1509000
2024-10-03 00:00:00+00:00,9.079999923706055,9.25,9.0,9.1899995803833,1054200
2024-10-04 00:00:00+00:00,9.529999732971191,10.680000305175781,9.460000038146973,10.5,2709200
2024-10-07 00:00:00+00:00,10.470000267028809,10.850000381469727,10.180000305175781,10.8100004196167,1445600
2024-10-08 00:00:00+00:00,10.779999732971191,10.880000114440918,10.229999542236328,10.25,1521800
2024-10-09 00:00:00+00:00,10.220000267028809,10.479999542236328,9.850000381469727,9.949999809265137,1520400
2024-10-10 00:00:00+00:00,9.720000267028809,10.029999732971191,9.529999732971191,9.960000038146973,1324600
2024-10-11 00:00:00+00:00,9.739999771118164,10.350000381469727,9.739999771118164,10.350000381469727,1235100
2024-10-14 00:00:00+00:00,10.270000457763672,10.479999542236328,10.0,10.170000076293945,1090300
2024-10-15 00:00:00+00:00,10.199999809265137,10.65999984741211,9.890000343322754,10.34000015258789,1357400
2024-10-16 00:00:00+00:00,10.529999732971191,10.720000267028809,10.220000267028809,10.289999961853027,1512500
2024-10-17 00:00:00+00:00,10.270000457763672,10.319999694824219,9.949999809265137,10.109999656677246,1433100
2024-10-18 00:00:00+00:00,10.239999771118164,10.5600004196167,10.029999732971191,10.520000457763672,1641300
2024-10-21 00:00:00+00:00,10.9399995803833,11.25,10.319999694824219,10.40999984741211,2337800
2024-10-22 00:00:00+00:00,10.329999923706055,10.449999809265137,10.0600004196167,10.15999984741211,1403000
2024-10-23 00:00:00+00:00,10.149999618530273,10.4399995803833,9.319999694824219,9.520000457763672,2466900
2024-10-24 00:00:00+00:00,7.730000019073486,7.730000019073486,6.300000190734863,6.690000057220459,12410600
2024-10-25 00:00:00+00:00,6.480000019073486,6.650000095367432,6.059999942779541,6.369999885559082,6787000
2024-10-28 00:00:00+00:00,6.650000095367432,7.329999923706055,6.599999904632568,7.0,5957200
2024-10-29 00:00:00+00:00,7.099999904632568,7.190000057220459,6.71999979019165,6.75,3300900
2024-10-30 00:00:00+00:00,6.630000114440918,6.860000133514404,6.510000228881836,6.650000095367432,2603000
2024-10-31 00:00:00+00:00,6.71999979019165,6.78000020980835,6.389999866485596,6.409999847412109,2540100
2024-11-01 00:00:00+00:00,6.420000076293945,6.559999942779541,6.329999923706055,6.349999904632568,2727100
2024-11-04 00:00:00+00:00,6.320000171661377,6.570000171661377,6.28000020980835,6.340000152587891,2575000
2024-11-05 00:00:00+00:00,6.309999942779541,6.46999979019165,6.119999885559082,6.329999923706055,2896800
2024-11-06 00:00:00+00:00,6.5,6.559999942779541,6.130000114440918,6.340000152587891,3625400
2024-11-07 00:00:00+00:00,6.329999923706055,6.53000020980835,6.159999847412109,6.21999979019165,2097100
2024-11-08 00:00:00+00:00,6.190000057220459,6.429999828338623,6.099999904632568,6.409999847412109,2238300
2024-11-11 00:00:00+00:00,6.489999771118164,6.650000095367432,6.179999828338623,6.5,4052400
2024-11-12 00:00:00+00:00,6.420000076293945,6.619999885559082,6.139999866485596,6.519999980926514,2667200
2024-11-13 00:00:00+00:00,6.610000133514404,6.699999809265137,6.150000095367432,6.150000095367432,2475100
2024-11-14 00:00:00+00:00,6.190000057220459,6.25,5.960000038146973,6.179999828338623,2398600
2024-11-15 00:00:00+00:00,6.199999809265137,6.239999771118164,6.019999980926514,6.090000152587891,1866200
2024-11-18 00:00:00+00:00,6.059999942779541,6.150000095367432,5.940000057220459,6.079999923706055,1750900
2024-11-19 00:00:00+00:00,6.039999961853027,6.510000228881836,5.96999979019165,6.159999847412109,2145900
2024-11-20 00:00:00+00:00,6.110000133514404,6.21999979019165,5.829999923706055,5.920000076293945,1900100
2024-11-21 00:00:00+00:00,5.769999980926514,6.0,5.570000171661377,5.75,2722200
2024-11-22 00:00:00+00:00,5.75,5.989999771118164,5.690000057220459,5.730000019073486,2384900
2024-11-25 00:00:00+00:00,5.849999904632568,6.659999847412109,5.849999904632568,6.269999980926514,3303200
2024-11-26 00:00:00+00:00,6.110000133514404,6.159999847412109,5.880000114440918,5.949999809265137,2371500
2024-11-27 00:00:00+00:00,6.039999961853027,6.179999828338623,5.920000076293945,6.070000171661377,2432400
2024-11-29 00:00:00+00:00,6.019999980926514,6.349999904632568,6.019999980926514,6.289999961853027,1547300
2024-12-02 00:00:00+00:00,6.320000171661377,6.679999828338623,6.239999771118164,6.369999885559082,3042600
2024-12-03 00:00:00+00:00,6.289999961853027,6.349999904632568,6.110000133514404,6.340000152587891,1669800
2024-12-04 00:00:00+00:00,6.289999961853027,6.46999979019165,6.179999828338623,6.320000171661377,1861300
2024-12-05 00:00:00+00:00,6.28000020980835,6.409999847412109,6.019999980926514,6.059999942779541,1694100
2024-12-06 00:00:00+00:00,6.150000095367432,6.210000038146973,5.929999828338623,6.010000228881836,2216200
2024-12-09 00:00:00+00:00,6.050000190734863,6.420000076293945,6.050000190734863,6.059999942779541,2485600
2024-12-10 00:00:00+00:00,6.010000228881836,6.019999980926514,5.590000152587891,5.679999828338623,3039300
2024-12-11 00:00:00+00:00,5.630000114440918,5.730000019073486,5.449999809265137,5.550000190734863,1953100
2024-12-12 00:00:00+00:00,5.539999961853027,5.769999980926514,5.5,5.579999923706055,2314000
2024-12-13 00:00:00+00:00,5.579999923706055,5.579999923706055,5.25,5.25,2892200
2024-12-16 00:00:00+00:00,5.210000038146973,5.269999980926514,4.940000057220459,5.059999942779541,3724700
2024-12-17 00:00:00+00:00,5.070000171661377,5.230000019073486,4.96999979019165,4.980000019073486,2091000
2024-12-18 00:00:00+00:00,4.949999809265137,5.670000076293945,4.900000095367432,5.119999885559082,4189700
2024-12-19 00:00:00+00:00,5.139999866485596,5.239999771118164,4.96999979019165,5.179999828338623,2589800
2024-12-20 00:00:00+00:00,5.090000152587891,5.400000095367432,4.909999847412109,5.090000152587891,3474400
2024-12-23 00:00:00+00:00,5.059999942779541,5.239999771118164,4.78000020980835,4.860000133514404,3437800
2024-12-24 00:00:00+00:00,4.860000133514404,4.960000038146973,4.760000228881836,4.840000152587891,1858800
2024-12-26 00:00:00+00:00,4.78000020980835,4.949999809265137,4.670000076293945,4.829999923706055,1482700
2024-12-27 00:00:00+00:00,4.730000019073486,4.809999942779541,4.579999923706055,4.619999885559082,2914900
2024-12-30 00:00:00+00:00,4.550000190734863,4.949999809265137,4.449999809265137,4.860000133514404,3980200
2024-12-31 00:00:00+00:00,4.889999866485596,4.949999809265137,4.71999979019165,4.929999828338623,2441000
2025-01-02 00:00:00+00:00,5.019999980926514,5.849999904632568,5.019999980926514,5.619999885559082,4652700
2025-01-03 00:00:00+00:00,5.619999885559082,5.710000038146973,5.25,5.699999809265137,3284400
2025-01-06 00:00:00+00:00,5.869999885559082,6.71999979019165,5.869999885559082,6.260000228881836,4592000
2025-01-07 00:00:00+00:00,6.340000152587891,6.679999828338623,6.170000076293945,6.269999980926514,2838300
2025-01-08 00:00:00+00:00,6.260000228881836,6.289999961853027,5.630000114440918,5.929999828338623,2647700
2025-01-10 00:00:00+00:00,5.820000171661377,6.239999771118164,5.789999961853027,6.159999847412109,2334700
2025-01-13 00:00:00+00:00,6.099999904632568,6.099999904632568,5.53000020980835,5.940000057220459,2224900
2025-01-14 00:00:00+00:00,6.019999980926514,6.179999828338623,5.550000190734863,5.550000190734863,1118300
2025-01-15 00:00:00+00:00,5.789999961853027,5.989999771118164,5.659999847412109,5.78000020980835,1456900
2025-01-16 00:00:00+00:00,5.789999961853027,6.150000095367432,5.550000190734863,6.150000095367432,1694500
2025-01-17 00:00:00+00:00,6.21999979019165,6.269999980926514,5.820000171661377,5.880000114440918,1654000
2025-01-21 00:00:00+00:00,5.940000057220459,6.349999904632568,5.909999847412109,6.0,2207600
2025-01-22 00:00:00+00:00,5.989999771118164,7.449999809265137,5.809999942779541,6.929999828338623,5248500
2025-01-23 00:00:00+00:00,7.099999904632568,7.300000190734863,6.800000190734863,7.0,4405800
2025-01-24 00:00:00+00:00,7.03000020980835,8.0600004196167,7.03000020980835,7.710000038146973,5269000
