"('date', '')","('open', 'CXT')","('high', 'CXT')","('low', 'CXT')","('close', 'CXT')","('volume', 'CXT')"
1980-03-17 00:00:00+00:00,0.4404859244823456,0.4561161051671945,0.4404859244823456,0.4404859244823456,304981
1980-03-18 00:00:00+00:00,0.4319605231285095,0.4319605231285095,0.42343511980347814,0.4319605231285095,537815
1980-03-19 00:00:00+00:00,0.43480250239372253,0.44048623676953574,0.43480250239372253,0.43480250239372253,81984
1980-03-20 00:00:00+00:00,0.43480239789492475,0.4376440644264221,0.43480239789492475,0.4376440644264221,101660
1980-03-21 00:00:00+00:00,0.4376439662283763,0.4490114741358943,0.43338128963344646,0.44616976380348206,685386
1980-03-24 00:00:00+00:00,0.44474910319193023,0.44474910319193023,0.4390653669834137,0.4390653669834137,314819
1980-03-25 00:00:00+00:00,0.4319605231285095,0.4319605231285095,0.42343511980347814,0.4319605231285095,1036278
1980-03-26 00:00:00+00:00,0.43480250239372253,0.44048623676953574,0.43480250239372253,0.43480250239372253,236114
1980-03-27 00:00:00+00:00,0.426276790796953,0.426276790796953,0.42059341073036194,0.42059341073036194,475507
1980-03-28 00:00:00+00:00,0.42059341073036194,0.4234351229829348,0.41775138740790674,0.42059341073036194,659152
1980-03-31 00:00:00+00:00,0.42059366808997983,0.42343538208138637,0.4092261899842084,0.4149099290370941,160689
1980-04-01 00:00:00+00:00,0.4149096751553339,0.42059341073036194,0.4149096751553339,0.42059341073036194,147571
1980-04-02 00:00:00+00:00,0.42059341073036194,0.4276978024581806,0.4149096751553339,0.42059341073036194,842796
1980-04-03 00:00:00+00:00,0.42059341073036194,0.42059341073036194,0.41917239906913434,0.42059341073036194,111498
1980-04-07 00:00:00+00:00,0.42059366808997983,0.42059366808997983,0.4149099290370941,0.4149099290370941,373847
1980-04-08 00:00:00+00:00,0.41490959224853025,0.4163302481174469,0.4092258578092201,0.4163302481174469,334495
1980-04-09 00:00:00+00:00,0.4163302791867448,0.41917234659194946,0.4134886117284817,0.41917234659194946,206600
1980-04-10 00:00:00+00:00,0.4220140637143662,0.4319605231285095,0.4220140637143662,0.4319605231285095,662431
1980-04-11 00:00:00+00:00,0.4319605387546214,0.4319605387546214,0.4262768030166626,0.4262768030166626,1282230
1980-04-14 00:00:00+00:00,0.4262768030166626,0.4262768030166626,0.4262768030166626,0.4262768030166626,26235
