"('date', '')","('open', 'BJ')","('high', 'BJ')","('low', 'BJ')","('close', 'BJ')","('volume', 'BJ')"
2025-09-26 00:00:00+00:00,93.19000244140625,93.59500122070312,91.61000061035156,93.0999984741211,2162932
