"('date', '')","('open', 'ACI')","('high', 'ACI')","('low', 'ACI')","('close', 'ACI')","('volume', 'ACI')"
2025-09-26 00:00:00+00:00,17.469999313354492,17.609899520874023,17.34000015258789,17.559999465942383,3134408
