"('date', '')","('open', 'BAM')","('high', 'BAM')","('low', 'BAM')","('close', 'BAM')","('volume', 'BAM')"
2024-01-02 00:00:00+00:00,37.05168387348993,37.410310466697695,36.47599845824047,36.6458740234375,958600
2024-01-03 00:00:00+00:00,35.99468362492479,36.15512326086472,35.650216324442255,35.83424758911133,1051900
2024-01-04 00:00:00+00:00,35.768187510406904,36.50431261522329,35.57471670201831,36.30612564086914,1404800
2024-01-05 00:00:00+00:00,36.004124213981314,36.71193789892097,36.004124213981314,36.17399978637695,1241800
2024-01-08 00:00:00+00:00,36.17399986176629,36.655311584472656,36.17399986176629,36.655311584472656,906800
2024-01-09 00:00:00+00:00,36.542057037353516,36.64587027213878,36.315555106901485,36.542057037353516,838200
2024-01-10 00:00:00+00:00,36.58924679484849,37.21212265289322,36.58924679484849,37.07999801635742,850300
2024-01-11 00:00:00+00:00,36.92899891543538,37.07055948692379,35.8059322742779,36.43824768066406,1305000
2024-01-12 00:00:00+00:00,36.77799742366177,37.0375269283203,36.2306198208888,36.70249557495117,1223000
2024-01-16 00:00:00+00:00,36.16455988530281,36.570373348535384,35.994684314641425,36.381622314453125,974400
2024-01-17 00:00:00+00:00,35.67380836909577,35.80593301192412,35.09811933952093,35.7115592956543,1444100
2024-01-18 00:00:00+00:00,36.004119593373964,36.27780478033091,35.53224386397261,36.10792922973633,1297600
2024-01-19 00:00:00+00:00,36.14567756225109,36.90067795517163,35.97580202382823,36.84405517578125,1065800
2024-01-22 00:00:00+00:00,37.127184129766654,37.259308763660194,36.56942736804391,36.721370697021484,897500
2024-01-23 00:00:00+00:00,36.749680051776735,37.13190183591453,36.744963886632284,37.02336883544922,741100
2024-01-24 00:00:00+00:00,37.3914311320609,37.63680852310436,37.230995114946836,37.334808349609375,1319300
2024-01-25 00:00:00+00:00,37.561305210275385,38.136994143518734,37.353682349198536,37.99542999267578,835400
2024-01-26 00:00:00+00:00,38.08981124780748,38.50506061319875,37.86330930296825,38.28799819946289,1886700
2024-01-29 00:00:00+00:00,38.22193472341958,38.75987277596131,38.07093463148025,38.740997314453125,836000
2024-01-30 00:00:00+00:00,38.79762588705654,38.8542486746483,38.42956336720461,38.731563568115234,672500
2024-01-31 00:00:00+00:00,38.731561802326254,38.90143735760958,37.86330856419746,37.92937088012695,1058100
2024-02-01 00:00:00+00:00,37.77836909930551,38.30687120326379,36.93843089132123,38.023746490478516,1409800
2024-02-02 00:00:00+00:00,37.65568433953103,38.1134007692158,37.344244632602624,38.0048713684082,803800
2024-02-05 00:00:00+00:00,37.69343254158704,37.76893438749964,37.023369859680436,37.46693420410156,2473900
2024-02-06 00:00:00+00:00,37.56130791136615,37.80668531045595,37.325370043078514,37.46693420410156,1409300
2024-02-07 00:00:00+00:00,37.910499074856794,38.0992501100572,36.1645600995378,37.551876068115234,2449700
2024-02-08 00:00:00+00:00,37.67455571600453,38.02374634051772,36.83461751133286,37.73118209838867,2371100
2024-02-09 00:00:00+00:00,37.6839976155486,38.136997902722484,37.18381047348443,38.099246978759766,1405900
2024-02-12 00:00:00+00:00,38.335182528707854,38.788182788412,38.14171535535163,38.316307067871094,1250400
2024-02-13 00:00:00+00:00,37.37255303406291,37.37255303406291,36.532614885791105,36.966739654541016,1253400
2024-02-14 00:00:00+00:00,37.51412334700014,38.014310506253025,37.400874171346466,37.938812255859375,1063600
2024-02-15 00:00:00+00:00,38.089811625726355,38.9014385026075,38.05206070119088,38.854248046875,737200
2024-02-16 00:00:00+00:00,38.68437487968101,38.910873219573986,38.1747482147325,38.53337478637695,864400
2024-02-20 00:00:00+00:00,38.20306223678378,38.608875690495076,38.16531131082774,38.48618698120117,702600
2024-02-21 00:00:00+00:00,38.22193588224442,38.420122833899825,37.806686516853155,38.28799819946289,489100
2024-02-22 00:00:00+00:00,38.62774660587949,39.59037350367098,38.62774660587949,39.31668472290039,868900
2024-02-23 00:00:00+00:00,39.49599936347282,39.66587492375614,38.84481211580429,38.854248046875,587600
2024-02-26 00:00:00+00:00,38.87311996886585,39.19399559794178,38.693808493842184,38.75043487548828,549800
2024-02-27 00:00:00+00:00,38.750434937221804,38.91087095195236,38.34462153509322,38.64662170410156,743800
2024-02-28 00:00:00+00:00,38.456103784905515,38.81808944010633,38.14175059437741,38.484683990478516,859200
2024-02-29 00:00:00+00:00,38.89429756610917,38.98002727928091,38.2655839320755,38.81808853149414,852300
2024-03-01 00:00:00+00:00,38.903826457185836,39.86594201242995,38.903826457185836,39.60874557495117,1290300
2024-03-04 00:00:00+00:00,39.408696020868,40.018353793441875,39.408696020868,39.55158615112305,1574000
2024-03-05 00:00:00+00:00,39.53253653136694,39.86594201242995,39.313440981833075,39.60874557495117,617200
2024-03-06 00:00:00+00:00,40.0564609583069,40.66611877114697,39.96120328774334,40.189823150634766,862400
2024-03-07 00:00:00+00:00,40.61848967244085,40.78995638542101,40.28698832970514,40.494651794433594,812700
2024-03-08 00:00:00+00:00,40.761373882841625,40.82805496887496,39.95166927067781,40.065982818603516,879600
2024-03-11 00:00:00+00:00,39.91357686761895,40.00883454394652,39.308679358011865,39.904048919677734,548100
2024-03-12 00:00:00+00:00,39.97072760126081,40.59943767498304,39.72781945116958,40.189823150634766,797900
2024-03-13 00:00:00+00:00,40.3422374896274,40.68517091684082,39.99930769626117,40.01835632324219,652200
2024-03-14 00:00:00+00:00,39.95167464078813,39.95167464078813,38.989559103093775,39.22770690917969,991600
2024-03-15 00:00:00+00:00,38.989558006744375,39.408696825484824,38.59423178763464,38.98003005981445,1145800
2024-03-18 00:00:00+00:00,39.02766128581008,39.15149552118517,38.51326118336198,38.62757110595703,1179800
2024-03-19 00:00:00+00:00,38.294165650951925,38.86095492446061,38.2274845599509,38.62757110595703,959500
2024-03-20 00:00:00+00:00,38.560885567607144,39.90403881319135,38.560885567607144,39.78020095825195,943200
2024-03-21 00:00:00+00:00,40.19935064513581,40.96142290260081,39.97072715097273,40.62801742553711,1326100
2024-03-22 00:00:00+00:00,40.70421738703336,40.794714704631296,40.17076506127464,40.34223175048828,848400
2024-03-25 00:00:00+00:00,40.285082798559245,40.485126078825445,39.56111145019531,39.56111145019531,1046000
2024-03-26 00:00:00+00:00,39.875468478059865,40.27555504046857,39.44680170844549,39.49443054199219,1253600
2024-03-27 00:00:00+00:00,39.913571080298006,39.913571080298006,39.09434210081536,39.81830978393555,832000
2024-03-28 00:00:00+00:00,39.81831040091666,40.08503840101756,39.57539863373712,40.02788162231445,766700
2024-04-01 00:00:00+00:00,39.9326231541213,40.01359617148357,39.52301226285477,39.95167541503906,1244200
2024-04-02 00:00:00+00:00,39.14196893921406,39.34201220061995,38.65614907096452,39.08481216430664,1411700
2024-04-03 00:00:00+00:00,39.12292395270292,39.73734577023526,38.98003380579869,39.6277961730957,1127700
2024-04-04 00:00:00+00:00,40.03740958204856,40.389870965385185,38.99908496103636,39.03718948364258,1245600
2024-04-05 00:00:00+00:00,38.86572200926829,39.66589879918766,38.85619769572576,39.37059783935547,1771400
2024-04-08 00:00:00+00:00,39.61826643870825,39.88499080033359,39.294385299371676,39.408695220947266,797400
2024-04-09 00:00:00+00:00,39.618265661545934,39.999303571119206,39.00860791330615,39.98025131225586,719000
2024-04-10 00:00:00+00:00,39.18959890562304,39.437274636897875,38.303688854999265,38.44657897949219,1880400
2024-04-11 00:00:00+00:00,38.72283233170739,38.72283233170739,37.52256542820472,38.21795654296875,974500
2024-04-12 00:00:00+00:00,37.74166230285345,38.008390309702165,37.265366703152154,37.51304244995117,1449000
2024-04-15 00:00:00+00:00,37.77976499639073,37.84644608641728,36.560449482937486,36.71286392211914,1257400
2024-04-16 00:00:00+00:00,36.379452879583816,36.693809687510864,36.00794293119489,36.62712860107422,2257800
2024-04-17 00:00:00+00:00,36.93196197632758,37.42254587242653,36.73191869257119,37.17963409423828,3517100
2024-04-18 00:00:00+00:00,37.15105735231799,37.22726639369756,36.331828326723134,36.59855270385742,1993700
