"('date', '')","('open', 'AMTD')","('high', 'AMTD')","('low', 'AMTD')","('close', 'AMTD')","('volume', 'AMTD')"
2024-01-02 00:00:00+00:00,1.7999999523162842,1.875,1.7699999809265137,1.8300000429153442,26500
2024-01-03 00:00:00+00:00,1.8700000047683716,1.8700000047683716,1.7599999904632568,1.850000023841858,25400
2024-01-04 00:00:00+00:00,1.850000023841858,1.850000023841858,1.75,1.7799999713897705,64700
2024-01-05 00:00:00+00:00,1.7799999713897705,1.8079999685287476,1.7599999904632568,1.7799999713897705,17400
2024-01-08 00:00:00+00:00,1.7999999523162842,1.7999999523162842,1.75,1.7699999809265137,9200
2024-01-09 00:00:00+00:00,1.7999999523162842,1.7999999523162842,1.75,1.7599999904632568,18100
2024-01-10 00:00:00+00:00,1.7899999618530273,1.7999999523162842,1.7599999904632568,1.7799999713897705,32200
2024-01-11 00:00:00+00:00,1.75,1.8300000429153442,1.75,1.7599999904632568,16600
2024-01-12 00:00:00+00:00,1.7899999618530273,1.7899999618530273,1.7599999904632568,1.7690000534057617,25400
2024-01-16 00:00:00+00:00,1.75,1.7699999809265137,1.7200000286102295,1.7699999809265137,25000
2024-01-17 00:00:00+00:00,1.7699999809265137,1.7699999809265137,1.7000000476837158,1.7200000286102295,35600
2024-01-18 00:00:00+00:00,1.7000000476837158,1.7289999723434448,1.7000000476837158,1.7000000476837158,7400
2024-01-19 00:00:00+00:00,1.7000000476837158,1.7300000190734863,1.6799999475479126,1.7000000476837158,53000
2024-01-22 00:00:00+00:00,1.7200000286102295,1.7400000095367432,1.7009999752044678,1.7100000381469727,10600
2024-01-23 00:00:00+00:00,1.7000000476837158,1.7200000286102295,1.7000000476837158,1.7000000476837158,13000
2024-01-24 00:00:00+00:00,1.7400000095367432,1.7400000095367432,1.7000000476837158,1.7000000476837158,23200
2024-01-25 00:00:00+00:00,1.7999999523162842,1.8200000524520874,1.649999976158142,1.649999976158142,82800
2024-01-26 00:00:00+00:00,1.7000000476837158,1.7899999618530273,1.6699999570846558,1.7400000095367432,61200
2024-01-29 00:00:00+00:00,1.7899999618530273,1.7999999523162842,1.7000000476837158,1.7100000381469727,38000
2024-01-30 00:00:00+00:00,1.6799999475479126,1.7489999532699585,1.6799999475479126,1.6799999475479126,20500
2024-01-31 00:00:00+00:00,1.6799999475479126,1.7400000095367432,1.6799999475479126,1.6799999475479126,22300
2024-02-01 00:00:00+00:00,1.7200000286102295,1.75,1.690000057220459,1.7100000381469727,18900
2024-02-02 00:00:00+00:00,1.6799999475479126,1.690000057220459,1.6799999475479126,1.6890000104904175,9300
2024-02-05 00:00:00+00:00,1.690000057220459,1.7699999809265137,1.6699999570846558,1.7100000381469727,52700
2024-02-06 00:00:00+00:00,1.7100000381469727,1.7799999713897705,1.6649999618530273,1.690000057220459,40900
2024-02-07 00:00:00+00:00,1.75,1.75,1.659999966621399,1.7100000381469727,20800
2024-02-08 00:00:00+00:00,1.6699999570846558,1.7599999904632568,1.6699999570846558,1.690000057220459,51500
2024-02-09 00:00:00+00:00,1.7699999809265137,1.7699999809265137,1.690000057220459,1.75,36600
2024-02-12 00:00:00+00:00,1.7699999809265137,1.7999999523162842,1.7000000476837158,1.75,79500
2024-02-13 00:00:00+00:00,1.7000000476837158,1.7960000038146973,1.6799999475479126,1.7000000476837158,36100
2024-02-14 00:00:00+00:00,1.9900000095367432,2.0,1.7000000476837158,1.7400000095367432,421500
2024-02-15 00:00:00+00:00,1.7899999618530273,1.8899999856948853,1.7799999713897705,1.8899999856948853,48400
2024-02-16 00:00:00+00:00,1.899999976158142,1.899999976158142,1.7699999809265137,1.7899999618530273,114500
2024-02-20 00:00:00+00:00,1.8300000429153442,1.850000023841858,1.7000000476837158,1.8200000524520874,64800
2024-02-21 00:00:00+00:00,1.840000033378601,1.850000023841858,1.7799999713897705,1.7999999523162842,54500
2024-02-22 00:00:00+00:00,1.7699999809265137,1.8300000429153442,1.659999966621399,1.75,173400
2024-02-23 00:00:00+00:00,1.75,1.7599999904632568,1.6799999475479126,1.690000057220459,36500
2024-02-26 00:00:00+00:00,1.7100000381469727,1.75,1.690000057220459,1.7000000476837158,26700
2024-02-27 00:00:00+00:00,1.7000000476837158,1.7400000095367432,1.7000000476837158,1.7100000381469727,39700
2024-02-28 00:00:00+00:00,1.75,1.75,1.6799999475479126,1.7300000190734863,13400
2024-02-29 00:00:00+00:00,1.7300000190734863,1.7300000190734863,1.6799999475479126,1.7000000476837158,37900
2024-03-01 00:00:00+00:00,1.690000057220459,1.7400000095367432,1.6799999475479126,1.7100000381469727,25800
2024-03-04 00:00:00+00:00,1.690000057220459,1.7100000381469727,1.6799999475479126,1.690000057220459,28700
2024-03-05 00:00:00+00:00,1.6799999475479126,1.690999984741211,1.6799999475479126,1.6799999475479126,20300
2024-03-06 00:00:00+00:00,1.6799999475479126,1.75,1.6799999475479126,1.7300000190734863,72100
2024-03-07 00:00:00+00:00,1.7699999809265137,1.7699999809265137,1.7000000476837158,1.7300000190734863,48000
2024-03-08 00:00:00+00:00,1.7599999904632568,1.7899999618530273,1.6799999475479126,1.7000000476837158,59000
2024-03-11 00:00:00+00:00,1.7000000476837158,1.7259999513626099,1.7000000476837158,1.7200000286102295,12400
2024-03-12 00:00:00+00:00,1.7899999618530273,1.7899999618530273,1.690000057220459,1.75,39200
2024-03-13 00:00:00+00:00,1.7300000190734863,1.7599999904632568,1.7200000286102295,1.75,16400
2024-03-14 00:00:00+00:00,1.7300000190734863,1.7400000095367432,1.6799999475479126,1.7000000476837158,18000
2024-03-15 00:00:00+00:00,1.7200000286102295,1.7200000286102295,1.6799999475479126,1.7100000381469727,22500
2024-03-18 00:00:00+00:00,1.690000057220459,1.7000000476837158,1.6699999570846558,1.7000000476837158,25500
2024-03-19 00:00:00+00:00,1.7000000476837158,1.7200000286102295,1.6699999570846558,1.6799999475479126,23400
2024-03-20 00:00:00+00:00,1.690000057220459,1.7000000476837158,1.6699999570846558,1.7000000476837158,19500
2024-03-21 00:00:00+00:00,1.7000000476837158,1.7899999618530273,1.7000000476837158,1.7300000190734863,61300
2024-03-22 00:00:00+00:00,1.7300000190734863,1.7799999713897705,1.7100000381469727,1.7200000286102295,21700
2024-03-25 00:00:00+00:00,1.7200000286102295,1.7699999809265137,1.7200000286102295,1.7419999837875366,16300
2024-03-26 00:00:00+00:00,1.75,1.75,1.7300000190734863,1.7400000095367432,4400
2024-03-27 00:00:00+00:00,1.7300000190734863,1.7699999809265137,1.7100000381469727,1.7599999904632568,7000
2024-03-28 00:00:00+00:00,1.7400000095367432,1.7999999523162842,1.7400000095367432,1.7699999809265137,26500
2024-04-01 00:00:00+00:00,1.75,1.7599999904632568,1.7200000286102295,1.7400000095367432,14600
2024-04-02 00:00:00+00:00,1.7450000047683716,1.7450000047683716,1.7000000476837158,1.7100000381469727,9600
2024-04-03 00:00:00+00:00,1.7000000476837158,1.7200000286102295,1.649999976158142,1.649999976158142,48700
2024-04-04 00:00:00+00:00,1.6699999570846558,1.7029999494552612,1.649999976158142,1.659999966621399,31900
2024-04-05 00:00:00+00:00,1.659999966621399,1.6699999570846558,1.659999966621399,1.659999966621399,20000
2024-04-08 00:00:00+00:00,1.659999966621399,1.9199999570846558,1.659999966621399,1.7999999523162842,258600
2024-04-09 00:00:00+00:00,1.7799999713897705,1.9800000190734863,1.7799999713897705,1.8700000047683716,75700
2024-04-10 00:00:00+00:00,1.809999942779541,1.9320000410079956,1.7899999618530273,1.9179999828338623,29200
2024-04-11 00:00:00+00:00,1.899999976158142,1.9199999570846558,1.840000033378601,1.840000033378601,141000
2024-04-12 00:00:00+00:00,1.8200000524520874,1.9299999475479126,1.7999999523162842,1.8200000524520874,52600
2024-04-15 00:00:00+00:00,1.850000023841858,1.850000023841858,1.690000057220459,1.690000057220459,57600
2024-04-16 00:00:00+00:00,1.7000000476837158,1.7200000286102295,1.690000057220459,1.7000000476837158,28800
2024-04-17 00:00:00+00:00,1.7400000095367432,1.75,1.7000000476837158,1.7100000381469727,38200
2024-04-18 00:00:00+00:00,1.7200000286102295,1.75,1.7100000381469727,1.75,22400
2024-04-19 00:00:00+00:00,1.7200000286102295,1.7799999713897705,1.6699999570846558,1.7100000381469727,85700
2024-04-22 00:00:00+00:00,1.7200000286102295,1.8799999952316284,1.7200000286102295,1.7400000095367432,46100
2024-04-23 00:00:00+00:00,1.7899999618530273,1.7899999618530273,1.7200000286102295,1.75,13100
2024-04-24 00:00:00+00:00,1.7300000190734863,1.8200000524520874,1.7300000190734863,1.7699999809265137,29300
2024-04-25 00:00:00+00:00,1.7200000286102295,1.7510000467300415,1.7009999752044678,1.7200000286102295,28700
2024-04-26 00:00:00+00:00,1.7200000286102295,1.7899999618530273,1.6799999475479126,1.7100000381469727,22800
2024-04-29 00:00:00+00:00,1.690000057220459,1.7200000286102295,1.690000057220459,1.6959999799728394,10000
2024-04-30 00:00:00+00:00,1.690000057220459,1.7899999618530273,1.690000057220459,1.7899999618530273,41800
2024-05-01 00:00:00+00:00,1.75,1.7999999523162842,1.7000000476837158,1.7100000381469727,107300
2024-05-02 00:00:00+00:00,1.7300000190734863,1.7400000095367432,1.7000000476837158,1.7200000286102295,34800
2024-05-03 00:00:00+00:00,1.75,1.7699999809265137,1.7009999752044678,1.7100000381469727,60500
2024-05-06 00:00:00+00:00,1.7300000190734863,1.7699999809265137,1.7200000286102295,1.75,11100
2024-05-07 00:00:00+00:00,1.75,1.75,1.725000023841858,1.7400000095367432,8600
2024-05-08 00:00:00+00:00,1.75,1.75,1.7009999752044678,1.7100000381469727,22200
2024-05-09 00:00:00+00:00,1.7410000562667847,1.75,1.7100000381469727,1.7100000381469727,5800
2024-05-10 00:00:00+00:00,1.7100000381469727,1.7400000095367432,1.7100000381469727,1.7300000190734863,20900
2024-05-13 00:00:00+00:00,1.75,1.7599999904632568,1.7100000381469727,1.7300000190734863,39100
2024-05-14 00:00:00+00:00,1.8600000143051147,1.9129999876022339,1.7899999618530273,1.850000023841858,224000
2024-05-15 00:00:00+00:00,1.9199999570846558,1.9199999570846558,1.850000023841858,1.8899999856948853,69400
2024-05-16 00:00:00+00:00,1.8600000143051147,1.8899999856948853,1.850000023841858,1.8700000047683716,16700
2024-05-17 00:00:00+00:00,1.850000023841858,1.9700000286102295,1.7660000324249268,1.840000033378601,112300
2024-05-20 00:00:00+00:00,1.8899999856948853,1.8899999856948853,1.7599999904632568,1.7599999904632568,22100
