"('date', '')","('open', 'CTSH')","('high', 'CTSH')","('low', 'CTSH')","('close', 'CTSH')","('volume', 'CTSH')"
1998-06-19 00:00:00+00:00,0.18550680577754974,0.194782457212797,0.1762320433319304,0.18550680577754974,61454400
1998-06-22 00:00:00+00:00,0.18434745715472184,0.18782639201283347,0.18318810853189396,0.18550680577754974,6979200
1998-06-23 00:00:00+00:00,0.1849271314661358,0.18782639201283347,0.1785507405775862,0.18550680577754974,9638400
1998-06-24 00:00:00+00:00,0.18550683420041864,0.1901451051235199,0.18318813659949812,0.1901451051235199,1732800
1998-06-25 00:00:00+00:00,0.19478250940640768,0.21797119971331635,0.1936231604729225,0.20869554579257965,18417600
1998-06-26 00:00:00+00:00,0.2110141430687862,0.2365215206871556,0.20753611097612168,0.22492718696594238,10267200
1998-06-29 00:00:00+00:00,0.22492725150545384,0.2388402861262473,0.22492725150545384,0.23072487115859985,4588800
1998-06-30 00:00:00+00:00,0.23536221232105756,0.23536221232105756,0.2202898439400072,0.22376787662506104,4747200
1998-07-01 00:00:00+00:00,0.22260855541631921,0.22492725300453126,0.22028987109661102,0.22028987109661102,16401600
1998-07-02 00:00:00+00:00,0.2226085066795349,0.2249272037601031,0.22028982286746768,0.2226085066795349,3355200
1998-07-06 00:00:00+00:00,0.22492718696594238,0.22492718696594238,0.2202898064195564,0.22492718696594238,2208000
1998-07-07 00:00:00+00:00,0.2249272252762464,0.2249272252762464,0.2202898439400072,0.22376787662506104,3652800
1998-07-08 00:00:00+00:00,0.22492718696594238,0.22492718696594238,0.2202898064195564,0.22492718696594238,1286400
1998-07-09 00:00:00+00:00,0.22376775185254028,0.2898548340407749,0.22260840384780542,0.2620287835597992,14769600
1998-07-10 00:00:00+00:00,0.2620290162170031,0.26898508388475867,0.2620290162170031,0.2666664123535156,1291200
1998-07-13 00:00:00+00:00,0.2724639403708507,0.2736232890097918,0.25623130798339844,0.25623130798339844,5025600
1998-07-14 00:00:00+00:00,0.25971023230561235,0.28289799906491003,0.2550719359177038,0.2805793285369873,5457600
1998-07-15 00:00:00+00:00,0.28753627973512697,0.3292753721743384,0.28521758279695014,0.2968110144138336,8016000
1998-07-16 00:00:00+00:00,0.29565174676672273,0.30144936589768256,0.2782606673531898,0.2898550033569336,4713600
1998-07-17 00:00:00+00:00,0.29217368103048835,0.2991306483745575,0.28753631315218675,0.2991306483745575,974400
1998-07-20 00:00:00+00:00,0.2991306227278418,0.32579643443968664,0.2968110234609509,0.31304365396499634,5347200
1998-07-21 00:00:00+00:00,0.32927543866582526,0.34318847228839255,0.3246371415948374,0.3315941095352173,10684800
