"('date', '')","('open', 'ADCT')","('high', 'ADCT')","('low', 'ADCT')","('close', 'ADCT')","('volume', 'ADCT')"
2025-09-26 00:00:00+00:00,3.4700000286102295,3.6649999618530273,3.450000047683716,3.6500000953674316,1174151
