"('date', '')","('open', 'AP')","('high', 'AP')","('low', 'AP')","('close', 'AP')","('volume', 'AP')"
2024-01-02 00:00:00+00:00,2.700000047683716,2.890000104904175,2.700000047683716,2.7899999618530273,40900
2024-01-03 00:00:00+00:00,2.869999885559082,2.869999885559082,2.7200000286102295,2.759999990463257,22400
2024-01-04 00:00:00+00:00,2.799999952316284,2.799999952316284,2.6700000762939453,2.680000066757202,40100
2024-01-05 00:00:00+00:00,2.6700000762939453,2.7200000286102295,2.5899999141693115,2.609999895095825,64000
2024-01-08 00:00:00+00:00,2.609999895095825,2.7899999618530273,2.609999895095825,2.7100000381469727,36400
2024-01-09 00:00:00+00:00,2.740000009536743,2.799999952316284,2.609999895095825,2.609999895095825,13500
2024-01-10 00:00:00+00:00,2.5999999046325684,2.680000066757202,2.5999999046325684,2.6600000858306885,36500
2024-01-11 00:00:00+00:00,2.700000047683716,2.7100000381469727,2.609999895095825,2.630000114440918,28800
2024-01-12 00:00:00+00:00,2.700000047683716,2.7200000286102295,2.5,2.559999942779541,110800
2024-01-16 00:00:00+00:00,2.509999990463257,2.609999895095825,2.4700000286102295,2.4800000190734863,95200
2024-01-17 00:00:00+00:00,2.4700000286102295,2.5299999713897705,2.4100000858306885,2.430000066757202,95800
2024-01-18 00:00:00+00:00,2.4700000286102295,2.509999990463257,2.4100000858306885,2.440000057220459,39200
2024-01-19 00:00:00+00:00,2.4200000762939453,2.5,2.4200000762939453,2.4600000381469727,25500
2024-01-22 00:00:00+00:00,2.549999952316284,2.609999895095825,2.4600000381469727,2.5199999809265137,58900
2024-01-23 00:00:00+00:00,2.5,2.5799999237060547,2.450000047683716,2.450000047683716,18800
2024-01-24 00:00:00+00:00,2.5,2.619999885559082,2.4200000762939453,2.4600000381469727,39900
2024-01-25 00:00:00+00:00,2.440000057220459,2.609999895095825,2.4100000858306885,2.609999895095825,39900
2024-01-26 00:00:00+00:00,2.569999933242798,2.5899999141693115,2.509999990463257,2.509999990463257,23800
2024-01-29 00:00:00+00:00,2.5299999713897705,2.619999885559082,2.5299999713897705,2.5799999237060547,90100
2024-01-30 00:00:00+00:00,2.5299999713897705,2.680000066757202,2.5299999713897705,2.549999952316284,60200
2024-01-31 00:00:00+00:00,2.5899999141693115,2.609999895095825,2.5299999713897705,2.5299999713897705,17200
2024-02-01 00:00:00+00:00,2.5299999713897705,2.640000104904175,2.5299999713897705,2.5399999618530273,16800
2024-02-02 00:00:00+00:00,2.5299999713897705,2.569999933242798,2.5299999713897705,2.559999942779541,14100
2024-02-05 00:00:00+00:00,2.549999952316284,2.5899999141693115,2.509999990463257,2.509999990463257,9400
2024-02-06 00:00:00+00:00,2.6600000858306885,2.6600000858306885,2.509999990463257,2.5199999809265137,34400
2024-02-07 00:00:00+00:00,2.559999942779541,2.5899999141693115,2.4600000381469727,2.4700000286102295,24600
2024-02-08 00:00:00+00:00,2.4800000190734863,2.549999952316284,2.4800000190734863,2.5,18000
2024-02-09 00:00:00+00:00,2.5,2.619999885559082,2.4200000762939453,2.430000066757202,17900
2024-02-12 00:00:00+00:00,2.4000000953674316,2.5299999713897705,2.4000000953674316,2.450000047683716,49200
2024-02-13 00:00:00+00:00,2.4200000762939453,2.509999990463257,2.4200000762939453,2.450000047683716,7000
2024-02-14 00:00:00+00:00,2.5,2.5799999237060547,2.430000066757202,2.549999952316284,16000
2024-02-15 00:00:00+00:00,2.5199999809265137,2.559999942779541,2.5,2.559999942779541,15300
2024-02-16 00:00:00+00:00,2.509999990463257,2.559999942779541,2.4600000381469727,2.490000009536743,22400
2024-02-20 00:00:00+00:00,2.490000009536743,2.569999933242798,2.4700000286102295,2.4700000286102295,23500
2024-02-21 00:00:00+00:00,2.490000009536743,2.5,2.440000057220459,2.450000047683716,27500
2024-02-22 00:00:00+00:00,2.4800000190734863,2.5,2.450000047683716,2.490000009536743,10600
2024-02-23 00:00:00+00:00,2.440000057220459,2.4600000381469727,2.4200000762939453,2.430000066757202,9900
2024-02-26 00:00:00+00:00,2.4200000762939453,2.5299999713897705,2.4200000762939453,2.509999990463257,27600
2024-02-27 00:00:00+00:00,2.509999990463257,2.640000104904175,2.509999990463257,2.5799999237060547,46800
2024-02-28 00:00:00+00:00,2.5799999237060547,2.5799999237060547,2.4800000190734863,2.4800000190734863,25900
2024-02-29 00:00:00+00:00,2.440000057220459,2.559999942779541,2.440000057220459,2.5199999809265137,34400
2024-03-01 00:00:00+00:00,2.549999952316284,2.559999942779541,2.440000057220459,2.440000057220459,71400
2024-03-04 00:00:00+00:00,2.450000047683716,2.5299999713897705,2.450000047683716,2.490000009536743,25700
2024-03-05 00:00:00+00:00,2.5199999809265137,2.5199999809265137,2.450000047683716,2.5,27400
2024-03-06 00:00:00+00:00,2.5,2.5899999141693115,2.450000047683716,2.5,16700
2024-03-07 00:00:00+00:00,2.490000009536743,2.740000009536743,2.490000009536743,2.5999999046325684,41300
2024-03-08 00:00:00+00:00,2.5999999046325684,2.6500000953674316,2.490000009536743,2.5299999713897705,21300
2024-03-11 00:00:00+00:00,2.569999933242798,2.569999933242798,2.450000047683716,2.5399999618530273,34800
2024-03-12 00:00:00+00:00,2.5999999046325684,2.609999895095825,2.5,2.5,22600
2024-03-13 00:00:00+00:00,2.4600000381469727,2.5399999618530273,2.4600000381469727,2.4700000286102295,17700
2024-03-14 00:00:00+00:00,2.5799999237060547,2.5899999141693115,2.4700000286102295,2.5,11600
2024-03-15 00:00:00+00:00,2.450000047683716,2.5199999809265137,2.450000047683716,2.5199999809265137,12200
2024-03-18 00:00:00+00:00,2.5799999237060547,2.5799999237060547,2.450000047683716,2.450000047683716,22200
2024-03-19 00:00:00+00:00,2.450000047683716,2.5299999713897705,2.440000057220459,2.440000057220459,14300
2024-03-20 00:00:00+00:00,2.4800000190734863,2.5299999713897705,2.440000057220459,2.5299999713897705,13600
2024-03-21 00:00:00+00:00,2.569999933242798,2.569999933242798,2.4100000858306885,2.450000047683716,23800
2024-03-22 00:00:00+00:00,2.490000009536743,2.5399999618530273,2.4100000858306885,2.5399999618530273,21900
2024-03-25 00:00:00+00:00,2.5399999618530273,2.7699999809265137,2.5399999618530273,2.759999990463257,93500
2024-03-26 00:00:00+00:00,2.5999999046325684,2.700000047683716,2.200000047683716,2.200000047683716,189800
2024-03-27 00:00:00+00:00,2.2100000381469727,2.319999933242798,2.0899999141693115,2.109999895095825,86900
2024-03-28 00:00:00+00:00,2.1600000858306885,2.240000009536743,2.1500000953674316,2.1700000762939453,41700
2024-04-01 00:00:00+00:00,2.1700000762939453,2.2200000286102295,2.119999885559082,2.190000057220459,34700
2024-04-02 00:00:00+00:00,2.119999885559082,2.190000057220459,2.119999885559082,2.1500000953674316,35800
2024-04-03 00:00:00+00:00,2.180000066757202,2.2300000190734863,2.140000104904175,2.200000047683716,20100
2024-04-04 00:00:00+00:00,2.200000047683716,2.240000009536743,2.1500000953674316,2.2100000381469727,46400
2024-04-05 00:00:00+00:00,2.1700000762939453,2.200000047683716,2.119999885559082,2.200000047683716,28500
2024-04-08 00:00:00+00:00,2.200000047683716,2.390000104904175,2.1600000858306885,2.3499999046325684,63300
2024-04-09 00:00:00+00:00,2.359999895095825,2.4000000953674316,2.2899999618530273,2.309999942779541,17600
2024-04-10 00:00:00+00:00,2.2799999713897705,2.3499999046325684,2.2799999713897705,2.319999933242798,26900
2024-04-11 00:00:00+00:00,2.3299999237060547,2.3499999046325684,2.309999942779541,2.319999933242798,6200
2024-04-12 00:00:00+00:00,2.3399999141693115,2.380000114440918,2.319999933242798,2.369999885559082,16800
2024-04-15 00:00:00+00:00,2.299999952316284,2.309999942779541,2.25,2.259999990463257,22300
2024-04-16 00:00:00+00:00,2.259999990463257,2.259999990463257,2.1700000762939453,2.1700000762939453,14100
2024-04-17 00:00:00+00:00,2.2100000381469727,2.2100000381469727,2.1700000762939453,2.200000047683716,7500
2024-04-18 00:00:00+00:00,2.2200000286102295,2.240000009536743,2.1600000858306885,2.2200000286102295,14300
2024-04-19 00:00:00+00:00,2.1700000762939453,2.2200000286102295,2.1500000953674316,2.180000066757202,13100
2024-04-22 00:00:00+00:00,2.130000114440918,2.259999990463257,2.130000114440918,2.200000047683716,7900
2024-04-23 00:00:00+00:00,2.2100000381469727,2.2300000190734863,2.1500000953674316,2.1500000953674316,16600
2024-04-24 00:00:00+00:00,2.1500000953674316,2.1500000953674316,2.0899999141693115,2.0899999141693115,21100
2024-04-25 00:00:00+00:00,2.0899999141693115,2.140000104904175,2.0899999141693115,2.119999885559082,8400
2024-04-26 00:00:00+00:00,2.119999885559082,2.2200000286102295,2.109999895095825,2.109999895095825,14500
2024-04-29 00:00:00+00:00,2.1500000953674316,2.180000066757202,2.049999952316284,2.1500000953674316,26500
2024-04-30 00:00:00+00:00,2.1500000953674316,2.1500000953674316,2.049999952316284,2.049999952316284,22800
2024-05-01 00:00:00+00:00,2.0399999618530273,2.069999933242798,2.0299999713897705,2.049999952316284,14700
2024-05-02 00:00:00+00:00,2.0899999141693115,2.0899999141693115,1.9900000095367432,2.0399999618530273,27200
2024-05-03 00:00:00+00:00,2.0199999809265137,2.059999942779541,2.0,2.0299999713897705,40900
2024-05-06 00:00:00+00:00,2.0299999713897705,2.1600000858306885,2.0299999713897705,2.0399999618530273,29600
2024-05-07 00:00:00+00:00,2.049999952316284,2.059999942779541,1.9800000190734863,1.9800000190734863,20000
2024-05-08 00:00:00+00:00,2.009999990463257,2.049999952316284,1.9299999475479126,1.9600000381469727,22200
2024-05-09 00:00:00+00:00,2.0,2.0,1.850000023841858,1.909999966621399,79200
