"('date', '')","('open', 'AP')","('high', 'AP')","('low', 'AP')","('close', 'AP')","('volume', 'AP')"
2024-05-10 00:00:00+00:00,1.9199999570846558,1.9199999570846558,1.809999942779541,1.8799999952316284,47600
2024-05-13 00:00:00+00:00,1.8799999952316284,1.9800000190734863,1.8200000524520874,1.8700000047683716,37900
2024-05-14 00:00:00+00:00,1.9299999475479126,2.0,1.6699999570846558,1.7100000381469727,203300
2024-05-15 00:00:00+00:00,1.75,1.75,1.559999942779541,1.6100000143051147,97500
2024-05-16 00:00:00+00:00,1.6200000047683716,1.6200000047683716,1.5499999523162842,1.5499999523162842,91300
2024-05-17 00:00:00+00:00,1.5700000524520874,1.600000023841858,1.5099999904632568,1.5099999904632568,64400
2024-05-20 00:00:00+00:00,1.5499999523162842,1.5800000429153442,1.4700000286102295,1.4900000095367432,94700
2024-05-21 00:00:00+00:00,1.4900000095367432,1.6100000143051147,1.4900000095367432,1.6100000143051147,47100
2024-05-22 00:00:00+00:00,1.6299999952316284,1.6399999856948853,1.5700000524520874,1.5800000429153442,38700
2024-05-23 00:00:00+00:00,1.5700000524520874,1.600000023841858,1.5199999809265137,1.5299999713897705,26400
2024-05-24 00:00:00+00:00,1.5199999809265137,1.5299999713897705,1.4800000190734863,1.5099999904632568,41800
2024-05-28 00:00:00+00:00,1.4800000190734863,1.5299999713897705,1.4199999570846558,1.4299999475479126,55100
2024-05-29 00:00:00+00:00,1.4500000476837158,1.4600000381469727,1.340000033378601,1.3899999856948853,56800
2024-05-30 00:00:00+00:00,1.4199999570846558,1.4199999570846558,1.25,1.309999942779541,86700
2024-05-31 00:00:00+00:00,1.409999966621399,1.440000057220459,1.309999942779541,1.3200000524520874,53000
2024-06-03 00:00:00+00:00,1.2999999523162842,1.4199999570846558,1.2799999713897705,1.2799999713897705,53500
2024-06-04 00:00:00+00:00,1.2899999618530273,1.2999999523162842,1.25,1.2899999618530273,23800
2024-06-05 00:00:00+00:00,1.2699999809265137,1.3200000524520874,1.2599999904632568,1.2899999618530273,45200
2024-06-06 00:00:00+00:00,1.309999942779541,1.3700000047683716,1.2599999904632568,1.2599999904632568,41700
2024-06-07 00:00:00+00:00,1.2599999904632568,1.2899999618530273,1.2200000286102295,1.2300000190734863,55300
2024-06-10 00:00:00+00:00,1.2000000476837158,1.2400000095367432,1.1399999856948853,1.1399999856948853,118500
2024-06-11 00:00:00+00:00,1.1100000143051147,1.1100000143051147,1.0099999904632568,1.090000033378601,123800
2024-06-12 00:00:00+00:00,1.0700000524520874,1.1100000143051147,1.059999942779541,1.059999942779541,26900
2024-06-13 00:00:00+00:00,1.0499999523162842,1.059999942779541,1.0,1.0299999713897705,60600
2024-06-14 00:00:00+00:00,1.0499999523162842,1.0700000524520874,1.0299999713897705,1.0399999618530273,28200
2024-06-17 00:00:00+00:00,0.8999999761581421,0.9800000190734863,0.8899999856948853,0.9200000166893005,224200
2024-06-18 00:00:00+00:00,0.8799999952316284,0.9599999785423279,0.8799999952316284,0.9100000262260437,118500
2024-06-20 00:00:00+00:00,0.8199999928474426,0.8500000238418579,0.800000011920929,0.8199999928474426,307700
2024-06-21 00:00:00+00:00,0.8100000023841858,0.8199999928474426,0.800000011920929,0.8100000023841858,106500
2024-06-24 00:00:00+00:00,0.800000011920929,0.8299999833106995,0.7599999904632568,0.8299999833106995,145400
2024-06-25 00:00:00+00:00,0.8100000023841858,0.8199999928474426,0.7799999713897705,0.8199999928474426,245100
2024-06-26 00:00:00+00:00,0.800000011920929,0.8199999928474426,0.7699999809265137,0.7799999713897705,125800
2024-06-27 00:00:00+00:00,0.7799999713897705,0.7900000214576721,0.75,0.7799999713897705,261200
2024-06-28 00:00:00+00:00,0.800000011920929,0.800000011920929,0.75,0.7699999809265137,91000
2024-07-01 00:00:00+00:00,0.7900000214576721,0.7900000214576721,0.75,0.75,66700
2024-07-02 00:00:00+00:00,0.75,0.7599999904632568,0.7400000095367432,0.75,144200
2024-07-03 00:00:00+00:00,0.75,0.7599999904632568,0.75,0.75,84600
2024-07-05 00:00:00+00:00,0.7599999904632568,0.7699999809265137,0.7400000095367432,0.7699999809265137,189000
2024-07-08 00:00:00+00:00,0.7599999904632568,0.800000011920929,0.7599999904632568,0.7599999904632568,41900
2024-07-09 00:00:00+00:00,0.7599999904632568,0.8100000023841858,0.7599999904632568,0.7599999904632568,3220800
2024-07-10 00:00:00+00:00,1.0700000524520874,1.3700000047683716,1.0299999713897705,1.2300000190734863,36852100
2024-07-11 00:00:00+00:00,1.1200000047683716,1.5700000524520874,1.1200000047683716,1.4600000381469727,5483500
2024-07-12 00:00:00+00:00,1.399999976158142,1.8700000047683716,1.3799999952316284,1.559999942779541,3846700
2024-07-15 00:00:00+00:00,1.4700000286102295,1.649999976158142,1.4700000286102295,1.5,824800
2024-07-16 00:00:00+00:00,1.5700000524520874,1.75,1.409999966621399,1.7100000381469727,1061900
2024-07-17 00:00:00+00:00,1.7100000381469727,1.8700000047683716,1.6699999570846558,1.840000033378601,691500
2024-07-18 00:00:00+00:00,1.75,1.8300000429153442,1.5499999523162842,1.5499999523162842,583300
2024-07-19 00:00:00+00:00,1.5499999523162842,1.7200000286102295,1.5,1.7200000286102295,381400
2024-07-22 00:00:00+00:00,1.7200000286102295,1.7200000286102295,1.5499999523162842,1.5700000524520874,313000
2024-07-23 00:00:00+00:00,1.600000023841858,1.649999976158142,1.5,1.6399999856948853,218700
2024-07-24 00:00:00+00:00,1.590000033378601,1.6299999952316284,1.559999942779541,1.559999942779541,73900
2024-07-25 00:00:00+00:00,1.559999942779541,1.690000057220459,1.559999942779541,1.649999976158142,199200
2024-07-26 00:00:00+00:00,1.6299999952316284,1.690000057220459,1.5700000524520874,1.600000023841858,133500
2024-07-29 00:00:00+00:00,1.600000023841858,1.7000000476837158,1.5800000429153442,1.6100000143051147,145600
2024-07-30 00:00:00+00:00,1.5800000429153442,1.6299999952316284,1.5199999809265137,1.5299999713897705,154600
2024-07-31 00:00:00+00:00,1.5299999713897705,1.5800000429153442,1.5199999809265137,1.5800000429153442,121500
2024-08-01 00:00:00+00:00,1.559999942779541,1.600000023841858,1.5099999904632568,1.5199999809265137,142100
2024-08-02 00:00:00+00:00,1.5,1.5299999713897705,1.440000057220459,1.4900000095367432,108700
2024-08-05 00:00:00+00:00,1.409999966621399,1.4299999475479126,1.3200000524520874,1.350000023841858,233800
2024-08-06 00:00:00+00:00,1.3899999856948853,1.440000057220459,1.309999942779541,1.3300000429153442,126200
2024-08-07 00:00:00+00:00,1.3300000429153442,1.3799999952316284,1.2599999904632568,1.2799999713897705,118400
2024-08-08 00:00:00+00:00,1.3300000429153442,1.399999976158142,1.2999999523162842,1.3600000143051147,112600
2024-08-09 00:00:00+00:00,1.3200000524520874,1.399999976158142,1.3200000524520874,1.3600000143051147,130800
2024-08-12 00:00:00+00:00,1.3200000524520874,1.5,1.3200000524520874,1.4900000095367432,315200
2024-08-13 00:00:00+00:00,1.600000023841858,1.600000023841858,1.3600000143051147,1.5099999904632568,413600
2024-08-14 00:00:00+00:00,1.4700000286102295,1.7599999904632568,1.4299999475479126,1.7400000095367432,324400
2024-08-15 00:00:00+00:00,1.7799999713897705,1.9800000190734863,1.7000000476837158,1.8600000143051147,216200
2024-08-16 00:00:00+00:00,1.8700000047683716,1.8700000047683716,1.7599999904632568,1.7999999523162842,110900
2024-08-19 00:00:00+00:00,1.7799999713897705,2.0399999618530273,1.7400000095367432,2.009999990463257,115200
2024-08-20 00:00:00+00:00,1.9800000190734863,2.0299999713897705,1.8799999952316284,1.940000057220459,97400
2024-08-21 00:00:00+00:00,1.909999966621399,1.9600000381469727,1.840000033378601,1.9199999570846558,59400
2024-08-22 00:00:00+00:00,1.8899999856948853,1.940000057220459,1.8600000143051147,1.9299999475479126,76400
2024-08-23 00:00:00+00:00,1.899999976158142,2.0399999618530273,1.8899999856948853,1.9900000095367432,152100
2024-08-26 00:00:00+00:00,2.0,2.2300000190734863,1.9299999475479126,2.0399999618530273,234100
2024-08-27 00:00:00+00:00,1.9800000190734863,2.049999952316284,1.909999966621399,1.9900000095367432,114400
2024-08-28 00:00:00+00:00,2.0299999713897705,2.0999999046325684,1.8300000429153442,1.8600000143051147,106000
2024-08-29 00:00:00+00:00,1.840000033378601,2.240000009536743,1.75,1.9900000095367432,273200
2024-08-30 00:00:00+00:00,1.9500000476837158,2.0399999618530273,1.940000057220459,2.0299999713897705,110700
2024-09-03 00:00:00+00:00,2.0199999809265137,2.049999952316284,1.850000023841858,1.8600000143051147,94300
2024-09-04 00:00:00+00:00,1.899999976158142,1.9700000286102295,1.7999999523162842,1.899999976158142,88000
2024-09-05 00:00:00+00:00,1.850000023841858,1.899999976158142,1.840000033378601,1.840000033378601,38100
2024-09-06 00:00:00+00:00,1.899999976158142,1.899999976158142,1.850000023841858,1.8700000047683716,80300
2024-09-09 00:00:00+00:00,1.850000023841858,1.9199999570846558,1.8200000524520874,1.8300000429153442,51100
2024-09-10 00:00:00+00:00,1.809999942779541,1.850000023841858,1.75,1.7599999904632568,51700
2024-09-11 00:00:00+00:00,1.7400000095367432,1.809999942779541,1.7000000476837158,1.7699999809265137,33100
2024-09-12 00:00:00+00:00,1.7999999523162842,1.9800000190734863,1.7899999618530273,1.9500000476837158,105200
2024-09-13 00:00:00+00:00,1.9500000476837158,2.0899999141693115,1.899999976158142,1.9800000190734863,92100
2024-09-16 00:00:00+00:00,2.0,2.0899999141693115,1.9700000286102295,1.9900000095367432,92100
2024-09-17 00:00:00+00:00,2.0399999618530273,2.140000104904175,1.9800000190734863,2.0299999713897705,73200
2024-09-18 00:00:00+00:00,2.069999933242798,2.200000047683716,2.0399999618530273,2.1700000762939453,91000
2024-09-19 00:00:00+00:00,2.240000009536743,2.359999895095825,2.2100000381469727,2.2899999618530273,154100
2024-09-20 00:00:00+00:00,2.319999933242798,2.319999933242798,2.0399999618530273,2.109999895095825,185900
2024-09-23 00:00:00+00:00,2.0899999141693115,2.0899999141693115,1.9299999475479126,2.059999942779541,44300
2024-09-24 00:00:00+00:00,2.0899999141693115,2.119999885559082,1.9800000190734863,2.059999942779541,45200
2024-09-25 00:00:00+00:00,2.0799999237060547,2.0999999046325684,1.9299999475479126,2.0199999809265137,39300
2024-09-26 00:00:00+00:00,2.0399999618530273,2.0899999141693115,2.009999990463257,2.069999933242798,69000
2024-09-27 00:00:00+00:00,2.0799999237060547,2.0899999141693115,2.0199999809265137,2.0399999618530273,21800
2024-09-30 00:00:00+00:00,2.0199999809265137,2.069999933242798,1.9500000476837158,2.0,47200
2024-10-01 00:00:00+00:00,1.9600000381469727,2.0,1.9500000476837158,1.9800000190734863,49200
2024-10-02 00:00:00+00:00,1.940000057220459,1.940000057220459,1.809999942779541,1.840000033378601,57500
2024-10-03 00:00:00+00:00,1.7999999523162842,1.8700000047683716,1.7999999523162842,1.840000033378601,33900
2024-10-04 00:00:00+00:00,1.850000023841858,1.9299999475479126,1.7200000286102295,1.7999999523162842,82900
2024-10-07 00:00:00+00:00,1.7799999713897705,1.8200000524520874,1.7300000190734863,1.7300000190734863,74300
2024-10-08 00:00:00+00:00,1.7300000190734863,1.7300000190734863,1.690000057220459,1.7000000476837158,38200
2024-10-09 00:00:00+00:00,1.7300000190734863,1.7899999618530273,1.7100000381469727,1.7400000095367432,46500
2024-10-10 00:00:00+00:00,1.7699999809265137,1.7799999713897705,1.7300000190734863,1.75,21900
2024-10-11 00:00:00+00:00,1.7599999904632568,1.7999999523162842,1.7599999904632568,1.7799999713897705,27200
2024-10-14 00:00:00+00:00,1.7300000190734863,1.8600000143051147,1.7300000190734863,1.840000033378601,60300
2024-10-15 00:00:00+00:00,1.850000023841858,1.909999966621399,1.7699999809265137,1.7999999523162842,40900
2024-10-16 00:00:00+00:00,1.7799999713897705,1.8200000524520874,1.7599999904632568,1.8200000524520874,37600
2024-10-17 00:00:00+00:00,1.7799999713897705,1.8300000429153442,1.7799999713897705,1.809999942779541,12100
2024-10-18 00:00:00+00:00,1.809999942779541,1.9700000286102295,1.809999942779541,1.9700000286102295,71000
2024-10-21 00:00:00+00:00,1.9900000095367432,2.0,1.8899999856948853,1.899999976158142,47800
2024-10-22 00:00:00+00:00,1.8899999856948853,1.8899999856948853,1.8200000524520874,1.8300000429153442,24000
2024-10-23 00:00:00+00:00,1.7999999523162842,1.809999942779541,1.75,1.7999999523162842,20500
2024-10-24 00:00:00+00:00,1.8300000429153442,1.9800000190734863,1.7999999523162842,1.9299999475479126,33500
2024-10-25 00:00:00+00:00,1.9700000286102295,2.0399999618530273,1.9199999570846558,2.0,50200
2024-10-28 00:00:00+00:00,1.9800000190734863,2.009999990463257,1.9500000476837158,1.9700000286102295,14800
2024-10-29 00:00:00+00:00,1.9700000286102295,1.9700000286102295,1.7799999713897705,1.8700000047683716,26200
2024-10-30 00:00:00+00:00,1.909999966621399,1.909999966621399,1.7699999809265137,1.7699999809265137,24600
2024-10-31 00:00:00+00:00,1.7599999904632568,1.7699999809265137,1.6699999570846558,1.75,27100
2024-11-01 00:00:00+00:00,1.7400000095367432,1.7799999713897705,1.659999966621399,1.7599999904632568,20400
2024-11-04 00:00:00+00:00,1.7599999904632568,1.7599999904632568,1.7000000476837158,1.75,34800
2024-11-05 00:00:00+00:00,1.7799999713897705,1.8700000047683716,1.7300000190734863,1.7599999904632568,21800
2024-11-06 00:00:00+00:00,1.850000023841858,2.0299999713897705,1.850000023841858,1.8899999856948853,134100
2024-11-07 00:00:00+00:00,1.840000033378601,1.9600000381469727,1.7999999523162842,1.9199999570846558,32700
2024-11-08 00:00:00+00:00,1.9700000286102295,2.0199999809265137,1.8899999856948853,1.9900000095367432,98100
2024-11-11 00:00:00+00:00,2.0,2.009999990463257,1.8700000047683716,1.899999976158142,151200
2024-11-12 00:00:00+00:00,1.8799999952316284,1.9299999475479126,1.7400000095367432,1.8799999952316284,110800
2024-11-13 00:00:00+00:00,1.6200000047683716,1.7699999809265137,1.6200000047683716,1.7100000381469727,37500
2024-11-14 00:00:00+00:00,1.7100000381469727,1.8300000429153442,1.7100000381469727,1.7799999713897705,39600
2024-11-15 00:00:00+00:00,1.7799999713897705,1.7899999618530273,1.6299999952316284,1.659999966621399,66400
2024-11-18 00:00:00+00:00,1.6399999856948853,1.7599999904632568,1.6100000143051147,1.7100000381469727,29000
2024-11-19 00:00:00+00:00,1.690000057220459,1.75,1.6399999856948853,1.6699999570846558,79300
2024-11-20 00:00:00+00:00,1.649999976158142,1.7599999904632568,1.649999976158142,1.75,44200
2024-11-21 00:00:00+00:00,1.75,1.75,1.6799999475479126,1.75,22700
2024-11-22 00:00:00+00:00,1.7200000286102295,1.7799999713897705,1.7100000381469727,1.7300000190734863,48600
2024-11-25 00:00:00+00:00,1.7999999523162842,1.9199999570846558,1.7899999618530273,1.8799999952316284,47000
2024-11-26 00:00:00+00:00,1.899999976158142,1.9299999475479126,1.8200000524520874,1.8300000429153442,29200
2024-11-27 00:00:00+00:00,1.8799999952316284,2.0399999618530273,1.8799999952316284,2.0199999809265137,141700
2024-11-29 00:00:00+00:00,1.9700000286102295,2.1600000858306885,1.909999966621399,2.1600000858306885,41200
2024-12-02 00:00:00+00:00,2.2100000381469727,2.2200000286102295,2.130000114440918,2.1600000858306885,35200
2024-12-03 00:00:00+00:00,2.0999999046325684,2.0999999046325684,1.9800000190734863,1.9900000095367432,19400
2024-12-04 00:00:00+00:00,1.9900000095367432,2.009999990463257,1.9199999570846558,2.009999990463257,39000
2024-12-05 00:00:00+00:00,2.0,2.069999933242798,1.9299999475479126,1.9299999475479126,21100
2024-12-06 00:00:00+00:00,1.9800000190734863,2.0899999141693115,1.940000057220459,2.0899999141693115,12500
2024-12-09 00:00:00+00:00,2.0999999046325684,2.2899999618530273,2.0799999237060547,2.190000057220459,52800
2024-12-10 00:00:00+00:00,2.140000104904175,2.190000057220459,2.0199999809265137,2.140000104904175,20000
2024-12-11 00:00:00+00:00,2.180000066757202,2.180000066757202,1.9500000476837158,2.0899999141693115,31400
2024-12-12 00:00:00+00:00,2.049999952316284,2.130000114440918,1.9900000095367432,2.0199999809265137,50900
2024-12-13 00:00:00+00:00,2.0399999618530273,2.0399999618530273,1.899999976158142,2.0,47200
2024-12-16 00:00:00+00:00,2.0,2.049999952316284,1.9700000286102295,2.0399999618530273,29200
2024-12-17 00:00:00+00:00,2.069999933242798,2.069999933242798,1.899999976158142,1.9500000476837158,89500
2024-12-18 00:00:00+00:00,1.9900000095367432,2.0,1.9199999570846558,1.9199999570846558,24700
2024-12-19 00:00:00+00:00,1.9700000286102295,1.9900000095367432,1.940000057220459,1.9500000476837158,22900
2024-12-20 00:00:00+00:00,1.9299999475479126,2.0299999713897705,1.9199999570846558,1.9800000190734863,44500
2024-12-23 00:00:00+00:00,1.9800000190734863,2.009999990463257,1.9700000286102295,1.9900000095367432,16200
2024-12-24 00:00:00+00:00,2.0,2.0199999809265137,1.9600000381469727,2.0199999809265137,19100
2024-12-26 00:00:00+00:00,2.0,2.059999942779541,1.9700000286102295,2.0299999713897705,47400
2024-12-27 00:00:00+00:00,1.9800000190734863,2.0899999141693115,1.9800000190734863,2.059999942779541,14800
2024-12-30 00:00:00+00:00,2.0899999141693115,2.299999952316284,2.0799999237060547,2.2799999713897705,57700
2024-12-31 00:00:00+00:00,2.2899999618530273,2.440000057220459,1.9800000190734863,2.0899999141693115,138600
2025-01-02 00:00:00+00:00,2.059999942779541,2.2300000190734863,2.0399999618530273,2.2300000190734863,29800
2025-01-03 00:00:00+00:00,2.190000057220459,2.390000104904175,2.1700000762939453,2.3499999046325684,24100
2025-01-06 00:00:00+00:00,2.2699999809265137,2.4100000858306885,2.2300000190734863,2.3299999237060547,15900
2025-01-07 00:00:00+00:00,2.3299999237060547,2.440000057220459,2.2200000286102295,2.2899999618530273,31200
2025-01-08 00:00:00+00:00,2.240000009536743,2.319999933242798,2.1500000953674316,2.240000009536743,30800
2025-01-10 00:00:00+00:00,2.359999895095825,2.359999895095825,2.2200000286102295,2.2799999713897705,12700
2025-01-13 00:00:00+00:00,2.299999952316284,2.319999933242798,2.1500000953674316,2.1600000858306885,20400
