"('date', '')","('open', 'ALDX')","('high', 'ALDX')","('low', 'ALDX')","('close', 'ALDX')","('volume', 'ALDX')"
2024-01-02 00:00:00+00:00,3.4600000381469727,3.690000057220459,3.4000000953674316,3.5399999618530273,956000
2024-01-03 00:00:00+00:00,3.5,3.5399999618530273,3.2950000762939453,3.3499999046325684,755900
2024-01-04 00:00:00+00:00,3.380000114440918,3.4200000762939453,3.259999990463257,3.3399999141693115,550800
2024-01-05 00:00:00+00:00,3.2799999713897705,3.319999933242798,3.180000066757202,3.2300000190734863,655300
2024-01-08 00:00:00+00:00,3.2100000381469727,3.359999895095825,3.0899999141693115,3.3499999046325684,902100
2024-01-09 00:00:00+00:00,3.309999942779541,3.390000104904175,3.2699999809265137,3.369999885559082,480500
2024-01-10 00:00:00+00:00,3.359999895095825,3.490000009536743,3.240000009536743,3.3399999141693115,453500
2024-01-11 00:00:00+00:00,3.2799999713897705,3.2950000762939453,3.130000114440918,3.200000047683716,506400
2024-01-12 00:00:00+00:00,3.25,3.369999885559082,3.194999933242798,3.2100000381469727,385000
2024-01-16 00:00:00+00:00,3.1500000953674316,3.309999942779541,3.1500000953674316,3.2699999809265137,564000
2024-01-17 00:00:00+00:00,3.190000057220459,3.244999885559082,3.130000114440918,3.200000047683716,527700
2024-01-18 00:00:00+00:00,3.200000047683716,3.200000047683716,3.009999990463257,3.0399999618530273,555200
2024-01-19 00:00:00+00:00,3.009999990463257,3.134999990463257,3.009999990463257,3.0799999237060547,375500
2024-01-22 00:00:00+00:00,3.0899999141693115,3.1700000762939453,3.005000114440918,3.0899999141693115,617800
2024-01-23 00:00:00+00:00,3.1500000953674316,3.1700000762939453,2.990000009536743,3.069999933242798,421800
2024-01-24 00:00:00+00:00,3.0999999046325684,3.140000104904175,2.990000009536743,3.0,479700
2024-01-25 00:00:00+00:00,3.0399999618530273,3.0950000286102295,2.9600000381469727,3.0399999618530273,524100
2024-01-26 00:00:00+00:00,3.049999952316284,3.180000066757202,3.0199999809265137,3.0399999618530273,233900
2024-01-29 00:00:00+00:00,3.0999999046325684,3.430000066757202,3.0999999046325684,3.380000114440918,930900
2024-01-30 00:00:00+00:00,3.380000114440918,3.380000114440918,3.2100000381469727,3.2300000190734863,418000
2024-01-31 00:00:00+00:00,3.25,3.3550000190734863,3.1050000190734863,3.130000114440918,785500
2024-02-01 00:00:00+00:00,3.1500000953674316,3.244999885559082,3.125,3.190000057220459,369600
2024-02-02 00:00:00+00:00,3.130000114440918,3.200000047683716,3.069999933242798,3.180000066757202,352100
2024-02-05 00:00:00+00:00,3.1500000953674316,3.180000066757202,3.059999942779541,3.119999885559082,271200
2024-02-06 00:00:00+00:00,3.0999999046325684,3.3399999141693115,3.0999999046325684,3.3399999141693115,356000
2024-02-07 00:00:00+00:00,3.319999933242798,3.319999933242798,3.194999933242798,3.240000009536743,333800
2024-02-08 00:00:00+00:00,3.240000009536743,3.2899999618530273,3.1500000953674316,3.2300000190734863,289500
2024-02-09 00:00:00+00:00,3.259999990463257,3.3499999046325684,3.2300000190734863,3.299999952316284,280000
2024-02-12 00:00:00+00:00,3.3399999141693115,3.4200000762939453,3.2899999618530273,3.390000104904175,374700
2024-02-13 00:00:00+00:00,3.359999895095825,3.369999885559082,3.1519999504089355,3.180000066757202,522700
2024-02-14 00:00:00+00:00,3.2200000286102295,3.4079999923706055,3.2009999752044678,3.4000000953674316,372000
2024-02-15 00:00:00+00:00,3.4200000762939453,3.5999999046325684,3.390000104904175,3.5999999046325684,555300
2024-02-16 00:00:00+00:00,3.5799999237060547,3.680000066757202,3.5250000953674316,3.5899999141693115,501600
2024-02-20 00:00:00+00:00,3.509999990463257,3.700000047683716,3.4200000762939453,3.440000057220459,414500
2024-02-21 00:00:00+00:00,3.4200000762939453,3.4660000801086426,3.2799999713897705,3.3499999046325684,251200
2024-02-22 00:00:00+00:00,3.3499999046325684,3.5799999237060547,3.3299999237060547,3.5399999618530273,340800
2024-02-23 00:00:00+00:00,3.5399999618530273,3.5399999618530273,3.444999933242798,3.490000009536743,269500
2024-02-26 00:00:00+00:00,3.4800000190734863,3.6600000858306885,3.4700000286102295,3.6600000858306885,357400
2024-02-27 00:00:00+00:00,3.7300000190734863,3.8299999237060547,3.6449999809265137,3.7699999809265137,558800
2024-02-28 00:00:00+00:00,3.7300000190734863,3.8499999046325684,3.6500000953674316,3.690000057220459,510500
2024-02-29 00:00:00+00:00,3.7899999618530273,3.8299999237060547,3.5199999809265137,3.619999885559082,405900
2024-03-01 00:00:00+00:00,3.6600000858306885,4.340000152587891,3.619999885559082,4.21999979019165,1358400
2024-03-04 00:00:00+00:00,4.25,4.289999961853027,3.9809999465942383,4.070000171661377,608900
2024-03-05 00:00:00+00:00,4.099999904632568,4.150000095367432,3.9100000858306885,3.930000066757202,368100
2024-03-06 00:00:00+00:00,3.9700000286102295,3.990000009536743,3.884999990463257,3.930000066757202,285500
2024-03-07 00:00:00+00:00,3.940000057220459,3.990000009536743,3.799999952316284,3.8499999046325684,448800
2024-03-08 00:00:00+00:00,3.7799999713897705,3.8499999046325684,3.4700000286102295,3.619999885559082,791000
2024-03-11 00:00:00+00:00,3.640000104904175,3.684999942779541,3.25,3.25,768200
2024-03-12 00:00:00+00:00,3.2699999809265137,3.309999942779541,2.990000009536743,3.005000114440918,666000
2024-03-13 00:00:00+00:00,2.9600000381469727,3.009999990463257,2.880000114440918,2.9000000953674316,793000
2024-03-14 00:00:00+00:00,2.9000000953674316,2.941999912261963,2.734999895095825,2.7699999809265137,698600
2024-03-15 00:00:00+00:00,2.7100000381469727,2.819999933242798,2.7100000381469727,2.7899999618530273,810000
2024-03-18 00:00:00+00:00,2.8399999141693115,2.859999895095825,2.755000114440918,2.7799999713897705,333000
2024-03-19 00:00:00+00:00,2.7799999713897705,2.9000000953674316,2.75,2.8499999046325684,365900
2024-03-20 00:00:00+00:00,2.8399999141693115,2.940000057220459,2.759999990463257,2.9200000762939453,257100
2024-03-21 00:00:00+00:00,2.9800000190734863,3.0250000953674316,2.9000000953674316,2.9100000858306885,311100
2024-03-22 00:00:00+00:00,2.950000047683716,2.950000047683716,2.869999885559082,2.9000000953674316,204800
2024-03-25 00:00:00+00:00,2.930000066757202,2.984999895095825,2.8499999046325684,2.880000114440918,279000
2024-03-26 00:00:00+00:00,2.940000057220459,2.9590001106262207,2.890000104904175,2.9200000762939453,259500
2024-03-27 00:00:00+00:00,2.950000047683716,3.134999990463257,2.884999990463257,3.0799999237060547,310800
2024-03-28 00:00:00+00:00,3.119999885559082,3.499000072479248,3.119999885559082,3.2699999809265137,859200
2024-04-01 00:00:00+00:00,3.299999952316284,3.368000030517578,3.130000114440918,3.2699999809265137,320300
2024-04-02 00:00:00+00:00,3.2799999713897705,3.559999942779541,3.194999933242798,3.549999952316284,1063900
2024-04-03 00:00:00+00:00,3.6500000953674316,4.21999979019165,3.609999895095825,4.150000095367432,2319400
2024-04-04 00:00:00+00:00,4.559999942779541,4.880000114440918,4.349999904632568,4.684999942779541,2522300
2024-04-05 00:00:00+00:00,4.679999828338623,4.96999979019165,4.579999923706055,4.71999979019165,1471300
2024-04-08 00:00:00+00:00,4.949999809265137,4.954999923706055,4.295000076293945,4.380000114440918,1041400
2024-04-09 00:00:00+00:00,4.550000190734863,4.679999828338623,4.329999923706055,4.429999828338623,1050300
2024-04-10 00:00:00+00:00,4.300000190734863,4.300000190734863,4.09499979019165,4.25,643400
2024-04-11 00:00:00+00:00,4.300000190734863,4.480000019073486,4.21999979019165,4.400000095367432,589700
2024-04-12 00:00:00+00:00,4.360000133514404,4.46999979019165,4.190000057220459,4.25,582000
2024-04-15 00:00:00+00:00,4.260000228881836,4.329999923706055,4.050000190734863,4.159999847412109,496400
2024-04-16 00:00:00+00:00,4.019999980926514,4.099999904632568,3.8399999141693115,3.869999885559082,725200
2024-04-17 00:00:00+00:00,3.9100000858306885,4.144999980926514,3.8299999237060547,3.9700000286102295,637500
2024-04-18 00:00:00+00:00,3.9700000286102295,4.070000171661377,3.890000104904175,3.9800000190734863,432700
2024-04-19 00:00:00+00:00,3.9600000381469727,4.010000228881836,3.7899999618530273,3.859999895095825,429700
2024-04-22 00:00:00+00:00,3.9100000858306885,4.039999961853027,3.809999942779541,3.930000066757202,372100
2024-04-23 00:00:00+00:00,3.940000057220459,4.179999828338623,3.890000104904175,3.9100000858306885,452200
2024-04-24 00:00:00+00:00,3.940000057220459,4.0,3.875,3.940000057220459,570400
2024-04-25 00:00:00+00:00,3.9000000953674316,4.045000076293945,3.859999895095825,3.940000057220459,462600
