"('date', '')","('open', 'ANGX')","('high', 'ANGX')","('low', 'ANGX')","('close', 'ANGX')","('volume', 'ANGX')"
2025-09-26 00:00:00+00:00,3.9800000190734863,4.159999847412109,3.7699999809265137,3.9600000381469727,1231608
