"('date', '')","('open', 'CDRE')","('high', 'CDRE')","('low', 'CDRE')","('close', 'CDRE')","('volume', 'CDRE')"
2021-11-04 00:00:00+00:00,14.281000044471536,14.947446531621235,13.481263896707285,14.557099342346191,1674600
2021-11-05 00:00:00+00:00,14.328606963787413,14.652309853642443,14.138193766214378,14.56662368774414,309700
2021-11-08 00:00:00+00:00,14.709433190517379,17.613237371134623,14.63802835574026,17.118162155151367,273800
2021-11-09 00:00:00+00:00,16.61357012409888,17.10864359137905,15.033138117844686,16.689735412597656,157900
2021-11-10 00:00:00+00:00,16.08041090426608,17.118164070205708,15.918559443084938,16.280345916748047,59500
2021-11-11 00:00:00+00:00,16.47075133351927,19.88867054786822,16.47075133351927,18.85091781616211,231600
2021-11-12 00:00:00+00:00,19.041338012208758,19.517371462513978,18.460576621740874,18.917570114135742,223500
2021-11-15 00:00:00+00:00,18.708109976103813,20.89786443870415,18.58434210619865,20.66936683654785,180600
2021-11-16 00:00:00+00:00,20.945470496853186,20.945470496853186,20.164775977972766,20.383750915527344,222000
2021-11-17 00:00:00+00:00,19.993403623104246,20.60748717020692,19.662084769831072,19.888675689697266,128000
2021-11-18 00:00:00+00:00,19.679221642563927,20.250462109374933,18.93660885411728,19.269832611083984,32400
2021-11-19 00:00:00+00:00,19.164690049517603,20.407289548003803,18.404793259928,19.948484420776367,84000
2021-11-22 00:00:00+00:00,19.843338888784373,20.41684615138737,18.600739515956317,19.317623138427734,65400
2021-11-23 00:00:00+00:00,19.747756091966462,19.747756091966462,16.93279306709552,18.075027465820312,68100
2021-11-24 00:00:00+00:00,18.151496816217417,19.54703150153237,17.262560650765035,18.725004196166992,58900
2021-11-26 00:00:00+00:00,18.562507626025763,18.86837769565318,17.616221414442407,18.638975143432617,68700
2021-11-29 00:00:00+00:00,18.76323322912136,19.39409249481893,18.14193445363801,19.107337951660156,89200
2021-11-30 00:00:00+00:00,19.097777447706598,19.738193495763028,18.46692006581569,19.37497329711914,67100
2021-12-01 00:00:00+00:00,19.80510623764719,20.07274347362211,18.705884935860453,19.12645721435547,83400
2021-12-02 00:00:00+00:00,19.183804531497806,19.71429867854852,18.07502472742736,19.346298217773438,143600
2021-12-03 00:00:00+00:00,19.594818080496708,19.986714296256306,18.371336100119656,19.346298217773438,160200
2021-12-06 00:00:00+00:00,19.508795589949735,21.793264472915844,18.986904691191857,21.009471893310547,330000
2021-12-07 00:00:00+00:00,21.879289805647456,22.691758358595404,18.509936801055474,18.87793731689453,471100
2021-12-08 00:00:00+00:00,18.80146676150515,19.279389148098442,16.631698688820606,17.2052059173584,332500
2021-12-09 00:00:00+00:00,17.32946687164385,20.149209996801375,16.776034057135675,19.690404891967773,120000
2021-12-10 00:00:00+00:00,19.355858788671693,19.907380962668253,18.256637543076714,18.466922760009766,91400
2021-12-13 00:00:00+00:00,18.313987735288237,19.09778024434607,17.837977758566144,18.237520217895508,26900
2021-12-14 00:00:00+00:00,17.96033150563024,19.30807304094239,17.740485732344098,19.193370819091797,55600
2021-12-15 00:00:00+00:00,18.954404733451387,20.54110715838192,18.954404733451387,20.521989822387695,208300
2021-12-16 00:00:00+00:00,20.445521385154233,21.12417219749544,19.13601492144466,19.518352508544922,121600
2021-12-17 00:00:00+00:00,19.59482003934508,20.044066476603472,18.466922789282073,19.690404891967773,1396000
2021-12-20 00:00:00+00:00,19.126457150088726,20.52198986417783,19.126457150088726,20.06318473815918,210300
2021-12-21 00:00:00+00:00,20.07274149668087,21.02858632985615,19.394092540228502,19.757312774658203,180000
2021-12-22 00:00:00+00:00,20.321265208484448,20.741837524956615,19.690407645341036,20.216121673583984,96300
2021-12-23 00:00:00+00:00,20.14920903352014,20.521987935484674,19.96759800453232,20.311702728271484,51400
2021-12-27 00:00:00+00:00,19.977156733439468,22.471912342005954,19.929365220829805,22.051340103149414,368100
2021-12-28 00:00:00+00:00,22.309417733950557,22.816016133280225,22.222436236532605,22.538820266723633,54800
2021-12-29 00:00:00+00:00,22.52926348958391,22.567498159817617,22.080017053114418,22.4432373046875,62500
2021-12-30 00:00:00+00:00,22.586614647171398,23.074095774925677,22.577057802329694,22.873369216918945,56600
2021-12-31 00:00:00+00:00,23.293936853174312,24.45050810042386,22.749103826092632,24.29757308959961,85500
2022-01-03 00:00:00+00:00,24.412282020576036,24.72197522979927,23.23659129243945,23.905683517456055,92000
2022-01-04 00:00:00+00:00,23.857885349072106,24.154198549926065,23.12284155789081,23.55201530456543,66200
2022-01-05 00:00:00+00:00,23.494668080521315,23.73362931072317,21.286666823932425,21.57341957092285,51000
2022-01-06 00:00:00+00:00,22.108691227846418,22.108691227846418,20.493314696541994,21.0859375,73300
2022-01-07 00:00:00+00:00,20.636690117091234,22.032222699979506,19.78598879801905,20.082300186157227,51300
2022-01-10 00:00:00+00:00,19.843341821199402,20.378614494603525,19.069107904991522,20.18744659423828,38900
2022-01-11 00:00:00+00:00,20.560220626813233,21.315337025245846,19.771647985119397,20.273466110229492,135600
2022-01-12 00:00:00+00:00,20.741836494617726,21.124174116450163,20.024952770008305,20.512432098388672,52900
2022-01-13 00:00:00+00:00,21.019030654597586,21.019030654597586,19.699965399236866,19.881574630737305,38900
2022-01-14 00:00:00+00:00,19.575704494376968,20.76095203515175,18.61985952699767,20.627134323120117,61900
2022-01-18 00:00:00+00:00,20.569782230324517,21.248431219203304,20.35949519017549,21.181522369384766,44800
2022-01-19 00:00:00+00:00,20.952120751896004,21.43004321263895,20.67492484956293,20.923444747924805,60000
2022-01-20 00:00:00+00:00,20.92344482347538,21.90796575248739,20.13965227672754,20.330821990966797,45300
2022-01-21 00:00:00+00:00,20.139649265352865,20.455077970492606,18.705882092330544,18.868375778198242,67100
2022-01-24 00:00:00+00:00,18.323547236780612,20.74183554697026,18.227962379907158,20.44552230834961,51800
