"('date', '')","('open', 'ALLE')","('high', 'ALLE')","('low', 'ALLE')","('close', 'ALLE')","('volume', 'ALLE')"
2024-02-14 00:00:00+00:00,128.18296460903545,128.41766864504967,126.1976651273917,128.29052734375,694500
2024-02-15 00:00:00+00:00,129.1218068851594,130.71590805645613,128.50567896296496,130.3736114501953,680700
2024-02-16 00:00:00+00:00,129.6596989103236,131.9188147935208,129.0435709702924,129.5032196044922,1005600
2024-02-20 00:00:00+00:00,125.36638679981638,133.89431429111372,125.2294711488285,129.15113830566406,1527700
2024-02-21 00:00:00+00:00,128.70130400775528,129.6108120969613,125.91407387902717,128.2220916748047,1072700
2024-02-22 00:00:00+00:00,129.55212637319352,130.3834096609258,124.46666065283924,126.80402374267578,1321600
2024-02-23 00:00:00+00:00,124.9360861624564,126.99961037425851,124.70137466510442,126.24656677246094,931600
2024-02-26 00:00:00+00:00,125.93362900513428,126.76489737622998,125.39574069284373,125.65979766845703,877500
2024-02-27 00:00:00+00:00,128.79907302604607,128.79907302604607,125.855378938898,126.44215393066406,950000
2024-02-28 00:00:00+00:00,126.04120864796386,126.96050597383383,125.14146750587336,125.33706665039062,819900
2024-02-29 00:00:00+00:00,125.7673676741454,126.74534093779292,124.97520425687708,125.0534439086914,1731600
2024-03-01 00:00:00+00:00,124.74050670206256,125.18059173534425,123.69407549147871,124.00702667236328,1435600
2024-03-04 00:00:00+00:00,123.64516072545344,127.0289473415801,123.00947660819415,125.95317077636719,1176300
2024-03-05 00:00:00+00:00,125.39573596200661,126.57907528171302,123.78207854735817,124.72093200683594,764800
2024-03-06 00:00:00+00:00,125.45441692004606,126.53019354647456,124.3688659325368,125.58155822753906,588800
2024-03-07 00:00:00+00:00,126.51061405578474,129.04356106848408,126.19765546813595,128.99465942382812,1376200
2024-03-08 00:00:00+00:00,129.60104064948115,131.5374238255864,127.7722202228412,127.96782684326172,803000
2024-03-11 00:00:00+00:00,127.60594758808173,128.4959068417176,126.500847944767,128.1536102294922,720500
2024-03-12 00:00:00+00:00,128.39810116991845,130.65723190796118,127.49836757243905,130.148681640625,806400
2024-03-13 00:00:00+00:00,130.09978083398343,131.43959941719956,129.37607525358789,129.83572387695312,959200
2024-03-14 00:00:00+00:00,129.9437016799603,130.238161285976,126.28262868108271,127.65675354003906,920400
2024-03-15 00:00:00+00:00,126.61635198266544,129.1683154552221,126.61635198266544,127.98066711425781,1538700
2024-03-18 00:00:00+00:00,129.0210692198104,129.44313148515312,128.0984361055075,128.91310119628906,505400
2024-03-19 00:00:00+00:00,128.87383666618518,130.82705578630242,128.87383666618518,130.55223083496094,540900
2024-03-20 00:00:00+00:00,130.7780055292706,132.84901768861394,130.2381653973397,132.78030395507812,610400
2024-03-21 00:00:00+00:00,133.31033583653002,133.5557163560552,132.29935431739491,132.7901153564453,670400
2024-03-22 00:00:00+00:00,132.96678430125596,132.96678430125596,131.25893065832568,131.6417236328125,352600
2024-03-25 00:00:00+00:00,131.27857650461115,131.76933753827325,130.0811183843286,130.4541015625,355400
2024-03-26 00:00:00+00:00,130.72892209482595,131.46506362027003,130.60131943782758,130.8761444091797,431300
2024-03-27 00:00:00+00:00,131.67117312009276,132.5054728286377,130.99393550617876,131.759521484375,511900
2024-03-28 00:00:00+00:00,132.3386335785662,132.55456965019772,131.36692125622437,132.22085571289062,341200
2024-04-01 00:00:00+00:00,131.92639291333575,131.92639291333575,129.73758778300515,129.87501525878906,300300
2024-04-02 00:00:00+00:00,129.7277607666086,129.7277607666086,127.69601801732304,129.14866638183594,423200
2024-04-03 00:00:00+00:00,128.9131093553016,130.2087257195585,128.7168079301581,129.05052185058594,482500
2024-04-04 00:00:00+00:00,129.92405997189732,131.44542203944835,128.05917419672951,128.59901428222656,372800
2024-04-05 00:00:00+00:00,129.0799527449834,130.31668004936054,128.0395418219492,129.86517333984375,351900
2024-04-08 00:00:00+00:00,130.5915208957327,131.04301268333023,130.06149056457514,130.405029296875,471400
2024-04-09 00:00:00+00:00,130.9644920201402,131.857680762451,129.03090718201622,131.40618896484375,336700
2024-04-10 00:00:00+00:00,128.60883583532137,129.31553292497492,126.65560152130134,126.74394989013672,547500
2024-04-11 00:00:00+00:00,126.7635740316464,127.43101685185358,125.64463942959323,127.35249328613281,471500
2024-04-12 00:00:00+00:00,126.2237402938035,127.5095317694925,124.42754567554655,125.06553649902344,600000
2024-04-15 00:00:00+00:00,126.46912450238432,126.94025090169532,123.48528902745882,124.59441375732422,471000
2024-04-16 00:00:00+00:00,124.00549224769574,124.7220066393609,122.72951807528268,124.04475402832031,520000
2024-04-17 00:00:00+00:00,125.25202819591247,125.29128997614545,123.2791667976142,123.45584106445312,576900
2024-04-18 00:00:00+00:00,123.67177994195207,124.48644505148867,122.30746487341199,122.53321075439453,421300
2024-04-19 00:00:00+00:00,122.72951298965602,123.72085231619536,122.3074582259546,122.89636993408203,328300
2024-04-22 00:00:00+00:00,123.50491326534055,124.46680061787053,122.60191483566223,123.10248565673828,704900
2024-04-23 00:00:00+00:00,123.37731839676468,125.23239446778766,123.37731839676468,124.62385559082031,612300
2024-04-24 00:00:00+00:00,124.26069404335291,125.28147790691328,122.77859360325458,124.2018051147461,871200
2024-04-25 00:00:00+00:00,124.2018002320357,125.40906815152975,120.88425842220049,122.56266021728516,932000
2024-04-26 00:00:00+00:00,122.76878363269464,123.65215500287549,121.1492707020996,121.56150817871094,975500
2024-04-29 00:00:00+00:00,121.65965175266992,123.00433961997958,121.65965175266992,122.5037612915039,705700
2024-04-30 00:00:00+00:00,122.07189417566212,122.43505252408522,118.99972551452174,119.31381225585938,665200
2024-05-01 00:00:00+00:00,119.61809704874275,121.38483227699466,118.06729038504477,118.82305908203125,691400
2024-05-02 00:00:00+00:00,119.75551211703026,120.33460655481557,117.80227776921446,120.00089263916016,503100
2024-05-03 00:00:00+00:00,121.8755927656436,123.0141619531662,120.34442074365576,120.60942840576172,603800
2024-05-06 00:00:00+00:00,121.56151266590736,122.68044727996657,120.75666482968197,122.57247924804688,374200
2024-05-07 00:00:00+00:00,122.99454041821419,123.61290417635345,121.85597859784546,122.07191467285156,612400
2024-05-08 00:00:00+00:00,121.70873143135448,122.35653956405916,121.24741488020153,121.8363265991211,591600
2024-05-09 00:00:00+00:00,122.19949847066061,123.57363087484184,121.64003118683773,123.3478775024414,670400
2024-05-10 00:00:00+00:00,123.71104351573429,124.515891319546,123.01416373949408,123.6619644165039,590000
2024-05-13 00:00:00+00:00,124.25086740858563,124.63366788108253,123.14175023528433,123.38713073730469,591600
2024-05-14 00:00:00+00:00,124.40791275900338,125.25202227304919,123.87788998355008,124.98700714111328,490600
2024-05-15 00:00:00+00:00,125.94892619302793,126.5967194127401,125.50723674399222,125.57594299316406,420400
2024-05-16 00:00:00+00:00,125.19314271301371,125.7035383816611,122.9945278900111,123.07305145263672,533000
2024-05-17 00:00:00+00:00,123.67178777689205,123.9171683081954,121.72837067406486,122.13079833984375,507600
2024-05-20 00:00:00+00:00,122.31728141506323,122.31728141506323,120.78610191432008,120.96277618408203,731700
2024-05-21 00:00:00+00:00,120.72721917190535,121.85597109274119,119.44142760791341,121.26705932617188,628300
2024-05-22 00:00:00+00:00,120.94315113444065,121.35538860822511,119.9812562071911,120.7959213256836,519900
2024-05-23 00:00:00+00:00,121.12963395164923,121.16888824195016,118.17525062666743,119.31381225585938,503500
2024-05-24 00:00:00+00:00,120.0008808437094,121.31611671860365,119.51011984768881,120.3345947265625,407800
2024-05-28 00:00:00+00:00,120.15792938363764,120.59961880587863,117.58634636627772,118.19488525390625,536900
2024-05-29 00:00:00+00:00,117.08576347957072,117.57652449298743,116.32017749678765,117.18391418457031,397900
2024-05-30 00:00:00+00:00,117.6943041787847,118.9800955758816,117.64522508443295,118.22431945800781,632200
2024-05-31 00:00:00+00:00,118.3028587119022,119.74569741164868,117.55689981159678,119.56902313232422,1117000
2024-06-03 00:00:00+00:00,120.24627615562572,120.24627615562572,116.56556823202148,118.2734146118164,545500
2024-06-04 00:00:00+00:00,115.26994615382914,116.89926878094742,113.82710761471165,115.46624755859375,719900
2024-06-05 00:00:00+00:00,115.60367230815831,116.33981388677716,115.09328410855376,116.0748062133789,517800
2024-06-06 00:00:00+00:00,115.97664595052692,116.82074800182343,114.21972062895293,115.34846496582031,507800
2024-06-07 00:00:00+00:00,114.33750654478953,115.36810773805942,113.36580176923917,114.76937866210938,372600
2024-06-10 00:00:00+00:00,114.46511131746257,115.8784980656319,114.22954061908482,115.31903076171875,533700
2024-06-11 00:00:00+00:00,114.98530960920472,115.69200668306917,113.5817327787292,115.14234924316406,566900
2024-06-12 00:00:00+00:00,117.42929593309671,120.11866421830321,116.82074957419383,117.7728271484375,437100
2024-06-13 00:00:00+00:00,117.43911172501615,117.73356383930462,115.61348016043627,116.95816802978516,461000
2024-06-14 00:00:00+00:00,115.2926863659185,115.62775749575151,113.33155974171261,114.67182922363281,480100
2024-06-17 00:00:00+00:00,114.34661355736118,115.51935121771938,113.79474054952478,114.54371643066406,785700
2024-06-18 00:00:00+00:00,114.5239994141583,115.0758724076836,114.07067409537599,114.91819763183594,884100
2024-06-20 00:00:00+00:00,113.98198805569186,115.47993232103036,113.34141686588494,114.0706787109375,720700
2024-06-21 00:00:00+00:00,113.8834312034817,114.91820061188079,111.93216162937107,114.54371643066406,1495400
2024-06-24 00:00:00+00:00,115.38139417834293,118.31815584824037,114.85908467106829,116.6723861694336,825400
2024-06-25 00:00:00+00:00,115.89383405964462,116.59353233469588,113.45966811310099,114.44515991210938,780800
2024-06-26 00:00:00+00:00,113.21329984284108,113.45967280277661,111.97158553823436,112.98664093017578,749500
2024-06-27 00:00:00+00:00,113.85386870244966,114.70139226870576,112.91765448141847,114.63240814208984,545500
2024-06-28 00:00:00+00:00,114.99704252962663,116.84976443881885,114.95762195470263,116.43585968017578,2983300
2024-07-01 00:00:00+00:00,116.82020164616013,117.07643162547758,113.69619437052292,114.06082153320312,635800
2024-07-02 00:00:00+00:00,114.14952429678027,114.79994501663873,113.65677836527594,114.42546081542969,632800
2024-07-03 00:00:00+00:00,114.62255868918058,115.27298694198055,113.70605093577558,114.01155853271484,247400
2024-07-05 00:00:00+00:00,113.86372404289251,113.86372404289251,111.62665343524512,113.28227996826172,682100
2024-07-08 00:00:00+00:00,113.82429698187283,114.51413819852324,112.82894821038691,113.3709716796875,442700
2024-07-09 00:00:00+00:00,113.00633239746094,113.69618110456227,112.38547532790427,113.00633239746094,277100
2024-07-10 00:00:00+00:00,113.00633840364578,115.5094883782604,112.64171126413031,115.30253601074219,1027300
2024-07-11 00:00:00+00:00,116.76107164501491,120.02304709347503,116.53440522303134,118.09148406982422,732900
2024-07-12 00:00:00+00:00,118.64335718917786,121.98417378936249,118.64335718917786,121.1465072631836,612600
2024-07-15 00:00:00+00:00,121.34360768162637,122.9401071708599,120.48623459188565,120.93955993652344,381100
2024-07-16 00:00:00+00:00,121.87577091214825,126.42873828381738,121.01839784538245,126.16266632080078,622400
2024-07-17 00:00:00+00:00,125.7093350785909,127.05945406995767,124.20153378588455,125.07862091064453,578800
2024-07-18 00:00:00+00:00,124.4676192915236,128.24205474896533,124.30993699208203,125.56151580810547,838900
2024-07-19 00:00:00+00:00,126.11338597561883,126.11338597561883,122.26010945532519,122.29953002929688,594200
2024-07-22 00:00:00+00:00,122.85141176261949,124.95050659613293,121.26476935840073,124.83224487304688,602000
2024-07-23 00:00:00+00:00,124.1424098864653,125.79803649973427,123.53140223106274,125.33485412597656,796500
2024-07-24 00:00:00+00:00,128.44899744514984,129.87795754591127,122.8021336485654,126.0049819946289,1551500
2024-07-25 00:00:00+00:00,127.15799918835235,132.0164813310589,125.5023727490514,130.9521484375,1312100
2024-07-26 00:00:00+00:00,132.20372202382072,135.52483969235215,131.49416670835723,134.7857208251953,1089900
2024-07-29 00:00:00+00:00,134.65760538479034,136.6680021363912,134.4407959754377,135.66281127929688,757700
2024-07-30 00:00:00+00:00,136.95380848340892,139.0529110107677,136.00772965719557,137.3184356689453,991100
2024-07-31 00:00:00+00:00,139.7032999965377,139.92997391774716,134.5984601347554,134.8251190185547,925300
2024-08-01 00:00:00+00:00,134.6181790964013,137.1804486245532,130.02578393135028,130.37069702148438,1156100
2024-08-02 00:00:00+00:00,128.19277273782572,128.66580458245514,125.97541622952309,127.66059875488281,1312900
2024-08-05 00:00:00+00:00,125.10817948978489,128.38986894859406,124.06356060040163,125.89657592773438,875800
2024-08-06 00:00:00+00:00,125.1081774688733,127.81827984232723,125.03919334556996,125.7388916015625,587800
2024-08-07 00:00:00+00:00,126.5272900751263,129.10927374802696,124.62529062330803,124.68441772460938,813100
2024-08-08 00:00:00+00:00,125.41369293338113,127.98581970359461,125.41369293338113,127.58177947998047,943700
2024-08-09 00:00:00+00:00,127.51278833851549,128.66581198467767,126.48788344328648,127.0200424194336,537200
2024-08-12 00:00:00+00:00,126.82295301400899,128.0055402678492,125.96557236781568,126.89192962646484,536100
2024-08-13 00:00:00+00:00,127.52262972891121,128.82348609046915,126.8623520438457,128.20262145996094,412300
2024-08-14 00:00:00+00:00,128.59683951088593,129.53305377976594,127.78872895964655,129.18812561035156,389600
2024-08-15 00:00:00+00:00,130.9225932640798,132.02633928175814,129.38521340564145,131.02113342285156,443100
2024-08-16 00:00:00+00:00,130.65650084766204,131.18865978772035,129.22754078671312,129.36550903320312,332500
2024-08-19 00:00:00+00:00,130.0947676193771,131.10982297440123,129.7794180615831,130.92259216308594,413600
2024-08-20 00:00:00+00:00,131.08025148261925,131.38576655474628,129.57245031698557,130.2918701171875,342100
2024-08-21 00:00:00+00:00,130.95214564704946,132.75559731403263,130.32143154253706,132.55848693847656,509800
2024-08-22 00:00:00+00:00,132.2825718034665,133.55386475885848,132.1150399871383,133.05125427246094,511700
2024-08-23 00:00:00+00:00,134.184580550699,135.9781679870751,133.23850171138145,135.01239013671875,502900
2024-08-26 00:00:00+00:00,135.810606796512,136.59900315253176,134.95323384194822,135.71206665039062,596500
2024-08-27 00:00:00+00:00,135.01240042058697,135.49529690125377,133.98749538422138,135.2193603515625,479500
2024-08-28 00:00:00+00:00,135.21932258539735,136.53001331165368,134.47033927049665,134.64773559570312,599500
2024-08-29 00:00:00+00:00,135.85990988887738,136.90452886577708,134.28311688087732,135.31788635253906,375900
2024-08-30 00:00:00+00:00,135.98802455135777,137.4366987606026,134.20427168774387,136.82568359375,682100
2024-09-03 00:00:00+00:00,136.68772335721002,137.7520564124124,133.89877947909335,135.01239013671875,539300
2024-09-04 00:00:00+00:00,135.11092686367962,135.85004568670323,134.75614922713186,135.3572998046875,603400
2024-09-05 00:00:00+00:00,135.5051121271892,135.5051121271892,132.38110516481888,133.72137451171875,461000
2024-09-06 00:00:00+00:00,134.27327109978543,135.4361443214437,132.03620028089503,132.5486602783203,478600
2024-09-09 00:00:00+00:00,133.34689166948533,134.01703390599133,132.02633628015548,132.60777282714844,691000
2024-09-10 00:00:00+00:00,133.54400679064833,134.23386317555583,132.43041112877017,134.18458557128906,691600
2024-09-11 00:00:00+00:00,133.81993180521278,135.15035181877303,131.54344803582453,135.10107421875,695600
2024-09-12 00:00:00+00:00,134.75616312038568,137.22974228966078,134.1648619860397,137.10162353515625,559600
2024-09-13 00:00:00+00:00,137.76188848798296,139.88070482479085,137.28885664687976,139.1218719482422,520700
2024-09-16 00:00:00+00:00,139.72301889537243,141.06328827479084,138.3630354705096,140.64938354492188,467400
2024-09-17 00:00:00+00:00,141.29982731107157,142.3937238741666,140.42274015957463,141.2899627685547,418300
2024-09-18 00:00:00+00:00,141.76300269563006,144.28585931990145,140.18620978675466,141.3392333984375,485200
2024-09-19 00:00:00+00:00,144.25629217397906,144.25629217397906,140.97460272831276,141.66444396972656,867800
2024-09-20 00:00:00+00:00,141.14038734041856,141.17993244115118,138.46075036010006,138.82659912109375,1847700
2024-09-23 00:00:00+00:00,139.6670715799292,141.27880969421884,139.6670715799292,141.05137634277344,817500
2024-09-24 00:00:00+00:00,141.1799391326375,142.4060485425391,141.11073143112736,142.22805786132812,442700
2024-09-25 00:00:00+00:00,142.51480891935134,143.20696133691337,141.33814226560034,141.78309631347656,500400
2024-09-26 00:00:00+00:00,142.93997783341348,143.42449205251987,141.5358929536371,142.08961486816406,776600
2024-09-27 00:00:00+00:00,143.35527566545582,144.81870089090347,141.85232042690765,142.15884399414062,589500
2024-09-30 00:00:00+00:00,141.84243527067218,144.52207249669098,141.3974811796235,144.10678100585938,813600
2024-10-01 00:00:00+00:00,144.19576098080717,145.11533171321526,143.1476422625732,143.34539794921875,912300
2024-10-02 00:00:00+00:00,142.73235001807504,144.5022837724463,141.40735524039275,144.2056427001953,794500
2024-10-03 00:00:00+00:00,143.75080193012607,144.36384906381068,142.28737670654348,144.2550811767578,657200
2024-10-04 00:00:00+00:00,144.9966664645091,145.06588924602895,142.61367070190965,143.97821044921875,691500
2024-10-07 00:00:00+00:00,142.96966367126836,144.7198325760319,142.57415226453668,144.37374877929688,488000
2024-10-08 00:00:00+00:00,144.93734729561396,145.47128912582173,143.18717864540426,143.73101806640625,1168300
2024-10-09 00:00:00+00:00,144.166099732687,145.49107944219494,142.92021022834476,144.92747497558594,900000
2024-10-10 00:00:00+00:00,143.2069619208911,143.63213587634473,142.05007535657884,143.0190887451172,763000
2024-10-11 00:00:00+00:00,143.009215041268,145.74816229387383,143.009215041268,145.6492919921875,768100
2024-10-14 00:00:00+00:00,145.48118934029023,147.98283563422433,144.46273326431506,147.7850799560547,688400
2024-10-15 00:00:00+00:00,148.12128758453784,149.5451528141819,146.68753985027993,147.85430908203125,1149400
2024-10-16 00:00:00+00:00,148.17071793909594,150.27683791867312,147.9235195542044,149.2386016845703,551800
2024-10-17 00:00:00+00:00,149.2386071741133,151.226091917935,148.54645468851552,150.771240234375,780800
2024-10-18 00:00:00+00:00,153.6980495178962,154.35065678724516,151.2062859089757,151.641357421875,820300
2024-10-21 00:00:00+00:00,151.6512477427686,152.36318023916408,149.77254620870815,150.30648803710938,722300
2024-10-22 00:00:00+00:00,149.30783440506227,149.97032431009924,148.33882089641943,148.91232299804688,982200
2024-10-23 00:00:00+00:00,148.23990435084607,150.90964350668543,148.23990435084607,149.16937255859375,987000
2024-10-24 00:00:00+00:00,140.74487110340354,144.75937052567377,140.2999170208776,143.6420440673828,1861100
2024-10-25 00:00:00+00:00,144.31440215613415,144.49239282419896,141.001953125,141.001953125,1156000
2024-10-28 00:00:00+00:00,141.52602319545983,142.67301222692942,140.57677476522466,140.7349853515625,1372700
2024-10-29 00:00:00+00:00,138.98481977815808,139.1232502724474,137.25443105564557,138.21356201171875,1278600
2024-10-30 00:00:00+00:00,137.78837078348442,139.03424507619235,136.80945985420578,137.49172973632812,1089400
2024-10-31 00:00:00+00:00,137.16544084110095,138.68817625146667,136.9775676547757,138.06524658203125,1206700
2024-11-01 00:00:00+00:00,138.81672244854292,139.88462126667264,137.1753215750588,138.26300048828125,646900
2024-11-04 00:00:00+00:00,137.92680878092546,139.37043882118817,137.18521366649438,137.9366912841797,597800
2024-11-05 00:00:00+00:00,137.5411829025748,139.3209991455078,137.17531904517017,139.3209991455078,645800
2024-11-06 00:00:00+00:00,140.4779013180093,141.17993626149655,135.58336136943748,139.3506622314453,1587800
2024-11-07 00:00:00+00:00,139.60776262364737,141.17994073452192,139.08370325335585,141.11073303222656,834400
2024-11-08 00:00:00+00:00,141.66445242376227,143.54315408445376,140.7152040019887,142.16873168945312,650900
2024-11-11 00:00:00+00:00,143.58271343815704,144.30452848197046,141.49635851092796,141.82264709472656,574900
2024-11-12 00:00:00+00:00,141.40736015187062,142.22806060889394,140.18126580607517,140.28013610839844,855400
2024-11-13 00:00:00+00:00,141.14039988045295,142.69279794263807,138.89583424772417,139.25180053710938,777600
2024-11-14 00:00:00+00:00,139.77584270679716,140.8041812562523,139.2913284846534,139.73629760742188,790600
2024-11-15 00:00:00+00:00,138.8562611835093,139.73630186517417,137.67960961580602,138.1937713623047,921600
2024-11-18 00:00:00+00:00,137.6796163809089,138.09490785246743,136.79959074379374,137.08633422851562,619700
2024-11-19 00:00:00+00:00,136.20631003204653,137.26432636118702,135.30650429025658,136.57215881347656,522400
2024-11-20 00:00:00+00:00,136.6512655752272,137.9169201120444,135.59326432251243,137.8674774169922,638900
2024-11-21 00:00:00+00:00,138.23334387543886,140.1911509162261,137.60051659519488,139.82530212402344,783900
2024-11-22 00:00:00+00:00,140.6954297154512,141.0711760982187,139.3902300553939,139.79563903808594,639100
2024-11-25 00:00:00+00:00,140.70531822487175,142.3269389631731,140.41855966038793,141.0711669921875,1658800
2024-11-26 00:00:00+00:00,140.16147111726096,140.8832861090154,137.9366858614314,138.81671142578125,916400
2024-11-27 00:00:00+00:00,139.66709153201433,140.2504761162814,138.2135637794896,139.82530212402344,861700
2024-11-29 00:00:00+00:00,140.04281294372325,140.91294086902764,138.89580898787906,139.26165771484375,363700
2024-12-02 00:00:00+00:00,139.2221255673759,139.81539260511235,137.85758573133705,138.82659912109375,825100
2024-12-03 00:00:00+00:00,138.9254861410471,139.94394223455956,138.3618666063777,138.9156036376953,797900
2024-12-04 00:00:00+00:00,138.22343567348224,139.64730071668285,138.13444788023003,139.48910522460938,536000
2024-12-05 00:00:00+00:00,142.10940472237326,142.80155716307226,138.42120914795507,138.7475128173828,1293800
2024-12-06 00:00:00+00:00,139.9340597312078,140.280128402016,138.15422842145105,138.9156036376953,760500
2024-12-09 00:00:00+00:00,139.08368692225918,140.181248228631,138.54973002305647,139.8450469970703,955000
2024-12-10 00:00:00+00:00,139.27157136673154,140.24058477811002,137.293984354568,139.0045928955078,690500
2024-12-11 00:00:00+00:00,139.9637265781539,140.2999127558165,138.59918668461637,138.8661651611328,638900
2024-12-12 00:00:00+00:00,138.6684099265978,138.99471360167465,137.4521830228226,137.6894989013672,692900
2024-12-13 00:00:00+00:00,136.819348800686,138.1047833403763,136.15685898058365,137.27420043945312,484100
2024-12-16 00:00:00+00:00,137.13576838204372,137.77847810061684,135.81078875704594,135.9788818359375,602600
2024-12-17 00:00:00+00:00,135.21484003932977,136.24678046214842,134.54009753389505,135.58197021484375,856400
2024-12-18 00:00:00+00:00,135.96896514972912,137.33828455051085,131.33512712930172,131.45419311523438,900700
2024-12-19 00:00:00+00:00,131.63279517555065,132.54566964556133,129.48951678127986,129.61851501464844,1192800
2024-12-20 00:00:00+00:00,129.14222910942559,131.69233660263941,129.14222910942559,131.15650939941406,2061300
2024-12-23 00:00:00+00:00,130.46192703613735,131.5236491383318,129.8764991255297,131.10690307617188,588900
2024-12-24 00:00:00+00:00,130.7199352629496,132.09917180958698,130.38255639507847,132.00985717773438,248800
2024-12-26 00:00:00+00:00,131.5435047725071,132.9624248749345,131.00767756664146,131.9602508544922,386700
2024-12-27 00:00:00+00:00,130.97790186969593,132.2976052735929,130.41230820775252,130.94813537597656,429000
2024-12-30 00:00:00+00:00,130.3230017453285,130.55123170580123,128.60640175670463,129.95587158203125,298200
2024-12-31 00:00:00+00:00,129.92611781575812,131.196205406274,129.4597558726082,129.66812133789062,385900
2025-01-02 00:00:00+00:00,130.45201936919875,130.8588483429138,127.36609972142504,127.59431457519531,523400
2025-01-03 00:00:00+00:00,128.07060643698213,129.42999355651,127.10811602456585,129.1719970703125,597300
2025-01-06 00:00:00+00:00,129.40022864653994,130.27340444101543,127.6439296577351,128.12020874023438,778200
2025-01-07 00:00:00+00:00,128.05074836405984,128.50717803218006,125.90746995366504,126.43336486816406,902900
2025-01-08 00:00:00+00:00,125.6395685176751,127.77292231774095,125.35181311484584,127.40577697753906,1077100
2025-01-10 00:00:00+00:00,126.13569203697487,127.00887532955073,125.05412814643084,125.23273468017578,741500
2025-01-13 00:00:00+00:00,124.74653516872037,127.30655971555458,124.29009791600345,127.26686096191406,828000
2025-01-14 00:00:00+00:00,127.87213990686601,129.11246101294066,127.47524320917753,128.74533081054688,469500
2025-01-15 00:00:00+00:00,131.4839511280729,131.90069719258682,128.9140094932513,129.9161834716797,641100
2025-01-16 00:00:00+00:00,129.6879626054241,131.82132384062626,129.6085802434008,131.5930938720703,552500
2025-01-17 00:00:00+00:00,132.5456859084208,133.04181438608043,131.5633460720245,132.55560302734375,592900
2025-01-21 00:00:00+00:00,133.6272275816694,135.22476170872997,133.4287792406746,134.02413940429688,610100
2025-01-22 00:00:00+00:00,133.43870329101523,134.24242895521456,130.70999682381876,131.15650939941406,898800
2025-01-23 00:00:00+00:00,131.36488966621795,132.38691305637178,130.35278339437986,132.21823120117188,704300
