"('date', '')","('open', 'ARWR')","('high', 'ARWR')","('low', 'ARWR')","('close', 'ARWR')","('volume', 'ARWR')"
2024-01-02 00:00:00+00:00,30.5,32.150001525878906,29.649999618530273,31.010000228881836,791900
2024-01-03 00:00:00+00:00,32.650001525878906,34.30500030517578,31.149999618530273,31.969999313354492,6019500
2024-01-04 00:00:00+00:00,32.630001068115234,34.79999923706055,32.59000015258789,34.529998779296875,5694000
2024-01-05 00:00:00+00:00,33.88999938964844,35.9900016784668,33.31999969482422,35.599998474121094,2973900
2024-01-08 00:00:00+00:00,35.099998474121094,39.529998779296875,34.369998931884766,39.47999954223633,5170100
2024-01-09 00:00:00+00:00,38.90999984741211,39.64500045776367,37.2599983215332,38.06999969482422,2075600
2024-01-10 00:00:00+00:00,38.2400016784668,39.83000183105469,37.709999084472656,39.45000076293945,1841600
2024-01-11 00:00:00+00:00,39.220001220703125,39.540000915527344,37.36000061035156,37.5,2181900
2024-01-12 00:00:00+00:00,37.619998931884766,37.619998931884766,35.560001373291016,36.43000030517578,1495100
2024-01-16 00:00:00+00:00,36.029998779296875,36.029998779296875,34.31999969482422,35.09000015258789,1381400
2024-01-17 00:00:00+00:00,34.400001525878906,34.77000045776367,33.47999954223633,34.060001373291016,1073700
2024-01-18 00:00:00+00:00,34.38999938964844,34.38999938964844,32.709999084472656,33.15999984741211,1501000
2024-01-19 00:00:00+00:00,33.31999969482422,34.150001525878906,32.900001525878906,33.75,996100
2024-01-22 00:00:00+00:00,33.83000183105469,33.93000030517578,32.58000183105469,33.189998626708984,1409200
2024-01-23 00:00:00+00:00,33.88999938964844,34.5,33.41999816894531,34.290000915527344,1233900
2024-01-24 00:00:00+00:00,34.58000183105469,34.95000076293945,32.779998779296875,32.810001373291016,812900
2024-01-25 00:00:00+00:00,33.0,33.869998931884766,32.86000061035156,33.41999816894531,678600
2024-01-26 00:00:00+00:00,33.66999816894531,33.77000045776367,32.55500030517578,32.75,538800
2024-01-29 00:00:00+00:00,32.619998931884766,34.459999084472656,31.989999771118164,34.400001525878906,751200
2024-01-30 00:00:00+00:00,34.189998626708984,34.38999938964844,32.939998626708984,33.0099983215332,594500
2024-01-31 00:00:00+00:00,32.90999984741211,33.36000061035156,31.790000915527344,32.099998474121094,872400
2024-02-01 00:00:00+00:00,32.25,32.369998931884766,31.25,32.189998626708984,931200
2024-02-02 00:00:00+00:00,31.520000457763672,32.15999984741211,30.649999618530273,31.959999084472656,869200
2024-02-05 00:00:00+00:00,31.229999542236328,32.470001220703125,30.540000915527344,32.02000045776367,971800
2024-02-06 00:00:00+00:00,31.93000030517578,33.29999923706055,31.5,33.20000076293945,1092600
2024-02-07 00:00:00+00:00,31.75,31.920000076293945,29.5,31.649999618530273,3220100
2024-02-08 00:00:00+00:00,31.93000030517578,32.56999969482422,30.760000228881836,30.850000381469727,1764100
2024-02-09 00:00:00+00:00,30.93000030517578,32.67499923706055,30.6200008392334,32.560001373291016,1459800
2024-02-12 00:00:00+00:00,32.560001373291016,33.02000045776367,31.469999313354492,32.2599983215332,1247100
2024-02-13 00:00:00+00:00,31.229999542236328,31.229999542236328,29.40999984741211,29.920000076293945,1805200
2024-02-14 00:00:00+00:00,30.280000686645508,30.5,29.299999237060547,29.6299991607666,1035200
2024-02-15 00:00:00+00:00,29.770000457763672,30.389999389648438,29.459999084472656,29.56999969482422,1237200
2024-02-16 00:00:00+00:00,29.1299991607666,30.1200008392334,28.530000686645508,29.479999542236328,1071300
2024-02-20 00:00:00+00:00,29.049999237060547,29.56100082397461,28.709999084472656,29.219999313354492,1012200
2024-02-21 00:00:00+00:00,29.219999313354492,29.6200008392334,28.934999465942383,29.18000030517578,860300
2024-02-22 00:00:00+00:00,29.270000457763672,30.84000015258789,28.5,30.200000762939453,1211500
2024-02-23 00:00:00+00:00,30.25,31.899999618530273,30.040000915527344,31.594999313354492,2520500
2024-02-26 00:00:00+00:00,31.84000015258789,32.47999954223633,30.290000915527344,30.489999771118164,1521200
2024-02-27 00:00:00+00:00,30.600000381469727,31.209999084472656,29.454999923706055,31.165000915527344,2039100
2024-02-28 00:00:00+00:00,30.979999542236328,34.790000915527344,30.8700008392334,34.0,5053500
2024-02-29 00:00:00+00:00,34.5,35.36000061035156,31.829999923706055,32.099998474121094,2715400
2024-03-01 00:00:00+00:00,32.36000061035156,36.2400016784668,32.29800033569336,36.08000183105469,2242400
2024-03-04 00:00:00+00:00,36.599998474121094,36.720001220703125,34.72999954223633,35.11000061035156,1237100
2024-03-05 00:00:00+00:00,34.72999954223633,35.720001220703125,33.7400016784668,34.08000183105469,867300
2024-03-06 00:00:00+00:00,34.79999923706055,35.65999984741211,34.119998931884766,35.400001525878906,1627800
2024-03-07 00:00:00+00:00,35.630001068115234,35.79999923706055,33.1349983215332,33.20000076293945,1105200
2024-03-08 00:00:00+00:00,33.58000183105469,35.470001220703125,33.380001068115234,33.45000076293945,1019500
2024-03-11 00:00:00+00:00,33.0099983215332,33.02000045776367,29.260000228881836,29.399999618530273,2298200
2024-03-12 00:00:00+00:00,29.229999542236328,29.43000030517578,28.260000228881836,28.549999237060547,1423100
2024-03-13 00:00:00+00:00,28.510000228881836,29.149999618530273,28.190000534057617,28.59000015258789,1484700
2024-03-14 00:00:00+00:00,28.15999984741211,28.299999237060547,27.010000228881836,27.420000076293945,1621700
2024-03-15 00:00:00+00:00,27.15999984741211,29.010000228881836,27.0,28.280000686645508,3735900
2024-03-18 00:00:00+00:00,28.280000686645508,28.360000610351562,27.209999084472656,28.139999389648438,1273900
2024-03-19 00:00:00+00:00,28.059999465942383,28.3799991607666,27.540000915527344,27.770000457763672,1002100
2024-03-20 00:00:00+00:00,27.5,28.3799991607666,27.06999969482422,28.15999984741211,926600
2024-03-21 00:00:00+00:00,28.969999313354492,29.93000030517578,28.1200008392334,28.229999542236328,1103900
2024-03-22 00:00:00+00:00,28.15999984741211,28.360000610351562,27.18000030517578,27.209999084472656,712100
2024-03-25 00:00:00+00:00,27.309999465942383,27.950000762939453,27.309999465942383,27.889999389648438,517400
2024-03-26 00:00:00+00:00,28.209999084472656,28.450000762939453,27.5,27.84000015258789,710000
2024-03-27 00:00:00+00:00,28.209999084472656,28.8700008392334,27.850000381469727,28.700000762939453,537600
2024-03-28 00:00:00+00:00,28.75,29.079999923706055,28.040000915527344,28.600000381469727,589000
2024-04-01 00:00:00+00:00,28.25,28.5049991607666,27.610000610351562,28.239999771118164,613300
2024-04-02 00:00:00+00:00,27.34000015258789,27.420000076293945,25.899999618530273,26.190000534057617,1282300
2024-04-03 00:00:00+00:00,26.0,26.540000915527344,25.709999084472656,26.479999542236328,725500
2024-04-04 00:00:00+00:00,26.360000610351562,27.0,25.850000381469727,26.110000610351562,781800
2024-04-05 00:00:00+00:00,25.770000457763672,26.43000030517578,25.280000686645508,25.780000686645508,713000
2024-04-08 00:00:00+00:00,25.959999084472656,26.329999923706055,25.364999771118164,25.700000762939453,858400
2024-04-09 00:00:00+00:00,25.850000381469727,26.479999542236328,25.6299991607666,26.25,672100
2024-04-10 00:00:00+00:00,25.260000228881836,25.479999542236328,24.809999465942383,25.389999389648438,904000
2024-04-11 00:00:00+00:00,25.739999771118164,25.799999237060547,25.274999618530273,25.68000030517578,708500
2024-04-12 00:00:00+00:00,25.34000015258789,25.5,24.469999313354492,24.700000762939453,856100
2024-04-15 00:00:00+00:00,24.860000610351562,24.860000610351562,23.75,24.010000228881836,878600
2024-04-16 00:00:00+00:00,23.729999542236328,24.34000015258789,23.600000381469727,23.670000076293945,796300
2024-04-17 00:00:00+00:00,23.8799991607666,24.051000595092773,22.469999313354492,22.530000686645508,1149600
2024-04-18 00:00:00+00:00,22.420000076293945,22.809999465942383,21.93000030517578,22.610000610351562,1300200
2024-04-19 00:00:00+00:00,22.520000457763672,22.760000228881836,21.75,22.329999923706055,965800
2024-04-22 00:00:00+00:00,22.600000381469727,24.299999237060547,22.236000061035156,23.920000076293945,1080400
