"('date', '')","('open', 'AFCG')","('high', 'AFCG')","('low', 'AFCG')","('close', 'AFCG')","('volume', 'AFCG')"
2025-09-26 00:00:00+00:00,4.119999885559082,4.179999828338623,4.119999885559082,4.150000095367432,112513
