"('date', '')","('open', 'CARR')","('high', 'CARR')","('low', 'CARR')","('close', 'CARR')","('volume', 'CARR')"
2020-03-19 00:00:00+00:00,11.18767261505127,11.18767261505127,11.18767261505127,11.18767261505127,100
2020-03-20 00:00:00+00:00,12.11997933481254,12.11997933481254,11.187673232134651,11.886902809143066,2300
2020-03-23 00:00:00+00:00,11.88690232449438,11.88690232449438,10.721519743661599,10.758811950683594,18700
2020-03-24 00:00:00+00:00,12.02674803303101,12.02674803303101,10.721519881379216,10.907980918884277,96100
2020-03-25 00:00:00+00:00,11.00121011756308,12.539514541625977,11.00121011756308,12.539514541625977,19200
2020-03-26 00:00:00+00:00,13.052285364790308,14.404129028320312,13.052285364790308,14.404129028320312,76400
2020-03-27 00:00:00+00:00,13.98458954087366,14.916895510265238,13.565052032470703,13.565052032470703,486500
2020-03-30 00:00:00+00:00,14.217667051055406,15.38304959622388,14.217667051055406,14.823665618896484,210000
2020-03-31 00:00:00+00:00,15.280495441123925,16.082279205322266,13.574376346544064,16.082279205322266,461500
2020-04-01 00:00:00+00:00,14.916896694387434,14.916896694387434,13.57437638310375,14.031206130981445,2998900
2020-04-02 00:00:00+00:00,14.599911789363519,14.823665015540701,11.299548591343093,12.381023406982422,15966300
2020-04-03 00:00:00+00:00,12.819207953192853,15.849202560311165,12.474254827691803,15.774618148803711,66934300
2020-04-06 00:00:00+00:00,15.905143803090684,15.989051506140044,13.844747886114924,14.394807815551758,37138000
2020-04-07 00:00:00+00:00,14.171053048835272,14.730437084481517,13.565054417815517,14.217668533325195,23486000
2020-04-08 00:00:00+00:00,13.518436677698347,14.217666161027571,12.800560648037868,13.294683456420898,49372700
2020-04-09 00:00:00+00:00,13.052284388783473,14.450743430438845,12.959053430359923,13.7794828414917,34992600
2020-04-13 00:00:00+00:00,13.518436419916101,13.518436419916101,13.03363689394331,13.042960166931152,21497400
2020-04-14 00:00:00+00:00,13.052286449663013,13.238747506834908,12.847178842215701,12.931086540222168,22350000
2020-04-15 00:00:00+00:00,12.614099499958414,12.7306377459757,12.064038836498227,12.455607414245605,14990700
2020-04-16 00:00:00+00:00,12.259824439071183,12.353055401521662,11.430072607550608,12.017425537109375,21745200
2020-04-17 00:00:00+00:00,12.399670750667816,12.893792712512804,12.05471761586159,12.809885025024414,21336500
2020-04-20 00:00:00+00:00,12.586131245519132,13.742190494682607,12.562823950710989,13.471821784973145,20032200
2020-04-21 00:00:00+00:00,13.257392503390037,14.217667502121747,13.220100296326175,13.695575714111328,16235900
2020-04-22 00:00:00+00:00,13.937976710114953,14.13376103641319,13.257393650055057,13.78880786895752,12539500
2020-04-23 00:00:00+00:00,13.704897873969388,14.842311430621743,13.620990192618176,14.655850410461426,12226000
2020-04-24 00:00:00+00:00,14.543971608087864,15.541538582552256,14.254956403526965,15.149970054626465,17390000
2020-04-27 00:00:00+00:00,15.075390522442081,15.672065889637633,14.893591107639242,15.662742614746094,12186100
