"('date', '')","('open', 'ABBV')","('high', 'ABBV')","('low', 'ABBV')","('close', 'ABBV')","('volume', 'ABBV')"
2024-01-02 00:00:00+00:00,145.42955851103682,150.34919515076137,145.30751632654597,150.04876708984375,8059900
2024-01-03 00:00:00+00:00,150.77168513320683,151.8607673356183,150.06753938049144,150.64964294433594,5301400
2024-01-04 00:00:00+00:00,150.50880224803365,152.3677429875169,149.68259999676033,151.5885009765625,8332200
2024-01-05 00:00:00+00:00,151.46645355938796,153.0625144649204,150.79047246337,152.2269287109375,5607600
2024-01-08 00:00:00+00:00,152.2644483839327,152.8183871825868,150.01118803570003,151.560302734375,6001600
2024-01-09 00:00:00+00:00,151.56031815524895,153.4756025394139,151.00639362611435,152.3865203857422,4454000
2024-01-10 00:00:00+00:00,152.34896582411181,154.98716272278958,151.9828106375672,154.80877685546875,6609900
2024-01-11 00:00:00+00:00,154.20791313744667,155.02471759078765,153.11883098240446,153.7666473388672,4591500
2024-01-12 00:00:00+00:00,154.25952685443622,154.78083690379202,153.71925613162486,153.9277801513672,4971400
2024-01-16 00:00:00+00:00,153.5296864515674,153.83299936331824,152.61977664182618,153.05577087402344,4747700
2024-01-17 00:00:00+00:00,153.31169842269654,154.44909298366755,153.0937012936766,153.58656311035156,4423100
2024-01-18 00:00:00+00:00,152.75247982110693,155.1220578235586,152.6008233578885,154.7808380126953,5074300
2024-01-19 00:00:00+00:00,155.35901316113774,156.26892300051225,154.11735662157614,156.1741485595703,5863000
2024-01-22 00:00:00+00:00,155.86135833409406,156.8186625995298,155.21682562437303,156.7617950439453,4864000
2024-01-23 00:00:00+00:00,155.87084581040597,158.7901677892029,155.50119220226892,158.76173400878906,5784700
2024-01-24 00:00:00+00:00,159.01765108243345,159.18825376340072,155.50119082067462,155.65284729003906,5422200
2024-01-25 00:00:00+00:00,155.4443269056622,156.59120909583547,154.68605900381482,156.515380859375,4465800
2024-01-26 00:00:00+00:00,156.64804817531785,157.20726504693351,154.97038309771622,155.82342529296875,4654300
2024-01-29 00:00:00+00:00,157.19780355211154,158.0603189153643,155.14099720924338,155.3590087890625,4704100
2024-01-30 00:00:00+00:00,155.65283577134144,156.37318225337972,154.74291148524836,156.31631469726562,3819600
2024-01-31 00:00:00+00:00,157.10300304860223,157.20726504693351,155.3969041953425,155.82342529296875,4993900
2024-02-01 00:00:00+00:00,155.15995286888702,158.93231671137738,154.18368796338893,158.84701538085938,5584400
2024-02-02 00:00:00+00:00,160.58155514043688,163.83262357527468,156.6101402227464,159.8706817626953,7870400
2024-02-05 00:00:00+00:00,160.97964299295955,164.09801565208068,159.6621582406585,162.3255615234375,6486700
2024-02-06 00:00:00+00:00,162.6952216980125,164.88472394568512,160.91330885474775,164.24966430664062,7037400
2024-02-07 00:00:00+00:00,164.93212775787646,166.40126924070992,164.27813627608117,165.8799591064453,6409100
2024-02-08 00:00:00+00:00,165.25438363652313,166.73299806723804,165.20698918163978,165.67141723632812,5709100
2024-02-09 00:00:00+00:00,165.93681696730872,166.24958853955354,164.02219387249286,164.9984588623047,3502700
2024-02-12 00:00:00+00:00,164.48660501275924,165.6429601278249,163.24494856857112,164.0411376953125,3477100
2024-02-13 00:00:00+00:00,165.35863955152,166.06002539199145,162.99853462786993,164.24966430664062,5480400
2024-02-14 00:00:00+00:00,164.03164313230602,165.7377419557677,163.67146269658787,165.32069396972656,4348500
2024-02-15 00:00:00+00:00,164.94158386092914,167.51968579422183,164.74253295208968,167.37750244140625,5276200
2024-02-16 00:00:00+00:00,167.66187102036127,169.58596732134117,166.88465690771406,168.23057556152344,6689900
2024-02-20 00:00:00+00:00,166.65715757538837,169.3584677519894,166.36333222458057,166.58132934570312,5484100
2024-02-21 00:00:00+00:00,167.09317404146668,167.41544767618117,164.44873106972267,166.003173828125,3818500
2024-02-22 00:00:00+00:00,165.6619309812094,168.08837646596618,164.10748843861484,167.52915954589844,4852300
2024-02-23 00:00:00+00:00,168.01255373753958,169.57648389921584,167.77559593693013,168.79925537109375,3941800
2024-02-26 00:00:00+00:00,169.5101384925971,170.4105752939926,168.71396370795833,169.48170471191406,4327400
2024-02-27 00:00:00+00:00,169.443758729443,170.16410511180223,167.74713307211448,169.65228271484375,3888500
2024-02-28 00:00:00+00:00,170.46745229876086,170.505359184303,167.66186549766982,168.71395874023438,4331300
2024-02-29 00:00:00+00:00,168.5907374690916,168.73292083227213,166.24012005129416,166.86569213867188,7485700
2024-03-01 00:00:00+00:00,166.86569435764247,169.8418839023948,166.58134209025704,169.5764923095703,4028700
2024-03-04 00:00:00+00:00,169.04570583170215,170.59066090353693,167.083688241435,167.8135223388672,4723600
2024-03-05 00:00:00+00:00,168.5149074296814,170.22100653027553,168.5149074296814,169.81344604492188,5309800
2024-03-06 00:00:00+00:00,169.09308432451184,172.65693897760522,168.80874652794094,171.61431884765625,6047100
2024-03-07 00:00:00+00:00,172.6853843997825,172.90338154610322,170.17362281292753,171.14990234375,6125200
2024-03-08 00:00:00+00:00,170.363176691828,172.6379656745268,169.35846352066778,169.5196075439453,6195600
2024-03-11 00:00:00+00:00,169.10257114811722,171.80388144294017,168.9414415765178,170.25892639160156,5134800
2024-03-12 00:00:00+00:00,170.34421865026252,173.34884171694404,170.3157848722463,171.4816131591797,5391100
2024-03-13 00:00:00+00:00,172.9792026251972,172.98867573107725,170.05988064810137,170.4769287109375,5987900
2024-03-14 00:00:00+00:00,170.76128637145789,172.54319933791922,169.3395394556575,171.7470245361328,6999400
2024-03-15 00:00:00+00:00,170.45794536618956,171.15934560247206,168.2779308948703,168.60020446777344,20957800
2024-03-18 00:00:00+00:00,169.6712522974551,170.49587524887409,168.3063875632818,169.1783905029297,8569000
2024-03-19 00:00:00+00:00,168.89404052199365,170.54325752140997,168.89404052199365,170.287353515625,7625600
2024-03-20 00:00:00+00:00,169.87031804934887,169.8797911552712,166.56238177505054,167.07421875,7326600
2024-03-21 00:00:00+00:00,167.58604537590708,168.46753598206584,166.7045692325058,168.24005126953125,5743600
2024-03-22 00:00:00+00:00,167.9841020525848,169.65229404722217,167.55758094950315,169.1404571533203,4084400
2024-03-25 00:00:00+00:00,169.66179042955204,169.85135378329068,168.83718188627273,169.21630859375,4366400
2024-03-26 00:00:00+00:00,169.87978005291447,170.39161699441325,169.07413221945333,169.8418731689453,4392400
2024-03-27 00:00:00+00:00,170.42006564014196,171.1593728754635,169.48170747403805,170.94137573242188,5073500
2024-03-28 00:00:00+00:00,171.5574470345747,172.7896304859378,170.8939680877657,172.60006713867188,5418700
2024-04-01 00:00:00+00:00,172.39155214672672,172.41049835851618,169.88927822859515,171.32997131347656,3502100
2024-04-02 00:00:00+00:00,170.03144261545683,171.58588524358072,169.19734651064414,171.2636260986328,4523800
2024-04-03 00:00:00+00:00,171.2920502876877,172.12614634579938,167.3869904933573,168.0789031982422,5893000
2024-04-04 00:00:00+00:00,168.38220815076178,168.42960260366652,158.714332731206,159.14085388183594,10539000
2024-04-05 00:00:00+00:00,159.23563950482537,162.11703995129997,158.56267299806726,161.1313018798828,7030100
2024-04-08 00:00:00+00:00,160.3825250019358,162.9985339283248,159.61476957506278,160.94174194335938,4745000
2024-04-09 00:00:00+00:00,160.8753932865523,161.6526218501664,158.6669447484929,161.26400756835938,5933200
2024-04-10 00:00:00+00:00,159.79485078190973,161.09338929756447,158.62902251206052,160.21189880371094,3231700
2024-04-11 00:00:00+00:00,160.37303488615825,160.53416445336023,158.505806279823,158.7806854248047,3307000
2024-04-12 00:00:00+00:00,157.32651919354987,157.32651919354987,153.06928268834514,155.25051879882812,7029400
2024-04-15 00:00:00+00:00,157.3935144611878,157.56571041962923,154.50432728767402,154.66696166992188,5433700
2024-04-16 00:00:00+00:00,155.1548306217423,156.64726825511087,155.05917108741065,155.49923706054688,4881300
2024-04-17 00:00:00+00:00,157.0395034763032,157.60395752219412,156.1593568968194,157.1351776123047,4792200
2024-04-18 00:00:00+00:00,157.81441256555212,160.18698199436844,157.30735721475358,157.52740478515625,4480100
2024-04-19 00:00:00+00:00,157.8718407848833,159.38340175357803,156.1785077012824,159.20162963867188,5532400
2024-04-22 00:00:00+00:00,160.4165980819674,162.24386611144615,159.68952425877532,160.6175079345703,5580700
2024-04-23 00:00:00+00:00,161.28718373115953,162.99007830612769,160.93321569188248,162.19602966308594,4084100
2024-04-24 00:00:00+00:00,161.22021548254125,161.78465492187837,159.5173209923837,160.53140258789062,4074700
2024-04-25 00:00:00+00:00,160.3974548815342,161.95683804666623,158.39799116933614,160.04347229003906,5503700
2024-04-26 00:00:00+00:00,159.85217333176368,160.206156000095,150.82108266452576,152.70574951171875,10721700
2024-04-29 00:00:00+00:00,152.6770317758582,154.55213682129235,151.69164948395783,154.5234375,6219000
2024-04-30 00:00:00+00:00,154.28427386792376,155.9871684662623,152.77271295296015,155.5949249267578,5484800
2024-05-01 00:00:00+00:00,155.06873547536864,156.59943403068127,154.15988959469945,154.7147674560547,5176400
2024-05-02 00:00:00+00:00,155.14526659458085,155.40357506905582,151.2706978687476,153.84417724609375,5904300
