"('date', '')","('open', 'BBNX')","('high', 'BBNX')","('low', 'BBNX')","('close', 'BBNX')","('volume', 'BBNX')"
2025-09-26 00:00:00+00:00,22.010000228881836,22.094999313354492,18.940000534057617,19.530000686645508,1603068
